,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN,MATURITY,DAY_CNT_DES,INT_ACC_DT,CPN_FREQ,ISSUE_DT,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
1/31/2005,0.745838,EC523167,JBH05,139.6,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.855
2/1/2005,0.745838,EC523167,JBH05,139.8,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.835
2/2/2005,0.745838,EC523167,JBH05,139.94,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.82
2/3/2005,0.745838,EC523167,JBH05,139.7,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.849
2/4/2005,0.745838,EC523167,JBH05,139.53,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.865
2/7/2005,0.745838,EC523167,JBH05,139.54,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.865
2/8/2005,0.745838,EC523167,JBH05,139.47,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.874
2/9/2005,0.745838,EC523167,JBH05,138.96,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.929
2/10/2005,0.745838,EC523167,JBH05,138.65,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.965
2/11/2005,0.745838,EC523167,JBH05,138.69,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.964
2/14/2005,0.745838,EC523167,JBH05,138.39,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.994
2/15/2005,0.745838,EC523167,JBH05,138.39,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.995
2/16/2005,0.745838,EC523167,JBH05,138.66,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.966
2/17/2005,0.745838,EC523167,JBH05,138.78,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.954
2/18/2005,0.745838,EC523167,JBH05,138.72,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.96
2/21/2005,0.745838,EC523167,JBH05,138.45,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.99
2/22/2005,0.745838,EC523167,JBH05,138.53,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.98
2/23/2005,0.745838,EC523167,JBH05,138.85,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.945
2/24/2005,0.745838,EC523167,JBH05,138.89,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.94
2/25/2005,0.745838,EC523167,JBH05,138.64,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.969
2/28/2005,0.745838,EC523167,JBH05,138.19,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,1.019
3/1/2005,0.745838,EC523167,JBH05,138.03,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,1.039
3/2/2005,0.745838,EC523167,JBH05,138,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,1.044
3/3/2005,0.745838,EC523167,JBH05,137.82,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,1.064
3/4/2005,0.745838,EC523167,JBH05,137.98,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,1.044
3/7/2005,0.745838,EC523167,JBH05,138.14,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,1.03
3/8/2005,0.745838,EC523167,JBH05,138.14,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,1.03
3/9/2005,0.745838,EC523167,JBH05,138.19,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,1.026
3/10/2005,0.745838,EC523167,JBH05,138.47,EC523167 Govt,JBH05 Comdty,1.5,3/20/2012,NL/365,3/20/2002,2,3/20/2002,5-Mar,0.999
3/11/2005,0.74019,EC568343,JBM05,137.7,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,1.054
3/14/2005,0.74019,EC568343,JBM05,137.55,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,1.074
3/15/2005,0.74019,EC568343,JBM05,137.9,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,1.039
3/16/2005,0.74019,EC568343,JBM05,137.9,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,1.039
3/17/2005,0.74019,EC568343,JBM05,138.41,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.985
3/18/2005,0.74019,EC568343,JBM05,138.34,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.994
3/22/2005,0.74019,EC568343,JBM05,138.3,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.999
3/23/2005,0.74019,EC568343,JBM05,138.47,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.98
3/24/2005,0.74019,EC568343,JBM05,138.74,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.95
3/25/2005,0.74019,EC568343,JBM05,138.89,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.936
3/28/2005,0.74019,EC568343,JBM05,138.89,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.935
3/29/2005,0.74019,EC568343,JBM05,139.19,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.906
3/30/2005,0.74019,EC568343,JBM05,139.16,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.909
3/31/2005,0.74019,EC568343,JBM05,139.41,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.884
4/1/2005,0.74019,EC568343,JBM05,139.43,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.884
4/4/2005,0.74019,EC568343,JBM05,139.49,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.879
4/5/2005,0.74019,EC568343,JBM05,139.18,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.91
4/6/2005,0.74019,EC568343,JBM05,139.09,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.919
4/7/2005,0.74019,EC568343,JBM05,139.34,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.894
4/8/2005,0.74019,EC568343,JBM05,139.32,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.895
4/11/2005,0.74019,EC568343,JBM05,139.37,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.89
4/12/2005,0.74019,EC568343,JBM05,139.53,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.874
4/13/2005,0.74019,EC568343,JBM05,139.45,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.884
4/14/2005,0.74019,EC568343,JBM05,139.53,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.875
4/15/2005,0.74019,EC568343,JBM05,139.84,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.844
4/18/2005,0.74019,EC568343,JBM05,140.17,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.809
4/19/2005,0.74019,EC568343,JBM05,140.13,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.814
4/20/2005,0.74019,EC568343,JBM05,140.44,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.785
4/21/2005,0.74019,EC568343,JBM05,140.21,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.809
4/22/2005,0.74019,EC568343,JBM05,140.06,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.825
4/25/2005,0.74019,EC568343,JBM05,140.26,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.804
4/26/2005,0.74019,EC568343,JBM05,140.36,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.794
4/27/2005,0.74019,EC568343,JBM05,140.34,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.799
4/28/2005,0.74019,EC568343,JBM05,140.51,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.779
5/2/2005,0.74019,EC568343,JBM05,140.63,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.769
5/6/2005,0.74019,EC568343,JBM05,140.83,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.75
5/9/2005,0.74019,EC568343,JBM05,140.24,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.81
5/10/2005,0.74019,EC568343,JBM05,140.22,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.815
5/11/2005,0.74019,EC568343,JBM05,140.42,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.794
5/12/2005,0.74019,EC568343,JBM05,140.46,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.79
5/13/2005,0.74019,EC568343,JBM05,140.43,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.794
5/16/2005,0.74019,EC568343,JBM05,140.14,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.824
5/17/2005,0.74019,EC568343,JBM05,140.14,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.824
5/18/2005,0.74019,EC568343,JBM05,140.3,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.81
5/19/2005,0.74019,EC568343,JBM05,140.38,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.8
5/20/2005,0.74019,EC568343,JBM05,140.38,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.799
5/23/2005,0.74019,EC568343,JBM05,140.18,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.82
5/24/2005,0.74019,EC568343,JBM05,140.54,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.784
5/25/2005,0.74019,EC568343,JBM05,140.78,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.76
5/26/2005,0.74019,EC568343,JBM05,140.7,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.769
5/27/2005,0.74019,EC568343,JBM05,140.64,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.775
5/30/2005,0.74019,EC568343,JBM05,140.71,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.769
5/31/2005,0.74019,EC568343,JBM05,140.7,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.77
6/1/2005,0.74019,EC568343,JBM05,140.97,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.739
6/2/2005,0.74019,EC568343,JBM05,140.91,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.743
6/3/2005,0.74019,EC568343,JBM05,141.02,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.735
6/6/2005,0.74019,EC568343,JBM05,140.96,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.744
6/7/2005,0.74019,EC568343,JBM05,141.15,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.725
6/8/2005,0.74019,EC568343,JBM05,141.1,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.73
6/9/2005,0.74019,EC568343,JBM05,141.17,EC568343 Govt,JBM05 Comdty,1.4,6/20/2012,NL/365,6/20/2002,2,6/20/2002,5-Jun,0.715
6/10/2005,0.734542,EC655793,JBU05,140.74,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.759
6/13/2005,0.734542,EC655793,JBU05,140.55,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.78
6/14/2005,0.734542,EC655793,JBU05,140.55,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.78
6/15/2005,0.734542,EC655793,JBU05,140.51,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.784
6/16/2005,0.734542,EC655793,JBU05,139.93,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.844
6/17/2005,0.734542,EC655793,JBU05,139.8,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.86
6/20/2005,0.734542,EC655793,JBU05,139.97,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.844
6/21/2005,0.734542,EC655793,JBU05,139.85,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.855
6/22/2005,0.734542,EC655793,JBU05,140.05,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.834
6/23/2005,0.734542,EC655793,JBU05,140.62,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.775
6/24/2005,0.734542,EC655793,JBU05,140.78,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.76
6/27/2005,0.734542,EC655793,JBU05,141,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.739
6/28/2005,0.734542,EC655793,JBU05,140.85,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.755
6/29/2005,0.734542,EC655793,JBU05,141.15,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.725
6/30/2005,0.734542,EC655793,JBU05,141.2,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.719
7/1/2005,0.734542,EC655793,JBU05,141.14,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.724
7/4/2005,0.734542,EC655793,JBU05,140.7,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.769
7/5/2005,0.734542,EC655793,JBU05,140.66,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.775
7/6/2005,0.734542,EC655793,JBU05,140.49,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.794
7/7/2005,0.734542,EC655793,JBU05,140.64,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.779
7/8/2005,0.734542,EC655793,JBU05,140.91,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.75
7/11/2005,0.734542,EC655793,JBU05,140.62,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.78
7/12/2005,0.734542,EC655793,JBU05,140.59,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.785
7/13/2005,0.734542,EC655793,JBU05,140.29,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.814
7/14/2005,0.734542,EC655793,JBU05,140.4,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.805
7/15/2005,0.734542,EC655793,JBU05,140.14,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.834
7/19/2005,0.734542,EC655793,JBU05,140.15,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.834
7/20/2005,0.734542,EC655793,JBU05,140.2,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.829
7/21/2005,0.734542,EC655793,JBU05,140.37,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.814
7/22/2005,0.734542,EC655793,JBU05,140.7,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.779
7/25/2005,0.734542,EC655793,JBU05,140.51,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.799
7/26/2005,0.734542,EC655793,JBU05,140.42,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.81
7/27/2005,0.734542,EC655793,JBU05,140.02,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.849
7/28/2005,0.734542,EC655793,JBU05,140.01,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.849
7/29/2005,0.734542,EC655793,JBU05,139.93,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.859
8/1/2005,0.734542,EC655793,JBU05,139.51,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.904
8/2/2005,0.734542,EC655793,JBU05,139.25,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.93
8/3/2005,0.734542,EC655793,JBU05,139.29,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.929
8/4/2005,0.734542,EC655793,JBU05,139.05,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.954
8/5/2005,0.734542,EC655793,JBU05,139.1,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.95
8/8/2005,0.734542,EC655793,JBU05,138.82,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.98
8/9/2005,0.734542,EC655793,JBU05,138.83,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.98
8/10/2005,0.734542,EC655793,JBU05,138.51,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,1.014
8/11/2005,0.734542,EC655793,JBU05,137.95,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,1.074
8/12/2005,0.734542,EC655793,JBU05,138.46,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,1.023
8/15/2005,0.734542,EC655793,JBU05,138.35,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,1.035
8/16/2005,0.734542,EC655793,JBU05,138.2,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,1.054
8/17/2005,0.734542,EC655793,JBU05,138.68,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,1.004
8/18/2005,0.734542,EC655793,JBU05,138.72,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.999
8/19/2005,0.734542,EC655793,JBU05,138.81,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.989
8/22/2005,0.734542,EC655793,JBU05,138.25,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,1.049
8/23/2005,0.734542,EC655793,JBU05,138.45,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,1.03
8/24/2005,0.734542,EC655793,JBU05,138.84,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.99
8/25/2005,0.734542,EC655793,JBU05,138.76,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,1
8/26/2005,0.734542,EC655793,JBU05,138.95,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.98
8/29/2005,0.734542,EC655793,JBU05,139.5,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.92
8/30/2005,0.734542,EC655793,JBU05,139.35,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.935
8/31/2005,0.734542,EC655793,JBU05,139.62,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.905
9/1/2005,0.734542,EC655793,JBU05,139.78,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.89
9/2/2005,0.734542,EC655793,JBU05,140.12,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.854
9/5/2005,0.734542,EC655793,JBU05,139.89,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.879
9/6/2005,0.734542,EC655793,JBU05,140.02,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.865
9/7/2005,0.734542,EC655793,JBU05,140.01,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.865
9/8/2005,0.734542,EC655793,JBU05,139.98,EC655793 Govt,JBU05 Comdty,1.3,9/20/2012,NL/365,9/20/2002,2,9/20/2002,5-Sep,0.875
9/9/2005,0.717598,EC758714,JBZ05,139.5,EC758714 Govt,JBZ05 Comdty,1,12/20/2012,NL/365,12/20/2002,2,12/20/2002,5-Dec,0.945
9/12/2005,0.717598,EC758714,JBZ05,139.22,EC758714 Govt,JBZ05 Comdty,1,12/20/2012,NL/365,12/20/2002,2,12/20/2002,5-Dec,0.974
9/13/2005,0.717598,EC758714,JBZ05,139.21,EC758714 Govt,JBZ05 Comdty,1,12/20/2012,NL/365,12/20/2002,2,12/20/2002,5-Dec,0.975
9/14/2005,0.717598,EC758714,JBZ05,139.14,EC758714 Govt,JBZ05 Comdty,1,12/20/2012,NL/365,12/20/2002,2,12/20/2002,5-Dec,0.984
9/15/2005,0.717598,EC758714,JBZ05,139.24,EC758714 Govt,JBZ05 Comdty,1,12/20/2012,NL/365,12/20/2002,2,12/20/2002,5-Dec,0.979
9/16/2005,0.717598,EC758714,JBZ05,139.2,EC758714 Govt,JBZ05 Comdty,1,12/20/2012,NL/365,12/20/2002,2,12/20/2002,5-Dec,0.979
