,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN,MATURITY,ISSUE_DT,DAY_CNT_DES,CPN_FREQ,INT_ACC_DT,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
6/9/2004,0.891814,ED317812,OEU04,109.89,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.349
6/10/2004,0.891814,ED317812,OEU04,109.77,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.228
6/11/2004,0.891814,ED317812,OEU04,109.47,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.02
6/14/2004,0.891814,ED317812,OEU04,109.55,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.003
6/15/2004,0.891814,ED317812,OEU04,110.18,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.416
6/16/2004,0.891814,ED317812,OEU04,109.85,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.249
6/17/2004,0.891814,ED317812,OEU04,109.75,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.158
6/18/2004,0.891814,ED317812,OEU04,110.01,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.394
6/21/2004,0.891814,ED317812,OEU04,110.06,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.446
6/22/2004,0.891814,ED317812,OEU04,109.96,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.35
6/23/2004,0.891814,ED317812,OEU04,110.04,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.371
6/24/2004,0.891814,ED317812,OEU04,110.34,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.705
6/25/2004,0.891814,ED317812,OEU04,110.23,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.603
6/28/2004,0.891814,ED317812,OEU04,109.97,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.368
6/29/2004,0.891814,ED317812,OEU04,110.02,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.343
6/30/2004,0.891814,ED317812,OEU04,110.3,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.608
7/1/2004,0.891814,ED317812,OEU04,110.34,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.618
7/2/2004,0.891814,ED317812,OEU04,110.65,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.965
7/5/2004,0.891814,ED317812,OEU04,110.7,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.972
7/6/2004,0.891814,ED317812,OEU04,110.72,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.964
7/7/2004,0.891814,ED317812,OEU04,110.88,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.097
7/8/2004,0.891814,ED317812,OEU04,110.89,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.116
7/9/2004,0.891814,ED317812,OEU04,110.92,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.101
7/12/2004,0.891814,ED317812,OEU04,111,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.179
7/13/2004,0.891814,ED317812,OEU04,110.68,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.913
7/14/2004,0.891814,ED317812,OEU04,110.77,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.977
7/15/2004,0.891814,ED317812,OEU04,110.75,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.966
7/16/2004,0.891814,ED317812,OEU04,111.14,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.308
7/19/2004,0.891814,ED317812,OEU04,111.15,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.31
7/20/2004,0.891814,ED317812,OEU04,111.08,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.234
7/21/2004,0.891814,ED317812,OEU04,110.61,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.843
7/22/2004,0.891814,ED317812,OEU04,110.84,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.006
7/23/2004,0.891814,ED317812,OEU04,110.77,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.953
7/26/2004,0.891814,ED317812,OEU04,110.58,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.799
7/27/2004,0.891814,ED317812,OEU04,110.47,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.694
7/28/2004,0.891814,ED317812,OEU04,110.53,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.68
7/29/2004,0.891814,ED317812,OEU04,110.65,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,98.809
7/30/2004,0.891814,ED317812,OEU04,110.98,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.11
8/2/2004,0.891814,ED317812,OEU04,111.07,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.202
8/3/2004,0.891814,ED317812,OEU04,111.17,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.237
8/4/2004,0.891814,ED317812,OEU04,111.28,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.324
8/5/2004,0.891814,ED317812,OEU04,111.43,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.478
8/6/2004,0.891814,ED317812,OEU04,111.9,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.89
8/9/2004,0.891814,ED317812,OEU04,111.88,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.858
8/10/2004,0.891814,ED317812,OEU04,111.85,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.895
8/11/2004,0.891814,ED317812,OEU04,111.76,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.762
8/12/2004,0.891814,ED317812,OEU04,111.92,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.862
8/13/2004,0.891814,ED317812,OEU04,112.09,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,100.008
8/16/2004,0.891814,ED317812,OEU04,111.82,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.813
8/17/2004,0.891814,ED317812,OEU04,111.95,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.918
8/18/2004,0.891814,ED317812,OEU04,111.89,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.859
8/19/2004,0.891814,ED317812,OEU04,111.97,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.889
8/20/2004,0.891814,ED317812,OEU04,112.05,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.956
8/23/2004,0.891814,ED317812,OEU04,111.75,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.703
8/24/2004,0.891814,ED317812,OEU04,111.71,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.684
8/25/2004,0.891814,ED317812,OEU04,111.88,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.835
8/26/2004,0.891814,ED317812,OEU04,112,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.9
8/27/2004,0.891814,ED317812,OEU04,112,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.912
8/30/2004,0.891814,ED317812,OEU04,111.97,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.915
8/31/2004,0.891814,ED317812,OEU04,112.27,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,100.139
9/1/2004,0.891814,ED317812,OEU04,112.17,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,100.051
9/2/2004,0.891814,ED317812,OEU04,111.95,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.874
9/3/2004,0.891814,ED317812,OEU04,111.47,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.444
9/6/2004,0.891814,ED317812,OEU04,111.49,ED317812 Govt,OEU04 Comdty,3.25,4/17/2009,2/13/2004,ACT/ACT,1,2/13/2004,4-Sep,99.47
9/9/2004,0.941295,EC155787,OEZ04,110.9,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,104.971
9/10/2004,0.941295,EC155787,OEZ04,111.02,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.114
9/13/2004,0.941295,EC155787,OEZ04,110.96,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,104.988
9/14/2004,0.941295,EC155787,OEZ04,111.08,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.079
9/15/2004,0.941295,EC155787,OEZ04,111,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.002
9/16/2004,0.941295,EC155787,OEZ04,111.12,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.029
9/17/2004,0.941295,EC155787,OEZ04,111.22,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.172
9/20/2004,0.941295,EC155787,OEZ04,111.29,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.242
9/21/2004,0.941295,EC155787,OEZ04,111.24,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.196
9/22/2004,0.941295,EC155787,OEZ04,111.5,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.343
9/23/2004,0.941295,EC155787,OEZ04,111.64,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.528
9/24/2004,0.941295,EC155787,OEZ04,111.49,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.383
9/27/2004,0.941295,EC155787,OEZ04,111.59,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.544
9/28/2004,0.941295,EC155787,OEZ04,111.55,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.484
9/29/2004,0.941295,EC155787,OEZ04,111.4,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.3
9/30/2004,0.941295,EC155787,OEZ04,111.49,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.356
10/1/2004,0.941295,EC155787,OEZ04,111.36,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.252
10/4/2004,0.941295,EC155787,OEZ04,111.26,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.145
10/5/2004,0.941295,EC155787,OEZ04,111.46,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.336
10/6/2004,0.941295,EC155787,OEZ04,111.46,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.338
10/7/2004,0.941295,EC155787,OEZ04,111.42,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.257
10/8/2004,0.941295,EC155787,OEZ04,111.85,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.647
10/11/2004,0.941295,EC155787,OEZ04,111.81,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.624
10/12/2004,0.941295,EC155787,OEZ04,112.06,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.821
10/13/2004,0.941295,EC155787,OEZ04,112.04,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.777
10/14/2004,0.941295,EC155787,OEZ04,112.19,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.898
10/15/2004,0.941295,EC155787,OEZ04,112.04,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.893
10/18/2004,0.941295,EC155787,OEZ04,112.24,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.957
10/19/2004,0.941295,EC155787,OEZ04,112.21,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.871
10/20/2004,0.941295,EC155787,OEZ04,112.37,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.084
10/21/2004,0.941295,EC155787,OEZ04,112.35,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.039
10/22/2004,0.941295,EC155787,OEZ04,112.32,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.019
10/25/2004,0.941295,EC155787,OEZ04,112.53,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.187
10/26/2004,0.941295,EC155787,OEZ04,112.48,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.182
10/27/2004,0.941295,EC155787,OEZ04,112.27,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.052
10/28/2004,0.941295,EC155787,OEZ04,112.31,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.886
10/29/2004,0.941295,EC155787,OEZ04,112.33,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.946
11/1/2004,0.941295,EC155787,OEZ04,112.32,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.983
11/2/2004,0.941295,EC155787,OEZ04,112.17,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.776
11/3/2004,0.941295,EC155787,OEZ04,112.27,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.846
11/4/2004,0.941295,EC155787,OEZ04,112.48,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.076
11/5/2004,0.941295,EC155787,OEZ04,112.08,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.752
11/8/2004,0.941295,EC155787,OEZ04,112.15,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.747
11/9/2004,0.941295,EC155787,OEZ04,112.43,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.96
11/10/2004,0.941295,EC155787,OEZ04,112.33,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,105.919
11/11/2004,0.941295,EC155787,OEZ04,112.61,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.171
11/12/2004,0.941295,EC155787,OEZ04,112.82,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.325
11/15/2004,0.941295,EC155787,OEZ04,112.72,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.267
11/16/2004,0.941295,EC155787,OEZ04,112.72,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.265
11/17/2004,0.941295,EC155787,OEZ04,112.73,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.205
11/18/2004,0.941295,EC155787,OEZ04,112.53,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.001
11/19/2004,0.941295,EC155787,OEZ04,112.61,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.097
11/22/2004,0.941295,EC155787,OEZ04,112.77,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.245
11/23/2004,0.941295,EC155787,OEZ04,112.91,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.329
11/24/2004,0.941295,EC155787,OEZ04,112.93,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.356
11/25/2004,0.941295,EC155787,OEZ04,113.05,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.487
11/26/2004,0.941295,EC155787,OEZ04,113.08,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.473
11/29/2004,0.941295,EC155787,OEZ04,112.81,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.259
11/30/2004,0.941295,EC155787,OEZ04,112.95,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.367
12/1/2004,0.941295,EC155787,OEZ04,113.11,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.462
12/2/2004,0.941295,EC155787,OEZ04,112.75,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.138
12/3/2004,0.941295,EC155787,OEZ04,113.25,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.534
12/6/2004,0.941295,EC155787,OEZ04,113.41,EC155787 Govt,OEZ04 Comdty,4.5,7/4/2009,7/4/1999,ACT/ACT,1,7/4/1999,4-Dec,106.716
12/9/2004,0.901954,ED583163,OEH05,113.48,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.7
12/10/2004,0.901954,ED583163,OEH05,113.51,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.7
12/13/2004,0.901954,ED583163,OEH05,113.54,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.748
12/14/2004,0.901954,ED583163,OEH05,113.51,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.707
12/15/2004,0.901954,ED583163,OEH05,113.7,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.893
12/16/2004,0.901954,ED583163,OEH05,113.35,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.581
12/17/2004,0.901954,ED583163,OEH05,113.13,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.34
12/20/2004,0.901954,ED583163,OEH05,113.34,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.527
12/21/2004,0.901954,ED583163,OEH05,113.13,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.297
12/22/2004,0.901954,ED583163,OEH05,113.03,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.226
12/23/2004,0.901954,ED583163,OEH05,113.27,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.453
12/27/2004,0.901954,ED583163,OEH05,113.16,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.363
12/28/2004,0.901954,ED583163,OEH05,112.67,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.021
12/29/2004,0.901954,ED583163,OEH05,112.53,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,101.836
12/30/2004,0.901954,ED583163,OEH05,112.9,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.026
1/3/2005,0.901954,ED583163,OEH05,113.04,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.205
1/4/2005,0.901954,ED583163,OEH05,112.88,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.068
1/5/2005,0.901954,ED583163,OEH05,112.97,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.089
1/6/2005,0.901954,ED583163,OEH05,113.1,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.275
1/7/2005,0.901954,ED583163,OEH05,113.16,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.316
1/10/2005,0.901954,ED583163,OEH05,113.22,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.404
1/11/2005,0.901954,ED583163,OEH05,113.24,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.367
1/12/2005,0.901954,ED583163,OEH05,113.2,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.344
1/13/2005,0.901954,ED583163,OEH05,113.5,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.581
1/14/2005,0.901954,ED583163,OEH05,113.47,ED583163 Govt,OEH05 Comdty,3.5,10/9/2009,8/27/2004,ACT/ACT,1,8/27/2004,5-Mar,102.524
