,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN,CPN_FREQ,ISSUE_DT,DAY_CNT_DES,INT_ACC_DT,MATURITY,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
5/29/2012,0.989058,EI876047,FBBU12,95.3,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,95.923
5/30/2012,0.989058,EI876047,FBBU12,93.91,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.51
5/31/2012,0.989058,EI876047,FBBU12,94.49,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,95.16
6/1/2012,0.989058,EI876047,FBBU12,95.12,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,95.44
6/4/2012,0.989058,EI876047,FBBU12,96.09,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,96.357
6/5/2012,0.989058,EI876047,FBBU12,96.6,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,96.96
6/6/2012,0.989058,EI876047,FBBU12,96.86,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,97.098
6/7/2012,0.989058,EI876047,FBBU12,98.1,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,98.453
6/8/2012,0.989058,EI876047,FBBU12,96.98,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,97.533
6/11/2012,0.989058,EI876047,FBBU12,95.27,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,95.498
6/12/2012,0.989058,EI876047,FBBU12,94.1,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.21
6/13/2012,0.989058,EI876047,FBBU12,93.78,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.93
6/14/2012,0.989058,EI876047,FBBU12,92.65,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,92.852
6/15/2012,0.989058,EI876047,FBBU12,93.29,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.158
6/18/2012,0.989058,EI876047,FBBU12,90.92,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,91.345
6/19/2012,0.989058,EI876047,FBBU12,92.09,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,92.11
6/20/2012,0.989058,EI876047,FBBU12,93.65,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.068
6/21/2012,0.989058,EI876047,FBBU12,94.15,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.958
6/22/2012,0.989058,EI876047,FBBU12,96.3,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,96.673
6/25/2012,0.989058,EI876047,FBBU12,94.46,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.768
6/26/2012,0.989058,EI876047,FBBU12,93.48,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.197
6/27/2012,0.989058,EI876047,FBBU12,92.69,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,92.868
6/28/2012,0.989058,EI876047,FBBU12,92.91,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,92.792
6/29/2012,0.989058,EI876047,FBBU12,96.49,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,96.857
7/2/2012,0.989058,EI876047,FBBU12,96.41,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,96.53
7/3/2012,0.989058,EI876047,FBBU12,97.67,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,97.415
7/4/2012,0.989058,EI876047,FBBU12,96.39,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,96.283
7/5/2012,0.989058,EI876047,FBBU12,93.82,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.848
7/6/2012,0.989058,EI876047,FBBU12,92.68,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,92.698
7/9/2012,0.989058,EI876047,FBBU12,92.48,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,91.988
7/10/2012,0.989058,EI876047,FBBU12,93.42,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.615
7/11/2012,0.989058,EI876047,FBBU12,95.39,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,95.17
7/12/2012,0.989058,EI876047,FBBU12,94.74,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.808
7/13/2012,0.989058,EI876047,FBBU12,94.55,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.643
7/16/2012,0.989058,EI876047,FBBU12,93.59,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.618
7/17/2012,0.989058,EI876047,FBBU12,93.76,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.635
7/18/2012,0.989058,EI876047,FBBU12,92.63,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,92.678
7/19/2012,0.989058,EI876047,FBBU12,92.57,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,92.352
7/20/2012,0.989058,EI876047,FBBU12,91.14,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,90.71
7/23/2012,0.989058,EI876047,FBBU12,89.93,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,89.35
7/24/2012,0.989058,EI876047,FBBU12,89.21,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,88.6
7/25/2012,0.989058,EI876047,FBBU12,90.22,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,90.068
7/26/2012,0.989058,EI876047,FBBU12,92.98,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,92.95
7/27/2012,0.989058,EI876047,FBBU12,94.45,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.115
7/30/2012,0.989058,EI876047,FBBU12,94.96,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.977
7/31/2012,0.989058,EI876047,FBBU12,94.28,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.075
8/1/2012,0.989058,EI876047,FBBU12,94.4,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.188
8/2/2012,0.989058,EI876047,FBBU12,91.5,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,91.41
8/3/2012,0.989058,EI876047,FBBU12,93.68,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.418
8/6/2012,0.989058,EI876047,FBBU12,94.4,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.153
8/7/2012,0.989058,EI876047,FBBU12,93.55,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.345
8/8/2012,0.989058,EI876047,FBBU12,93.99,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.35
8/9/2012,0.989058,EI876047,FBBU12,94.2,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.373
8/10/2012,0.989058,EI876047,FBBU12,93.8,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,92.983
8/13/2012,0.989058,EI876047,FBBU12,94.06,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.4
8/14/2012,0.989058,EI876047,FBBU12,94.94,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.163
8/15/2012,0.989058,EI876047,FBBU12,95.33,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,94.72
8/16/2012,0.989058,EI876047,FBBU12,96.28,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,95.48
8/17/2012,0.989058,EI876047,FBBU12,97.02,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,96.05
8/20/2012,0.989058,EI876047,FBBU12,97.52,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,97.15
8/21/2012,0.989058,EI876047,FBBU12,98.42,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,97.625
8/22/2012,0.989058,EI876047,FBBU12,98.03,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,97.19
8/23/2012,0.989058,EI876047,FBBU12,97.44,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,96.718
8/24/2012,0.989058,EI876047,FBBU12,97.38,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,96.232
8/27/2012,0.989058,EI876047,FBBU12,97.32,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,96.538
8/28/2012,0.989058,EI876047,FBBU12,96.57,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,95.85
8/29/2012,0.989058,EI876047,FBBU12,96.9,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,95.92
8/30/2012,0.989058,EI876047,FBBU12,96.24,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,95.04
8/31/2012,0.989058,EI876047,FBBU12,94.41,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.305
9/3/2012,0.989058,EI876047,FBBU12,94.62,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,93.358
9/4/2012,0.989058,EI876047,FBBU12,96.14,EI876047 Govt,FBBU12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Sep,95.22
9/7/2012,0.989466,EI876047,FBBZ12,100.58,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.743
9/10/2012,0.989466,EI876047,FBBZ12,100.32,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.223
9/11/2012,0.989466,EI876047,FBBZ12,100.83,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.288
9/12/2012,0.989466,EI876047,FBBZ12,100.95,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.818
9/13/2012,0.989466,EI876047,FBBZ12,100.92,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.748
9/14/2012,0.989466,EI876047,FBBZ12,99.95,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.63
9/17/2012,0.989466,EI876047,FBBZ12,98.9,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,99.295
9/18/2012,0.989466,EI876047,FBBZ12,99.54,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,99.823
9/19/2012,0.989466,EI876047,FBBZ12,100.78,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.268
9/20/2012,0.989466,EI876047,FBBZ12,100.55,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.725
9/21/2012,0.989466,EI876047,FBBZ12,100.65,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.818
9/24/2012,0.989466,EI876047,FBBZ12,101.3,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.368
9/25/2012,0.989466,EI876047,FBBZ12,100.74,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.908
9/26/2012,0.989466,EI876047,FBBZ12,99.03,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,98.693
9/27/2012,0.989466,EI876047,FBBZ12,99.56,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,99.543
9/28/2012,0.989466,EI876047,FBBZ12,99.44,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,99.588
10/1/2012,0.989466,EI876047,FBBZ12,100,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,99.92
10/2/2012,0.989466,EI876047,FBBZ12,100.98,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.88
10/3/2012,0.989466,EI876047,FBBZ12,100.62,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.433
10/4/2012,0.989466,EI876047,FBBZ12,99.96,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,99.763
10/5/2012,0.989466,EI876047,FBBZ12,101.38,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.27
10/8/2012,0.989466,EI876047,FBBZ12,101.17,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.055
10/9/2012,0.989466,EI876047,FBBZ12,100.35,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.292
10/10/2012,0.989466,EI876047,FBBZ12,100.57,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.44
10/11/2012,0.989466,EI876047,FBBZ12,100.86,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.702
10/12/2012,0.989466,EI876047,FBBZ12,101.84,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.708
10/15/2012,0.989466,EI876047,FBBZ12,100.65,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.348
10/16/2012,0.989466,EI876047,FBBZ12,100.76,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.428
10/17/2012,0.989466,EI876047,FBBZ12,103.08,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,102.858
10/18/2012,0.989466,EI876047,FBBZ12,104.05,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,103.77
10/19/2012,0.989466,EI876047,FBBZ12,103.74,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,103.56
10/22/2012,0.989466,EI876047,FBBZ12,102.86,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,102.673
10/23/2012,0.989466,EI876047,FBBZ12,102.1,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.743
10/24/2012,0.989466,EI876047,FBBZ12,102.47,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,102.123
10/25/2012,0.989466,EI876047,FBBZ12,102.14,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.793
10/26/2012,0.989466,EI876047,FBBZ12,102.47,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.95
10/29/2012,0.989466,EI876047,FBBZ12,101.83,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.46
10/30/2012,0.989466,EI876047,FBBZ12,101.8,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.365
10/31/2012,0.989466,EI876047,FBBZ12,102.41,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.75
11/1/2012,0.989466,EI876047,FBBZ12,102.52,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.925
11/2/2012,0.989466,EI876047,FBBZ12,101.92,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.438
11/5/2012,0.989466,EI876047,FBBZ12,101.4,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.778
11/6/2012,0.989466,EI876047,FBBZ12,102.07,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.447
11/7/2012,0.989466,EI876047,FBBZ12,101.98,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.18
11/8/2012,0.989466,EI876047,FBBZ12,100.58,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.07
11/9/2012,0.989466,EI876047,FBBZ12,100.72,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.265
11/12/2012,0.989466,EI876047,FBBZ12,100.26,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,99.79
11/13/2012,0.989466,EI876047,FBBZ12,100.8,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.075
11/14/2012,0.989466,EI876047,FBBZ12,100.2,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,99.49
11/15/2012,0.989466,EI876047,FBBZ12,100.43,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,99.733
11/16/2012,0.989466,EI876047,FBBZ12,100.7,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,99.923
11/19/2012,0.989466,EI876047,FBBZ12,100.72,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,99.738
11/20/2012,0.989466,EI876047,FBBZ12,101.24,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,100.503
11/21/2012,0.989466,EI876047,FBBZ12,101.9,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.055
11/22/2012,0.989466,EI876047,FBBZ12,102.34,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.443
11/23/2012,0.989466,EI876047,FBBZ12,102.57,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.748
11/26/2012,0.989466,EI876047,FBBZ12,102.66,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,101.72
11/27/2012,0.989466,EI876047,FBBZ12,103.31,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,102.408
11/28/2012,0.989466,EI876047,FBBZ12,104.88,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,103.788
11/29/2012,0.989466,EI876047,FBBZ12,104.8,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,103.74
11/30/2012,0.989466,EI876047,FBBZ12,104.87,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,103.89
12/3/2012,0.989466,EI876047,FBBZ12,105.35,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,104.37
12/4/2012,0.989466,EI876047,FBBZ12,105.35,EI876047 Govt,FBBZ12 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,12-Dec,104.37
12/7/2012,0.989728,EI876047,FBBH13,102.35,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,102.885
12/10/2012,0.989728,EI876047,FBBH13,101.74,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,102.148
12/11/2012,0.989728,EI876047,FBBH13,102.34,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,102.87
12/12/2012,0.989728,EI876047,FBBH13,103.27,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,103.545
12/13/2012,0.989728,EI876047,FBBH13,103.13,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,103.262
12/14/2012,0.989728,EI876047,FBBH13,101.74,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,103.355
12/17/2012,0.989728,EI876047,FBBH13,103.08,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,103.065
12/18/2012,0.989728,EI876047,FBBH13,103.64,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,103.958
12/19/2012,0.989728,EI876047,FBBH13,104.2,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,104.283
12/20/2012,0.989728,EI876047,FBBH13,104.21,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,104.498
12/21/2012,0.989728,EI876047,FBBH13,103.66,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,104.413
12/24/2012,0.989728,EI876047,FBBH13,104.4,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,104.528
12/27/2012,0.989728,EI876047,FBBH13,103.95,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,104.19
12/28/2012,0.989728,EI876047,FBBH13,103.85,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,104.415
12/31/2012,0.989728,EI876047,FBBH13,103.85,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,104.365
