,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN,CPN_FREQ,ISSUE_DT,DAY_CNT_DES,INT_ACC_DT,MATURITY,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
4/15/2015,0.851675,EK040749,FBBM5,143.08,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,122.322
4/16/2015,0.851675,EK040749,FBBM5,142.11,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,121.453
4/17/2015,0.851675,EK040749,FBBM5,141.19,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,120.505
4/20/2015,0.851675,EK040749,FBBM5,140.99,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,120.395
4/21/2015,0.851675,EK040749,FBBM5,140.99,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,120.528
4/22/2015,0.851675,EK040749,FBBM5,141.77,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,121.288
4/23/2015,0.851675,EK040749,FBBM5,141.89,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,121.305
4/24/2015,0.851675,EK040749,FBBM5,141.61,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,121.137
4/27/2015,0.851675,EK040749,FBBM5,142.43,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,121.92
4/28/2015,0.851675,EK040749,FBBM5,142.34,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,121.615
4/29/2015,0.851675,EK040749,FBBM5,141.11,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,120.33
4/30/2015,0.851675,EK040749,FBBM5,140.78,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,120.313
5/4/2015,0.851675,EK040749,FBBM5,140.37,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,119.998
5/5/2015,0.851675,EK040749,FBBM5,137.48,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,117.51
5/6/2015,0.851675,EK040749,FBBM5,136.48,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,116.425
5/7/2015,0.851675,EK040749,FBBM5,137.99,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,117.7
5/8/2015,0.851675,EK040749,FBBM5,138.64,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,118.35
5/11/2015,0.851675,EK040749,FBBM5,137.75,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,117.68
5/12/2015,0.851675,EK040749,FBBM5,136.87,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,116.968
5/13/2015,0.851675,EK040749,FBBM5,136.78,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,116.49
5/14/2015,0.851675,EK040749,FBBM5,137.09,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,116.863
5/15/2015,0.851675,EK040749,FBBM5,137.92,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,117.805
5/18/2015,0.851675,EK040749,FBBM5,136.83,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,116.84
5/19/2015,0.851675,EK040749,FBBM5,137.69,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,117.488
5/20/2015,0.851675,EK040749,FBBM5,137.24,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,116.99
5/21/2015,0.851675,EK040749,FBBM5,137.46,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,117.292
5/22/2015,0.851675,EK040749,FBBM5,137.44,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,117.16
5/25/2015,0.851675,EK040749,FBBM5,137.57,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,117.11
5/26/2015,0.851675,EK040749,FBBM5,136.31,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,116.352
5/27/2015,0.851675,EK040749,FBBM5,136.8,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,116.915
5/28/2015,0.851675,EK040749,FBBM5,136.71,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,116.667
5/29/2015,0.851675,EK040749,FBBM5,136.96,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,116.743
6/1/2015,0.851675,EK040749,FBBM5,136.02,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,115.613
6/2/2015,0.851675,EK040749,FBBM5,134.52,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,114.53
6/3/2015,0.851675,EK040749,FBBM5,134.08,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,114.135
6/4/2015,0.851675,EK040749,FBBM5,136.26,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,114.298
6/5/2015,0.851675,EK040749,FBBM5,133.32,EK040749 Govt,FBBM5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Jun,113.352
6/9/2015,0.854752,EK040749,FBBU5,131.01,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,112.953
6/10/2015,0.854752,EK040749,FBBU5,131.55,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,113.218
6/11/2015,0.854752,EK040749,FBBU5,132.48,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.098
6/12/2015,0.854752,EK040749,FBBU5,131.27,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,113.133
6/15/2015,0.854752,EK040749,FBBU5,129.69,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,111.71
6/16/2015,0.854752,EK040749,FBBU5,130.06,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,111.95
6/17/2015,0.854752,EK040749,FBBU5,130.24,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,112.285
6/18/2015,0.854752,EK040749,FBBU5,130.92,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,112.598
6/19/2015,0.854752,EK040749,FBBU5,130.91,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,112.678
6/22/2015,0.854752,EK040749,FBBU5,132.38,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.058
6/23/2015,0.854752,EK040749,FBBU5,132.64,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.135
6/24/2015,0.854752,EK040749,FBBU5,132.66,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.158
6/25/2015,0.854752,EK040749,FBBU5,133.02,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.575
6/26/2015,0.854752,EK040749,FBBU5,132.8,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.235
6/29/2015,0.854752,EK040749,FBBU5,130.6,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,112.235
6/30/2015,0.854752,EK040749,FBBU5,131.32,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,112.65
7/1/2015,0.854752,EK040749,FBBU5,131.32,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,112.848
7/2/2015,0.854752,EK040749,FBBU5,131.01,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,112.475
7/3/2015,0.854752,EK040749,FBBU5,131.68,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,113.245
7/6/2015,0.854752,EK040749,FBBU5,130.18,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,111.86
7/7/2015,0.854752,EK040749,FBBU5,130.92,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,112.778
7/8/2015,0.854752,EK040749,FBBU5,131.56,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,113
7/9/2015,0.854752,EK040749,FBBU5,132.07,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,113.47
7/10/2015,0.854752,EK040749,FBBU5,132.5,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.055
7/13/2015,0.854752,EK040749,FBBU5,133.2,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.255
7/14/2015,0.854752,EK040749,FBBU5,133.38,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.398
7/15/2015,0.854752,EK040749,FBBU5,134.19,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.985
7/16/2015,0.854752,EK040749,FBBU5,134.42,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.313
7/17/2015,0.854752,EK040749,FBBU5,134.56,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.727
7/20/2015,0.854752,EK040749,FBBU5,134.76,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.67
7/21/2015,0.854752,EK040749,FBBU5,134.2,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.107
7/22/2015,0.854752,EK040749,FBBU5,134.11,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.2
7/23/2015,0.854752,EK040749,FBBU5,134.66,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.512
7/24/2015,0.854752,EK040749,FBBU5,134.96,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.93
7/27/2015,0.854752,EK040749,FBBU5,134.75,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.66
7/28/2015,0.854752,EK040749,FBBU5,134.83,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.84
7/29/2015,0.854752,EK040749,FBBU5,134.64,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.458
7/30/2015,0.854752,EK040749,FBBU5,135.16,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.945
7/31/2015,0.854752,EK040749,FBBU5,135.88,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,116.433
8/3/2015,0.854752,EK040749,FBBU5,135.49,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,116.3
8/4/2015,0.854752,EK040749,FBBU5,135.72,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,116.348
8/5/2015,0.854752,EK040749,FBBU5,134.22,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.205
8/6/2015,0.854752,EK040749,FBBU5,135.12,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.713
8/7/2015,0.854752,EK040749,FBBU5,135.4,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.913
8/10/2015,0.854752,EK040749,FBBU5,135.39,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.958
8/11/2015,0.854752,EK040749,FBBU5,135.77,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,116.213
8/12/2015,0.854752,EK040749,FBBU5,134.7,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.778
8/13/2015,0.854752,EK040749,FBBU5,135.36,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.948
8/14/2015,0.854752,EK040749,FBBU5,135.52,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.433
8/17/2015,0.854752,EK040749,FBBU5,135.6,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.995
8/18/2015,0.854752,EK040749,FBBU5,134.82,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.477
8/19/2015,0.854752,EK040749,FBBU5,134.86,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.598
8/20/2015,0.854752,EK040749,FBBU5,135.05,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.618
8/21/2015,0.854752,EK040749,FBBU5,134.81,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.415
8/24/2015,0.854752,EK040749,FBBU5,134.38,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,115.13
8/25/2015,0.854752,EK040749,FBBU5,133.67,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.568
8/26/2015,0.854752,EK040749,FBBU5,133.88,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.475
8/27/2015,0.854752,EK040749,FBBU5,134.43,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.875
8/28/2015,0.854752,EK040749,FBBU5,134.61,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.91
8/31/2015,0.854752,EK040749,FBBU5,134.15,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.57
9/1/2015,0.854752,EK040749,FBBU5,133.68,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.268
9/2/2015,0.854752,EK040749,FBBU5,133.7,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.405
9/3/2015,0.854752,EK040749,FBBU5,134.29,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.833
9/4/2015,0.854752,EK040749,FBBU5,134.72,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.92
9/7/2015,0.854752,EK040749,FBBU5,134.32,EK040749 Govt,FBBU5 Comdty,3.8,1,1/29/2014,ACT/ACT,1/29/2014,4/30/2024,15-Sep,114.39
9/9/2015,0.780916,EK328970,FBBZ5,135.39,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,106.438
9/10/2015,0.780916,EK328970,FBBZ5,135.33,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,106.227
9/11/2015,0.780916,EK328970,FBBZ5,135.41,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,106.165
9/14/2015,0.780916,EK328970,FBBZ5,135.14,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,106.008
9/15/2015,0.780916,EK328970,FBBZ5,134.73,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,106.018
9/16/2015,0.780916,EK328970,FBBZ5,134.67,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,105.988
9/17/2015,0.780916,EK328970,FBBZ5,134.91,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,106.253
9/18/2015,0.780916,EK328970,FBBZ5,136.58,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,107.488
9/21/2015,0.780916,EK328970,FBBZ5,136.4,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,106.993
9/22/2015,0.780916,EK328970,FBBZ5,136.71,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,107.38
9/23/2015,0.780916,EK328970,FBBZ5,136.62,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,107.23
9/24/2015,0.780916,EK328970,FBBZ5,136.83,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,107.038
9/25/2015,0.780916,EK328970,FBBZ5,136.14,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,106.59
9/28/2015,0.780916,EK328970,FBBZ5,136.7,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,107.498
9/29/2015,0.780916,EK328970,FBBZ5,137.5,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,107.858
9/30/2015,0.780916,EK328970,FBBZ5,137.58,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,107.86
10/1/2015,0.780916,EK328970,FBBZ5,138.14,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.477
10/2/2015,0.780916,EK328970,FBBZ5,138.81,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.885
10/5/2015,0.780916,EK328970,FBBZ5,138.72,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.668
10/6/2015,0.780916,EK328970,FBBZ5,138.2,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.398
10/7/2015,0.780916,EK328970,FBBZ5,138.03,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.42
10/8/2015,0.780916,EK328970,FBBZ5,138.2,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.48
10/9/2015,0.780916,EK328970,FBBZ5,138.2,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.477
10/12/2015,0.780916,EK328970,FBBZ5,138.69,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.66
10/13/2015,0.780916,EK328970,FBBZ5,138.61,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.82
10/14/2015,0.780916,EK328970,FBBZ5,138.87,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.933
10/15/2015,0.780916,EK328970,FBBZ5,138.82,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.74
10/16/2015,0.780916,EK328970,FBBZ5,139.21,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,109.05
10/19/2015,0.780916,EK328970,FBBZ5,139.12,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,109.115
10/20/2015,0.780916,EK328970,FBBZ5,138.74,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.673
10/21/2015,0.780916,EK328970,FBBZ5,139.39,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,109.193
10/22/2015,0.780916,EK328970,FBBZ5,140.7,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,110.573
10/23/2015,0.780916,EK328970,FBBZ5,140.73,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,110.195
10/26/2015,0.780916,EK328970,FBBZ5,140.75,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,110.218
10/27/2015,0.780916,EK328970,FBBZ5,141.28,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,110.625
10/28/2015,0.780916,EK328970,FBBZ5,141.44,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,110.792
10/29/2015,0.780916,EK328970,FBBZ5,140.63,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,110.083
10/30/2015,0.780916,EK328970,FBBZ5,140.43,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,109.898
11/2/2015,0.780916,EK328970,FBBZ5,139.64,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,109.248
11/3/2015,0.780916,EK328970,FBBZ5,139.72,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,109.335
11/4/2015,0.780916,EK328970,FBBZ5,139.48,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,109.155
11/5/2015,0.780916,EK328970,FBBZ5,138.97,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.753
11/6/2015,0.780916,EK328970,FBBZ5,137.8,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,107.798
11/9/2015,0.780916,EK328970,FBBZ5,137.32,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,107.563
11/10/2015,0.780916,EK328970,FBBZ5,138.26,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.285
11/11/2015,0.780916,EK328970,FBBZ5,138.8,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.6
11/12/2015,0.780916,EK328970,FBBZ5,138.88,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.553
