,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST_FUTS,join_id_bonds,join_id_fut,DAY_CNT_DES,MATURITY,CPN,INT_ACC_DT,CPN_FREQ,ISSUE_DT,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
7/1/2004,0.9467,912828CM,TUU04,105.4375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.2109375
7/2/2004,0.9467,912828CM,TUU04,105.625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.4296875
7/6/2004,0.9467,912828CM,TUU04,105.6171875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.3984375
7/7/2004,0.9467,912828CM,TUU04,105.640625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.3984375
7/8/2004,0.9467,912828CM,TUU04,105.6796875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.4453125
7/9/2004,0.9467,912828CM,TUU04,105.703125,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.4453125
7/12/2004,0.9467,912828CM,TUU04,105.7109375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.4296875
7/13/2004,0.9467,912828CM,TUU04,105.640625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.3671875
7/14/2004,0.9467,912828CM,TUU04,105.5859375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.3046875
7/15/2004,0.9467,912828CM,TUU04,105.5625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.2734375
7/16/2004,0.9467,912828CM,TUU04,105.7734375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.4765625
7/19/2004,0.9467,912828CM,TUU04,105.7421875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.4296875
7/20/2004,0.9467,912828CM,TUU04,105.53125,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.2421875
7/21/2004,0.9467,912828CM,TUU04,105.4375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.1640625
7/22/2004,0.9467,912828CM,TUU04,105.4765625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.1796875
7/23/2004,0.9467,912828CM,TUU04,105.5078125,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.1796875
7/26/2004,0.9467,912828CM,TUU04,105.4296875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.0703125
7/27/2004,0.9467,912828CM,TUU04,105.28125,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,99.9140625
7/28/2004,0.9467,912828CM,TUU04,105.359375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.0234375
7/29/2004,0.9467,912828CM,TUU04,105.4296875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.09375
7/30/2004,0.9467,912828CM,TUU04,105.5625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.1875
8/2/2004,0.9467,912828CM,TUU04,105.625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.25
8/3/2004,0.9467,912828CM,TUU04,105.6484375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.25
8/4/2004,0.9467,912828CM,TUU04,105.6484375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.265625
8/5/2004,0.9467,912828CM,TUU04,105.6796875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.328125
8/6/2004,0.9467,912828CM,TUU04,106.1953125,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.734375
8/9/2004,0.9467,912828CM,TUU04,106.1171875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.640625
8/10/2004,0.9467,912828CM,TUU04,105.9140625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.46875
8/11/2004,0.9467,912828CM,TUU04,105.9765625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.53125
8/12/2004,0.9467,912828CM,TUU04,106.015625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.53125
8/13/2004,0.9467,912828CM,TUU04,106.109375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.609375
8/16/2004,0.9467,912828CM,TUU04,106.0703125,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.5625
8/17/2004,0.9467,912828CM,TUU04,106.171875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.703125
8/18/2004,0.9467,912828CM,TUU04,106.171875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.65625
8/19/2004,0.9467,912828CM,TUU04,106.234375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.71875
8/20/2004,0.9467,912828CM,TUU04,106.15625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.640625
8/23/2004,0.9467,912828CM,TUU04,106.078125,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.5625
8/24/2004,0.9467,912828CM,TUU04,106.09375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.59375
8/25/2004,0.9467,912828CM,TUU04,106.109375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.578125
8/26/2004,0.9467,912828CM,TUU04,106.1484375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.65625
8/27/2004,0.9467,912828CM,TUU04,106.1484375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.625
8/30/2004,0.9467,912828CM,TUU04,106.2109375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.65625
8/31/2004,0.9467,912828CM,TUU04,106.3125,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.765625
9/1/2004,0.9467,912828CM,TUU04,106.3515625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.796875
9/2/2004,0.9467,912828CM,TUU04,106.25,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.65625
9/3/2004,0.9467,912828CM,TUU04,105.9765625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.40625
9/7/2004,0.9467,912828CM,TUU04,106.015625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.46875
9/8/2004,0.9467,912828CM,TUU04,106.203125,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.625
9/9/2004,0.9467,912828CM,TUU04,106.171875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.609375
9/10/2004,0.9467,912828CM,TUU04,106.1796875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.578125
9/13/2004,0.9467,912828CM,TUU04,106.1875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.59375
9/14/2004,0.9467,912828CM,TUU04,106.25,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.640625
9/15/2004,0.9467,912828CM,TUU04,106.1875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.59375
9/16/2004,0.9467,912828CM,TUU04,106.34375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.71875
9/17/2004,0.9467,912828CM,TUU04,106.171875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.59375
9/20/2004,0.9467,912828CM,TUU04,106.3359375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.671875
9/21/2004,0.9467,912828CM,TUU04,106.265625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.625
9/22/2004,0.9467,912828CM,TUU04,106.265625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.609375
9/23/2004,0.9467,912828CM,TUU04,106.109375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.515625
9/24/2004,0.9467,912828CM,TUU04,106.046875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.421875
9/27/2004,0.9467,912828CM,TUU04,106.1171875,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.484375
9/28/2004,0.9467,912828CM,TUU04,106.1640625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.515625
9/29/2004,0.9467,912828CM,TUU04,106.0234375,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.375
9/30/2004,0.9467,912828CM,TUU04,105.9765625,912828CM Govt,TUU04 Comdty,ACT/ACT,6/30/2006,2.75,6/30/2004,2,6/30/2004,4-Sep,100.40625
10/1/2004,0.9426,912828CW,TUZ04,105.59375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.7578125
10/4/2004,0.9426,912828CW,TUZ04,105.5625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.7265625
10/5/2004,0.9426,912828CW,TUZ04,105.578125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.7421875
10/6/2004,0.9426,912828CW,TUZ04,105.484375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.6328125
10/7/2004,0.9426,912828CW,TUZ04,105.4765625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.6328125
10/8/2004,0.9426,912828CW,TUZ04,105.71875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.8359375
10/11/2004,0.9426,912828CW,TUZ04,105.71875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.8359375
10/12/2004,0.9426,912828CW,TUZ04,105.78125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.8984375
10/13/2004,0.9426,912828CW,TUZ04,105.859375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,100.0078125
10/14/2004,0.9426,912828CW,TUZ04,105.984375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,100.0546875
10/15/2004,0.9426,912828CW,TUZ04,105.8828125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.9609375
10/18/2004,0.9426,912828CW,TUZ04,105.875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.9765625
10/19/2004,0.9426,912828CW,TUZ04,105.84375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.9140625
10/20/2004,0.9426,912828CW,TUZ04,105.9140625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.9921875
10/21/2004,0.9426,912828CW,TUZ04,105.84375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.9140625
10/22/2004,0.9426,912828CW,TUZ04,105.890625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.9609375
10/25/2004,0.9426,912828CW,TUZ04,105.9140625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.9765625
10/26/2004,0.9426,912828CW,TUZ04,105.9140625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.9453125
10/27/2004,0.9426,912828CW,TUZ04,105.765625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.8359375
10/28/2004,0.9426,912828CW,TUZ04,105.8203125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.90625
10/29/2004,0.9426,912828CW,TUZ04,105.8828125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.9375
11/1/2004,0.9426,912828CW,TUZ04,105.796875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.890625
11/2/2004,0.9426,912828CW,TUZ04,105.828125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.90625
11/3/2004,0.9426,912828CW,TUZ04,105.859375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.890625
11/4/2004,0.9426,912828CW,TUZ04,105.78125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.8125
11/5/2004,0.9426,912828CW,TUZ04,105.453125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.53125
11/8/2004,0.9426,912828CW,TUZ04,105.421875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.46875
11/9/2004,0.9426,912828CW,TUZ04,105.421875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.453125
11/10/2004,0.9426,912828CW,TUZ04,105.3359375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.40625
11/12/2004,0.9426,912828CW,TUZ04,105.375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.453125
11/15/2004,0.9426,912828CW,TUZ04,105.3203125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.359375
11/16/2004,0.9426,912828CW,TUZ04,105.2734375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.328125
11/17/2004,0.9426,912828CW,TUZ04,105.375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.4375
11/18/2004,0.9426,912828CW,TUZ04,105.34375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.390625
11/19/2004,0.9426,912828CW,TUZ04,105.234375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.265625
11/22/2004,0.9426,912828CW,TUZ04,105.21875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.234375
11/23/2004,0.9426,912828CW,TUZ04,105.171875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.203125
11/24/2004,0.9426,912828CW,TUZ04,105.109375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.15625
11/26/2004,0.9426,912828CW,TUZ04,105.078125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.125
11/29/2004,0.9426,912828CW,TUZ04,105.046875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.078125
11/30/2004,0.9426,912828CW,TUZ04,105.1328125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.15625
12/1/2004,0.9426,912828CW,TUZ04,105.140625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.171875
12/2/2004,0.9426,912828CW,TUZ04,105.109375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.109375
12/3/2004,0.9426,912828CW,TUZ04,105.296875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.3125
12/6/2004,0.9426,912828CW,TUZ04,105.3359375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.34375
12/7/2004,0.9426,912828CW,TUZ04,105.296875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.296875
12/8/2004,0.9426,912828CW,TUZ04,105.359375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.375
12/9/2004,0.9426,912828CW,TUZ04,105.3359375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.3125
12/10/2004,0.9426,912828CW,TUZ04,105.328125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.296875
12/13/2004,0.9426,912828CW,TUZ04,105.265625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.265625
12/14/2004,0.9426,912828CW,TUZ04,105.265625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.265625
12/15/2004,0.9426,912828CW,TUZ04,105.296875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.296875
12/16/2004,0.9426,912828CW,TUZ04,105.2265625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.203125
12/17/2004,0.9426,912828CW,TUZ04,105.1953125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.1875
12/20/2004,0.9426,912828CW,TUZ04,105.140625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.140625
12/21/2004,0.9426,912828CW,TUZ04,105.1640625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.140625
12/22/2004,0.9426,912828CW,TUZ04,105.1953125,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.203125
12/23/2004,0.9426,912828CW,TUZ04,105.2109375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.203125
12/27/2004,0.9426,912828CW,TUZ04,105.140625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.125
12/28/2004,0.9426,912828CW,TUZ04,105.140625,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.109375
12/29/2004,0.9426,912828CW,TUZ04,105.0546875,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.015625
12/30/2004,0.9426,912828CW,TUZ04,105.09375,912828CW Govt,TUZ04 Comdty,ACT/ACT,9/30/2006,2.5,9/30/2004,2,9/30/2004,4-Dec,99.109375
12/31/2004,0.9508,912828DF,TUH05,104.796875,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.8671875
1/3/2005,0.9508,912828DF,TUH05,104.75,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.8203125
1/4/2005,0.9508,912828DF,TUH05,104.5625,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.6171875
1/5/2005,0.9508,912828DF,TUH05,104.546875,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.6015625
1/6/2005,0.9508,912828DF,TUH05,104.609375,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.6953125
1/7/2005,0.9508,912828DF,TUH05,104.546875,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.6328125
1/10/2005,0.9508,912828DF,TUH05,104.5234375,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.5859375
1/11/2005,0.9508,912828DF,TUH05,104.5234375,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.6015625
1/12/2005,0.9508,912828DF,TUH05,104.546875,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.6015625
1/13/2005,0.9508,912828DF,TUH05,104.6015625,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.6640625
1/14/2005,0.9508,912828DF,TUH05,104.5,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.5703125
1/18/2005,0.9508,912828DF,TUH05,104.484375,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.5703125
1/19/2005,0.9508,912828DF,TUH05,104.5078125,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.5859375
1/20/2005,0.9508,912828DF,TUH05,104.609375,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.6484375
1/21/2005,0.9508,912828DF,TUH05,104.7109375,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.7265625
1/24/2005,0.9508,912828DF,TUH05,104.6484375,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.6484375
1/25/2005,0.9508,912828DF,TUH05,104.6015625,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.6015625
1/26/2005,0.9508,912828DF,TUH05,104.53125,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.5234375
1/27/2005,0.9508,912828DF,TUH05,104.5078125,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.5
1/28/2005,0.9508,912828DF,TUH05,104.6015625,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.5625
1/31/2005,0.9508,912828DF,TUH05,104.53125,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.53125
2/1/2005,0.9508,912828DF,TUH05,104.5390625,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.5
2/2/2005,0.9508,912828DF,TUH05,104.4921875,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.4375
2/3/2005,0.9508,912828DF,TUH05,104.4296875,912828DF Govt,TUH05 Comdty,ACT/ACT,12/31/2006,3,12/31/2004,2,12/31/2004,5-Mar,99.390625
