,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN,MATURITY,ISSUE_DT,DAY_CNT_DES,CPN_FREQ,INT_ACC_DT,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
7/21/2004,0.946398,ED508826,DUU04,105.71,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.167
7/22/2004,0.946398,ED508826,DUU04,105.8,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.223
7/23/2004,0.946398,ED508826,DUU04,105.76,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.19
7/26/2004,0.946398,ED508826,DUU04,105.685,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.126
7/27/2004,0.946398,ED508826,DUU04,105.64,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.082
7/28/2004,0.946398,ED508826,DUU04,105.68,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.09
7/29/2004,0.946398,ED508826,DUU04,105.72,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.129
7/30/2004,0.946398,ED508826,DUU04,105.845,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.246
8/2/2004,0.946398,ED508826,DUU04,105.885,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.285
8/3/2004,0.946398,ED508826,DUU04,105.92,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.305
8/4/2004,0.946398,ED508826,DUU04,105.97,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.334
8/5/2004,0.946398,ED508826,DUU04,106.02,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.399
8/6/2004,0.946398,ED508826,DUU04,106.19,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.548
8/9/2004,0.946398,ED508826,DUU04,106.17,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.54
8/10/2004,0.946398,ED508826,DUU04,106.165,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.544
8/11/2004,0.946398,ED508826,DUU04,106.13,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.496
8/12/2004,0.946398,ED508826,DUU04,106.185,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.528
8/13/2004,0.946398,ED508826,DUU04,106.245,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.592
8/16/2004,0.946398,ED508826,DUU04,106.165,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.522
8/17/2004,0.946398,ED508826,DUU04,106.205,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.564
8/18/2004,0.946398,ED508826,DUU04,106.195,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.54
8/19/2004,0.946398,ED508826,DUU04,106.21,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.553
8/20/2004,0.946398,ED508826,DUU04,106.25,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.576
8/23/2004,0.946398,ED508826,DUU04,106.13,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.477
8/24/2004,0.946398,ED508826,DUU04,106.105,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.458
8/25/2004,0.946398,ED508826,DUU04,106.18,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.512
8/26/2004,0.946398,ED508826,DUU04,106.22,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.529
8/27/2004,0.946398,ED508826,DUU04,106.22,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.542
8/30/2004,0.946398,ED508826,DUU04,106.195,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.537
8/31/2004,0.946398,ED508826,DUU04,106.29,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.604
9/1/2004,0.946398,ED508826,DUU04,106.255,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.574
9/2/2004,0.946398,ED508826,DUU04,106.14,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.484
9/3/2004,0.946398,ED508826,DUU04,105.945,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.278
9/6/2004,0.946398,ED508826,DUU04,105.945,ED508826 Govt,DUU04 Comdty,2.75,6/23/2006,6/25/2004,ACT/ACT,1,6/23/2004,4-Sep,100.28
9/9/2004,0.999888,GG729023,DUZ04,105.69,GG729023 Govt,DUZ04 Comdty,6,1/4/2007,1/10/1997,ACT/ACT,1,1/4/1997,4-Dec,107.164
9/10/2004,0.999888,GG729023,DUZ04,105.75,GG729023 Govt,DUZ04 Comdty,6,1/4/2007,1/10/1997,ACT/ACT,1,1/4/1997,4-Dec,107.23
9/13/2004,0.999888,GG729023,DUZ04,105.685,GG729023 Govt,DUZ04 Comdty,6,1/4/2007,1/10/1997,ACT/ACT,1,1/4/1997,4-Dec,107.138
9/14/2004,0.999888,GG729023,DUZ04,105.74,GG729023 Govt,DUZ04 Comdty,6,1/4/2007,1/10/1997,ACT/ACT,1,1/4/1997,4-Dec,107.186
9/15/2004,0.999888,GG729023,DUZ04,105.7,GG729023 Govt,DUZ04 Comdty,6,1/4/2007,1/10/1997,ACT/ACT,1,1/4/1997,4-Dec,107.13
9/16/2004,0.999888,GG729023,DUZ04,105.75,GG729023 Govt,DUZ04 Comdty,6,1/4/2007,1/10/1997,ACT/ACT,1,1/4/1997,4-Dec,107.138
9/17/2004,0.999888,GG729023,DUZ04,105.775,GG729023 Govt,DUZ04 Comdty,6,1/4/2007,1/10/1997,ACT/ACT,1,1/4/1997,4-Dec,107.205
9/20/2004,0.999888,GG729023,DUZ04,105.79,GG729023 Govt,DUZ04 Comdty,6,1/4/2007,1/10/1997,ACT/ACT,1,1/4/1997,4-Dec,107.204
9/21/2004,0.942297,ED614104,DUZ04,105.77,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.783
9/22/2004,0.942297,ED614104,DUZ04,105.84,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.826
9/23/2004,0.942297,ED614104,DUZ04,105.93,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.908
9/24/2004,0.942297,ED614104,DUZ04,105.85,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.839
9/27/2004,0.942297,ED614104,DUZ04,105.885,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.887
9/28/2004,0.942297,ED614104,DUZ04,105.86,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.861
9/29/2004,0.942297,ED614104,DUZ04,105.83,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.816
9/30/2004,0.942297,ED614104,DUZ04,105.915,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.868
10/1/2004,0.942297,ED614104,DUZ04,105.89,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.874
10/4/2004,0.942297,ED614104,DUZ04,105.82,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.81
10/5/2004,0.942297,ED614104,DUZ04,105.89,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.87
10/6/2004,0.942297,ED614104,DUZ04,105.89,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.868
10/7/2004,0.942297,ED614104,DUZ04,105.87,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,99.862
10/8/2004,0.942297,ED614104,DUZ04,106.055,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.012
10/11/2004,0.942297,ED614104,DUZ04,106.045,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.015
10/12/2004,0.942297,ED614104,DUZ04,106.115,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.079
10/13/2004,0.942297,ED614104,DUZ04,106.125,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.067
10/14/2004,0.942297,ED614104,DUZ04,106.185,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.118
10/15/2004,0.942297,ED614104,DUZ04,106.165,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.143
10/18/2004,0.942297,ED614104,DUZ04,106.22,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.163
10/19/2004,0.942297,ED614104,DUZ04,106.225,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.151
10/20/2004,0.942297,ED614104,DUZ04,106.28,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.219
10/21/2004,0.942297,ED614104,DUZ04,106.255,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.195
10/22/2004,0.942297,ED614104,DUZ04,106.245,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.178
10/25/2004,0.942297,ED614104,DUZ04,106.325,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.236
10/26/2004,0.942297,ED614104,DUZ04,106.3,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.234
10/27/2004,0.942297,ED614104,DUZ04,106.215,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.187
10/28/2004,0.942297,ED614104,DUZ04,106.235,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.135
10/29/2004,0.942297,ED614104,DUZ04,106.25,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.151
11/1/2004,0.942297,ED614104,DUZ04,106.25,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.174
11/2/2004,0.942297,ED614104,DUZ04,106.175,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.089
11/3/2004,0.942297,ED614104,DUZ04,106.22,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.117
11/4/2004,0.942297,ED614104,DUZ04,106.28,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.185
11/5/2004,0.942297,ED614104,DUZ04,106.08,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.034
11/8/2004,0.942297,ED614104,DUZ04,106.1,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.016
11/9/2004,0.942297,ED614104,DUZ04,106.22,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.115
11/10/2004,0.942297,ED614104,DUZ04,106.19,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.111
11/11/2004,0.942297,ED614104,DUZ04,106.3,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.213
11/12/2004,0.942297,ED614104,DUZ04,106.385,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.264
11/15/2004,0.942297,ED614104,DUZ04,106.29,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.204
11/16/2004,0.942297,ED614104,DUZ04,106.27,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.181
11/17/2004,0.942297,ED614104,DUZ04,106.295,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.177
11/18/2004,0.942297,ED614104,DUZ04,106.2,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.088
11/19/2004,0.942297,ED614104,DUZ04,106.23,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.126
11/22/2004,0.942297,ED614104,DUZ04,106.295,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.177
11/23/2004,0.942297,ED614104,DUZ04,106.35,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.216
11/24/2004,0.942297,ED614104,DUZ04,106.38,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.254
11/25/2004,0.942297,ED614104,DUZ04,106.45,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.323
11/26/2004,0.942297,ED614104,DUZ04,106.455,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.316
11/29/2004,0.942297,ED614104,DUZ04,106.36,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.249
11/30/2004,0.942297,ED614104,DUZ04,106.415,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.28
12/1/2004,0.942297,ED614104,DUZ04,106.48,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.325
12/2/2004,0.942297,ED614104,DUZ04,106.335,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.186
12/3/2004,0.942297,ED614104,DUZ04,106.5,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.317
12/6/2004,0.942297,ED614104,DUZ04,106.53,ED614104 Govt,DUZ04 Comdty,2.5,9/22/2006,9/24/2004,ACT/ACT,1,9/22/2004,4-Dec,100.382
12/9/2004,0.938717,ED717754,DUH05,106.345,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.89
12/10/2004,0.938717,ED717754,DUH05,106.34,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.876
12/13/2004,0.938717,ED717754,DUH05,106.365,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.897
12/14/2004,0.938717,ED717754,DUH05,106.33,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.877
12/15/2004,0.938717,ED717754,DUH05,106.38,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.922
12/16/2004,0.938717,ED717754,DUH05,106.245,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.81
12/17/2004,0.938717,ED717754,DUH05,106.175,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.727
12/20/2004,0.938717,ED717754,DUH05,106.25,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.778
12/21/2004,0.938717,ED717754,DUH05,106.09,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.668
12/22/2004,0.938717,ED717754,DUH05,106.045,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.608
12/23/2004,0.938717,ED717754,DUH05,106.14,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.689
12/27/2004,0.938717,ED717754,DUH05,106.12,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.67
12/28/2004,0.938717,ED717754,DUH05,105.925,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.592
12/29/2004,0.938717,ED717754,DUH05,105.915,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.514
12/30/2004,0.938717,ED717754,DUH05,106.04,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.575
1/3/2005,0.938717,ED717754,DUH05,106.065,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.611
1/4/2005,0.938717,ED717754,DUH05,106.015,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.572
1/5/2005,0.938717,ED717754,DUH05,106.05,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.588
1/6/2005,0.938717,ED717754,DUH05,106.115,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.667
1/7/2005,0.938717,ED717754,DUH05,106.105,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.671
1/10/2005,0.938717,ED717754,DUH05,106.13,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.703
1/11/2005,0.938717,ED717754,DUH05,106.15,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.692
1/12/2005,0.938717,ED717754,DUH05,106.14,ED717754 Govt,DUH05 Comdty,2.25,12/15/2006,12/10/2004,ACT/ACT,1,12/10/2004,5-Mar,99.686
