Date,Conversion Factor,CTD CUSIP,Futures Ticker,Futures Price,CTD ID,Futures ID,CTD Coupon,CTD Coupon Frequency,CTD Issue Date,CTD Day Count,CTD Interest Accrual Start,CTD Maturity Date,CTD Settlement Year/Month,CTD Price
3-Dec-2012,0.989466,EI876047,FBBZ12,105.35,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,104.37
4-Dec-2012,0.989466,EI876047,FBBZ12,105.35,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,104.37
7-Dec-2012,0.989728,EI876047,FBBH13,102.35,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,102.885
10-Dec-2012,0.989728,EI876047,FBBH13,101.74,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,102.148
11-Dec-2012,0.989728,EI876047,FBBH13,102.34,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,102.87
12-Dec-2012,0.989728,EI876047,FBBH13,103.27,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,103.545
13-Dec-2012,0.989728,EI876047,FBBH13,103.13,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,103.262
14-Dec-2012,0.989728,EI876047,FBBH13,101.74,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,103.355
17-Dec-2012,0.989728,EI876047,FBBH13,103.08,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,103.065
18-Dec-2012,0.989728,EI876047,FBBH13,103.64,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,103.958
19-Dec-2012,0.989728,EI876047,FBBH13,104.2,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,104.283
20-Dec-2012,0.989728,EI876047,FBBH13,104.21,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,104.498
21-Dec-2012,0.989728,EI876047,FBBH13,103.66,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,104.413
24-Dec-2012,0.989728,EI876047,FBBH13,104.4,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,104.528
27-Dec-2012,0.989728,EI876047,FBBH13,103.95,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,104.19
28-Dec-2012,0.989728,EI876047,FBBH13,103.85,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,104.415
31-Dec-2012,0.989728,EI876047,FBBH13,103.85,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,104.365
2-Jan-2013,0.989728,EI876047,FBBH13,105.88,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,105.96
3-Jan-2013,0.989728,EI876047,FBBH13,106.13,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,106.065
4-Jan-2013,0.989728,EI876047,FBBH13,105.99,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,105.795
7-Jan-2013,0.989728,EI876047,FBBH13,105.55,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,105.388
8-Jan-2013,0.989728,EI876047,FBBH13,105.72,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,105.66
9-Jan-2013,0.989728,EI876047,FBBH13,105.35,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,105.197
10-Jan-2013,0.989728,EI876047,FBBH13,106.9,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,106.898
11-Jan-2013,0.989728,EI876047,FBBH13,107.23,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,107.01
14-Jan-2013,0.989728,EI876047,FBBH13,106.09,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,105.955
15-Jan-2013,0.989728,EI876047,FBBH13,106.22,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,106.043
16-Jan-2013,0.989728,EI876047,FBBH13,106.11,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,105.965
17-Jan-2013,0.989728,EI876047,FBBH13,105.64,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,105.193
18-Jan-2013,0.989728,EI876047,FBBH13,105.8,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,105.6
21-Jan-2013,0.989728,EI876047,FBBH13,105.28,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,104.955
22-Jan-2013,0.989728,EI876047,FBBH13,105.47,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,105.26
23-Jan-2013,0.989728,EI876047,FBBH13,105.85,EI876047 Govt,FBBH13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Mar-2016,105.655
13-Mar-2013,0.989718,EI876047,FBBM13,108.36,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,101.32
21-Mar-2013,0.989718,EI876047,FBBM13,107.53,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,101.855
22-Mar-2013,0.989718,EI876047,FBBM13,107.93,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,101.293
25-Mar-2013,0.989718,EI876047,FBBM13,106.76,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,101.96
26-Mar-2013,0.989718,EI876047,FBBM13,107.01,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,101.45
28-Mar-2013,0.989718,EI876047,FBBM13,105.9,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,101.775
2-Apr-2013,0.989718,EI876047,FBBM13,106.96,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,101.588
3-Apr-2013,0.989718,EI876047,FBBM13,107.25,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,99.83
5-Apr-2013,0.989718,EI876047,FBBM13,109.02,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,100.285
8-Apr-2013,0.989718,EI876047,FBBM13,108.95,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,99.745
9-Apr-2013,0.989718,EI876047,FBBM13,109.11,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,99.97
29-Apr-2013,0.989718,EI876047,FBBM13,114.16,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,100.378
30-Apr-2013,0.989718,EI876047,FBBM13,114.55,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,99.903
2-May-2013,0.989718,EI876047,FBBM13,115.5,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,100.675
3-May-2013,0.989718,EI876047,FBBM13,115.26,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,101.585
6-May-2013,0.989718,EI876047,FBBM13,114.56,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,101.635
7-May-2013,0.989718,EI876047,FBBM13,114.72,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,101.688
8-May-2013,0.989718,EI876047,FBBM13,114.83,EI876047 Govt,FBBM13 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,13-Jun-2016,101.345
24-Jan-2013,0.956161,EJ525879,FBBH13,106.32,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,101.615
25-Jan-2013,0.956161,EJ525879,FBBH13,106.84,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,101.713
28-Jan-2013,0.956161,EJ525879,FBBH13,106.33,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,101.595
29-Jan-2013,0.956161,EJ525879,FBBH13,107,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,102.005
30-Jan-2013,0.956161,EJ525879,FBBH13,106.62,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,101.833
31-Jan-2013,0.956161,EJ525879,FBBH13,106.85,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,100.338
1-Feb-2013,0.956161,EJ525879,FBBH13,106.72,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,101.345
4-Feb-2013,0.956161,EJ525879,FBBH13,105,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,102.423
5-Feb-2013,0.956161,EJ525879,FBBH13,105.5,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,102.38
6-Feb-2013,0.956161,EJ525879,FBBH13,105.1,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,102.4
7-Feb-2013,0.956161,EJ525879,FBBH13,105.22,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,102.825
8-Feb-2013,0.956161,EJ525879,FBBH13,105.63,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,105.01
11-Feb-2013,0.956161,EJ525879,FBBH13,105.14,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,105.023
12-Feb-2013,0.956161,EJ525879,FBBH13,105.96,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,105.288
13-Feb-2013,0.956161,EJ525879,FBBH13,107,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,108.64
14-Feb-2013,0.956161,EJ525879,FBBH13,107.09,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,104.223
15-Feb-2013,0.956161,EJ525879,FBBH13,107.18,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,103.748
18-Feb-2013,0.956161,EJ525879,FBBH13,106.72,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,103.435
19-Feb-2013,0.956161,EJ525879,FBBH13,107,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,102.828
20-Feb-2013,0.956161,EJ525879,FBBH13,107.09,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,103.33
21-Feb-2013,0.956161,EJ525879,FBBH13,107,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,107.685
22-Feb-2013,0.956161,EJ525879,FBBH13,107.36,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,107.86
25-Feb-2013,0.956161,EJ525879,FBBH13,107.7,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,107.065
26-Feb-2013,0.956161,EJ525879,FBBH13,105.85,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,107.24
27-Feb-2013,0.956161,EJ525879,FBBH13,106.67,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,102.52
28-Feb-2013,0.956161,EJ525879,FBBH13,107.85,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,106.193
1-Mar-2013,0.956161,EJ525879,FBBH13,107.8,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,107.093
4-Mar-2013,0.956161,EJ525879,FBBH13,107.86,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,107.32
5-Mar-2013,0.956161,EJ525879,FBBH13,108.28,EJ525879 Govt,FBBH13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Mar-2016,103.79
8-Mar-2013,0.95674,EJ525879,FBBM13,108.4,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.615
11-Mar-2013,0.95674,EJ525879,FBBM13,108.52,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.778
12-Mar-2013,0.95674,EJ525879,FBBM13,108.67,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.958
14-Mar-2013,0.95674,EJ525879,FBBM13,107.62,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,105.955
15-Mar-2013,0.95674,EJ525879,FBBM13,107.38,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,105.727
18-Mar-2013,0.95674,EJ525879,FBBM13,106.8,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,105.538
19-Mar-2013,0.95674,EJ525879,FBBM13,106.11,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,105.215
20-Mar-2013,0.95674,EJ525879,FBBM13,106.76,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,105.213
27-Mar-2013,0.95674,EJ525879,FBBM13,106.11,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,105.605
4-Apr-2013,0.95674,EJ525879,FBBM13,107.62,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,105.705
10-Apr-2013,0.95674,EJ525879,FBBM13,109.91,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,106.078
11-Apr-2013,0.95674,EJ525879,FBBM13,109.7,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,107.115
12-Apr-2013,0.95674,EJ525879,FBBM13,109.4,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.85
15-Apr-2013,0.95674,EJ525879,FBBM13,109.13,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.79
16-Apr-2013,0.95674,EJ525879,FBBM13,109.2,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.78
17-Apr-2013,0.95674,EJ525879,FBBM13,109.68,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.845
18-Apr-2013,0.95674,EJ525879,FBBM13,109.85,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,113.61
19-Apr-2013,0.95674,EJ525879,FBBM13,110.02,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,113.78
22-Apr-2013,0.95674,EJ525879,FBBM13,111,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,114.545
23-Apr-2013,0.95674,EJ525879,FBBM13,112.87,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,114.503
24-Apr-2013,0.95674,EJ525879,FBBM13,113.02,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,114
25-Apr-2013,0.95674,EJ525879,FBBM13,112.94,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,114
26-Apr-2013,0.95674,EJ525879,FBBM13,113.27,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,114.167
9-May-2013,0.95674,EJ525879,FBBM13,114.16,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,109.595
10-May-2013,0.95674,EJ525879,FBBM13,113.95,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,109.46
13-May-2013,0.95674,EJ525879,FBBM13,113.56,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.745
14-May-2013,0.95674,EJ525879,FBBM13,112.83,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.288
15-May-2013,0.95674,EJ525879,FBBM13,112.89,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.313
16-May-2013,0.95674,EJ525879,FBBM13,113.17,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.58
17-May-2013,0.95674,EJ525879,FBBM13,113.9,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,109.423
20-May-2013,0.95674,EJ525879,FBBM13,114.02,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,109.443
21-May-2013,0.95674,EJ525879,FBBM13,114.08,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,109.568
22-May-2013,0.95674,EJ525879,FBBM13,114.22,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,109.618
23-May-2013,0.95674,EJ525879,FBBM13,113.34,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.688
24-May-2013,0.95674,EJ525879,FBBM13,112.09,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,107.66
27-May-2013,0.95674,EJ525879,FBBM13,113.06,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.363
28-May-2013,0.95674,EJ525879,FBBM13,113.35,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.678
29-May-2013,0.95674,EJ525879,FBBM13,112.55,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,107.673
30-May-2013,0.95674,EJ525879,FBBM13,112.83,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,108.073
31-May-2013,0.95674,EJ525879,FBBM13,112.16,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,107.473
3-Jun-2013,0.95674,EJ525879,FBBM13,112.17,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,107.203
4-Jun-2013,0.95674,EJ525879,FBBM13,112.57,EJ525879 Govt,FBBM13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Jun-2016,107.605
7-Jun-2013,0.957533,EJ525879,FBBU13,109.36,EJ525879 Govt,FBBU13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Sep-2016,106.598
10-Jun-2013,0.957533,EJ525879,FBBU13,109.83,EJ525879 Govt,FBBU13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Sep-2016,106.208
17-Jun-2013,0.957533,EJ525879,FBBU13,109.84,EJ525879 Govt,FBBU13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Sep-2016,100.208
18-Jun-2013,0.957533,EJ525879,FBBU13,110.08,EJ525879 Govt,FBBU13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Sep-2016,100.352
19-Jun-2013,0.957533,EJ525879,FBBU13,110.28,EJ525879 Govt,FBBU13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Sep-2016,100.488
21-Jun-2013,0.957533,EJ525879,FBBU13,106.94,EJ525879 Govt,FBBU13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Sep-2016,100.74
26-Jun-2013,0.957533,EJ525879,FBBU13,108.12,EJ525879 Govt,FBBU13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Sep-2016,106.29
27-Jun-2013,0.957533,EJ525879,FBBU13,108.42,EJ525879 Govt,FBBU13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Sep-2016,106.528
28-Jun-2013,0.957533,EJ525879,FBBU13,108.8,EJ525879 Govt,FBBU13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Sep-2016,106.68
1-Jul-2013,0.957533,EJ525879,FBBU13,109.52,EJ525879 Govt,FBBU13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Sep-2016,98.785
2-Jul-2013,0.957533,EJ525879,FBBU13,110.09,EJ525879 Govt,FBBU13 Comdty,5.4,1,29-Jan-2013,ACT/ACT,29-Jan-2013,31-Jan-2023,13-Sep-2016,103.732
