Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,CTD Effective,CTD Interest Accrual Date,CTD Maturity,CTD Coupon Frequency,CTD Day Count,CTD Coupon,Futures Expiry Month/Year,CTD Price
12-Aug-2004,0.9494,EC743989,CNU04,110.03,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.801
13-Aug-2004,0.9494,EC743989,CNU04,110.07,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.831
16-Aug-2004,0.9494,EC743989,CNU04,109.63,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.492
17-Aug-2004,0.9494,EC743989,CNU04,109.95,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.786
18-Aug-2004,0.9494,EC743989,CNU04,109.72,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.523
19-Aug-2004,0.9494,EC743989,CNU04,110.16,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.821
20-Aug-2004,0.9494,EC743989,CNU04,110.08,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.864
23-Aug-2004,0.9494,EC743989,CNU04,109.8,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.546
24-Aug-2004,0.9494,EC743989,CNU04,109.55,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.302
25-Aug-2004,0.9494,EC743989,CNU04,109.84,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.471
26-Aug-2004,0.9494,EC743989,CNU04,109.92,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.65
27-Aug-2004,0.9494,EC743989,CNU04,110.09,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.708
30-Aug-2004,0.9494,EC743989,CNU04,110.32,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.905
31-Aug-2004,0.9494,EC743989,CNU04,110.48,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,105.128
1-Sep-2004,0.9494,EC743989,CNU04,110.38,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,105.137
2-Sep-2004,0.9494,EC743989,CNU04,110.26,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.878
3-Sep-2004,0.9494,EC743989,CNU04,109.65,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.346
7-Sep-2004,0.9494,EC743989,CNU04,109.61,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.306
8-Sep-2004,0.9494,EC743989,CNU04,110.1,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.566
9-Sep-2004,0.9494,EC743989,CNU04,109.93,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.517
10-Sep-2004,0.9494,EC743989,CNU04,110.31,EC743989 Govt,CNU04 Comdty,4-Nov-2002,4-Nov-2002,1-Jun-2013,2,ACT/ACT,5.25,4-Sep-2016,104.863
