Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,CTD Effective,CTD Interest Accrual Date,CTD Maturity,CTD Coupon Frequency,CTD Day Count,CTD Coupon,Futures Expiry Month/Year,CTD Price
12-Feb-2007,0.9034,ED653668,CNH07,113.06,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,102.201
13-Feb-2007,0.9034,ED653668,CNH07,112.82,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,102.035
14-Feb-2007,0.9034,ED653668,CNH07,113.51,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,102.52
15-Feb-2007,0.9034,ED653668,CNH07,113.68,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,102.749
16-Feb-2007,0.9034,ED653668,CNH07,113.78,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,102.841
19-Feb-2007,0.9034,ED653668,CNH07,113.86,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,102.888
20-Feb-2007,0.9034,ED653668,CNH07,113.99,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.013
21-Feb-2007,0.9034,ED653668,CNH07,113.86,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,102.874
22-Feb-2007,0.9034,ED653668,CNH07,113.58,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,102.623
23-Feb-2007,0.9034,ED653668,CNH07,113.81,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,102.837
26-Feb-2007,0.9034,ED653668,CNH07,114.21,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.176
27-Feb-2007,0.9034,ED653668,CNH07,114.77,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.675
28-Feb-2007,0.9034,ED653668,CNH07,114.42,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.382
1-Mar-2007,0.9034,ED653668,CNH07,114.41,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.407
2-Mar-2007,0.9034,ED653668,CNH07,114.71,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.601
5-Mar-2007,0.9034,ED653668,CNH07,114.71,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.692
6-Mar-2007,0.9034,ED653668,CNH07,114.67,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.6
7-Mar-2007,0.9034,ED653668,CNH07,114.93,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.911
8-Mar-2007,0.9034,ED653668,CNH07,114.86,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.755
9-Mar-2007,0.9034,ED653668,CNH07,114.26,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.276
12-Mar-2007,0.9034,ED653668,CNH07,114.56,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.434
13-Mar-2007,0.9034,ED653668,CNH07,114.81,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.704
14-Mar-2007,0.9034,ED653668,CNH07,114.57,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.46
15-Mar-2007,0.9034,ED653668,CNH07,114.51,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.475
16-Mar-2007,0.9034,ED653668,CNH07,114.5,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.402
19-Mar-2007,0.9034,ED653668,CNH07,114.17,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.174
20-Mar-2007,0.9034,ED653668,CNH07,114.01,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.03
21-Mar-2007,0.9034,ED653668,CNH07,113.85,ED653668 Govt,CNH07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Mar-2016,103.028
22-Mar-2007,0.9058,ED653668,CNM07,113.39,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.874
23-Mar-2007,0.9058,ED653668,CNM07,113.36,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.821
26-Mar-2007,0.9058,ED653668,CNM07,113.47,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.848
27-Mar-2007,0.9058,ED653668,CNM07,113.48,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.906
28-Mar-2007,0.9058,ED653668,CNM07,113.46,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.911
29-Mar-2007,0.9058,ED653668,CNM07,113.35,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.752
30-Mar-2007,0.9058,ED653668,CNM07,113.35,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.807
2-Apr-2007,0.9058,ED653668,CNM07,113.29,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.761
3-Apr-2007,0.9058,ED653668,CNM07,113.1,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.585
4-Apr-2007,0.9058,ED653668,CNM07,113.34,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.791
5-Apr-2007,0.9058,ED653668,CNM07,113.1,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.59
9-Apr-2007,0.9058,ED653668,CNM07,112.65,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.237
10-Apr-2007,0.9058,ED653668,CNM07,112.88,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.38
11-Apr-2007,0.9058,ED653668,CNM07,112.73,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.298
12-Apr-2007,0.9058,ED653668,CNM07,112.7,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.203
13-Apr-2007,0.9058,ED653668,CNM07,112.52,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.037
16-Apr-2007,0.9058,ED653668,CNM07,112.46,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.025
17-Apr-2007,0.9058,ED653668,CNM07,112.73,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.252
18-Apr-2007,0.9058,ED653668,CNM07,112.74,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.244
19-Apr-2007,0.9058,ED653668,CNM07,112.73,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.223
20-Apr-2007,0.9058,ED653668,CNM07,112.5,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,101.988
23-Apr-2007,0.9058,ED653668,CNM07,112.77,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.23
24-Apr-2007,0.9058,ED653668,CNM07,113.03,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.442
25-Apr-2007,0.9058,ED653668,CNM07,113.04,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.451
26-Apr-2007,0.9058,ED653668,CNM07,112.76,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.17
27-Apr-2007,0.9058,ED653668,CNM07,112.38,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,101.939
30-Apr-2007,0.9058,ED653668,CNM07,113.03,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.421
1-May-2007,0.9058,ED653668,CNM07,112.98,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.382
2-May-2007,0.9058,ED653668,CNM07,112.65,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.177
3-May-2007,0.9058,ED653668,CNM07,112.5,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,101.928
4-May-2007,0.9058,ED653668,CNM07,112.59,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.059
7-May-2007,0.9058,ED653668,CNM07,112.73,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.174
8-May-2007,0.9058,ED653668,CNM07,112.76,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.196
9-May-2007,0.9058,ED653668,CNM07,112.59,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.105
10-May-2007,0.9058,ED653668,CNM07,112.6,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.13
11-May-2007,0.9058,ED653668,CNM07,112.73,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,102.201
14-May-2007,0.9058,ED653668,CNM07,112.34,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,101.893
15-May-2007,0.9058,ED653668,CNM07,112.3,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,101.839
16-May-2007,0.9058,ED653668,CNM07,112.35,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,101.832
17-May-2007,0.9058,ED653668,CNM07,111.71,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,101.362
18-May-2007,0.9058,ED653668,CNM07,111.65,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,101.248
22-May-2007,0.9058,ED653668,CNM07,111.38,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,101.012
23-May-2007,0.9058,ED653668,CNM07,111.09,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,100.754
24-May-2007,0.9058,ED653668,CNM07,110.96,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,100.645
25-May-2007,0.9058,ED653668,CNM07,111.03,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,100.592
28-May-2007,0.9058,ED653668,CNM07,110.85,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,100.466
29-May-2007,0.9058,ED653668,CNM07,110.44,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,100.055
30-May-2007,0.9058,ED653668,CNM07,110.46,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,100.176
31-May-2007,0.9058,ED653668,CNM07,110.55,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,100.096
1-Jun-2007,0.9058,ED653668,CNM07,110.25,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,99.891
4-Jun-2007,0.9058,ED653668,CNM07,110.55,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,100.141
5-Jun-2007,0.9058,ED653668,CNM07,110.24,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,99.795
6-Jun-2007,0.9058,ED653668,CNM07,110.12,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,99.823
7-Jun-2007,0.9058,ED653668,CNM07,109.62,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,99.221
8-Jun-2007,0.9058,ED653668,CNM07,109.38,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,99.12
11-Jun-2007,0.9058,ED653668,CNM07,109.31,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,98.963
12-Jun-2007,0.9058,ED653668,CNM07,108.83,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,98.464
13-Jun-2007,0.9058,ED653668,CNM07,108.96,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,98.748
14-Jun-2007,0.9058,ED653668,CNM07,109.01,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,98.763
15-Jun-2007,0.9058,ED653668,CNM07,109.47,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,99.214
18-Jun-2007,0.9058,ED653668,CNM07,109.25,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,98.989
19-Jun-2007,0.9058,ED653668,CNM07,109.37,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,99.144
20-Jun-2007,0.9058,ED653668,CNM07,109.37,ED653668 Govt,CNM07 Comdty,18-Oct-2004,18-Oct-2004,1-Jun-2015,2,ACT/ACT,4.5,7-Jun-2016,99.003
21-Jun-2007,0.8653,EF158336,CNU07,109.91,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.149
22-Jun-2007,0.8653,EF158336,CNU07,109.88,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.271
25-Jun-2007,0.8653,EF158336,CNU07,110.29,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.542
26-Jun-2007,0.8653,EF158336,CNU07,110.18,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.51
27-Jun-2007,0.8653,EF158336,CNU07,110.33,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.528
28-Jun-2007,0.8653,EF158336,CNU07,110.07,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.457
29-Jun-2007,0.8653,EF158336,CNU07,110.82,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.995
3-Jul-2007,0.8653,EF158336,CNU07,110.84,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.038
4-Jul-2007,0.8653,EF158336,CNU07,110.57,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.802
5-Jul-2007,0.8653,EF158336,CNU07,110.04,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.404
6-Jul-2007,0.8653,EF158336,CNU07,109.46,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,94.976
9-Jul-2007,0.8653,EF158336,CNU07,109.79,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.166
10-Jul-2007,0.8653,EF158336,CNU07,110.6,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.856
11-Jul-2007,0.8653,EF158336,CNU07,110.38,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.625
12-Jul-2007,0.8653,EF158336,CNU07,109.95,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.25
13-Jul-2007,0.8653,EF158336,CNU07,110.07,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.37
16-Jul-2007,0.8653,EF158336,CNU07,110.42,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.668
17-Jul-2007,0.8653,EF158336,CNU07,110.18,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.444
18-Jul-2007,0.8653,EF158336,CNU07,110.48,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.611
19-Jul-2007,0.8653,EF158336,CNU07,110.39,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.603
20-Jul-2007,0.8653,EF158336,CNU07,110.77,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.985
23-Jul-2007,0.8653,EF158336,CNU07,110.87,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.933
24-Jul-2007,0.8653,EF158336,CNU07,110.51,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.817
25-Jul-2007,0.8653,EF158336,CNU07,110.71,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,95.876
26-Jul-2007,0.8653,EF158336,CNU07,111.29,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.24
27-Jul-2007,0.8653,EF158336,CNU07,111.39,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.464
30-Jul-2007,0.8653,EF158336,CNU07,111.12,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.132
31-Jul-2007,0.8653,EF158336,CNU07,111.07,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.171
1-Aug-2007,0.8653,EF158336,CNU07,111.19,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.211
2-Aug-2007,0.8653,EF158336,CNU07,111.46,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.381
3-Aug-2007,0.8653,EF158336,CNU07,111.62,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.599
7-Aug-2007,0.8653,EF158336,CNU07,111.62,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.529
8-Aug-2007,0.8653,EF158336,CNU07,110.98,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.05
9-Aug-2007,0.8653,EF158336,CNU07,111.04,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.197
10-Aug-2007,0.8653,EF158336,CNU07,111.38,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.293
13-Aug-2007,0.8653,EF158336,CNU07,111.58,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.605
14-Aug-2007,0.8653,EF158336,CNU07,111.98,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.954
15-Aug-2007,0.8653,EF158336,CNU07,111.88,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.837
16-Aug-2007,0.8653,EF158336,CNU07,112.45,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,96.92
17-Aug-2007,0.8653,EF158336,CNU07,112.29,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,97.104
20-Aug-2007,0.8653,EF158336,CNU07,112.56,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,97.35
21-Aug-2007,0.8653,EF158336,CNU07,112.77,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,97.581
22-Aug-2007,0.8653,EF158336,CNU07,112.55,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,97.261
23-Aug-2007,0.8653,EF158336,CNU07,112.47,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,97.235
24-Aug-2007,0.8653,EF158336,CNU07,112.49,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,97.37
27-Aug-2007,0.8653,EF158336,CNU07,112.77,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,97.712
28-Aug-2007,0.8653,EF158336,CNU07,113.14,EF158336 Govt,CNU07 Comdty,7-Nov-2005,7-Nov-2005,1-Jun-2016,2,ACT/ACT,4,7-Sep-2016,97.963
