Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,CTD Coupon,CTD Maturity Date,CTD Interest Accrual Date,CTD Day Count,CTD Coupon Frequency,CTD Issue Date,Futures Expiry Month/Year,CTD Price
9-Jun-2004,0.891814,ED317812,OEU04,109.89,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.349
10-Jun-2004,0.891814,ED317812,OEU04,109.77,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.228
11-Jun-2004,0.891814,ED317812,OEU04,109.47,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.02
14-Jun-2004,0.891814,ED317812,OEU04,109.55,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.003
15-Jun-2004,0.891814,ED317812,OEU04,110.18,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.416
16-Jun-2004,0.891814,ED317812,OEU04,109.85,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.249
17-Jun-2004,0.891814,ED317812,OEU04,109.75,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.158
18-Jun-2004,0.891814,ED317812,OEU04,110.01,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.394
21-Jun-2004,0.891814,ED317812,OEU04,110.06,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.446
22-Jun-2004,0.891814,ED317812,OEU04,109.96,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.35
23-Jun-2004,0.891814,ED317812,OEU04,110.04,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.371
24-Jun-2004,0.891814,ED317812,OEU04,110.34,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.705
25-Jun-2004,0.891814,ED317812,OEU04,110.23,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.603
28-Jun-2004,0.891814,ED317812,OEU04,109.97,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.368
29-Jun-2004,0.891814,ED317812,OEU04,110.02,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.343
30-Jun-2004,0.891814,ED317812,OEU04,110.3,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.608
1-Jul-2004,0.891814,ED317812,OEU04,110.34,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.618
2-Jul-2004,0.891814,ED317812,OEU04,110.65,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.965
5-Jul-2004,0.891814,ED317812,OEU04,110.7,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.972
6-Jul-2004,0.891814,ED317812,OEU04,110.72,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.964
7-Jul-2004,0.891814,ED317812,OEU04,110.88,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.097
8-Jul-2004,0.891814,ED317812,OEU04,110.89,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.116
9-Jul-2004,0.891814,ED317812,OEU04,110.92,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.101
12-Jul-2004,0.891814,ED317812,OEU04,111,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.179
13-Jul-2004,0.891814,ED317812,OEU04,110.68,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.913
14-Jul-2004,0.891814,ED317812,OEU04,110.77,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.977
15-Jul-2004,0.891814,ED317812,OEU04,110.75,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.966
16-Jul-2004,0.891814,ED317812,OEU04,111.14,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.308
19-Jul-2004,0.891814,ED317812,OEU04,111.15,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.31
20-Jul-2004,0.891814,ED317812,OEU04,111.08,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.234
21-Jul-2004,0.891814,ED317812,OEU04,110.61,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.843
22-Jul-2004,0.891814,ED317812,OEU04,110.84,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.006
23-Jul-2004,0.891814,ED317812,OEU04,110.77,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.953
26-Jul-2004,0.891814,ED317812,OEU04,110.58,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.799
27-Jul-2004,0.891814,ED317812,OEU04,110.47,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.694
28-Jul-2004,0.891814,ED317812,OEU04,110.53,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.68
29-Jul-2004,0.891814,ED317812,OEU04,110.65,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,98.809
30-Jul-2004,0.891814,ED317812,OEU04,110.98,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.11
2-Aug-2004,0.891814,ED317812,OEU04,111.07,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.202
3-Aug-2004,0.891814,ED317812,OEU04,111.17,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.237
4-Aug-2004,0.891814,ED317812,OEU04,111.28,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.324
5-Aug-2004,0.891814,ED317812,OEU04,111.43,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.478
6-Aug-2004,0.891814,ED317812,OEU04,111.9,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.89
9-Aug-2004,0.891814,ED317812,OEU04,111.88,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.858
10-Aug-2004,0.891814,ED317812,OEU04,111.85,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.895
11-Aug-2004,0.891814,ED317812,OEU04,111.76,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.762
12-Aug-2004,0.891814,ED317812,OEU04,111.92,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.862
13-Aug-2004,0.891814,ED317812,OEU04,112.09,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,100.008
16-Aug-2004,0.891814,ED317812,OEU04,111.82,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.813
17-Aug-2004,0.891814,ED317812,OEU04,111.95,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.918
18-Aug-2004,0.891814,ED317812,OEU04,111.89,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.859
19-Aug-2004,0.891814,ED317812,OEU04,111.97,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.889
20-Aug-2004,0.891814,ED317812,OEU04,112.05,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.956
23-Aug-2004,0.891814,ED317812,OEU04,111.75,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.703
24-Aug-2004,0.891814,ED317812,OEU04,111.71,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.684
25-Aug-2004,0.891814,ED317812,OEU04,111.88,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.835
26-Aug-2004,0.891814,ED317812,OEU04,112,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.9
27-Aug-2004,0.891814,ED317812,OEU04,112,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.912
30-Aug-2004,0.891814,ED317812,OEU04,111.97,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.915
31-Aug-2004,0.891814,ED317812,OEU04,112.27,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,100.139
1-Sep-2004,0.891814,ED317812,OEU04,112.17,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,100.051
2-Sep-2004,0.891814,ED317812,OEU04,111.95,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.874
3-Sep-2004,0.891814,ED317812,OEU04,111.47,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.444
6-Sep-2004,0.891814,ED317812,OEU04,111.49,ED317812 Govt,OEU04 Comdty,3.25,17-Apr-2009,13-Feb-2004,ACT/ACT,1,13-Feb-2004,4-Sep-2016,99.47
9-Sep-2004,0.941295,EC155787,OEZ04,110.9,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,104.971
10-Sep-2004,0.941295,EC155787,OEZ04,111.02,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.114
13-Sep-2004,0.941295,EC155787,OEZ04,110.96,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,104.988
14-Sep-2004,0.941295,EC155787,OEZ04,111.08,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.079
15-Sep-2004,0.941295,EC155787,OEZ04,111,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.002
16-Sep-2004,0.941295,EC155787,OEZ04,111.12,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.029
17-Sep-2004,0.941295,EC155787,OEZ04,111.22,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.172
20-Sep-2004,0.941295,EC155787,OEZ04,111.29,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.242
21-Sep-2004,0.941295,EC155787,OEZ04,111.24,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.196
22-Sep-2004,0.941295,EC155787,OEZ04,111.5,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.343
23-Sep-2004,0.941295,EC155787,OEZ04,111.64,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.528
24-Sep-2004,0.941295,EC155787,OEZ04,111.49,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.383
27-Sep-2004,0.941295,EC155787,OEZ04,111.59,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.544
28-Sep-2004,0.941295,EC155787,OEZ04,111.55,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.484
29-Sep-2004,0.941295,EC155787,OEZ04,111.4,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.3
30-Sep-2004,0.941295,EC155787,OEZ04,111.49,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.356
1-Oct-2004,0.941295,EC155787,OEZ04,111.36,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.252
4-Oct-2004,0.941295,EC155787,OEZ04,111.26,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.145
5-Oct-2004,0.941295,EC155787,OEZ04,111.46,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.336
6-Oct-2004,0.941295,EC155787,OEZ04,111.46,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.338
7-Oct-2004,0.941295,EC155787,OEZ04,111.42,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.257
8-Oct-2004,0.941295,EC155787,OEZ04,111.85,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.647
11-Oct-2004,0.941295,EC155787,OEZ04,111.81,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.624
12-Oct-2004,0.941295,EC155787,OEZ04,112.06,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.821
13-Oct-2004,0.941295,EC155787,OEZ04,112.04,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.777
14-Oct-2004,0.941295,EC155787,OEZ04,112.19,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.898
15-Oct-2004,0.941295,EC155787,OEZ04,112.04,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.893
18-Oct-2004,0.941295,EC155787,OEZ04,112.24,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.957
19-Oct-2004,0.941295,EC155787,OEZ04,112.21,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.871
20-Oct-2004,0.941295,EC155787,OEZ04,112.37,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.084
21-Oct-2004,0.941295,EC155787,OEZ04,112.35,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.039
22-Oct-2004,0.941295,EC155787,OEZ04,112.32,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.019
25-Oct-2004,0.941295,EC155787,OEZ04,112.53,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.187
26-Oct-2004,0.941295,EC155787,OEZ04,112.48,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.182
27-Oct-2004,0.941295,EC155787,OEZ04,112.27,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.052
28-Oct-2004,0.941295,EC155787,OEZ04,112.31,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.886
29-Oct-2004,0.941295,EC155787,OEZ04,112.33,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.946
1-Nov-2004,0.941295,EC155787,OEZ04,112.32,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.983
2-Nov-2004,0.941295,EC155787,OEZ04,112.17,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.776
3-Nov-2004,0.941295,EC155787,OEZ04,112.27,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.846
4-Nov-2004,0.941295,EC155787,OEZ04,112.48,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.076
5-Nov-2004,0.941295,EC155787,OEZ04,112.08,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.752
8-Nov-2004,0.941295,EC155787,OEZ04,112.15,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.747
9-Nov-2004,0.941295,EC155787,OEZ04,112.43,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.96
10-Nov-2004,0.941295,EC155787,OEZ04,112.33,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,105.919
11-Nov-2004,0.941295,EC155787,OEZ04,112.61,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.171
12-Nov-2004,0.941295,EC155787,OEZ04,112.82,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.325
15-Nov-2004,0.941295,EC155787,OEZ04,112.72,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.267
16-Nov-2004,0.941295,EC155787,OEZ04,112.72,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.265
17-Nov-2004,0.941295,EC155787,OEZ04,112.73,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.205
18-Nov-2004,0.941295,EC155787,OEZ04,112.53,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.001
19-Nov-2004,0.941295,EC155787,OEZ04,112.61,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.097
22-Nov-2004,0.941295,EC155787,OEZ04,112.77,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.245
23-Nov-2004,0.941295,EC155787,OEZ04,112.91,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.329
24-Nov-2004,0.941295,EC155787,OEZ04,112.93,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.356
25-Nov-2004,0.941295,EC155787,OEZ04,113.05,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.487
26-Nov-2004,0.941295,EC155787,OEZ04,113.08,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.473
29-Nov-2004,0.941295,EC155787,OEZ04,112.81,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.259
30-Nov-2004,0.941295,EC155787,OEZ04,112.95,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.367
1-Dec-2004,0.941295,EC155787,OEZ04,113.11,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.462
2-Dec-2004,0.941295,EC155787,OEZ04,112.75,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.138
3-Dec-2004,0.941295,EC155787,OEZ04,113.25,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.534
6-Dec-2004,0.941295,EC155787,OEZ04,113.41,EC155787 Govt,OEZ04 Comdty,4.5,4-Jul-2009,4-Jul-1999,ACT/ACT,1,4-Jul-1999,4-Dec-2016,106.716
9-Dec-2004,0.901954,ED583163,OEH05,113.48,ED583163 Govt,OEH05 Comdty,3.5,9-Oct-2009,27-Aug-2004,ACT/ACT,1,27-Aug-2004,5-Mar-2016,102.7
10-Dec-2004,0.901954,ED583163,OEH05,113.51,ED583163 Govt,OEH05 Comdty,3.5,9-Oct-2009,27-Aug-2004,ACT/ACT,1,27-Aug-2004,5-Mar-2016,102.7
13-Dec-2004,0.901954,ED583163,OEH05,113.54,ED583163 Govt,OEH05 Comdty,3.5,9-Oct-2009,27-Aug-2004,ACT/ACT,1,27-Aug-2004,5-Mar-2016,102.748
14-Dec-2004,0.901954,ED583163,OEH05,113.51,ED583163 Govt,OEH05 Comdty,3.5,9-Oct-2009,27-Aug-2004,ACT/ACT,1,27-Aug-2004,5-Mar-2016,102.707
15-Dec-2004,0.901954,ED583163,OEH05,113.7,ED583163 Govt,OEH05 Comdty,3.5,9-Oct-2009,27-Aug-2004,ACT/ACT,1,27-Aug-2004,5-Mar-2016,102.893
16-Dec-2004,0.901954,ED583163,OEH05,113.35,ED583163 Govt,OEH05 Comdty,3.5,9-Oct-2009,27-Aug-2004,ACT/ACT,1,27-Aug-2004,5-Mar-2016,102.581
17-Dec-2004,0.901954,ED583163,OEH05,113.13,ED583163 Govt,OEH05 Comdty,3.5,9-Oct-2009,27-Aug-2004,ACT/ACT,1,27-Aug-2004,5-Mar-2016,102.34
20-Dec-2004,0.901954,ED583163,OEH05,113.34,ED583163 Govt,OEH05 Comdty,3.5,9-Oct-2009,27-Aug-2004,ACT/ACT,1,27-Aug-2004,5-Mar-2016,102.527
21-Dec-2004,0.901954,ED583163,OEH05,113.13,ED583163 Govt,OEH05 Comdty,3.5,9-Oct-2009,27-Aug-2004,ACT/ACT,1,27-Aug-2004,5-Mar-2016,102.297
