,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN,MATURITY,ISSUE_DT,DAY_CNT_DES,CPN_FREQ,INT_ACC_DT,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
7/11/2006,0.815814,ED936651,RXU06,115.56,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.37
7/12/2006,0.815814,ED936651,RXU06,115.17,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.122
7/13/2006,0.815814,ED936651,RXU06,115.65,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.416
7/14/2006,0.815814,ED936651,RXU06,116.15,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.881
7/17/2006,0.815814,ED936651,RXU06,116.05,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.802
7/18/2006,0.815814,ED936651,RXU06,115.91,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.655
7/19/2006,0.815814,ED936651,RXU06,116.14,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.867
7/20/2006,0.815814,ED936651,RXU06,116.17,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.862
7/21/2006,0.815814,ED936651,RXU06,116.51,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.082
7/24/2006,0.815814,ED936651,RXU06,116.44,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.079
7/25/2006,0.815814,ED936651,RXU06,116.38,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.027
7/26/2006,0.815814,ED936651,RXU06,116.2,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.866
7/27/2006,0.815814,ED936651,RXU06,116.49,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.124
7/28/2006,0.815814,ED936651,RXU06,116.78,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.327
7/31/2006,0.815814,ED936651,RXU06,116.8,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.329
8/1/2006,0.815814,ED936651,RXU06,116.69,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.273
8/2/2006,0.815814,ED936651,RXU06,116.67,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.245
8/3/2006,0.815814,ED936651,RXU06,116.3,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.947
8/4/2006,0.815814,ED936651,RXU06,116.93,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.437
8/7/2006,0.815814,ED936651,RXU06,116.92,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.433
8/8/2006,0.815814,ED936651,RXU06,116.97,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.469
8/9/2006,0.815814,ED936651,RXU06,116.7,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.251
8/10/2006,0.815814,ED936651,RXU06,116.73,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.267
8/11/2006,0.815814,ED936651,RXU06,116.32,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.924
8/14/2006,0.815814,ED936651,RXU06,116.09,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.743
8/15/2006,0.815814,ED936651,RXU06,116.37,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,94.986
8/16/2006,0.815814,ED936651,RXU06,116.71,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.262
8/17/2006,0.815814,ED936651,RXU06,116.83,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.349
8/18/2006,0.815814,ED936651,RXU06,116.99,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.475
8/21/2006,0.815814,ED936651,RXU06,117.3,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,95.771
8/22/2006,0.815814,ED936651,RXU06,117.85,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,96.17
8/23/2006,0.815814,ED936651,RXU06,117.71,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,96.041
8/24/2006,0.815814,ED936651,RXU06,117.86,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,96.169
8/25/2006,0.815814,ED936651,RXU06,118.01,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,96.276
8/28/2006,0.815814,ED936651,RXU06,117.97,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,96.268
8/29/2006,0.815814,ED936651,RXU06,117.64,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,96.022
8/30/2006,0.815814,ED936651,RXU06,117.95,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,96.221
8/31/2006,0.815814,ED936651,RXU06,118.27,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,96.496
9/1/2006,0.815814,ED936651,RXU06,118.47,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,96.605
9/4/2006,0.815814,ED936651,RXU06,118.37,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,96.571
9/5/2006,0.815814,ED936651,RXU06,118.01,ED936651 Govt,RXU06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Sep,96.287
9/8/2006,0.819739,ED936651,RXZ06,117.37,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.311
9/11/2006,0.819739,ED936651,RXZ06,117.22,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.185
9/12/2006,0.819739,ED936651,RXZ06,116.94,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,95.924
9/13/2006,0.819739,ED936651,RXZ06,117.27,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.272
9/14/2006,0.819739,ED936651,RXZ06,117.33,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.253
9/15/2006,0.819739,ED936651,RXZ06,117.5,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.372
9/18/2006,0.819739,ED936651,RXZ06,116.94,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,95.957
9/19/2006,0.819739,ED936651,RXZ06,117.38,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.328
9/20/2006,0.819739,ED936651,RXZ06,117.49,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.388
9/21/2006,0.819739,ED936651,RXZ06,117.54,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.542
9/22/2006,0.819739,ED936651,RXZ06,118.24,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.976
9/25/2006,0.819739,ED936651,RXZ06,118.51,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,97.218
9/26/2006,0.819739,ED936651,RXZ06,118.56,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,97.243
9/27/2006,0.819739,ED936651,RXZ06,118.4,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,97.13
9/28/2006,0.819739,ED936651,RXZ06,118.26,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,97.01
9/29/2006,0.819739,ED936651,RXZ06,118.1,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.862
10/2/2006,0.819739,ED936651,RXZ06,118.32,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,97.012
10/3/2006,0.819739,ED936651,RXZ06,117.92,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.696
10/4/2006,0.819739,ED936651,RXZ06,118.27,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.976
10/5/2006,0.819739,ED936651,RXZ06,118.12,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.876
10/6/2006,0.819739,ED936651,RXZ06,117.85,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.595
10/9/2006,0.819739,ED936651,RXZ06,117.73,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.531
10/10/2006,0.819739,ED936651,RXZ06,117.27,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.173
10/11/2006,0.819739,ED936651,RXZ06,117.31,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.204
10/12/2006,0.819739,ED936651,RXZ06,117.35,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.239
10/13/2006,0.819739,ED936651,RXZ06,117.1,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.037
10/16/2006,0.819739,ED936651,RXZ06,117.08,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.031
10/17/2006,0.819739,ED936651,RXZ06,117.33,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.243
10/18/2006,0.819739,ED936651,RXZ06,117.18,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.112
10/19/2006,0.819739,ED936651,RXZ06,116.92,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,95.927
10/20/2006,0.819739,ED936651,RXZ06,116.99,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,95.949
10/23/2006,0.819739,ED936651,RXZ06,116.66,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,95.666
10/24/2006,0.819739,ED936651,RXZ06,116.67,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,95.664
10/25/2006,0.819739,ED936651,RXZ06,116.58,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,95.599
10/26/2006,0.819739,ED936651,RXZ06,116.76,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,95.765
10/27/2006,0.819739,ED936651,RXZ06,117.17,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.124
10/30/2006,0.819739,ED936651,RXZ06,117.32,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.24
10/31/2006,0.819739,ED936651,RXZ06,117.82,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.608
11/1/2006,0.819739,ED936651,RXZ06,118.16,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.867
11/2/2006,0.819739,ED936651,RXZ06,117.82,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.633
11/3/2006,0.819739,ED936651,RXZ06,117.58,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.39
11/6/2006,0.819739,ED936651,RXZ06,117.36,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.247
11/7/2006,0.819739,ED936651,RXZ06,117.83,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.62
11/8/2006,0.819739,ED936651,RXZ06,117.64,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.485
11/9/2006,0.819739,ED936651,RXZ06,117.82,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.615
11/10/2006,0.819739,ED936651,RXZ06,118.09,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.82
11/13/2006,0.819739,ED936651,RXZ06,117.9,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.644
11/14/2006,0.819739,ED936651,RXZ06,118.06,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.838
11/15/2006,0.819739,ED936651,RXZ06,117.86,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.642
11/16/2006,0.819739,ED936651,RXZ06,117.84,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.585
11/17/2006,0.819739,ED936651,RXZ06,118.02,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.81
11/20/2006,0.819739,ED936651,RXZ06,118.2,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.896
11/21/2006,0.819739,ED936651,RXZ06,118.2,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.902
11/22/2006,0.819739,ED936651,RXZ06,118.23,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.923
11/23/2006,0.819739,ED936651,RXZ06,117.97,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.745
11/24/2006,0.819739,ED936651,RXZ06,118.46,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,97.084
11/27/2006,0.819739,ED936651,RXZ06,118.18,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.92
11/28/2006,0.819739,ED936651,RXZ06,118.44,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,97.039
11/29/2006,0.819739,ED936651,RXZ06,118.21,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,96.928
11/30/2006,0.819739,ED936651,RXZ06,118.48,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,97.123
12/1/2006,0.819739,ED936651,RXZ06,118.73,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,97.324
12/4/2006,0.819739,ED936651,RXZ06,118.69,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,97.278
12/5/2006,0.819739,ED936651,RXZ06,118.54,ED936651 Govt,RXZ06 Comdty,3.25,7/4/2015,5/20/2005,ACT/ACT,1,5/20/2005,6-Dec,97.21
12/8/2006,0.832458,EF172933,RXH07,118.32,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,98.47
12/11/2006,0.832458,EF172933,RXH07,118.1,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,98.38
12/12/2006,0.832458,EF172933,RXH07,118.1,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,98.32
12/13/2006,0.832458,EF172933,RXH07,118.06,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,98.22
12/14/2006,0.832458,EF172933,RXH07,117.6,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,98.06
12/15/2006,0.832458,EF172933,RXH07,117.49,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,98
12/18/2006,0.832458,EF172933,RXH07,117.22,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,97.78
12/19/2006,0.832458,EF172933,RXH07,116.89,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,97.54
12/20/2006,0.832458,EF172933,RXH07,116.92,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,97.42
12/21/2006,0.832458,EF172933,RXH07,116.75,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,97.24
12/22/2006,0.832458,EF172933,RXH07,116.62,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,97.13
12/27/2006,0.832458,EF172933,RXH07,116.33,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,97.17
12/28/2006,0.832458,EF172933,RXH07,116.08,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.82
12/29/2006,0.832458,EF172933,RXH07,116.03,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.75
1/2/2007,0.832458,EF172933,RXH07,116.35,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.89
1/3/2007,0.832458,EF172933,RXH07,116.19,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.88
1/4/2007,0.832458,EF172933,RXH07,116.35,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.85
1/5/2007,0.832458,EF172933,RXH07,115.9,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.52
1/8/2007,0.832458,EF172933,RXH07,115.96,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.52
1/9/2007,0.832458,EF172933,RXH07,115.7,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.47
1/10/2007,0.832458,EF172933,RXH07,115.62,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.38
1/11/2007,0.832458,EF172933,RXH07,115.65,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.25
1/12/2007,0.832458,EF172933,RXH07,115.16,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.04
1/15/2007,0.832458,EF172933,RXH07,115.29,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,95.99
1/16/2007,0.832458,EF172933,RXH07,115.43,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.09
1/17/2007,0.832458,EF172933,RXH07,115.43,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.2
1/18/2007,0.832458,EF172933,RXH07,115.16,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,95.86
1/19/2007,0.832458,EF172933,RXH07,115.25,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.22
1/22/2007,0.832458,EF172933,RXH07,115.57,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.12
1/23/2007,0.832458,EF172933,RXH07,115.57,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.31
1/24/2007,0.832458,EF172933,RXH07,115.37,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.11
1/25/2007,0.832458,EF172933,RXH07,115.1,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.18
1/26/2007,0.832458,EF172933,RXH07,115,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,95.79
1/29/2007,0.832458,EF172933,RXH07,114.74,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,95.6
1/30/2007,0.832458,EF172933,RXH07,114.82,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,95.66
1/31/2007,0.832458,EF172933,RXH07,114.97,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,95.71
2/1/2007,0.832458,EF172933,RXH07,115.01,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,95.73
2/2/2007,0.832458,EF172933,RXH07,115.26,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,95.96
2/5/2007,0.832458,EF172933,RXH07,115.53,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.16
2/6/2007,0.832458,EF172933,RXH07,115.52,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.12
2/7/2007,0.832458,EF172933,RXH07,115.55,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.19
2/8/2007,0.832458,EF172933,RXH07,115.43,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.07
2/9/2007,0.832458,EF172933,RXH07,115.06,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,95.8
2/12/2007,0.832458,EF172933,RXH07,114.89,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,95.6
2/13/2007,0.832458,EF172933,RXH07,114.76,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,95.5
2/14/2007,0.832458,EF172933,RXH07,114.97,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,95.68
2/15/2007,0.832458,EF172933,RXH07,115.44,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.07
2/16/2007,0.832458,EF172933,RXH07,115.39,EF172933 Govt,RXH07 Comdty,3.5,1/4/2016,11/25/2005,ACT/ACT,1,11/25/2005,7-Mar,96.05
