Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,CTD Effective,CTD Interest Accrual Date,CTD Maturity,CTD Coupon Frequency,CTD Day Count,CTD Coupon,Futures Expiry Month/Year,CTD Price
9/16/2004,0.9494,EC743989,CNU04,110.97,EC743989 Govt,CNU04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Sep,105.326
9/17/2004,0.9494,EC743989,CNU04,110.85,EC743989 Govt,CNU04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Sep,105.357
9/20/2004,0.9494,EC743989,CNU04,111.38,EC743989 Govt,CNU04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Sep,105.694
9/21/2004,0.9494,EC743989,CNU04,110.88,EC743989 Govt,CNU04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Sep,105.513
9/22/2004,0.9506,EC743989,CNZ04,110.33,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.574
9/23/2004,0.9506,EC743989,CNZ04,110.09,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.46
9/24/2004,0.9506,EC743989,CNZ04,110.18,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.419
9/27/2004,0.9506,EC743989,CNZ04,110.41,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.601
9/28/2004,0.9506,EC743989,CNZ04,110.49,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.694
9/29/2004,0.9506,EC743989,CNZ04,110.09,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.276
9/30/2004,0.9506,EC743989,CNZ04,109.85,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,104.99
10/1/2004,0.9506,EC743989,CNZ04,109.32,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,104.662
10/4/2004,0.9506,EC743989,CNZ04,109.48,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,104.69
10/5/2004,0.9506,EC743989,CNZ04,109.71,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,104.816
10/6/2004,0.9506,EC743989,CNZ04,109.35,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,104.557
10/7/2004,0.9506,EC743989,CNZ04,109.21,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,104.36
10/8/2004,0.9506,EC743989,CNZ04,109.84,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,104.94
10/12/2004,0.9506,EC743989,CNZ04,110.2,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.261
10/13/2004,0.9506,EC743989,CNZ04,110.23,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.325
10/14/2004,0.9506,EC743989,CNZ04,110.73,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.709
10/15/2004,0.9506,EC743989,CNZ04,110.43,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.493
10/18/2004,0.9506,EC743989,CNZ04,110.59,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.652
10/19/2004,0.9506,EC743989,CNZ04,110.78,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.792
10/20/2004,0.9506,EC743989,CNZ04,111.12,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,106.156
10/21/2004,0.9506,EC743989,CNZ04,111.12,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,106.036
10/22/2004,0.9506,EC743989,CNZ04,111.25,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,106.193
10/25/2004,0.9506,EC743989,CNZ04,111.41,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,106.331
10/26/2004,0.9506,EC743989,CNZ04,111.28,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,106.15
10/27/2004,0.9506,EC743989,CNZ04,110.72,EC743989 Govt,CNZ04 Comdty,11/4/2002,11/4/2002,6/1/2013,2,ACT/ACT,5.25,4-Dec,105.739
