Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,CTD Coupon,CTD Maturity Date,CTD Day Count,CTD Interest Accrual Date,CTD Coupon Frequency,CTD Issue Date,Futures Expiry Month/Year,CTD Price
30-Jan-2006,0.706302,EC876682,JBH06,136.89,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,128.8
31-Jan-2006,0.706302,EC876682,JBH06,136.79,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,130
1-Feb-2006,0.706302,EC876682,JBH06,136.92,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,129
2-Feb-2006,0.706302,EC876682,JBH06,136.72,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,130.5
3-Feb-2006,0.706302,EC876682,JBH06,136.4,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,134.5
6-Feb-2006,0.706302,EC876682,JBH06,136.6,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,132.5
7-Feb-2006,0.706302,EC876682,JBH06,136.42,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,132.5
8-Feb-2006,0.706302,EC876682,JBH06,136.38,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,135
9-Feb-2006,0.706302,EC876682,JBH06,136.5,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,134.2
10-Feb-2006,0.706302,EC876682,JBH06,135.82,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,141.5
13-Feb-2006,0.706302,EC876682,JBH06,136.21,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,137.5
14-Feb-2006,0.706302,EC876682,JBH06,135.87,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,141.5
15-Feb-2006,0.706302,EC876682,JBH06,135.98,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,140.5
16-Feb-2006,0.706302,EC876682,JBH06,136.29,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,137
17-Feb-2006,0.706302,EC876682,JBH06,136.47,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,134.7
20-Feb-2006,0.706302,EC876682,JBH06,136.6,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,133.5
21-Feb-2006,0.706302,EC876682,JBH06,136.82,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,132
22-Feb-2006,0.706302,EC876682,JBH06,136.68,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,132.5
23-Feb-2006,0.706302,EC876682,JBH06,136.27,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,137.5
27-Feb-2006,0.706302,EC876682,JBH06,135.86,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,145.5
28-Feb-2006,0.706302,EC876682,JBH06,135.99,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,142.5
1-Mar-2006,0.706302,EC876682,JBH06,135.86,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,141
2-Mar-2006,0.706302,EC876682,JBH06,135.8,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,142.5
3-Mar-2006,0.706302,EC876682,JBH06,136.01,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,143.5
6-Mar-2006,0.706302,EC876682,JBH06,135.79,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,141.4
7-Mar-2006,0.706302,EC876682,JBH06,135.68,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,143.5
8-Mar-2006,0.706302,EC876682,JBH06,136.12,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,145
9-Mar-2006,0.706302,EC876682,JBH06,136.18,EC876682 Govt,JBH06 Comdty,0.8,20-Mar-2013,NL/365,20-Mar-2003,2,20-Mar-2003,6-Mar-2016,140
24-Feb-2006,0.700654,EC918639,JBH06,135.65,EC918639 Govt,JBH06 Comdty,0.7,20-Mar-2013,NL/365,20-Mar-2003,2,21-Apr-2003,6-Mar-2016,139.5
10-Mar-2006,0.717598,ED083375,JBM06,134.6,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,142.9
13-Mar-2006,0.717598,ED083375,JBM06,134.07,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,153.5
14-Mar-2006,0.717598,ED083375,JBM06,134.2,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,152
15-Mar-2006,0.717598,ED083375,JBM06,133.8,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,156.5
16-Mar-2006,0.717598,ED083375,JBM06,134.03,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,154.5
17-Mar-2006,0.717598,ED083375,JBM06,134.05,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,154
20-Mar-2006,0.717598,ED083375,JBM06,133.78,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,157.5
22-Mar-2006,0.717598,ED083375,JBM06,133.72,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,158.5
23-Mar-2006,0.717598,ED083375,JBM06,133.89,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,156.6
24-Mar-2006,0.717598,ED083375,JBM06,133.74,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,158.6
27-Mar-2006,0.717598,ED083375,JBM06,134.11,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,154.5
28-Mar-2006,0.717598,ED083375,JBM06,133.99,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,155.5
29-Mar-2006,0.717598,ED083375,JBM06,133.15,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,165.6
30-Mar-2006,0.717598,ED083375,JBM06,133.28,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,164.2
31-Mar-2006,0.717598,ED083375,JBM06,133.46,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,162.1
3-Apr-2006,0.717598,ED083375,JBM06,132.8,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,169
4-Apr-2006,0.717598,ED083375,JBM06,133.03,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,166.5
5-Apr-2006,0.717598,ED083375,JBM06,133.14,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,165.6
6-Apr-2006,0.717598,ED083375,JBM06,132.61,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,171.7
7-Apr-2006,0.717598,ED083375,JBM06,132.49,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,173.1
10-Apr-2006,0.717598,ED083375,JBM06,132.58,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,172
11-Apr-2006,0.717598,ED083375,JBM06,132.58,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,172
12-Apr-2006,0.717598,ED083375,JBM06,132.58,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,172.6
13-Apr-2006,0.717598,ED083375,JBM06,132.33,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,175.6
14-Apr-2006,0.717598,ED083375,JBM06,132,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,179.6
17-Apr-2006,0.717598,ED083375,JBM06,132.15,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,178.1
18-Apr-2006,0.717598,ED083375,JBM06,132.05,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,179.6
19-Apr-2006,0.717598,ED083375,JBM06,132.6,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,173
20-Apr-2006,0.717598,ED083375,JBM06,132.45,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,175
21-Apr-2006,0.717598,ED083375,JBM06,132.59,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,173.7
24-Apr-2006,0.717598,ED083375,JBM06,132.82,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,171
25-Apr-2006,0.717598,ED083375,JBM06,132.67,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,172.5
26-Apr-2006,0.717598,ED083375,JBM06,132.32,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,176.6
27-Apr-2006,0.717598,ED083375,JBM06,131.98,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,180.7
28-Apr-2006,0.717598,ED083375,JBM06,132.6,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,174.2
1-May-2006,0.717598,ED083375,JBM06,133.14,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,168.2
2-May-2006,0.717598,ED083375,JBM06,132.74,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,173
8-May-2006,0.717598,ED083375,JBM06,132.34,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,177.8
9-May-2006,0.717598,ED083375,JBM06,132.22,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,179.1
10-May-2006,0.717598,ED083375,JBM06,131.65,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,186.1
11-May-2006,0.717598,ED083375,JBM06,131.8,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,184.7
12-May-2006,0.717598,ED083375,JBM06,131.74,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,185.5
15-May-2006,0.717598,ED083375,JBM06,131.79,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,185.1
16-May-2006,0.717598,ED083375,JBM06,132.15,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,181
17-May-2006,0.717598,ED083375,JBM06,132.57,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,176.1
18-May-2006,0.717598,ED083375,JBM06,132.3,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,179.2
19-May-2006,0.717598,ED083375,JBM06,132.65,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,175
22-May-2006,0.717598,ED083375,JBM06,133.39,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,166.5
23-May-2006,0.717598,ED083375,JBM06,133.78,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,162
24-May-2006,0.717598,ED083375,JBM06,133.55,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,165
25-May-2006,0.717598,ED083375,JBM06,133.3,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,168.1
26-May-2006,0.717598,ED083375,JBM06,133.42,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,167.1
29-May-2006,0.717598,ED083375,JBM06,133.34,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,168
30-May-2006,0.717598,ED083375,JBM06,133.37,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,167.5
31-May-2006,0.717598,ED083375,JBM06,133.66,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,164.1
1-Jun-2006,0.717598,ED083375,JBM06,132.72,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,175
2-Jun-2006,0.717598,ED083375,JBM06,133.03,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,172.1
5-Jun-2006,0.717598,ED083375,JBM06,133.51,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,166.3
7-Jun-2006,0.717598,ED083375,JBM06,133.41,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,167.5
8-Jun-2006,0.717598,ED083375,JBM06,133.83,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,162.8
9-Jun-2006,0.717598,ED083375,JBM06,134.1,ED083375 Govt,JBM06 Comdty,1,20-Jun-2013,NL/365,20-Jun-2003,2,20-Aug-2003,6-Jun-2016,159.7
12-Jun-2006,0.751486,ED116378,JBU06,132.63,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,159.1
13-Jun-2006,0.751486,ED116378,JBU06,133.1,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,153.5
14-Jun-2006,0.751486,ED116378,JBU06,133.2,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,152.4
15-Jun-2006,0.751486,ED116378,JBU06,133.23,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,152
16-Jun-2006,0.751486,ED116378,JBU06,132.72,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,157.9
19-Jun-2006,0.751486,ED116378,JBU06,132.68,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,158.5
20-Jun-2006,0.751486,ED116378,JBU06,132.33,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,162.6
21-Jun-2006,0.751486,ED116378,JBU06,132.4,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,162
22-Jun-2006,0.751486,ED116378,JBU06,132.28,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,163.5
23-Jun-2006,0.751486,ED116378,JBU06,132.11,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,165.5
26-Jun-2006,0.751486,ED116378,JBU06,131.86,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,168.5
27-Jun-2006,0.751486,ED116378,JBU06,131.78,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,169.5
28-Jun-2006,0.751486,ED116378,JBU06,131.75,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,170
29-Jun-2006,0.751486,ED116378,JBU06,131.58,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,172
30-Jun-2006,0.751486,ED116378,JBU06,131.65,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,171.5
3-Jul-2006,0.751486,ED116378,JBU06,131.08,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,178.5
4-Jul-2006,0.751486,ED116378,JBU06,131.24,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,177.5
5-Jul-2006,0.751486,ED116378,JBU06,130.99,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,180.5
6-Jul-2006,0.751486,ED116378,JBU06,130.9,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,181.4
7-Jul-2006,0.751486,ED116378,JBU06,131.15,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,178.5
10-Jul-2006,0.751486,ED116378,JBU06,131.04,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,179.8
11-Jul-2006,0.751486,ED116378,JBU06,131.2,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,177.9
12-Jul-2006,0.751486,ED116378,JBU06,131.61,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,172.9
13-Jul-2006,0.751486,ED116378,JBU06,131.77,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,171.5
14-Jul-2006,0.751486,ED116378,JBU06,132.45,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,163.5
18-Jul-2006,0.751486,ED116378,JBU06,132.64,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,161.4
19-Jul-2006,0.751486,ED116378,JBU06,132.4,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,164.4
20-Jul-2006,0.751486,ED116378,JBU06,132.62,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,162.2
21-Jul-2006,0.751486,ED116378,JBU06,132.65,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,162
24-Jul-2006,0.751486,ED116378,JBU06,132.33,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,165.5
25-Jul-2006,0.751486,ED116378,JBU06,132.24,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,166.5
26-Jul-2006,0.751486,ED116378,JBU06,132.37,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,165
27-Jul-2006,0.751486,ED116378,JBU06,132.35,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,165.4
28-Jul-2006,0.751486,ED116378,JBU06,131.95,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,170.5
31-Jul-2006,0.751486,ED116378,JBU06,132,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,170
1-Aug-2006,0.751486,ED116378,JBU06,132,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,169.9
2-Aug-2006,0.751486,ED116378,JBU06,132.33,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,166
3-Aug-2006,0.751486,ED116378,JBU06,132.45,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,164.9
4-Aug-2006,0.751486,ED116378,JBU06,132.37,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,166
7-Aug-2006,0.751486,ED116378,JBU06,132.82,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,160.6
8-Aug-2006,0.751486,ED116378,JBU06,132.69,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,162
9-Aug-2006,0.751486,ED116378,JBU06,132.56,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,163.5
10-Aug-2006,0.751486,ED116378,JBU06,132.1,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,169.4
11-Aug-2006,0.751486,ED116378,JBU06,132.68,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,162.5
14-Aug-2006,0.751486,ED116378,JBU06,132.3,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,166.3
15-Aug-2006,0.751486,ED116378,JBU06,132.42,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,165.4
16-Aug-2006,0.751486,ED116378,JBU06,132.74,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,162.1
17-Aug-2006,0.751486,ED116378,JBU06,132.86,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,160.5
18-Aug-2006,0.751486,ED116378,JBU06,132.6,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,163.9
21-Aug-2006,0.751486,ED116378,JBU06,133.05,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,158.5
22-Aug-2006,0.751486,ED116378,JBU06,133.18,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,157
23-Aug-2006,0.751486,ED116378,JBU06,133.12,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,158
24-Aug-2006,0.751486,ED116378,JBU06,133.19,ED116378 Govt,JBU06 Comdty,1.6,20-Sep-2013,NL/365,20-Sep-2003,2,22-Sep-2003,6-Sep-2016,157.4
