Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,CTD Coupon,CTD Maturity Date,CTD Day Count,CTD Interest Accrual Date,CTD Coupon Frequency,CTD Issue Date,Futures Expiry Month/Year,CTD Price
11-Jun-2004,0.74019,EC438321,JBU04,134.63,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,138.9
14-Jun-2004,0.74019,EC438321,JBU04,133.95,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,147
15-Jun-2004,0.74019,EC438321,JBU04,134.47,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,141.4
16-Jun-2004,0.74019,EC438321,JBU04,133.9,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,148.1
17-Jun-2004,0.74019,EC438321,JBU04,133.43,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,153
18-Jun-2004,0.74019,EC438321,JBU04,133.71,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,149.9
21-Jun-2004,0.74019,EC438321,JBU04,133.95,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,147.5
22-Jun-2004,0.74019,EC438321,JBU04,133.9,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,148.1
23-Jun-2004,0.74019,EC438321,JBU04,133.8,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,149.4
24-Jun-2004,0.74019,EC438321,JBU04,133.7,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,150.5
25-Jun-2004,0.74019,EC438321,JBU04,134.45,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,142.4
28-Jun-2004,0.74019,EC438321,JBU04,134.33,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,143.5
29-Jun-2004,0.74019,EC438321,JBU04,134.55,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,140.9
30-Jun-2004,0.74019,EC438321,JBU04,135.1,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,135
1-Jul-2004,0.74019,EC438321,JBU04,134.5,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,142
2-Jul-2004,0.74019,EC438321,JBU04,135.3,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,133
5-Jul-2004,0.74019,EC438321,JBU04,135.25,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,133.4
6-Jul-2004,0.74019,EC438321,JBU04,135.45,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,131.5
7-Jul-2004,0.74019,EC438321,JBU04,135.32,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,133
8-Jul-2004,0.74019,EC438321,JBU04,135.49,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,131.1
9-Jul-2004,0.74019,EC438321,JBU04,134.97,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,137
12-Jul-2004,0.74019,EC438321,JBU04,135.3,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,133.4
13-Jul-2004,0.74019,EC438321,JBU04,135.5,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,131.5
14-Jul-2004,0.74019,EC438321,JBU04,135.32,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,133.5
15-Jul-2004,0.74019,EC438321,JBU04,135.09,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,136
16-Jul-2004,0.74019,EC438321,JBU04,135.49,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,132
20-Jul-2004,0.74019,EC438321,JBU04,135.76,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,129
21-Jul-2004,0.74019,EC438321,JBU04,135.39,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,133
22-Jul-2004,0.74019,EC438321,JBU04,135.47,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,132.6
23-Jul-2004,0.74019,EC438321,JBU04,135.1,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,136.5
26-Jul-2004,0.74019,EC438321,JBU04,135.1,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,136.5
27-Jul-2004,0.74019,EC438321,JBU04,134.74,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,140.6
28-Jul-2004,0.74019,EC438321,JBU04,134.71,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,141.5
29-Jul-2004,0.74019,EC438321,JBU04,135.09,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,137.1
30-Jul-2004,0.74019,EC438321,JBU04,134.85,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,139.9
2-Aug-2004,0.74019,EC438321,JBU04,134.58,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,143
3-Aug-2004,0.74019,EC438321,JBU04,134.73,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,141.4
4-Aug-2004,0.74019,EC438321,JBU04,135.36,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,134.5
5-Aug-2004,0.74019,EC438321,JBU04,135.84,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,129.1
6-Aug-2004,0.74019,EC438321,JBU04,136.25,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,124.5
9-Aug-2004,0.74019,EC438321,JBU04,136.71,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,119.5
10-Aug-2004,0.74019,EC438321,JBU04,136.72,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,119.5
11-Aug-2004,0.74019,EC438321,JBU04,136.38,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,123.5
12-Aug-2004,0.74019,EC438321,JBU04,136.64,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,120.5
13-Aug-2004,0.74019,EC438321,JBU04,137.23,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,114
16-Aug-2004,0.74019,EC438321,JBU04,137.4,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,112
17-Aug-2004,0.74019,EC438321,JBU04,137,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,116.5
18-Aug-2004,0.74019,EC438321,JBU04,137.24,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,114
19-Aug-2004,0.74019,EC438321,JBU04,136.93,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,117.5
20-Aug-2004,0.74019,EC438321,JBU04,137.13,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,115.5
23-Aug-2004,0.74019,EC438321,JBU04,136.88,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,118.5
24-Aug-2004,0.74019,EC438321,JBU04,136.99,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,117.5
25-Aug-2004,0.74019,EC438321,JBU04,136.69,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,120.9
26-Aug-2004,0.74019,EC438321,JBU04,136.87,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,119
27-Aug-2004,0.74019,EC438321,JBU04,137.27,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,114.4
30-Aug-2004,0.74019,EC438321,JBU04,137.28,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,114.5
31-Aug-2004,0.74019,EC438321,JBU04,137.65,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,110.4
1-Sep-2004,0.74019,EC438321,JBU04,137.85,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,107.9
2-Sep-2004,0.74019,EC438321,JBU04,137.9,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,107.4
3-Sep-2004,0.74019,EC438321,JBU04,137.77,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,108.9
6-Sep-2004,0.74019,EC438321,JBU04,137.32,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,113.9
7-Sep-2004,0.74019,EC438321,JBU04,137,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,117.5
8-Sep-2004,0.74019,EC438321,JBU04,137.08,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,116.9
9-Sep-2004,0.74019,EC438321,JBU04,137.74,EC438321 Govt,JBU04 Comdty,1.4,20-Sep-2011,NL/365,20-Sep-2001,2,20-Sep-2001,4-Sep-2016,109.4
10-Sep-2004,0.745838,EC511829,JBZ04,137.15,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,109.5
13-Sep-2004,0.745838,EC511829,JBZ04,137.26,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,108.5
14-Sep-2004,0.745838,EC511829,JBZ04,137.21,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,108.9
15-Sep-2004,0.745838,EC511829,JBZ04,137.37,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,107.4
16-Sep-2004,0.745838,EC511829,JBZ04,137.18,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,109.4
17-Sep-2004,0.745838,EC511829,JBZ04,137.46,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,106.4
21-Sep-2004,0.745838,EC511829,JBZ04,137.73,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,103.9
22-Sep-2004,0.745838,EC511829,JBZ04,137.9,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,102.4
24-Sep-2004,0.745838,EC511829,JBZ04,138.29,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,98.4
27-Sep-2004,0.745838,EC511829,JBZ04,138.25,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,98.9
28-Sep-2004,0.745838,EC511829,JBZ04,138.37,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,97.5
29-Sep-2004,0.745838,EC511829,JBZ04,138.25,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,98.9
30-Sep-2004,0.745838,EC511829,JBZ04,137.97,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,101.9
1-Oct-2004,0.745838,EC511829,JBZ04,137.66,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,105.4
4-Oct-2004,0.745838,EC511829,JBZ04,137.17,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,110.5
5-Oct-2004,0.745838,EC511829,JBZ04,136.83,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,114.4
6-Oct-2004,0.745838,EC511829,JBZ04,137.05,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,112
7-Oct-2004,0.745838,EC511829,JBZ04,137.05,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,112
8-Oct-2004,0.745838,EC511829,JBZ04,137.15,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,111.1
12-Oct-2004,0.745838,EC511829,JBZ04,138.05,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,101.4
13-Oct-2004,0.745838,EC511829,JBZ04,137.88,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,103.4
14-Oct-2004,0.745838,EC511829,JBZ04,138.23,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,99.9
15-Oct-2004,0.745838,EC511829,JBZ04,138.25,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,99.5
18-Oct-2004,0.745838,EC511829,JBZ04,138.04,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,101.9
19-Oct-2004,0.745838,EC511829,JBZ04,137.95,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,103
20-Oct-2004,0.745838,EC511829,JBZ04,138.29,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,99.5
21-Oct-2004,0.745838,EC511829,JBZ04,138.5,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,97.3
22-Oct-2004,0.745838,EC511829,JBZ04,138.01,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,102.4
25-Oct-2004,0.745838,EC511829,JBZ04,138.65,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,95.5
26-Oct-2004,0.745838,EC511829,JBZ04,138.61,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,95.9
27-Oct-2004,0.745838,EC511829,JBZ04,138.55,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,96.9
28-Oct-2004,0.745838,EC511829,JBZ04,138.13,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,101.4
29-Oct-2004,0.745838,EC511829,JBZ04,138.15,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,101.3
1-Nov-2004,0.745838,EC511829,JBZ04,138.01,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,102.9
2-Nov-2004,0.745838,EC511829,JBZ04,137.57,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,107.9
4-Nov-2004,0.745838,EC511829,JBZ04,137.9,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,104.5
5-Nov-2004,0.745838,EC511829,JBZ04,137.81,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,105.4
8-Nov-2004,0.745838,EC511829,JBZ04,137.63,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,107.5
9-Nov-2004,0.745838,EC511829,JBZ04,137.96,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,104.4
10-Nov-2004,0.745838,EC511829,JBZ04,138.15,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,101.9
11-Nov-2004,0.745838,EC511829,JBZ04,138.42,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,98.9
12-Nov-2004,0.745838,EC511829,JBZ04,138.21,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,101.4
15-Nov-2004,0.745838,EC511829,JBZ04,138.1,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,102.4
16-Nov-2004,0.745838,EC511829,JBZ04,138.3,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,100.4
17-Nov-2004,0.745838,EC511829,JBZ04,138.3,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,100.4
18-Nov-2004,0.745838,EC511829,JBZ04,138.64,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,96.9
19-Nov-2004,0.745838,EC511829,JBZ04,138.72,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,96.4
22-Nov-2004,0.745838,EC511829,JBZ04,138.95,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,93.9
24-Nov-2004,0.745838,EC511829,JBZ04,138.96,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,93.9
25-Nov-2004,0.745838,EC511829,JBZ04,138.86,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,94.9
26-Nov-2004,0.745838,EC511829,JBZ04,138.8,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,95.4
29-Nov-2004,0.745838,EC511829,JBZ04,138.55,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,98.4
30-Nov-2004,0.745838,EC511829,JBZ04,138.64,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,97.5
1-Dec-2004,0.745838,EC511829,JBZ04,138.73,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,96.5
2-Dec-2004,0.745838,EC511829,JBZ04,139.06,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,93
3-Dec-2004,0.745838,EC511829,JBZ04,139.03,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,93.5
6-Dec-2004,0.745838,EC511829,JBZ04,139.01,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,93.3
7-Dec-2004,0.745838,EC511829,JBZ04,139.07,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,92.9
8-Dec-2004,0.745838,EC511829,JBZ04,139.1,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,92.8
9-Dec-2004,0.745838,EC511829,JBZ04,139.55,EC511829 Govt,JBZ04 Comdty,1.5,20-Dec-2011,NL/365,20-Dec-2001,2,20-Feb-2002,4-Dec-2016,89.4
10-Dec-2004,0.745838,EC523167,JBH05,138.85,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,91.4
13-Dec-2004,0.745838,EC523167,JBH05,139.02,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,89.4
14-Dec-2004,0.745838,EC523167,JBH05,139,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,90
15-Dec-2004,0.745838,EC523167,JBH05,138.88,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,91.5
16-Dec-2004,0.745838,EC523167,JBH05,138.8,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,92.4
17-Dec-2004,0.745838,EC523167,JBH05,138.59,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,94.9
20-Dec-2004,0.745838,EC523167,JBH05,138.78,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,93
21-Dec-2004,0.745838,EC523167,JBH05,139.08,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,89.9
22-Dec-2004,0.745838,EC523167,JBH05,139.11,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,89.4
23-Dec-2004,0.745838,EC523167,JBH05,139.12,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,89.4
24-Dec-2004,0.745838,EC523167,JBH05,139.03,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,90.3
27-Dec-2004,0.745838,EC523167,JBH05,138.63,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,94.5
28-Dec-2004,0.745838,EC523167,JBH05,138.34,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,97.9
29-Dec-2004,0.745838,EC523167,JBH05,138.44,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,96.9
30-Dec-2004,0.745838,EC523167,JBH05,138.36,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,98
4-Jan-2005,0.745838,EC523167,JBH05,138.79,EC523167 Govt,JBH05 Comdty,1.5,20-Mar-2012,NL/365,20-Mar-2002,2,20-Mar-2002,5-Mar-2016,93.4
