Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,DayCount,CTD Maturity,CTD Coupon,CTD Interest Accrual Date,CTD Coupon Frequency,CTD Issue Date,Futures Expiry Month/Year,CTD Price
11-Aug-2004,1.1352,912810EM,USU04,110.5625,912810EM Govt,USU04 Comdty,ACT/ACT,15-Aug-2022,7.25,15-Aug-1992,2,17-Aug-1992,4-Sep-2016,125.109375
12-Aug-2004,1.1352,912810EM,USU04,110.75,912810EM Govt,USU04 Comdty,ACT/ACT,15-Aug-2022,7.25,15-Aug-1992,2,17-Aug-1992,4-Sep-2016,125.71875
18-Aug-2004,1.1352,912810EM,USU04,111.0625,912810EM Govt,USU04 Comdty,ACT/ACT,15-Aug-2022,7.25,15-Aug-1992,2,17-Aug-1992,4-Sep-2016,125.625
20-Aug-2004,1.1352,912810EM,USU04,111.09375,912810EM Govt,USU04 Comdty,ACT/ACT,15-Aug-2022,7.25,15-Aug-1992,2,17-Aug-1992,4-Sep-2016,127.46875
30-Aug-2004,1.1352,912810EM,USU04,111.8125,912810EM Govt,USU04 Comdty,ACT/ACT,15-Aug-2022,7.25,15-Aug-1992,2,17-Aug-1992,4-Sep-2016,128.21875
31-Aug-2004,1.1352,912810EM,USU04,112.53125,912810EM Govt,USU04 Comdty,ACT/ACT,15-Aug-2022,7.25,15-Aug-1992,2,17-Aug-1992,4-Sep-2016,133.125
7-Sep-2004,1.1352,912810EM,USU04,111.46875,912810EM Govt,USU04 Comdty,ACT/ACT,15-Aug-2022,7.25,15-Aug-1992,2,17-Aug-1992,4-Sep-2016,131.953125
10-Sep-2004,1.1352,912810EM,USU04,112.3125,912810EM Govt,USU04 Comdty,ACT/ACT,15-Aug-2022,7.25,15-Aug-1992,2,17-Aug-1992,4-Sep-2016,130.90625
14-Sep-2004,1.1352,912810EM,USU04,112.84375,912810EM Govt,USU04 Comdty,ACT/ACT,15-Aug-2022,7.25,15-Aug-1992,2,17-Aug-1992,4-Sep-2016,126.890625
15-Sep-2004,1.1352,912810EM,USU04,112.40625,912810EM Govt,USU04 Comdty,ACT/ACT,15-Aug-2022,7.25,15-Aug-1992,2,17-Aug-1992,4-Sep-2016,136.484375
17-Aug-2004,1.1774,912810EN,USU04,111.3125,912810EN Govt,USU04 Comdty,ACT/ACT,15-Nov-2022,7.625,15-Nov-1992,2,16-Nov-1992,4-Sep-2016,135.96875
1-Sep-2004,1.1774,912810EN,USU04,112.625,912810EN Govt,USU04 Comdty,ACT/ACT,15-Nov-2022,7.625,15-Nov-1992,2,16-Nov-1992,4-Sep-2016,127.546875
2-Sep-2004,1.1774,912810EN,USU04,111.875,912810EN Govt,USU04 Comdty,ACT/ACT,15-Nov-2022,7.625,15-Nov-1992,2,16-Nov-1992,4-Sep-2016,132.90625
3-Sep-2004,1.1774,912810EN,USU04,110.8125,912810EN Govt,USU04 Comdty,ACT/ACT,15-Nov-2022,7.625,15-Nov-1992,2,16-Nov-1992,4-Sep-2016,128.28125
13-Sep-2004,1.1774,912810EN,USU04,112.625,912810EN Govt,USU04 Comdty,ACT/ACT,15-Nov-2022,7.625,15-Nov-1992,2,16-Nov-1992,4-Sep-2016,127.875
8-Sep-2004,1.2113,912810EL,USU04,112.4375,912810EL Govt,USU04 Comdty,ACT/ACT,15-Nov-2021,8,15-Nov-1991,2,15-Nov-1991,4-Sep-2016,127.859375
9-Sep-2004,1.2113,912810EL,USU04,112.03125,912810EL Govt,USU04 Comdty,ACT/ACT,15-Nov-2021,8,15-Nov-1991,2,15-Nov-1991,4-Sep-2016,127.296875
20-Sep-2004,1.2224,912810EK,USU04,113.84375,912810EK Govt,USU04 Comdty,ACT/ACT,15-Aug-2021,8.125,15-Aug-1991,2,15-Aug-1991,4-Sep-2016,139.171875
21-Sep-2004,1.2224,912810EK,USU04,113.75,912810EK Govt,USU04 Comdty,ACT/ACT,15-Aug-2021,8.125,15-Aug-1991,2,15-Aug-1991,4-Sep-2016,139.59375
20-Dec-2007,1.0246,912810EQ,USH08,116.5625,912810EQ Govt,USH08 Comdty,ACT/ACT,15-Aug-2023,6.25,15-Aug-1993,2,16-Aug-1993,8-Mar-2016,137.21875
21-Dec-2007,1.0246,912810EQ,USH08,115,912810EQ Govt,USH08 Comdty,ACT/ACT,15-Aug-2023,6.25,15-Aug-1993,2,16-Aug-1993,8-Mar-2016,146.6875
24-Dec-2007,1.0246,912810EQ,USH08,114.375,912810EQ Govt,USH08 Comdty,ACT/ACT,15-Aug-2023,6.25,15-Aug-1993,2,16-Aug-1993,8-Mar-2016,146.5
26-Dec-2007,1.0246,912810EQ,USH08,113.53125,912810EQ Govt,USH08 Comdty,ACT/ACT,15-Aug-2023,6.25,15-Aug-1993,2,16-Aug-1993,8-Mar-2016,146.984375
27-Dec-2007,1.0246,912810EQ,USH08,114.4375,912810EQ Govt,USH08 Comdty,ACT/ACT,15-Aug-2023,6.25,15-Aug-1993,2,16-Aug-1993,8-Mar-2016,146.5
28-Dec-2007,1.0246,912810EQ,USH08,115.6875,912810EQ Govt,USH08 Comdty,ACT/ACT,15-Aug-2023,6.25,15-Aug-1993,2,16-Aug-1993,8-Mar-2016,129.15625
