,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST_FUTS,join_id_bonds,join_id_fut,DAY_CNT_DES,MATURITY,CPN,INT_ACC_DT,CPN_FREQ,ISSUE_DT,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
1/7/2008,1.0246,912810EQ,USH08,118.40625,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,127.4375
1/8/2008,1.0246,912810EQ,USH08,118.28125,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,127.046875
1/9/2008,1.0246,912810EQ,USH08,118.8125,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,128.453125
1/10/2008,1.0246,912810EQ,USH08,117.4375,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,128.84375
1/11/2008,1.0246,912810EQ,USH08,118.25,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,129.0625
1/14/2008,1.0246,912810EQ,USH08,118.5,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,139.78125
1/15/2008,1.0246,912810EQ,USH08,119.53125,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,129.34375
1/16/2008,1.0246,912810EQ,USH08,119.1875,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,136.015625
1/17/2008,1.0246,912810EQ,USH08,120.09375,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,146.0625
1/18/2008,1.0246,912810EQ,USH08,119.59375,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,140.4375
1/23/2008,1.0246,912810EQ,USH08,121.4375,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,137
1/24/2008,1.0246,912810EQ,USH08,118.96875,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,146.875
1/28/2008,1.0246,912810EQ,USH08,119.96875,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,147.015625
1/29/2008,1.0246,912810EQ,USH08,119.3125,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,140.3125
1/30/2008,1.0246,912810EQ,USH08,118.3125,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,135.78125
1/31/2008,1.0246,912810EQ,USH08,119.3125,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,136.234375
2/1/2008,1.0246,912810EQ,USH08,119.78125,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,139.984375
2/4/2008,1.0246,912810EQ,USH08,119.1875,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,135.90625
2/5/2008,1.0246,912810EQ,USH08,119.78125,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,139.640625
2/6/2008,1.0246,912810EQ,USH08,119.375,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,136.09375
2/8/2008,1.0246,912810EQ,USH08,118.71875,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,139.328125
2/11/2008,1.0246,912810EQ,USH08,119.28125,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,133.078125
2/12/2008,1.0246,912810EQ,USH08,118.5,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,127.75
2/13/2008,1.0246,912810EQ,USH08,118.0625,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,127.65625
2/14/2008,1.0246,912810EQ,USH08,116.40625,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,127.46875
2/15/2008,1.0246,912810EQ,USH08,117,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,134.703125
2/19/2008,1.0246,912810EQ,USH08,116.0625,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,134.765625
2/20/2008,1.0246,912810EQ,USH08,115.90625,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,137.96875
2/21/2008,1.0246,912810EQ,USH08,117.25,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,135.609375
2/22/2008,1.0246,912810EQ,USH08,117.0625,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,139.46875
2/25/2008,1.0246,912810EQ,USH08,115.84375,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,138.078125
2/26/2008,1.0246,912810EQ,USH08,116,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,138.71875
2/27/2008,1.0246,912810EQ,USH08,116.21875,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,135.453125
2/29/2008,1.0246,912810EQ,USH08,119.6875,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,135.359375
3/3/2008,1.0246,912810EQ,USH08,119.671875,912810EQ Govt,USH08 Comdty,ACT/ACT,8/15/2023,6.25,8/15/1993,2,8/16/1993,8-Mar,134.625
