Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,CTD Coupon Frequency,CTD Day Count,CTD Maturity Date,CTD Interest Accrual Date,CTD Issue Date,CTD Coupon,Futures Expiry Month/Year,CTD Price
22-Feb-2013,0.818731,EI694079,OATH13,134.37,EI694079 Govt,OATH13 Comdty,1,ACT/ACT,25-Oct-2021,7-Jun-2011,25-Oct-2010,3.25,13-Mar-2016,110.128
25-Feb-2013,0.818731,EI694079,OATH13,134.3,EI694079 Govt,OATH13 Comdty,1,ACT/ACT,25-Oct-2021,7-Jun-2011,25-Oct-2010,3.25,13-Mar-2016,110.095
26-Feb-2013,0.818731,EI694079,OATH13,134.98,EI694079 Govt,OATH13 Comdty,1,ACT/ACT,25-Oct-2021,7-Jun-2011,25-Oct-2010,3.25,13-Mar-2016,110.645
27-Feb-2013,0.818731,EI694079,OATH13,135.16,EI694079 Govt,OATH13 Comdty,1,ACT/ACT,25-Oct-2021,7-Jun-2011,25-Oct-2010,3.25,13-Mar-2016,110.64
28-Feb-2013,0.818731,EI694079,OATH13,135.19,EI694079 Govt,OATH13 Comdty,1,ACT/ACT,25-Oct-2021,7-Jun-2011,25-Oct-2010,3.25,13-Mar-2016,110.7
1-Mar-2013,0.818731,EI694079,OATH13,135.71,EI694079 Govt,OATH13 Comdty,1,ACT/ACT,25-Oct-2021,7-Jun-2011,25-Oct-2010,3.25,13-Mar-2016,111.18
4-Mar-2013,0.818731,EI694079,OATH13,135.96,EI694079 Govt,OATH13 Comdty,1,ACT/ACT,25-Oct-2021,7-Jun-2011,25-Oct-2010,3.25,13-Mar-2016,111.318
5-Mar-2013,0.818731,EI694079,OATH13,135.6,EI694079 Govt,OATH13 Comdty,1,ACT/ACT,25-Oct-2021,7-Jun-2011,25-Oct-2010,3.25,13-Mar-2016,111.113
8-Mar-2013,0.798035,EJ003689,OATM13,134.71,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,108.248
11-Mar-2013,0.798035,EJ003689,OATM13,134.72,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,108.258
12-Mar-2013,0.798035,EJ003689,OATM13,134.9,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,108.453
13-Mar-2013,0.798035,EJ003689,OATM13,135.06,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,108.518
14-Mar-2013,0.798035,EJ003689,OATM13,135.12,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,108.563
15-Mar-2013,0.798035,EJ003689,OATM13,135.38,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,108.765
18-Mar-2013,0.798035,EJ003689,OATM13,135.8,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.11
19-Mar-2013,0.798035,EJ003689,OATM13,136.14,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.308
20-Mar-2013,0.798035,EJ003689,OATM13,135.9,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.075
21-Mar-2013,0.798035,EJ003689,OATM13,136.14,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.305
22-Mar-2013,0.798035,EJ003689,OATM13,136.03,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.175
25-Mar-2013,0.798035,EJ003689,OATM13,135.93,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.18
26-Mar-2013,0.798035,EJ003689,OATM13,135.65,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,108.863
27-Mar-2013,0.798035,EJ003689,OATM13,136.09,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.197
28-Mar-2013,0.798035,EJ003689,OATM13,136.02,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.088
2-Apr-2013,0.798035,EJ003689,OATM13,136.11,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.26
3-Apr-2013,0.798035,EJ003689,OATM13,136.44,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.44
4-Apr-2013,0.798035,EJ003689,OATM13,137.62,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.53
5-Apr-2013,0.798035,EJ003689,OATM13,139.04,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.533
8-Apr-2013,0.798035,EJ003689,OATM13,139.18,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.51
9-Apr-2013,0.798035,EJ003689,OATM13,138.63,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.105
10-Apr-2013,0.798035,EJ003689,OATM13,137.86,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.46
11-Apr-2013,0.798035,EJ003689,OATM13,138.07,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.648
12-Apr-2013,0.798035,EJ003689,OATM13,138.45,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.988
15-Apr-2013,0.798035,EJ003689,OATM13,138.65,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.083
16-Apr-2013,0.798035,EJ003689,OATM13,138.46,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.89
17-Apr-2013,0.798035,EJ003689,OATM13,138.91,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.173
18-Apr-2013,0.798035,EJ003689,OATM13,138.81,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.193
19-Apr-2013,0.798035,EJ003689,OATM13,138.7,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.105
22-Apr-2013,0.798035,EJ003689,OATM13,139.22,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.498
23-Apr-2013,0.798035,EJ003689,OATM13,139.34,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.483
24-Apr-2013,0.798035,EJ003689,OATM13,139.27,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.473
25-Apr-2013,0.798035,EJ003689,OATM13,139.2,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.415
26-Apr-2013,0.798035,EJ003689,OATM13,139.32,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.548
29-Apr-2013,0.798035,EJ003689,OATM13,139.41,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.528
30-Apr-2013,0.798035,EJ003689,OATM13,139.79,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.778
2-May-2013,0.798035,EJ003689,OATM13,140.25,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,112.188
3-May-2013,0.798035,EJ003689,OATM13,139.73,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.808
6-May-2013,0.798035,EJ003689,OATM13,139.95,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.945
7-May-2013,0.798035,EJ003689,OATM13,139.46,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.525
8-May-2013,0.798035,EJ003689,OATM13,139.75,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.745
9-May-2013,0.798035,EJ003689,OATM13,139.56,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.558
10-May-2013,0.798035,EJ003689,OATM13,138.48,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.64
13-May-2013,0.798035,EJ003689,OATM13,138.64,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.792
14-May-2013,0.798035,EJ003689,OATM13,138.63,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.713
15-May-2013,0.798035,EJ003689,OATM13,138.61,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.725
16-May-2013,0.798035,EJ003689,OATM13,139.2,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.263
17-May-2013,0.798035,EJ003689,OATM13,139.53,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.408
20-May-2013,0.798035,EJ003689,OATM13,139.31,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.208
21-May-2013,0.798035,EJ003689,OATM13,138.74,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.993
22-May-2013,0.798035,EJ003689,OATM13,139.03,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,111.045
23-May-2013,0.798035,EJ003689,OATM13,138.62,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.708
24-May-2013,0.798035,EJ003689,OATM13,138.46,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.66
27-May-2013,0.798035,EJ003689,OATM13,138.27,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.443
28-May-2013,0.798035,EJ003689,OATM13,137.88,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,110.1
29-May-2013,0.798035,EJ003689,OATM13,137.32,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.56
30-May-2013,0.798035,EJ003689,OATM13,137.09,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.213
31-May-2013,0.798035,EJ003689,OATM13,137.18,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.45
3-Jun-2013,0.798035,EJ003689,OATM13,137.01,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.308
4-Jun-2013,0.798035,EJ003689,OATM13,136.96,EJ003689 Govt,OATM13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Jun-2016,109.348
7-Jun-2013,0.802336,EJ003689,OATU13,134.83,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.945
10-Jun-2013,0.802336,EJ003689,OATU13,134.33,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.423
11-Jun-2013,0.802336,EJ003689,OATU13,133.92,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.108
12-Jun-2013,0.802336,EJ003689,OATU13,133.98,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.263
13-Jun-2013,0.802336,EJ003689,OATU13,134.36,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.525
14-Jun-2013,0.802336,EJ003689,OATU13,135.14,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,109.158
17-Jun-2013,0.802336,EJ003689,OATU13,135.18,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,109.167
18-Jun-2013,0.802336,EJ003689,OATU13,134.73,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.813
19-Jun-2013,0.802336,EJ003689,OATU13,135,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.928
20-Jun-2013,0.802336,EJ003689,OATU13,133.29,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.483
21-Jun-2013,0.802336,EJ003689,OATU13,132.57,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.02
24-Jun-2013,0.802336,EJ003689,OATU13,131.07,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,105.84
25-Jun-2013,0.802336,EJ003689,OATU13,131.09,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,105.763
26-Jun-2013,0.802336,EJ003689,OATU13,131.99,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.473
27-Jun-2013,0.802336,EJ003689,OATU13,132.54,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.913
28-Jun-2013,0.802336,EJ003689,OATU13,132.47,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.835
1-Jul-2013,0.802336,EJ003689,OATU13,132.67,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.02
2-Jul-2013,0.802336,EJ003689,OATU13,132.83,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.113
3-Jul-2013,0.802336,EJ003689,OATU13,133.03,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.295
4-Jul-2013,0.802336,EJ003689,OATU13,133.29,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.615
5-Jul-2013,0.802336,EJ003689,OATU13,133.11,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.288
8-Jul-2013,0.802336,EJ003689,OATU13,133.53,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.643
9-Jul-2013,0.802336,EJ003689,OATU13,133.85,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.848
10-Jul-2013,0.802336,EJ003689,OATU13,133.8,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.792
11-Jul-2013,0.802336,EJ003689,OATU13,133.95,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.945
12-Jul-2013,0.802336,EJ003689,OATU13,134.45,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.258
15-Jul-2013,0.802336,EJ003689,OATU13,134.19,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.1
16-Jul-2013,0.802336,EJ003689,OATU13,134.34,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.273
17-Jul-2013,0.802336,EJ003689,OATU13,134.39,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.218
18-Jul-2013,0.802336,EJ003689,OATU13,134.65,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.433
19-Jul-2013,0.802336,EJ003689,OATU13,134.44,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.265
22-Jul-2013,0.802336,EJ003689,OATU13,134.35,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.25
23-Jul-2013,0.802336,EJ003689,OATU13,134.23,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.065
24-Jul-2013,0.802336,EJ003689,OATU13,133.59,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.575
25-Jul-2013,0.802336,EJ003689,OATU13,133.45,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.438
26-Jul-2013,0.802336,EJ003689,OATU13,133.51,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.447
29-Jul-2013,0.802336,EJ003689,OATU13,133.54,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.445
30-Jul-2013,0.802336,EJ003689,OATU13,133.65,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.498
31-Jul-2013,0.802336,EJ003689,OATU13,133.89,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.74
1-Aug-2013,0.802336,EJ003689,OATU13,133.96,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.813
2-Aug-2013,0.802336,EJ003689,OATU13,134.25,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,108.018
5-Aug-2013,0.802336,EJ003689,OATU13,133.73,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.57
6-Aug-2013,0.802336,EJ003689,OATU13,133.71,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.51
7-Aug-2013,0.802336,EJ003689,OATU13,133.94,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.673
8-Aug-2013,0.802336,EJ003689,OATU13,134.04,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.78
9-Aug-2013,0.802336,EJ003689,OATU13,134.15,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.893
12-Aug-2013,0.802336,EJ003689,OATU13,134.19,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,107.788
13-Aug-2013,0.802336,EJ003689,OATU13,133.05,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.925
14-Aug-2013,0.802336,EJ003689,OATU13,133.21,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.955
15-Aug-2013,0.802336,EJ003689,OATU13,132.46,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.425
16-Aug-2013,0.802336,EJ003689,OATU13,132.61,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.535
19-Aug-2013,0.802336,EJ003689,OATU13,132.14,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.203
20-Aug-2013,0.802336,EJ003689,OATU13,132.53,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.53
21-Aug-2013,0.802336,EJ003689,OATU13,132.17,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.27
22-Aug-2013,0.802336,EJ003689,OATU13,131.84,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,105.925
23-Aug-2013,0.802336,EJ003689,OATU13,131.77,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,105.92
26-Aug-2013,0.802336,EJ003689,OATU13,132.1,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.083
27-Aug-2013,0.802336,EJ003689,OATU13,132.23,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.255
28-Aug-2013,0.802336,EJ003689,OATU13,132.12,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.088
29-Aug-2013,0.802336,EJ003689,OATU13,132.26,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.253
30-Aug-2013,0.802336,EJ003689,OATU13,132.15,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,106.055
2-Sep-2013,0.802336,EJ003689,OATU13,131.84,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,105.845
3-Sep-2013,0.802336,EJ003689,OATU13,131.58,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,105.643
4-Sep-2013,0.802336,EJ003689,OATU13,131.69,EJ003689 Govt,OATU13 Comdty,1,ACT/ACT,25-Apr-2022,7-Feb-2012,25-Apr-2011,3,13-Sep-2016,105.588
9-Sep-2013,0.872263,EG395336,OATZ13,129.63,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,114.135
10-Sep-2013,0.872263,EG395336,OATZ13,128.79,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,113.458
11-Sep-2013,0.872263,EG395336,OATZ13,129.29,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,113.81
12-Sep-2013,0.872263,EG395336,OATZ13,129.73,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,114.115
13-Sep-2013,0.872263,EG395336,OATZ13,129.93,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,114.3
