Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,CTD Coupon Frequency,CTD Day Count,CTD Maturity Date,CTD Interest Accrual Date,CTD Issue Date,CTD Coupon,Futures Expiry Month/Year,CTD Price
9-Apr-2014,0.876945,EG395336,OATM14,136.28,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.173
10-Apr-2014,0.876945,EG395336,OATM14,136.94,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.758
11-Apr-2014,0.876945,EG395336,OATM14,137.03,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.825
14-Apr-2014,0.876945,EG395336,OATM14,137.01,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.783
15-Apr-2014,0.876945,EG395336,OATM14,137.78,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,121.357
16-Apr-2014,0.876945,EG395336,OATM14,137.64,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,121.313
17-Apr-2014,0.876945,EG395336,OATM14,137.37,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.973
22-Apr-2014,0.876945,EG395336,OATM14,137.02,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.748
23-Apr-2014,0.876945,EG395336,OATM14,137.24,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.803
24-Apr-2014,0.876945,EG395336,OATM14,137.18,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.768
25-Apr-2014,0.876945,EG395336,OATM14,137.62,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,121.123
28-Apr-2014,0.876945,EG395336,OATM14,137.39,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.928
29-Apr-2014,0.876945,EG395336,OATM14,137.33,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.87
30-Apr-2014,0.876945,EG395336,OATM14,137.84,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,121.273
2-May-2014,0.876945,EG395336,OATM14,138.11,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,121.518
5-May-2014,0.876945,EG395336,OATM14,137.97,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,121.352
6-May-2014,0.876945,EG395336,OATM14,138.1,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,121.468
7-May-2014,0.876945,EG395336,OATM14,137.93,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,121.318
8-May-2014,0.876945,EG395336,OATM14,138.45,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,121.792
9-May-2014,0.876945,EG395336,OATM14,138.57,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,121.77
12-May-2014,0.876945,EG395336,OATM14,138.35,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,121.593
13-May-2014,0.876945,EG395336,OATM14,138.82,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,121.988
14-May-2014,0.876945,EG395336,OATM14,139.52,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.645
15-May-2014,0.876945,EG395336,OATM14,140.08,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,123.07
16-May-2014,0.876945,EG395336,OATM14,139.78,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.825
19-May-2014,0.876945,EG395336,OATM14,139.59,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.577
20-May-2014,0.876945,EG395336,OATM14,139.27,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.357
21-May-2014,0.876945,EG395336,OATM14,139.19,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.273
22-May-2014,0.876945,EG395336,OATM14,139.5,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.482
23-May-2014,0.876945,EG395336,OATM14,139.56,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.495
26-May-2014,0.876945,EG395336,OATM14,139.51,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.383
27-May-2014,0.876945,EG395336,OATM14,139.85,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.723
28-May-2014,0.876945,EG395336,OATM14,140.57,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,123.352
29-May-2014,0.876945,EG395336,OATM14,140.45,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,123.18
30-May-2014,0.876945,EG395336,OATM14,140.17,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.908
2-Jun-2014,0.876945,EG395336,OATM14,140.1,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.827
3-Jun-2014,0.876945,EG395336,OATM14,139.56,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.423
4-Jun-2014,0.876945,EG395336,OATM14,139.3,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,122.145
9-Jun-2014,0.8796,EG395336,OATU14,139.16,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,123.53
10-Jun-2014,0.8796,EG395336,OATU14,138.64,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,122.998
11-Jun-2014,0.8796,EG395336,OATU14,138.68,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,122.977
12-Jun-2014,0.8796,EG395336,OATU14,138.63,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,122.925
13-Jun-2014,0.8796,EG395336,OATU14,138.76,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,123.15
16-Jun-2014,0.8796,EG395336,OATU14,138.96,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,123.163
17-Jun-2014,0.8796,EG395336,OATU14,138.36,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,122.723
18-Jun-2014,0.8796,EG395336,OATU14,138.78,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,122.985
19-Jun-2014,0.8796,EG395336,OATU14,139.6,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,123.715
20-Jun-2014,0.8796,EG395336,OATU14,139.33,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,123.493
23-Jun-2014,0.8796,EG395336,OATU14,139.55,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,123.61
24-Jun-2014,0.8796,EG395336,OATU14,139.69,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,123.8
25-Jun-2014,0.8796,EG395336,OATU14,140.43,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.398
26-Jun-2014,0.8796,EG395336,OATU14,140.71,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.558
27-Jun-2014,0.8796,EG395336,OATU14,140.45,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.335
30-Jun-2014,0.8796,EG395336,OATU14,140.53,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.477
1-Jul-2014,0.8796,EG395336,OATU14,140.54,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.438
2-Jul-2014,0.8796,EG395336,OATU14,140.11,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,123.947
3-Jul-2014,0.8796,EG395336,OATU14,140.22,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.13
4-Jul-2014,0.8796,EG395336,OATU14,140.53,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.368
7-Jul-2014,0.8796,EG395336,OATU14,140.6,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.393
8-Jul-2014,0.8796,EG395336,OATU14,141.06,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.803
9-Jul-2014,0.8796,EG395336,OATU14,140.98,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.663
10-Jul-2014,0.8796,EG395336,OATU14,141.1,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.83
11-Jul-2014,0.8796,EG395336,OATU14,141.15,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.792
14-Jul-2014,0.8796,EG395336,OATU14,141.07,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.732
15-Jul-2014,0.8796,EG395336,OATU14,141.07,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,124.83
16-Jul-2014,0.8796,EG395336,OATU14,141.4,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.012
17-Jul-2014,0.8796,EG395336,OATU14,141.78,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.38
18-Jul-2014,0.8796,EG395336,OATU14,141.87,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.375
21-Jul-2014,0.8796,EG395336,OATU14,142.05,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.48
22-Jul-2014,0.8796,EG395336,OATU14,141.81,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.373
23-Jul-2014,0.8796,EG395336,OATU14,142.21,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.618
24-Jul-2014,0.8796,EG395336,OATU14,141.84,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.298
25-Jul-2014,0.8796,EG395336,OATU14,142.11,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.528
28-Jul-2014,0.8796,EG395336,OATU14,142.22,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.577
29-Jul-2014,0.8796,EG395336,OATU14,142.61,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.923
30-Jul-2014,0.8796,EG395336,OATU14,142.19,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.413
31-Jul-2014,0.8796,EG395336,OATU14,142.08,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.568
1-Aug-2014,0.8796,EG395336,OATU14,142.39,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.727
4-Aug-2014,0.8796,EG395336,OATU14,142.46,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.727
5-Aug-2014,0.8796,EG395336,OATU14,141.95,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.273
6-Aug-2014,0.8796,EG395336,OATU14,142.45,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,125.71
7-Aug-2014,0.8796,EG395336,OATU14,142.84,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,126.045
8-Aug-2014,0.8796,EG395336,OATU14,143.18,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,126.245
11-Aug-2014,0.8796,EG395336,OATU14,143.03,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,126.143
12-Aug-2014,0.8796,EG395336,OATU14,143.15,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,126.238
13-Aug-2014,0.8796,EG395336,OATU14,143.49,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,126.572
14-Aug-2014,0.8796,EG395336,OATU14,143.83,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,126.753
15-Aug-2014,0.8796,EG395336,OATU14,144.33,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,127.358
18-Aug-2014,0.8796,EG395336,OATU14,143.69,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,126.635
19-Aug-2014,0.8796,EG395336,OATU14,143.97,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,126.857
20-Aug-2014,0.8796,EG395336,OATU14,144.17,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,126.973
21-Aug-2014,0.8796,EG395336,OATU14,144.08,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,126.887
22-Aug-2014,0.8796,EG395336,OATU14,144.16,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,127.03
25-Aug-2014,0.8796,EG395336,OATU14,144.82,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,127.61
26-Aug-2014,0.8796,EG395336,OATU14,145.07,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,127.917
27-Aug-2014,0.8796,EG395336,OATU14,145.62,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,128.113
28-Aug-2014,0.8796,EG395336,OATU14,145.68,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,128.23
29-Aug-2014,0.8796,EG395336,OATU14,145.54,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,128.082
1-Sep-2014,0.8796,EG395336,OATU14,145.51,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,128.07
2-Sep-2014,0.8796,EG395336,OATU14,144.98,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,127.508
3-Sep-2014,0.8796,EG395336,OATU14,144.66,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,127.31
4-Sep-2014,0.8796,EG395336,OATU14,144.93,EG395336 Govt,OATU14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Sep-2016,127.538
9-Sep-2014,0.882107,EG395336,OATZ14,142.86,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.128
10-Sep-2014,0.882107,EG395336,OATZ14,142.72,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,126.998
11-Sep-2014,0.882107,EG395336,OATZ14,142.37,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,126.61
12-Sep-2014,0.882107,EG395336,OATZ14,141.96,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,126.32
15-Sep-2014,0.882107,EG395336,OATZ14,142.08,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,126.363
16-Sep-2014,0.882107,EG395336,OATZ14,141.97,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,126.278
17-Sep-2014,0.882107,EG395336,OATZ14,142.35,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,126.545
18-Sep-2014,0.882107,EG395336,OATZ14,141.77,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,126.202
19-Sep-2014,0.882107,EG395336,OATZ14,142.58,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,126.7
22-Sep-2014,0.882107,EG395336,OATZ14,142.92,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.107
23-Sep-2014,0.882107,EG395336,OATZ14,143.05,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.068
24-Sep-2014,0.882107,EG395336,OATZ14,143.13,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.14
25-Sep-2014,0.882107,EG395336,OATZ14,143.44,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.33
26-Sep-2014,0.882107,EG395336,OATZ14,143.51,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.425
29-Sep-2014,0.882107,EG395336,OATZ14,143.54,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.473
30-Sep-2014,0.882107,EG395336,OATZ14,143.75,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.663
1-Oct-2014,0.882107,EG395336,OATZ14,144.2,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.038
2-Oct-2014,0.882107,EG395336,OATZ14,144.01,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.91
3-Oct-2014,0.882107,EG395336,OATZ14,143.88,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.723
6-Oct-2014,0.882107,EG395336,OATZ14,144.04,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.813
7-Oct-2014,0.882107,EG395336,OATZ14,143.86,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.693
8-Oct-2014,0.882107,EG395336,OATZ14,144,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.732
9-Oct-2014,0.882107,EG395336,OATZ14,144.16,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.827
10-Oct-2014,0.882107,EG395336,OATZ14,144.16,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.815
13-Oct-2014,0.882107,EG395336,OATZ14,144.01,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.678
14-Oct-2014,0.882107,EG395336,OATZ14,144.66,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.33
15-Oct-2014,0.882107,EG395336,OATZ14,145.36,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,128.943
16-Oct-2014,0.882107,EG395336,OATZ14,144.09,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.62
17-Oct-2014,0.882107,EG395336,OATZ14,143.57,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.248
20-Oct-2014,0.882107,EG395336,OATZ14,143.41,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.09
21-Oct-2014,0.882107,EG395336,OATZ14,143.59,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.25
22-Oct-2014,0.882107,EG395336,OATZ14,143.72,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.338
23-Oct-2014,0.882107,EG395336,OATZ14,143.59,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.185
24-Oct-2014,0.882107,EG395336,OATZ14,143.55,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.135
27-Oct-2014,0.882107,EG395336,OATZ14,143.77,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.325
28-Oct-2014,0.882107,EG395336,OATZ14,143.86,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.375
29-Oct-2014,0.882107,EG395336,OATZ14,143.89,EG395336 Govt,OATZ14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Dec-2016,127.352
