Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,CTD Coupon,CTD Maturity Date,CTD Interest Accrual Date,CTD Day Count,CTD Coupon Frequency,CTD Issue Date,Futures Expiry Month/Year,CTD Price
9-Jun-2004,0.953207,GG729399,UBU04,84.47,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,108.592
10-Jun-2004,0.953207,GG729399,UBU04,84.66,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,108.785
11-Jun-2004,0.953207,GG729399,UBU04,84.51,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,108.596
14-Jun-2004,0.953207,GG729399,UBU04,84.73,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,108.818
15-Jun-2004,0.953207,GG729399,UBU04,85.84,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.019
16-Jun-2004,0.953207,GG729399,UBU04,85.25,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,109.378
17-Jun-2004,0.953207,GG729399,UBU04,85.25,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,109.379
18-Jun-2004,0.953207,GG729399,UBU04,85.56,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,109.719
21-Jun-2004,0.953207,GG729399,UBU04,85.73,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,109.889
22-Jun-2004,0.953207,GG729399,UBU04,85.29,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,109.473
23-Jun-2004,0.953207,GG729399,UBU04,85.21,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,109.387
24-Jun-2004,0.953207,GG729399,UBU04,85.81,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.047
25-Jun-2004,0.953207,GG729399,UBU04,85.59,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,109.802
28-Jun-2004,0.953207,GG729399,UBU04,85.11,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,109.251
29-Jun-2004,0.953207,GG729399,UBU04,85.3,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,109.454
30-Jun-2004,0.953207,GG729399,UBU04,85.88,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.096
1-Jul-2004,0.953207,GG729399,UBU04,85.82,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.043
2-Jul-2004,0.953207,GG729399,UBU04,86.33,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.578
5-Jul-2004,0.953207,GG729399,UBU04,86.33,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.627
6-Jul-2004,0.953207,GG729399,UBU04,86.27,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.557
7-Jul-2004,0.953207,GG729399,UBU04,86.48,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.796
8-Jul-2004,0.953207,GG729399,UBU04,86.54,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.841
9-Jul-2004,0.953207,GG729399,UBU04,86.53,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.826
12-Jul-2004,0.953207,GG729399,UBU04,86.73,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,111.017
13-Jul-2004,0.953207,GG729399,UBU04,86.2,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.439
14-Jul-2004,0.953207,GG729399,UBU04,86.32,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.561
15-Jul-2004,0.953207,GG729399,UBU04,86.29,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.525
16-Jul-2004,0.953207,GG729399,UBU04,86.83,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,111.103
19-Jul-2004,0.953207,GG729399,UBU04,86.79,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,111.058
20-Jul-2004,0.953207,GG729399,UBU04,86.65,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.897
21-Jul-2004,0.953207,GG729399,UBU04,86.1,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.239
22-Jul-2004,0.953207,GG729399,UBU04,86.63,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.798
23-Jul-2004,0.953207,GG729399,UBU04,86.89,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,111.058
26-Jul-2004,0.953207,GG729399,UBU04,86.65,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.798
27-Jul-2004,0.953207,GG729399,UBU04,86.47,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.588
28-Jul-2004,0.953207,GG729399,UBU04,86.39,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.486
29-Jul-2004,0.953207,GG729399,UBU04,86.61,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,110.721
30-Jul-2004,0.953207,GG729399,UBU04,87.28,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,111.47
2-Aug-2004,0.953207,GG729399,UBU04,87.41,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,111.623
3-Aug-2004,0.953207,GG729399,UBU04,87.54,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,111.75
4-Aug-2004,0.953207,GG729399,UBU04,87.76,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,111.984
5-Aug-2004,0.953207,GG729399,UBU04,88.07,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,112.318
6-Aug-2004,0.953207,GG729399,UBU04,88.84,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,113.191
9-Aug-2004,0.953207,GG729399,UBU04,88.77,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,113.085
10-Aug-2004,0.953207,GG729399,UBU04,88.87,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,113.187
11-Aug-2004,0.953207,GG729399,UBU04,88.55,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,112.836
12-Aug-2004,0.953207,GG729399,UBU04,88.82,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,113.121
13-Aug-2004,0.953207,GG729399,UBU04,88.99,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,113.345
16-Aug-2004,0.953207,GG729399,UBU04,88.52,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,112.786
17-Aug-2004,0.953207,GG729399,UBU04,88.78,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,113.092
19-Aug-2004,0.953207,GG729399,UBU04,88.72,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,122.189
20-Aug-2004,0.953207,GG729399,UBU04,88.83,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,113.006
24-Aug-2004,0.953207,GG729399,UBU04,88.36,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,113.114
25-Aug-2004,0.953207,GG729399,UBU04,88.83,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,121.739
26-Aug-2004,0.953207,GG729399,UBU04,89.03,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,112.561
30-Aug-2004,0.953207,GG729399,UBU04,89.07,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,113.053
31-Aug-2004,0.953207,GG729399,UBU04,89.5,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,113.275
1-Sep-2004,0.953207,GG729399,UBU04,89.21,GG729399 Govt,UBU04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Sep-2016,122.516
9-Sep-2004,0.953692,GG729399,UBZ04,88.85,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,113.294
10-Sep-2004,0.953692,GG729399,UBZ04,88.9,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,113.765
13-Sep-2004,0.953692,GG729399,UBZ04,88.83,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,113.447
14-Sep-2004,0.953692,GG729399,UBZ04,88.98,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,122.394
15-Sep-2004,0.953692,GG729399,UBZ04,88.94,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,121.522
16-Sep-2004,0.953692,GG729399,UBZ04,89.1,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,121.761
17-Sep-2004,0.953692,GG729399,UBZ04,89.35,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,113.544
20-Sep-2004,0.953692,GG729399,UBZ04,89.61,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,113.607
21-Sep-2004,0.953692,GG729399,UBZ04,89.55,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,113.513
22-Sep-2004,0.953692,GG729399,UBZ04,90.32,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,113.672
23-Sep-2004,0.953692,GG729399,UBZ04,90.62,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,113.622
24-Sep-2004,0.953692,GG729399,UBZ04,90.36,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,113.804
27-Sep-2004,0.953692,GG729399,UBZ04,90.74,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,114.067
28-Sep-2004,0.953692,GG729399,UBZ04,90.63,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,114.308
29-Sep-2004,0.953692,GG729399,UBZ04,89.99,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,114.245
30-Sep-2004,0.953692,GG729399,UBZ04,89.8,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.062
1-Oct-2004,0.953692,GG729399,UBZ04,89.4,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.357
4-Oct-2004,0.953692,GG729399,UBZ04,89.39,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.071
5-Oct-2004,0.953692,GG729399,UBZ04,89.89,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.467
6-Oct-2004,0.953692,GG729399,UBZ04,90.02,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.314
7-Oct-2004,0.953692,GG729399,UBZ04,89.71,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,114.626
8-Oct-2004,0.953692,GG729399,UBZ04,90.43,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,114.433
11-Oct-2004,0.953692,GG729399,UBZ04,90.18,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,113.987
12-Oct-2004,0.953692,GG729399,UBZ04,90.73,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,113.958
13-Oct-2004,0.953692,GG729399,UBZ04,90.78,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,114.489
14-Oct-2004,0.953692,GG729399,UBZ04,91.05,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,114.614
15-Oct-2004,0.953692,GG729399,UBZ04,90.8,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,114.267
18-Oct-2004,0.953692,GG729399,UBZ04,90.84,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.076
19-Oct-2004,0.953692,GG729399,UBZ04,90.52,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,114.775
20-Oct-2004,0.953692,GG729399,UBZ04,91.07,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.374
21-Oct-2004,0.953692,GG729399,UBZ04,91.13,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.42
22-Oct-2004,0.953692,GG729399,UBZ04,91.16,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.719
25-Oct-2004,0.953692,GG729399,UBZ04,91.46,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.437
26-Oct-2004,0.953692,GG729399,UBZ04,91.33,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.485
27-Oct-2004,0.953692,GG729399,UBZ04,91.41,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.139
28-Oct-2004,0.953692,GG729399,UBZ04,91.03,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.75
29-Oct-2004,0.953692,GG729399,UBZ04,91.1,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.788
1-Nov-2004,0.953692,GG729399,UBZ04,91.17,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.839
2-Nov-2004,0.953692,GG729399,UBZ04,90.82,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,116.199
3-Nov-2004,0.953692,GG729399,UBZ04,90.99,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,116.053
4-Nov-2004,0.953692,GG729399,UBZ04,91.68,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.893
5-Nov-2004,0.953692,GG729399,UBZ04,91.01,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.701
8-Nov-2004,0.953692,GG729399,UBZ04,91.26,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.782
9-Nov-2004,0.953692,GG729399,UBZ04,91.72,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.814
10-Nov-2004,0.953692,GG729399,UBZ04,91.76,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.419
11-Nov-2004,0.953692,GG729399,UBZ04,92.3,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.617
12-Nov-2004,0.953692,GG729399,UBZ04,92.99,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,116.339
15-Nov-2004,0.953692,GG729399,UBZ04,92.98,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.594
16-Nov-2004,0.953692,GG729399,UBZ04,93.41,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,115.843
17-Nov-2004,0.953692,GG729399,UBZ04,93.15,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,116.355
18-Nov-2004,0.953692,GG729399,UBZ04,92.52,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,116.406
19-Nov-2004,0.953692,GG729399,UBZ04,92.95,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,116.976
22-Nov-2004,0.953692,GG729399,UBZ04,93.24,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,117.739
23-Nov-2004,0.953692,GG729399,UBZ04,93.48,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,117.705
24-Nov-2004,0.953692,GG729399,UBZ04,93.43,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,118.153
25-Nov-2004,0.953692,GG729399,UBZ04,93.82,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,117.899
26-Nov-2004,0.953692,GG729399,UBZ04,93.99,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,117.196
29-Nov-2004,0.953692,GG729399,UBZ04,93.3,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,117.647
30-Nov-2004,0.953692,GG729399,UBZ04,93.6,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,117.941
1-Dec-2004,0.953692,GG729399,UBZ04,93.87,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,118.207
2-Dec-2004,0.953692,GG729399,UBZ04,93.23,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,118.17
3-Dec-2004,0.953692,GG729399,UBZ04,94.2,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,118.565
6-Dec-2004,0.953692,GG729399,UBZ04,94.72,GG729399 Govt,UBZ04 Comdty,5.625,4-Jan-2028,23-Jan-1998,ACT/ACT,1,4-Jan-1998,4-Dec-2016,118.76
18-Aug-2004,1.03174,EC215301,UBU04,88.58,EC215301 Govt,UBU04 Comdty,6.25,4-Jan-2030,21-Jan-2000,ACT/ACT,1,4-Jan-2000,4-Sep-2016,118.013
23-Aug-2004,1.03174,EC215301,UBU04,88.23,EC215301 Govt,UBU04 Comdty,6.25,4-Jan-2030,21-Jan-2000,ACT/ACT,1,4-Jan-2000,4-Sep-2016,118.339
27-Aug-2004,1.03174,EC215301,UBU04,88.91,EC215301 Govt,UBU04 Comdty,6.25,4-Jan-2030,21-Jan-2000,ACT/ACT,1,4-Jan-2000,4-Sep-2016,118.612
2-Sep-2004,1.03174,EC215301,UBU04,88.84,EC215301 Govt,UBU04 Comdty,6.25,4-Jan-2030,21-Jan-2000,ACT/ACT,1,4-Jan-2000,4-Sep-2016,117.911
3-Sep-2004,1.03174,EC215301,UBU04,88.12,EC215301 Govt,UBU04 Comdty,6.25,4-Jan-2030,21-Jan-2000,ACT/ACT,1,4-Jan-2000,4-Sep-2016,118.986
6-Sep-2004,1.03174,EC215301,UBU04,88.33,EC215301 Govt,UBU04 Comdty,6.25,4-Jan-2030,21-Jan-2000,ACT/ACT,1,4-Jan-2000,4-Sep-2016,119.545
9-Dec-2004,1.06022,GG729179,UBH05,95.63,GG729179 Govt,UBH05 Comdty,6.5,4-Jul-2027,4-Jul-1997,ACT/ACT,1,4-Jul-1997,5-Mar-2016,133.771
10-Dec-2004,1.06022,GG729179,UBH05,96,GG729179 Govt,UBH05 Comdty,6.5,4-Jul-2027,4-Jul-1997,ACT/ACT,1,4-Jul-1997,5-Mar-2016,134.176
13-Dec-2004,1.06022,GG729179,UBH05,96.31,GG729179 Govt,UBH05 Comdty,6.5,4-Jul-2027,4-Jul-1997,ACT/ACT,1,4-Jul-1997,5-Mar-2016,134.479
14-Dec-2004,1.06022,GG729179,UBH05,96.28,GG729179 Govt,UBH05 Comdty,6.5,4-Jul-2027,4-Jul-1997,ACT/ACT,1,4-Jul-1997,5-Mar-2016,134.499
15-Dec-2004,1.06022,GG729179,UBH05,97.3,GG729179 Govt,UBH05 Comdty,6.5,4-Jul-2027,4-Jul-1997,ACT/ACT,1,4-Jul-1997,5-Mar-2016,135.623
16-Dec-2004,1.06022,GG729179,UBH05,96.97,GG729179 Govt,UBH05 Comdty,6.5,4-Jul-2027,4-Jul-1997,ACT/ACT,1,4-Jul-1997,5-Mar-2016,135.208
17-Dec-2004,1.06022,GG729179,UBH05,96.46,GG729179 Govt,UBH05 Comdty,6.5,4-Jul-2027,4-Jul-1997,ACT/ACT,1,4-Jul-1997,5-Mar-2016,134.602
20-Dec-2004,1.06022,GG729179,UBH05,96.73,GG729179 Govt,UBH05 Comdty,6.5,4-Jul-2027,4-Jul-1997,ACT/ACT,1,4-Jul-1997,5-Mar-2016,134.861
21-Dec-2004,1.06022,GG729179,UBH05,96.31,GG729179 Govt,UBH05 Comdty,6.5,4-Jul-2027,4-Jul-1997,ACT/ACT,1,4-Jul-1997,5-Mar-2016,134.373
