CloseDate,Price,ForwardRate,FuturesExpiry
22-FEB-1999,99.77,0.00230000000000004,09-JUN-1999
23-FEB-1999,99.75,0.0025,09-JUN-1999
24-FEB-1999,99.76,0.002399999999999949,09-JUN-1999
25-FEB-1999,99.755,0.0024500000000000455,09-JUN-1999
26-FEB-1999,99.795,0.002049999999999983,09-JUN-1999
01-MAR-1999,99.795,0.002049999999999983,09-JUN-1999
02-MAR-1999,99.82,0.0018000000000000683,09-JUN-1999
03-MAR-1999,99.835,0.0016500000000000627,09-JUN-1999
04-MAR-1999,99.86,0.0014000000000000056,09-JUN-1999
05-MAR-1999,99.855,0.0014499999999999602,09-JUN-1999
08-MAR-1999,99.84,0.001599999999999966,09-JUN-1999
09-MAR-1999,99.825,0.0017499999999999716,09-JUN-1999
10-MAR-1999,99.835,0.0016500000000000627,09-JUN-1999
11-MAR-1999,99.84,0.001599999999999966,09-JUN-1999
12-MAR-1999,99.85,0.0015000000000000568,09-JUN-1999
15-MAR-1999,99.835,0.0016500000000000627,09-JUN-1999
16-MAR-1999,99.84,0.001599999999999966,09-JUN-1999
17-MAR-1999,99.845,0.0015500000000000114,09-JUN-1999
18-MAR-1999,99.835,0.0016500000000000627,09-JUN-1999
19-MAR-1999,99.83,0.001700000000000017,09-JUN-1999
22-MAR-1999,99.83,0.001700000000000017,09-JUN-1999
23-MAR-1999,99.83,0.001700000000000017,09-JUN-1999
24-MAR-1999,99.83,0.001700000000000017,09-JUN-1999
25-MAR-1999,99.825,0.0017499999999999716,09-JUN-1999
26-MAR-1999,99.83,0.001700000000000017,09-JUN-1999
29-MAR-1999,99.83,0.001700000000000017,09-JUN-1999
30-MAR-1999,99.8,0.0020000000000000287,09-JUN-1999
31-MAR-1999,99.8,0.0020000000000000287,09-JUN-1999
01-APR-1999,99.8,0.0020000000000000287,09-JUN-1999
02-APR-1999,99.82,0.0018000000000000683,09-JUN-1999
05-APR-1999,99.83,0.001700000000000017,09-JUN-1999
06-APR-1999,99.825,0.0017499999999999716,09-JUN-1999
07-APR-1999,99.83,0.001700000000000017,09-JUN-1999
08-APR-1999,99.84,0.001599999999999966,09-JUN-1999
09-APR-1999,99.835,0.0016500000000000627,09-JUN-1999
12-APR-1999,99.83,0.001700000000000017,09-JUN-1999
13-APR-1999,99.82,0.0018000000000000683,09-JUN-1999
14-APR-1999,99.83,0.001700000000000017,09-JUN-1999
15-APR-1999,99.835,0.0016500000000000627,09-JUN-1999
16-APR-1999,99.84,0.001599999999999966,09-JUN-1999
19-APR-1999,99.85,0.0015000000000000568,09-JUN-1999
20-APR-1999,99.845,0.0015500000000000114,09-JUN-1999
21-APR-1999,99.845,0.0015500000000000114,09-JUN-1999
22-APR-1999,99.845,0.0015500000000000114,09-JUN-1999
23-APR-1999,99.855,0.0014499999999999602,09-JUN-1999
26-APR-1999,99.855,0.0014499999999999602,09-JUN-1999
27-APR-1999,99.86,0.0014000000000000056,09-JUN-1999
28-APR-1999,99.86,0.0014000000000000056,09-JUN-1999
29-APR-1999,99.855,0.0014499999999999602,09-JUN-1999
30-APR-1999,99.865,0.0013500000000000512,09-JUN-1999
03-MAY-1999,99.865,0.0013500000000000512,09-JUN-1999
04-MAY-1999,99.87,0.0012999999999999546,09-JUN-1999
05-MAY-1999,99.87,0.0012999999999999546,09-JUN-1999
06-MAY-1999,99.87,0.0012999999999999546,09-JUN-1999
07-MAY-1999,99.87,0.0012999999999999546,09-JUN-1999
10-MAY-1999,99.88,0.0012000000000000454,09-JUN-1999
11-MAY-1999,99.885,0.0011499999999999488,09-JUN-1999
12-MAY-1999,99.9,9.999999999999432E-4,09-JUN-1999
13-MAY-1999,99.92,7.99999999999983E-4,09-JUN-1999
14-MAY-1999,99.925,7.500000000000284E-4,09-JUN-1999
17-MAY-1999,99.92,7.99999999999983E-4,09-JUN-1999
18-MAY-1999,99.925,7.500000000000284E-4,09-JUN-1999
19-MAY-1999,99.915,8.499999999999375E-4,09-JUN-1999
20-MAY-1999,99.925,7.500000000000284E-4,09-JUN-1999
21-MAY-1999,99.92,7.99999999999983E-4,09-JUN-1999
24-MAY-1999,99.92,7.99999999999983E-4,09-JUN-1999
25-MAY-1999,99.92,7.99999999999983E-4,09-JUN-1999
26-MAY-1999,99.92,7.99999999999983E-4,09-JUN-1999
27-MAY-1999,99.915,8.499999999999375E-4,09-JUN-1999
28-MAY-1999,99.925,7.500000000000284E-4,09-JUN-1999
31-MAY-1999,99.925,7.500000000000284E-4,09-JUN-1999
01-JUN-1999,99.91,9.000000000000341E-4,09-JUN-1999
02-JUN-1999,99.915,8.499999999999375E-4,09-JUN-1999
03-JUN-1999,99.915,8.499999999999375E-4,09-JUN-1999
04-JUN-1999,99.92,7.99999999999983E-4,09-JUN-1999
07-JUN-1999,99.915,8.499999999999375E-4,09-JUN-1999
08-JUN-1999,99.915,8.499999999999375E-4,09-JUN-1999
09-JUN-1999,99.91,9.000000000000341E-4,09-JUN-1999
10-JUN-1999,99.9,9.999999999999432E-4,09-JUN-1999
11-JUN-1999,99.9,9.999999999999432E-4,09-JUN-1999
14-JUN-1999,99.9,9.999999999999432E-4,09-JUN-1999
15-JUN-1999,99.88,0.0012000000000000454,08-SEP-1999
16-JUN-1999,99.87,0.0012999999999999546,08-SEP-1999
17-JUN-1999,99.86,0.0014000000000000056,08-SEP-1999
18-JUN-1999,99.845,0.0015500000000000114,08-SEP-1999
21-JUN-1999,99.845,0.0015500000000000114,08-SEP-1999
22-JUN-1999,99.85,0.0015000000000000568,08-SEP-1999
