,SFDR1T   Curncy,SF0001W  Index,SF0001M  Index,SF0002M  Index,SF0003M  Index,SF0006M  Index,SF0012M  Index,SFSW2    Curncy,SFSW3    Curncy,SFSW4    Curncy,SFSW5    Curncy,SFSW6    Curncy,SFSW7    Curncy,SFSW8    Curncy,SFSW9    Curncy,SFSW10   Curncy,SFSW12   Curncy,SFSW15   Curncy,SFSW20   Curncy,SFSW25   Curncy,SFSW30   Curncy
4/23/2010,0.05,0.05833,0.0825,0.15083,0.2425,0.33083,0.63167,0.865,1.16,1.3925,1.5925,1.7725,1.9345,2.0775,2.1995,2.3075,2.4775,2.63,2.708,2.66,2.6
4/26/2010,0.05,0.05833,0.0825,0.15083,0.2425,0.32917,0.63,0.846,1.146,1.3775,1.5775,1.7575,1.9205,2.0605,2.1825,2.2905,2.4605,2.613,2.691,2.646,2.586
4/27/2010,0.05,0.05833,0.0825,0.15083,0.2425,0.3275,0.62833,0.81,1.103,1.3305,1.5285,1.7055,1.8635,1.9985,2.1185,2.2235,2.3905,2.543,2.615,2.57,2.51
4/28/2010,0.045,0.05833,0.08417,0.155,0.24583,0.32917,0.63,0.796,1.094,1.3265,1.5265,1.7045,1.8665,2.0045,2.1215,2.2265,2.3915,2.541,2.609,2.564,2.504
4/29/2010,0.05,0.05833,0.08417,0.155,0.24583,0.32917,0.63,0.79,1.095,1.3305,1.5335,1.7135,1.8755,2.0185,2.1405,2.2455,2.4135,2.563,2.63,2.585,2.525
4/30/2010,0.045,0.05833,0.08417,0.155,0.24583,0.32917,0.63,0.79,1.095,1.3335,1.5385,1.7235,1.8885,2.0285,2.1485,2.2535,2.4155,2.565,2.63,2.585,2.525
5/3/2010,0.045,,,,,,,0.824,1.1295,1.37,1.577,1.762,1.93,2.074,2.197,2.302,2.464,2.614,2.679,2.634,2.574
5/4/2010,0.045,0.05167,0.07917,0.15333,0.24417,0.3225,0.62333,0.7613,1.065,1.3025,1.5075,1.6888,1.8525,1.9925,2.1113,2.2163,2.385,2.5425,2.6038,2.57,2.51
5/5/2010,0.05,0.05167,0.08,0.15,0.24083,0.31917,0.62083,0.6615,0.9585,1.2015,1.4115,1.5985,1.7665,1.9085,2.0315,2.1365,2.297,2.4415,2.507,2.462,2.402
5/6/2010,0.05,0.04667,0.07333,0.145,0.235,0.31417,0.61583,0.5425,0.848,1.1075,1.333,1.53,1.705,1.8535,1.983,2.093,2.25,2.3945,2.46,2.415,2.355
5/7/2010,0.055,0.04667,0.07,0.14167,0.23417,0.3125,0.61583,0.59,0.88,1.14,1.365,1.56,1.735,1.885,2.015,2.125,2.29,2.425,2.485,2.44,2.375
5/10/2010,0.06,0.04667,0.07,0.14,0.2325,0.31083,0.61417,0.6245,0.9245,1.1955,1.4275,1.6305,1.8075,1.9605,2.0875,2.2005,2.378,2.5275,2.588,2.546,2.481
5/11/2010,0.0605,0.04667,0.07,0.13667,0.22917,0.3075,0.60917,0.5945,0.8925,1.1645,1.4095,1.6225,1.8095,1.9675,2.0995,2.2175,2.393,2.5375,2.598,2.555,2.49
5/12/2010,0.0605,0.045,0.06833,0.13167,0.22417,0.30583,0.6075,0.615,0.8975,1.16,1.405,1.605,1.7925,1.955,2.0963,2.215,2.3825,2.53,2.585,2.553,2.49
5/13/2010,0.0605,0.045,0.06667,0.12833,0.21833,0.305,0.605,0.6315,0.9225,1.1875,1.405,1.6375,1.825,1.985,2.1225,2.24,2.41,2.53,2.6175,2.552,2.49
5/14/2010,0.06,0.045,0.06667,0.12833,0.21667,0.30333,0.605,0.5905,0.8755,1.1305,1.3605,1.5675,1.7505,1.9075,2.0425,2.1605,2.331,2.4705,2.531,2.488,2.423
5/17/2010,0.0605,0.045,0.06667,0.12667,0.215,0.3,0.60167,0.5995,0.89,1.135,1.36,1.565,1.745,1.8925,2.025,2.135,2.305,2.44,2.505,2.4663,2.38
5/18/2010,0.0605,0.045,0.06667,0.12667,0.215,0.29833,0.59833,0.6115,0.8875,1.1325,1.35,1.5525,1.7275,1.88,2.01,2.12,2.285,2.415,2.48,2.4365,2.399
5/19/2010,0.0605,0.04333,0.06333,0.12333,0.21167,0.29667,0.595,0.5865,0.8635,1.1065,1.3215,1.5165,1.6895,1.8435,1.9735,2.0835,2.2495,2.3835,2.437,2.397,2.357
5/20/2010,0.0605,0.03833,0.05833,0.115,0.19667,0.28833,0.58833,0.565,0.83,1.06,1.27,1.465,1.635,1.78,1.905,2.025,2.185,2.3095,2.3575,2.325,2.277
5/21/2010,0.0605,0.03167,0.05333,0.09833,0.16667,0.275,0.575,0.5415,0.785,1.02,1.2525,1.43,1.6,1.745,1.8725,1.9825,2.1525,2.28,2.3175,2.295,2.247
5/24/2010,0.06,0.02833,0.045,0.08667,0.15,0.26167,0.57,0.5315,0.783,1.02,1.235,1.4275,1.6,1.745,1.87,1.9775,2.141,2.268,2.323,2.283,2.236
5/25/2010,0.06,0.02667,0.03833,0.07,0.11833,0.23,0.54833,0.4695,0.7155,0.94,1.145,1.3355,1.5045,1.648,1.77,1.878,2.038,2.1575,2.193,2.153,2.105
5/26/2010,0.06,0.02333,0.03333,0.06333,0.11,0.22167,0.53833,0.5295,0.775,1.0125,1.2275,1.42,1.59,1.735,1.8575,1.965,2.125,2.25,2.285,2.23,2.183
5/27/2010,0.06,0.02333,0.03833,0.06333,0.11,0.20833,0.52667,0.535,0.8075,1.0575,1.29,1.495,1.6625,1.8075,1.9325,2.04,2.2025,2.32,2.36,2.3125,2.258
5/28/2010,0.06,0.02333,0.03667,0.06,0.10833,0.205,0.51333,0.545,0.8255,1.08,1.305,1.4838,1.66,1.805,1.93,2.0238,2.195,2.32,2.355,2.303,2.2455
5/31/2010,0.06,,,,,,,0.54,0.82,1.07,1.295,1.485,1.645,1.7875,1.915,2.025,2.185,2.305,2.3375,2.2615,2.2145
6/1/2010,0.06,0.025,0.03667,0.06,0.10667,0.20333,0.505,0.5625,0.83,1.06,1.264,1.45,1.615,1.7475,1.8878,1.961,2.1375,2.25,2.2863,2.245,2.1995
6/2/2010,0.06,0.02333,0.035,0.05333,0.09333,0.19333,0.495,0.58,0.8388,1.0825,1.26,1.4525,1.6125,1.7225,1.855,1.9563,2.0963,2.205,2.2425,2.2225,2.1738
6/3/2010,0.06,0.02333,0.03667,0.05333,0.08333,0.18667,0.49167,0.584,0.8675,1.107,1.301,1.4725,1.631,1.7445,1.877,1.977,2.1225,2.235,2.266,2.255,2.1935
6/4/2010,0.06,0.02167,0.03667,0.05333,0.07833,0.18833,0.48833,0.558,0.8385,1.0695,1.2725,1.4555,1.618,1.755,1.87,1.9695,2.125,2.245,2.285,2.242,2.195
6/7/2010,0.06,0.02,0.03667,0.05333,0.07667,0.18167,0.48667,0.5175,0.8138,1.0548,1.249,1.4338,1.585,1.7163,1.8525,1.935,2.085,2.205,2.23,2.22,2.17
6/8/2010,0.06,0.02167,0.03833,0.055,0.08,0.18,0.48333,0.508,0.788,1.02,1.2325,1.405,1.565,1.7,1.815,1.918,2.0725,2.2025,2.238,2.193,2.125
6/9/2010,0.06,0.02333,0.04167,0.06,0.085,0.18167,0.48167,0.5563,0.82,1.0575,1.25,1.4513,1.6,1.7325,1.8688,1.9688,2.1225,2.2435,2.2738,2.235,2.185
6/10/2010,0.06,0.025,0.04333,0.06333,0.09,0.18333,0.48167,0.5378,0.84,1.09,1.3,1.485,1.65,1.7815,1.9188,2.0188,2.1525,2.27,2.3175,2.2875,2.225
6/11/2010,0.06,0.025,0.04333,0.06333,0.09,0.18333,0.48167,0.5125,0.7963,1.04,1.264,1.4525,1.6175,1.739,1.8553,1.9575,2.125,2.245,2.2825,2.2273,2.1875
6/14/2010,0.06,0.02667,0.04333,0.06167,0.09,0.18333,0.475,0.55,0.835,1.075,1.285,1.4725,1.635,1.7725,1.8888,1.9888,2.1425,2.2575,2.3013,2.275,2.23
6/15/2010,0.07,0.02833,0.04333,0.06167,0.09,0.18417,0.475,0.565,0.8488,1.0888,1.29,1.4725,1.635,1.7725,1.89,1.9875,2.14,2.255,2.3025,2.2725,2.2275
6/16/2010,0.07,0.03,0.04833,0.06333,0.09333,0.18833,0.47833,0.5725,0.8525,1.085,1.2775,1.465,1.625,1.76,1.8775,1.975,2.1288,2.22,2.2825,2.235,2.19
6/17/2010,0.07,0.03167,0.05,0.06833,0.1,0.19833,0.485,0.605,0.88,1.11,1.3,1.47,1.625,1.755,1.865,1.96,2.1,2.21,2.245,2.23,2.185
6/18/2010,0.07,0.03333,0.05167,0.075,0.10833,0.205,0.48833,0.65,0.925,1.1475,1.335,1.5075,1.66,1.7925,1.9075,2.005,2.15,2.255,2.275,2.25,2.205
6/21/2010,0.07,0.04,0.05333,0.07667,0.10833,0.20667,0.5,0.675,0.95,1.17,1.36,1.5325,1.6875,1.8225,1.9375,2.035,2.18,2.285,2.305,2.28,2.235
6/22/2010,0.0665,0.04,0.055,0.07667,0.10833,0.20667,0.49833,0.65,0.9225,1.1375,1.3225,1.49,1.64,1.7725,1.8875,1.985,2.1325,2.245,2.27,2.24,2.2
6/23/2010,0.08,0.04,0.05667,0.07833,0.10833,0.20667,0.49833,0.6238,0.8925,1.1013,1.2925,1.4563,1.605,1.7363,1.85,1.9488,2.095,2.22,2.2338,2.215,2.175
6/24/2010,0.08,0.04167,0.06,0.08167,0.11,0.20833,0.495,0.6025,0.87,1.09,1.28,1.45,1.6,1.7325,1.8475,1.945,2.0925,2.205,2.23,2.2,2.16
6/25/2010,0.08,0.04167,0.06,0.08167,0.11,0.20667,0.49167,0.6063,0.875,1.0925,1.2825,1.4513,1.605,1.7375,1.8525,1.95,2.0975,2.2125,2.235,2.2075,2.1675
6/28/2010,0.08,0.04,0.06,0.08333,0.11167,0.20833,0.49333,0.5788,0.85,1.07,1.265,1.44,1.595,1.73,1.845,1.9425,2.09,2.2025,2.2275,2.1975,2.1575
6/29/2010,0.08,0.04,0.06,0.08167,0.11,0.20667,0.49,0.5563,0.8263,1.0488,1.245,1.4175,1.575,1.7075,1.8225,1.9188,2.0663,2.185,2.2038,2.18,2.14
6/30/2010,0.08,0.04333,0.06417,0.08417,0.11167,0.21,0.49167,0.5613,0.83,1.0525,1.25,1.43,1.59,1.73,1.85,1.9475,2.095,2.2075,2.2275,2.1875,2.1375
7/1/2010,0.05,0.045,0.06417,0.08583,0.11333,0.21,0.49333,0.56,0.8275,1.045,1.23,1.4163,1.555,1.6853,1.8075,1.895,2.0475,2.175,2.1775,2.1305,2.089
7/2/2010,0.05,0.045,0.06417,0.08667,0.11,0.21,0.49167,0.5763,0.8253,1.0525,1.24,1.41,1.5503,1.7,1.8275,1.9125,2.06,2.184,2.1853,2.163,2.094
7/5/2010,0.05,0.04333,0.06583,0.0875,0.115,0.20833,0.49167,0.59,0.85,1.06,1.245,1.415,1.565,1.6975,1.8125,1.91,2.0555,2.18,2.1915,2.1363,2.0865
7/6/2010,0.085,0.04333,0.0675,0.08917,0.11667,0.20833,0.49167,0.585,0.8475,1.0625,1.2425,1.4125,1.5675,1.7025,1.8175,1.9125,2.0575,2.165,2.185,2.145,2.095
7/7/2010,0.045,0.04167,0.0675,0.08833,0.115,0.21,0.49167,0.5875,0.85,1.0625,1.25,1.414,1.57,1.7025,1.82,1.91,2.07,2.18,2.1925,2.145,2.0925
7/8/2010,0.085,0.04167,0.0675,0.08833,0.115,0.21,0.49167,0.6,0.86,1.07,1.255,1.425,1.5775,1.7075,1.8088,1.915,2.0775,2.19,2.1975,2.1438,2.0875
7/9/2010,0.045,0.04333,0.0675,0.09083,0.11667,0.21333,0.49333,0.6025,0.865,1.0725,1.265,1.4188,1.58,1.7125,1.8138,1.915,2.0675,2.1875,2.205,2.155,2.0975
7/12/2010,0.045,0.05,0.0725,0.09333,0.12,0.21333,0.495,0.575,0.835,1.045,1.235,1.4,1.545,1.6825,1.795,1.89,2.04,2.16,2.19,2.1125,2.0575
7/13/2010,0.0525,0.05,0.07083,0.09333,0.11833,0.215,0.49667,0.5928,0.845,1.045,1.2213,1.395,1.55,1.684,1.7963,1.8913,2.0578,2.2025,2.2053,2.1553,2.1003
7/14/2010,0.0525,0.05,0.07083,0.095,0.11667,0.215,0.495,0.61,0.865,1.065,1.24,1.409,1.565,1.7,1.819,1.914,2.0875,2.2125,2.23,2.176,2.121
7/15/2010,0.0525,0.05,0.0725,0.095,0.11667,0.21667,0.495,0.61,0.85,1.045,1.225,1.405,1.565,1.695,1.815,1.91,2.0875,2.225,2.2305,2.176,2.121
7/16/2010,0.06,0.06,0.0825,0.09917,0.1175,0.21667,0.5,0.613,0.8565,1.03,1.208,1.3953,1.5578,1.6928,1.8078,1.9063,2.0648,2.19,2.208,2.158,2.103
7/19/2010,0.065,0.07167,0.09167,0.1025,0.11917,0.21667,0.5,0.569,0.809,1.0128,1.204,1.38,1.544,1.679,1.7965,1.8965,2.063,2.225,2.223,2.173,2.118
7/20/2010,0.085,0.08167,0.09833,0.10833,0.12333,0.21833,0.49667,0.5625,0.7975,1.005,1.185,1.3625,1.5225,1.655,1.7725,1.8825,2.0313,2.18,2.175,2.178,2.123
7/21/2010,0.0725,0.08833,0.10833,0.12333,0.14,0.22333,0.5,0.56,0.7975,1.0025,1.19,1.37,1.5275,1.66,1.7938,1.9013,2.0525,2.205,2.2275,2.1875,2.1325
7/22/2010,0.0725,0.09167,0.11167,0.12833,0.14333,0.225,0.5,0.549,0.8,1.005,1.2,1.38,1.5465,1.69,1.8063,1.895,2.08,2.218,2.254,2.199,2.1265
7/23/2010,0.06,0.095,0.11667,0.135,0.15333,0.22667,0.50167,0.595,0.835,1.04,1.23,1.41,1.575,1.704,1.825,1.94,2.11,2.25,2.278,2.231,2.176
7/26/2010,0.06,0.09667,0.12,0.13833,0.15667,0.22667,0.50167,0.619,0.86,1.07,1.264,1.445,1.61,1.7425,1.8665,1.9725,2.1405,2.305,2.3228,2.273,2.2195
7/27/2010,0.085,0.1,0.12333,0.14167,0.16167,0.22667,0.50167,0.6263,0.874,1.084,1.275,1.455,1.619,1.754,1.869,1.968,2.139,2.301,2.313,2.248,2.206
7/28/2010,0.085,0.10167,0.125,0.14667,0.165,0.22667,0.50167,0.6125,0.8525,1.06,1.255,1.43,1.5925,1.7325,1.85,1.9525,2.1175,2.305,2.2675,2.223,2.168
7/29/2010,0.085,0.10333,0.13,0.15,0.17,0.22833,0.50167,0.62,0.8565,1.064,1.25,1.43,1.595,1.73,1.8515,1.954,2.1275,2.263,2.2765,2.22,2.17
7/30/2010,0.07,0.10667,0.13167,0.15,0.17167,0.23167,0.50167,0.61,0.8475,1.0575,1.2475,1.425,1.585,1.725,1.845,1.945,2.105,2.245,2.2725,2.2225,2.1675
8/2/2010,0.06,0.10667,0.13167,0.15,0.17,0.23167,0.50333,0.6365,0.8815,1.094,1.2915,1.4725,1.6375,1.7765,1.8913,1.9913,2.164,2.295,2.32,2.272,2.217
8/3/2010,0.06,0.10167,0.13,0.15,0.17,0.23167,0.50333,0.605,0.8463,1.0613,1.258,1.435,1.5925,1.725,1.84,1.94,2.105,2.239,2.27,2.208,2.161
8/4/2010,0.06,0.09333,0.13,0.15,0.17333,0.23333,0.505,0.604,0.8415,1.0465,1.255,1.4103,1.5625,1.6903,1.8025,1.9175,2.0825,2.2175,2.2328,2.183,2.14
8/5/2010,0.05,0.08833,0.12833,0.15,0.17333,0.23333,0.505,0.61,0.844,1.0465,1.25,1.4,1.56,1.6753,1.784,1.905,2.056,2.205,2.2013,2.154,2.105
8/6/2010,0.055,0.08667,0.125,0.14833,0.17167,0.235,0.50667,0.6025,0.85,1.05,1.223,1.39,1.5375,1.6625,1.77,1.865,2.0275,2.16,2.1778,2.128,2.073
8/9/2010,0.06,0.08167,0.12417,0.14833,0.17042,0.23917,0.50458,0.605,0.825,1.0275,1.2025,1.3675,1.52,1.64,1.7475,1.845,2,2.13,2.16,2.115,2.0413
8/10/2010,0.06,0.085,0.12167,0.145,0.16833,0.23667,0.50333,0.564,0.789,0.9925,1.189,1.34,1.4938,1.6215,1.7415,1.8265,1.984,2.14,2.1475,2.104,2.06
8/11/2010,0.045,0.08167,0.11667,0.145,0.16833,0.23833,0.5025,0.498,0.7028,0.8938,1.0815,1.2278,1.3763,1.5013,1.609,1.7038,1.8563,1.9865,2.0138,1.963,1.9095
8/12/2010,0.035,0.08083,0.115,0.14167,0.16833,0.23833,0.50167,0.5025,0.725,0.915,1.09,1.2525,1.3975,1.525,1.635,1.73,1.8825,2.015,2.035,1.995,1.94
8/13/2010,0.035,0.08083,0.11333,0.14,0.16833,0.23833,0.5,0.5238,0.7325,0.9063,1.085,1.2413,1.3878,1.5113,1.619,1.7153,1.8683,1.9725,2.0228,1.966,1.911
8/16/2010,0.035,0.07583,0.11167,0.13667,0.165,0.235,0.49833,0.4713,0.6878,0.8773,1.052,1.202,1.3925,1.5175,1.625,1.631,1.775,1.891,1.9085,1.8585,1.8045
8/17/2010,0.085,0.07167,0.10833,0.135,0.16333,0.23167,0.49833,0.5105,0.7115,0.8955,1.058,1.2115,1.344,1.444,1.5448,1.655,1.8,1.903,1.899,1.849,1.8063
8/18/2010,0.0325,0.06833,0.10667,0.13,0.15833,0.22833,0.49833,0.49,0.69,0.87,1.035,1.19,1.335,1.4563,1.55,1.645,1.775,1.875,1.8838,1.816,1.7625
8/19/2010,0.0325,0.06833,0.105,0.12917,0.15833,0.22833,0.49667,0.4935,0.6925,0.8725,1.04,1.185,1.32,1.4375,1.5238,1.6188,1.7675,1.915,1.8715,1.823,1.778
8/20/2010,0.0325,0.06667,0.105,0.12917,0.15833,0.22833,0.49667,0.475,0.68,0.86,1.015,1.165,1.295,1.41,1.505,1.605,1.738,1.8235,1.8485,1.802,1.7685
8/23/2010,0.085,0.06667,0.105,0.12917,0.15667,0.22667,0.49667,0.465,0.6863,0.8658,1.022,1.181,1.316,1.405,1.5285,1.6075,1.755,1.88,1.865,1.8308,1.777
8/24/2010,0.085,0.06667,0.105,0.12917,0.155,0.22333,0.495,0.425,0.6088,0.795,0.95,1.0975,1.225,1.3325,1.4325,1.5188,1.66,1.76,1.7705,1.733,1.693
8/25/2010,0.085,0.06833,0.105,0.1275,0.15167,0.22167,0.49667,0.4425,0.6375,0.8125,0.9775,1.1125,1.2375,1.3475,1.445,1.5215,1.6675,1.765,1.7925,1.74,1.6863
8/26/2010,0.055,0.07167,0.105,0.1275,0.15333,0.22333,0.49667,0.473,0.6725,0.8505,1.013,1.163,1.2945,1.4085,1.5045,1.59,1.7255,1.82,1.833,1.8,1.76
8/27/2010,0.035,0.07333,0.105,0.12833,0.155,0.22667,0.5,0.495,0.7,0.895,1.049,1.21,1.3575,1.4725,1.5538,1.6628,1.7825,1.865,1.8888,1.859,1.824
8/30/2010,0.0925,,,,,,,0.5138,0.71,0.89,1.055,1.21,1.3515,1.4675,1.5675,1.66,1.79,1.87,1.88,1.89,1.825
8/31/2010,0.0488,0.12667,0.12667,0.14167,0.165,0.23167,0.50333,0.495,0.695,0.875,1.031,1.19,1.3168,1.429,1.53,1.6075,1.7405,1.835,1.8288,1.808,1.775
9/1/2010,0.085,0.11833,0.13667,0.14833,0.16917,0.23333,0.505,0.494,0.72,0.896,1.0635,1.225,1.3525,1.4725,1.5735,1.6635,1.786,1.865,1.86,1.8378,1.8103
9/2/2010,0.065,0.11,0.13833,0.15,0.16667,0.23333,0.50667,0.53,0.7375,0.9225,1.09,1.245,1.4075,1.5075,1.6125,1.6963,1.85,1.94,1.9175,1.903,1.873
9/3/2010,0.065,0.10833,0.13833,0.15,0.16667,0.235,0.50667,0.5638,0.7475,0.9375,1.115,1.2825,1.4325,1.55,1.655,1.7475,1.8825,1.98,1.97,1.958,1.908
9/6/2010,0.07,0.11,0.14333,0.155,0.17,0.23833,0.50667,0.549,0.7675,0.9675,1.155,1.32,1.468,1.595,1.7,1.8,1.916,2.02,2.01,1.99,1.96
9/7/2010,0.075,0.10833,0.14333,0.15667,0.1725,0.24,0.5075,0.535,0.755,0.96,1.1465,1.3125,1.4575,1.5725,1.675,1.7575,1.9,1.99,1.97,1.9505,1.9205
9/8/2010,0.07,0.11167,0.14333,0.15667,0.17417,0.24333,0.50917,0.5298,0.7518,0.9618,1.1625,1.3315,1.473,1.5925,1.704,1.7935,1.9315,2.03,2.0063,1.984,1.945
9/9/2010,0.07,0.115,0.145,0.16167,0.17583,0.24667,0.50917,0.575,0.7975,1.0075,1.2055,1.3618,1.53,1.636,1.7423,1.834,1.9703,2.08,2.0563,2.0365,2.013
9/10/2010,0.07,0.115,0.14667,0.16333,0.17917,0.25167,0.51083,0.6025,0.8225,1.0413,1.2445,1.431,1.5853,1.7128,1.8165,1.9078,2.0375,2.122,2.1085,2.075,2.045
9/13/2010,0.07,0.11833,0.14333,0.15667,0.1725,0.24667,0.5125,0.605,0.845,1.0665,1.276,1.464,1.621,1.749,1.8555,1.96,2.0698,2.18,2.1388,2.118,2.088
9/14/2010,0.085,0.11667,0.14333,0.15833,0.1725,0.24667,0.51333,0.605,0.83,1.05,1.2445,1.425,1.575,1.6975,1.8,1.9,2.0325,2.12,2.0875,2.063,2.033
9/15/2010,0.07,0.115,0.15,0.165,0.17917,0.25333,0.52083,0.615,0.845,1.0588,1.275,1.4338,1.5838,1.7225,1.83,1.9088,2.0425,2.1325,2.1125,2.0728,2.0403
9/16/2010,0.07,0.11667,0.15333,0.17,0.185,0.26,0.52333,0.5513,0.7888,0.9925,1.223,1.4088,1.5648,1.6928,1.7985,1.8925,2.0225,2.08,2.1025,2.075,2.0425
9/17/2010,0.07,0.10667,0.14667,0.165,0.17833,0.25167,0.51667,0.4965,0.7388,0.9728,1.2,1.3713,1.5303,1.6575,1.7653,1.8575,1.9913,2.1125,2.0823,2.065,2.0163
9/20/2010,0.07,0.105,0.14833,0.165,0.17667,0.24833,0.51833,0.5275,0.7675,0.9975,1.2075,1.4,1.5625,1.6975,1.8075,1.8975,2.035,2.1375,2.135,2.0963,2.0613
9/21/2010,0.07,0.105,0.14833,0.16333,0.17667,0.24667,0.515,0.5205,0.7475,0.9695,1.1725,1.3555,1.5135,1.6415,1.7485,1.8415,1.9795,2.084,2.084,2.052,2.019
9/22/2010,0.07,0.105,0.14667,0.16,0.175,0.24667,0.515,0.5075,0.7275,0.935,1.135,1.3115,1.4655,1.5835,1.695,1.7785,1.935,2.025,2.0283,1.99,1.965
9/23/2010,0.07,0.105,0.145,0.16,0.175,0.245,0.515,0.505,0.725,0.935,1.135,1.31,1.4645,1.585,1.685,1.785,1.9175,2,2.009,1.976,1.941
9/24/2010,0.07,0.105,0.145,0.16,0.175,0.245,0.515,0.5175,0.7455,0.968,1.17,1.352,1.507,1.629,1.734,1.823,1.9565,2.056,2.056,2.022,1.987
9/27/2010,0.06,0.105,0.145,0.16,0.175,0.24333,0.515,0.4985,0.713,0.926,1.123,1.2998,1.45,1.5685,1.6698,1.7575,1.8915,1.995,1.9903,1.9555,1.9205
9/28/2010,0.06,0.10667,0.145,0.16,0.175,0.24,0.515,0.4915,0.7145,0.921,1.111,1.28,1.425,1.541,1.641,1.726,1.8515,1.9445,1.949,1.915,1.88
9/29/2010,0.06,0.10833,0.14417,0.16,0.17833,0.24167,0.515,0.4985,0.7245,0.9375,1.1325,1.3045,1.4545,1.5745,1.6745,1.7595,1.8845,1.978,1.979,1.946,1.911
9/30/2010,0.085,0.10833,0.1425,0.16,0.17833,0.24167,0.515,0.525,0.75,0.963,1.158,1.331,1.4795,1.599,1.701,1.788,1.9145,2.011,2.012,1.979,1.944
10/1/2010,0.085,0.10833,0.14333,0.16083,0.18,0.24167,0.51667,0.53,0.763,0.981,1.1845,1.3585,1.512,1.634,1.737,1.822,1.9475,2.045,2.049,2.014,1.979
10/4/2010,0.06,0.10833,0.145,0.16083,0.17833,0.24,0.515,0.515,0.7445,0.96,1.16,1.345,1.49,1.636,1.7245,1.817,1.942,2.031,2.03,1.995,1.96
10/5/2010,0.06,0.10667,0.14417,0.15833,0.17833,0.24,0.515,0.5095,0.7445,0.9745,1.1775,1.3575,1.5125,1.6405,1.7425,1.8285,1.9525,2.049,2.044,2.011,1.976
10/6/2010,0.06,0.10667,0.13917,0.15833,0.1775,0.24,0.515,0.497,0.724,0.941,1.144,1.329,1.486,1.615,1.72,1.808,1.9345,2.037,2.032,1.999,1.963
10/7/2010,0.085,0.105,0.13917,0.15667,0.1775,0.24,0.51833,0.516,0.75,0.985,1.201,1.389,1.547,1.676,1.784,1.874,2.0005,2.104,2.098,2.065,2.029
10/8/2010,0.085,0.10333,0.13583,0.155,0.17583,0.23833,0.51833,0.494,0.72,0.93,1.153,1.337,1.494,1.624,1.729,1.817,1.9445,2.0445,2.031,1.999,1.962
10/11/2010,0.085,0.10167,0.13583,0.155,0.17583,0.23833,0.51667,0.497,0.728,0.9495,1.155,1.338,1.493,1.618,1.72,1.808,1.9355,2.0325,2.01,1.975,1.938
10/12/2010,0.085,0.1,0.13417,0.155,0.17417,0.23833,0.51667,0.4825,0.705,0.928,1.125,1.298,1.44,1.565,1.665,1.75,1.8735,1.968,1.935,1.909,1.86
10/13/2010,0.05,0.09833,0.1325,0.155,0.1725,0.23833,0.51833,0.4853,0.7253,0.936,1.134,1.3095,1.4595,1.582,1.6835,1.767,1.897,1.9935,1.965,1.9328,1.8958
10/14/2010,0.085,0.09833,0.1325,0.155,0.1725,0.23833,0.51833,0.494,0.723,0.9325,1.128,1.3,1.45,1.5588,1.67,1.755,1.8815,1.9795,1.968,1.922,1.876
10/15/2010,0.0525,0.09833,0.13417,0.15667,0.17417,0.24,0.51833,0.513,0.751,0.979,1.185,1.368,1.523,1.648,1.75,1.836,1.9645,2.064,2.051,2.004,1.958
10/18/2010,0.0525,0.09833,0.13417,0.155,0.17417,0.24,0.51833,0.522,0.759,0.984,1.19,1.373,1.528,1.653,1.755,1.84,1.9685,2.068,2.055,2.008,1.963
10/19/2010,0.05,0.09583,0.13333,0.155,0.17333,0.24,0.51833,0.522,0.773,1.004,1.214,1.399,1.557,1.684,1.789,1.877,2.0045,2.065,2.097,2.044,1.994
10/20/2010,0.0525,0.09583,0.13333,0.155,0.17333,0.24,0.51833,0.506,0.748,0.977,1.188,1.3695,1.528,1.658,1.7575,1.8475,1.9763,2.0715,2.0563,1.9885,1.94
10/21/2010,0.05,0.09583,0.13167,0.15333,0.17083,0.24,0.51833,0.4975,0.7465,0.98,1.193,1.3953,1.5563,1.6828,1.7913,1.8665,1.9875,2.093,2.0645,2.0003,1.928
10/22/2010,0.085,0.09583,0.13167,0.15167,0.17083,0.24,0.51833,0.5075,0.75,0.9725,1.19,1.3775,1.535,1.665,1.7725,1.86,1.985,2.088,2.065,1.976,1.908
10/25/2010,0.05,0.09917,0.13,0.15083,0.17,0.23917,0.51667,0.506,0.759,0.989,1.199,1.383,1.538,1.663,1.768,1.8575,1.9845,2.09,2.056,1.98,1.911
10/26/2010,0.07,0.0975,0.13167,0.15083,0.16833,0.23917,0.51667,0.5395,0.7825,0.9973,1.228,1.4115,1.5513,1.698,1.803,1.89,2.0195,2.125,2.091,2.01,1.936
10/27/2010,0.06,0.1025,0.13333,0.15333,0.17,0.24,0.51833,0.541,0.785,1.016,1.23,1.417,1.577,1.707,1.815,1.902,2.0315,2.1385,2.102,2.016,1.944
10/28/2010,0.055,0.1025,0.13333,0.15167,0.16833,0.24,0.51667,0.55,0.79,1.015,1.223,1.408,1.565,1.695,1.8,1.885,2.0145,2.118,2.086,1.995,1.916
10/29/2010,0.07,0.1025,0.13167,0.15167,0.16833,0.24,0.51667,0.527,0.762,0.984,1.185,1.365,1.517,1.645,1.75,1.832,1.9615,2.066,2.033,1.941,1.859
