,SDSW1    Curncy,SDSW10   Curncy,SDSW12   Curncy,SDSW15   Curncy,SDSW1F   Curncy,SDSW2    Curncy,SDSW20   Curncy,SDSW3    Curncy,SDSW30   Curncy,SDSW4    Curncy,SDSW5    Curncy,SDSW7    Curncy,SORF1D   Index,SORF1M   Index,SORF3M   Index,SORF6M   Index
2002-08-19,1.025,3.46,3.62,3.79,1.24,1.46,,1.87,,2.2800000000000002,2.585,3.025,0.90429,0.84636,0.84515,0.87042
2002-08-20,1.02,3.48,3.64,3.81,1.24,1.4725,,1.8875,,2.285,2.5949999999999998,3.03,0.97673,0.8609,0.8542,0.8843
2002-08-21,1.025,3.4875,3.67,3.82,1.225,1.46,,1.8775,,2.2925,2.5949999999999998,3.05,0.95611,0.8872,0.86909,0.89334
2002-08-22,1.045,3.6,3.745,3.915,1.26,1.505,,1.935,,2.385,2.695,3.155,0.88765,0.8703,0.85789,0.89931
2002-08-23,1.0575,3.59,3.775,3.9,1.26,1.49,,1.9100000000000001,,2.35,2.665,3.135,0.85769,0.8905,0.87542,0.92944
2002-08-26,1.0475,3.545,3.705,3.875,1.25,1.47,,1.895,,2.3325,2.645,3.095,0.89487,0.87198,0.87852,0.91995
2002-08-27,1.06,3.555,3.7199999999999998,3.915,1.255,1.4725,,1.9,,2.3,2.635,3.09,0.97693,0.9318,0.94009,0.9569
2002-08-28,1.1,3.575,3.755,3.92,1.2825,1.49,,1.9,,2.325,2.65,3.115,1.06032,0.96865,0.95101,0.98589
2002-08-29,1.085,3.555,3.79,3.915,1.27,1.475,,1.8900000000000001,,2.305,2.6275,3.0925,1.05223,0.94506,0.95224,0.97845
2002-08-30,1.02,3.485,3.77,3.91,1.225,1.4125,,1.825,,2.2375,2.56,3.025,0.91856,0.88401,0.89348,0.93051
2002-09-02,1.0275,3.455,3.69,3.83,1.225,1.405,,1.8,,2.215,2.535,2.985,,0.87783,0.88693,0.91216
2002-09-03,1.0125,3.42,3.6,3.77,1.2,1.3875,,1.7850000000000001,,2.185,2.51,2.955,0.93262,0.83847,0.85053,0.90468
2002-09-04,1.02,3.355,3.54,3.69,1.17,1.35,,1.7349999999999999,,2.15,2.4575,2.91,0.90234,0.83422,0.86194,0.91078
2002-09-05,1.0225,3.36,3.56,3.69,1.185,1.365,,1.7650000000000001,,2.16,2.475,2.915,0.99522,0.86232,0.89429,0.9209
2002-09-06,1.035,3.365,3.525,3.665,1.19,1.3900000000000001,,1.775,,2.17,2.475,2.915,1.02753,0.93224,0.91794,0.93206
2002-09-09,1.145,3.44,3.77,3.945,1.305,1.475,,1.845,,2.25,2.55,2.99,1.21124,1.00949,1.0165,1.04721
2002-09-10,1.21,3.5275,3.6550000000000002,3.795,1.335,1.5474999999999999,,1.9300000000000002,,2.3449999999999998,2.645,3.09,1.21277,1.08847,1.04373,1.08991
2002-09-11,1.2650000000000001,3.575,3.74,3.855,1.41,1.605,,1.98,,2.3875,2.705,3.145,1.26377,1.15779,1.14657,1.12976
2002-09-12,1.2349999999999999,3.525,3.69,3.82,1.395,1.5699999999999998,,1.955,,2.355,2.665,3.11,1.19271,1.13471,1.08977,1.12552
2002-09-13,1.215,3.45,3.59,3.69,1.3599999999999999,1.5325,,1.9100000000000001,,2.295,2.5949999999999998,3.015,1.23347,1.09304,1.09907,1.12196
2002-09-16,1.32,3.485,3.625,3.8,1.415,1.6400000000000001,,2.005,,2.38,2.6725,3.06,1.45072,1.233,1.23405,1.19099
2002-09-17,1.32,3.5,3.6550000000000002,3.835,1.5150000000000001,1.6400000000000001,,1.975,,2.375,2.665,3.06,1.45086,1.286,1.23984,1.24051
2002-09-18,1.325,3.48,3.58,3.74,1.455,1.6400000000000001,,1.9625,,2.3449999999999998,2.635,3.04,1.54925,1.29798,1.246,1.23508
2002-09-19,1.31,3.49,3.62,3.86,1.46,1.635,,1.955,,2.355,2.645,3.05,1.42088,1.22987,1.23479,1.23054
2002-09-20,1.34,3.525,3.67,3.8449999999999998,1.48,1.665,,1.99,,2.37,2.665,3.085,1.53237,1.36673,1.32179,1.2841
2002-09-23,1.37,3.535,3.69,3.85,1.5150000000000001,1.675,,1.9849999999999999,,2.375,2.67,3.0975,1.61982,1.43141,1.3885,1.36352
2002-09-24,1.3825,3.46,3.685,3.8449999999999998,1.51,1.65,,1.9649999999999999,,2.325,2.615,3.0425,1.61661,1.50399,1.46005,1.40043
2002-09-25,1.385,3.4050000000000002,3.6,3.76,1.48,1.625,,1.9325,,2.275,2.5625,2.975,1.6038999999999999,1.4451,1.41778,1.38914
2002-09-26,1.3900000000000001,3.4050000000000002,3.59,3.79,1.5,1.625,,1.9300000000000002,,2.275,2.56,2.985,1.575,1.45147,1.4376,1.3939300000000001
2002-09-27,1.34,3.365,3.56,3.74,1.455,1.585,,1.87,,2.205,2.505,2.93,1.59314,1.45393,1.41557,1.36508
2002-09-30,1.325,3.315,3.475,3.635,1.4224999999999999,1.54,,1.835,,2.165,2.455,2.88,1.66582,1.42043,1.41763,1.35273
2002-10-01,1.2650000000000001,3.2575,3.38,3.565,1.35,1.465,,1.775,,2.105,2.395,2.82,1.50107,1.40033,1.34516,1.27036
2002-10-02,1.315,3.3,3.44,3.615,1.42,1.5150000000000001,,1.8199999999999998,,2.145,2.4325,2.86,1.6530399999999998,1.45068,1.36444,1.3023500000000001
2002-10-03,1.345,3.27,3.435,3.615,1.4224999999999999,1.53,,1.8225,,2.14,2.425,2.84,1.6943700000000002,1.49766,1.46651,1.37057
2002-10-04,1.3599999999999999,3.2800000000000002,3.43,3.6,1.455,1.56,,1.8399999999999999,,2.15,2.425,2.84,1.6643599999999998,1.5664099999999999,1.51517,1.44822
2002-10-07,1.365,3.225,3.38,3.51,1.44,1.53,,1.81,,2.1175,2.3875,2.8,1.56517,1.48457,1.45115,1.40876
2002-10-08,1.355,3.24,3.35,3.5,1.43,1.54,,1.815,,2.1175,2.385,2.8125,1.52844,1.50713,1.46131,1.41092
2002-10-09,1.28,3.165,3.295,3.48,1.38,1.465,,1.755,,2.055,2.33,2.725,1.2331699999999999,1.2610299999999999,1.25705,1.26018
2002-10-10,1.285,3.16,3.275,3.455,1.3525,1.475,,1.7650000000000001,,2.055,2.325,2.7199999999999998,1.29674,1.23826,1.26359,1.2395100000000001
2002-10-11,1.28,3.17,3.285,3.465,1.3725,1.48,,1.7650000000000001,,2.075,2.34,2.74,1.30979,1.24744,1.27644,1.25594
2002-10-14,1.335,3.225,3.27,3.46,1.435,1.5350000000000001,,1.815,,2.115,2.385,2.785,,1.2969,1.32515,1.3100800000000001
2002-10-15,1.3,3.245,3.32,3.51,1.415,1.53,,1.8199999999999998,,2.125,2.41,2.815,0.99748,1.26757,1.29337,1.29221
2002-10-16,1.2725,3.29,3.37,3.57,1.415,1.53,,1.845,,2.155,2.45,2.855,0.76687,1.06809,1.18489,1.21282
2002-10-17,1.2650000000000001,3.38,3.44,3.6,1.425,1.5699999999999998,,1.895,,2.23,2.505,2.93,0.41744,0.92994,1.02749,1.10985
2002-10-18,1.23,3.32,3.445,3.5949999999999998,1.42,1.53,,1.835,,2.165,2.4515000000000002,2.87,0.88606,0.99955,1.09707,1.16132
2002-10-21,1.16,3.26,3.395,3.545,1.3175,1.455,,1.7650000000000001,,2.095,2.375,2.815,0.79711,0.92398,1.03651,1.09148
2002-10-22,1.16,3.275,3.46,3.64,1.325,1.475,,1.8050000000000002,,2.105,2.39,2.83,0.94629,0.95567,1.02255,1.05317
2002-10-23,1.1525,3.254,3.4050000000000002,3.57,1.32,1.465,,1.775,,2.095,2.375,2.8,1.00092,1.00301,1.04094,1.10054
2002-10-24,1.205,3.26,3.4,3.555,1.32,1.4849999999999999,,1.8050000000000002,,2.105,2.385,2.8,1.10007,1.08571,1.11792,1.14369
2002-10-25,1.185,3.2375,3.4050000000000002,3.54,1.33,1.475,,1.7725,,2.0725,2.365,2.7800000000000002,1.20086,1.12415,1.12855,1.16504
2002-10-28,1.15,3.205,3.365,3.495,1.275,1.415,,1.745,,2.03,2.33,2.745,1.05251,1.08648,1.05449,1.13347
2002-10-29,1.165,3.17,3.31,3.46,1.27,1.3925,,1.7,,2.005,2.2975,2.71,1.3646,1.11928,1.12542,1.1535199999999999
2002-10-30,1.135,3.12,3.2800000000000002,3.43,1.2650000000000001,1.3599999999999999,,1.6600000000000001,,1.96,2.255,2.665,1.4824,1.11875,1.09685,1.12256
2002-10-31,1.095,3.085,3.265,3.415,1.2,1.32,,1.615,,1.915,2.215,2.615,1.31638,1.07328,1.03902,1.07536
2002-11-01,1.075,3.06,3.22,3.39,1.19,1.305,,1.615,,1.9100000000000001,2.21,2.615,1.2806199999999999,1.03642,1.02467,1.04116
2002-11-04,1.075,3.08,3.2,3.33,1.19,1.31,,1.6099999999999999,,1.92,2.21,2.62,,,,
2002-11-05,1.08,3.0825,3.215,3.3449999999999998,1.1875,1.305,,1.6099999999999999,,1.92,2.21,2.63,0.9526,1.00981,1.00754,1.02535
2002-11-06,1.085,3.12,3.24,3.38,1.2,1.3225,,1.63,,1.955,2.24,2.6725,0.84937,0.97419,0.99485,1.00013
2002-11-07,0.945,3.065,3.19,3.32,1.09,1.2325,,1.565,,1.895,2.18,2.615,0.50402,0.79752,0.83674,0.89345
2002-11-08,0.89,2.9699999999999998,3.145,3.295,1.08,1.1875,,1.495,,1.8050000000000002,2.085,2.515,0.75131,0.71483,0.79326,0.84056
2002-11-11,0.88,2.865,3.025,3.175,1.0225,1.1625,,1.4575,,1.755,2.0225,2.425,,0.712,0.78384,0.78975
2002-11-12,0.945,2.865,3.02,3.19,1.0575,1.21,,1.495,,1.795,2.03,2.4425,0.647,0.77203,0.79926,0.83099
2002-11-13,0.965,2.8475,2.99,3.135,1.09,1.21,,1.505,,1.79,2.0425,2.43,0.58376,0.81745,0.83709,0.88454
2002-11-14,0.945,2.84,2.96,3.13,1.08,1.22,,1.495,,1.775,2.035,2.415,0.67813,0.72302,0.79702,0.83431
2002-11-15,0.995,2.92,3.005,3.16,1.1425,1.295,,1.5965,,1.875,2.12,2.5065,0.64515,0.7272,0.81634,0.87205
2002-11-18,1.01,2.9699999999999998,3.045,3.23,1.145,1.315,,1.625,,1.925,2.165,2.55,0.64013,0.72896,0.79654,0.85779
2002-11-19,1.005,2.95,3.09,3.2800000000000002,1.1400000000000001,1.31,,1.6099999999999999,,1.9224999999999999,2.17,2.535,0.69309,0.7583,0.83659,0.88073
2002-11-20,1.005,2.98,3.11,3.245,1.16,1.34,,1.6425,,1.9449999999999998,2.18,2.565,0.67549,0.80677,0.8522,0.88599
2002-11-21,1.02,3.02,3.115,3.29,1.21,1.37,,1.665,,1.9649999999999999,2.215,2.605,0.67495,0.80146,0.84583,0.89643
2002-11-22,1.035,3.03,3.17,3.31,1.195,1.37,,1.685,,1.975,2.235,2.62,0.66666,0.77957,0.83782,0.90673
2002-11-25,1.015,3.0175,3.17,3.305,1.18,1.3599999999999999,,1.675,,1.975,2.22,2.61,0.60136,0.73788,0.84353,0.89454
2002-11-26,0.99,2.99,3.12,3.27,1.18,1.33,,1.65,,1.9449999999999998,2.185,2.575,0.25848,0.68469,0.77132,0.86517
2002-11-27,0.98,2.98,3.105,3.245,1.16,1.3275000000000001,,1.635,,1.9449999999999998,2.18,2.56,0.45632,0.68216,0.77609,0.85818
2002-11-28,1.035,3.065,3.185,3.34,1.2349999999999999,1.37,,1.7149999999999999,,2.025,2.265,2.6550000000000002,,0.73119,0.79271,0.8814
2002-11-29,1.0325,3.04,3.185,3.305,1.21,1.3625,,1.705,,2.005,2.25,2.635,0.74699,0.73835,0.83377,0.90316
2002-12-02,1.04,3.08,3.195,3.325,1.22,1.395,,1.7349999999999999,,2.04,2.285,2.66,0.7688,0.77415,0.81173,0.89936
2002-12-03,1.04,3.0675,3.205,3.37,1.23,1.38,,1.7349999999999999,,2.0425,2.275,2.65,0.81664,0.82549,0.84058,0.9007
2002-12-04,1.025,3.04,3.16,3.295,1.22,1.37,,1.7149999999999999,,2.02,2.25,2.64,0.90205,0.86964,0.87809,0.92367
2002-12-05,1.045,3.0425,3.195,3.33,1.2175,1.375,,1.72,,2.03,2.255,2.6375,1.13241,0.95159,0.92345,0.94098
2002-12-06,1.045,3.0475,3.18,3.31,1.22,1.375,,1.72,,2.03,2.2575,2.64,,,,
2002-12-09,1.03,3.025,3.18,3.31,1.22,1.35,,1.69,,1.99,2.2175,2.615,0.99758,0.94767,0.9132,0.93938
2002-12-10,1.0375,3.025,3.165,3.33,1.215,1.355,,1.6949999999999998,,1.995,2.225,2.605,0.95824,0.92526,0.90854,0.95235
2002-12-11,1.03,3.03,3.165,3.33,1.2,1.345,,1.685,,1.995,2.225,2.61,0.85673,0.90588,0.91413,0.93965
2002-12-12,1.02,2.985,3.165,3.305,1.195,1.305,,1.65,,1.95,2.175,2.58,0.83663,0.83772,0.87161,0.92787
2002-12-13,1.0,2.925,3.17,3.33,1.1675,1.295,,1.6175000000000002,,1.915,2.135,2.545,0.81576,0.83532,0.87987,0.92258
2002-12-16,0.975,2.9175,3.045,3.13,1.225,1.2775,,1.595,,1.9038,2.1225,2.5075,0.77395,0.82479,0.859,0.90531
2002-12-17,0.995,2.9275,3.05,3.19,1.15,1.295,,1.6099999999999999,,1.9163000000000001,2.1375,2.5300000000000002,0.80212,0.80725,0.82874,0.8949
2002-12-18,0.975,2.885,2.98,3.13,1.12,1.255,,1.5575,,1.865,2.095,2.485,0.73607,0.78655,0.83441,0.8755
2002-12-19,0.955,2.885,2.9625,3.135,1.115,1.27,,1.55,,1.845,2.09,2.4725,0.75093,0.75983,0.84208,0.87314
2002-12-20,0.98,2.88,2.945,3.125,1.105,1.255,,1.545,,1.855,2.105,2.46,0.9943,0.81937,0.85431,0.89714
2002-12-23,1.005,2.9,3.005,3.15,1.125,1.2650000000000001,,1.565,,1.875,2.115,2.49,0.76775,0.83988,0.85752,0.90834
2002-12-24,1.005,2.885,3.005,3.15,1.135,1.27,,1.565,,1.865,2.11,2.485,0.89645,0.88715,0.89854,0.91792
2002-12-25,1.01,2.885,3.03,3.2,1.135,1.27,,1.565,,1.87,2.11,2.485,,,,
2002-12-26,0.97,2.8,2.95,3.1,1.1,1.215,,1.5150000000000001,,1.815,2.035,2.41,0.82231,0.88662,0.88438,0.9046
2002-12-27,0.975,2.745,2.93,3.06,1.11,1.2,,1.5,,1.7850000000000001,2.0,2.365,0.89832,0.88684,0.87482,0.90074
2002-12-30,0.955,2.6550000000000002,2.89,3.03,1.05,1.155,,1.46,,1.71,1.9100000000000001,2.305,1.05508,0.89127,0.84475,0.87674
2002-12-31,0.9575,2.6225,2.85,3.0,1.055,1.1675,,1.4492,,1.7,1.9313,2.295,0.89138,0.87271,0.86126,0.8784
2003-01-01,0.95,2.6525,2.8,2.95,1.055,1.1609,,1.4492,,1.7134,1.9321000000000002,2.3067,,,,
2003-01-02,0.955,2.665,2.815,3.0,1.055,1.17,,1.4425,,1.6925,1.9264999999999999,2.315,0.85535,0.85642,0.86135,0.87947
2003-01-03,1.0,2.755,2.88,3.05,1.11,1.25,,1.53,,1.81,2.0225,2.4050000000000002,0.84198,0.86018,0.87146,0.90442
2003-01-06,1.05,2.81,2.935,3.07,1.1675,1.28,,1.5575,,1.825,2.06,2.435,0.90878,0.95379,0.91504,0.94128
2003-01-07,1.07,2.8,2.935,3.055,1.1775,1.29,,1.565,,1.835,2.0525,2.43,0.98973,1.00376,0.98756,0.98568
2003-01-08,1.0225,2.735,2.85,2.96,1.13,1.245,,1.51,,1.7725,2.0,2.37,1.15375,0.98579,0.92447,0.95499
2003-01-09,1.005,2.77,2.8,2.91,1.165,1.26,,1.52,,1.79,2.015,2.395,1.04071,0.92329,0.92557,0.95247
2003-01-10,1.02,2.81,2.88,2.98,1.165,1.3,,1.565,,1.8375,2.07,2.4375,0.9579,0.9143,0.89233,0.92555
2003-01-13,0.9825,2.7975,2.875,2.9699999999999998,1.135,1.27,,1.5550000000000002,,1.815,2.045,2.4175,0.80094,0.89407,0.86043,0.89004
2003-01-14,0.985,2.7525,2.88,2.9699999999999998,1.1175,1.25,,1.5025,,1.775,2.0025,2.385,0.75375,0.8764,0.86947,0.88732
2003-01-15,0.9725,2.695,2.7800000000000002,2.94,1.105,1.2325,,1.48,,1.74,1.97,2.32,0.59953,0.85337,0.84731,0.88864
2003-01-16,0.99,2.695,2.7800000000000002,2.93,1.11,1.255,,1.495,,1.7650000000000001,1.9849999999999999,2.3325,0.56986,0.78473,0.84888,0.87481
2003-01-17,0.975,2.68,2.7800000000000002,2.93,1.12,1.225,,1.475,,1.755,1.97,2.33,0.59855,0.83231,0.84885,0.87619
2003-01-20,0.955,2.6325,2.73,2.9,1.0925,1.2025000000000001,,1.46,,1.725,1.935,2.285,,0.79696,0.80003,0.86171
2003-01-21,0.965,2.67,2.76,2.9699999999999998,1.0975,1.22,,1.475,,1.7425000000000002,1.9649999999999999,2.33,0.6547,0.77612,0.79229,0.8504
2003-01-22,0.94,2.6275,2.7,2.9,1.105,1.2,,1.45,,1.71,1.92,2.285,0.51206,0.75675,0.79202,0.84547
2003-01-23,0.9625,2.66,2.75,2.95,1.095,1.2225,,1.465,,1.74,1.955,2.305,0.59676,0.75713,0.81624,0.84921
2003-01-24,0.9575,2.625,2.73,2.93,1.09,1.21,,1.4575,,1.71,1.9224999999999999,2.2824999999999998,0.68927,0.75264,0.78619,0.85377
2003-01-27,0.9475,2.59,2.7,2.9,1.085,1.1975,,1.445,,1.7,1.9,2.2475,0.71156,0.79809,0.82544,0.85429
2003-01-28,0.9525,2.63,2.73,2.93,1.1,1.2175,,1.47,,1.7175,1.92,2.27,0.83511,0.85114,0.8382,0.86608
2003-01-29,0.93,2.575,2.66,2.86,1.0775,1.185,,1.435,,1.675,1.875,2.225,0.77133,0.83076,0.8015,0.85253
2003-01-30,0.935,2.59,2.65,2.85,1.085,1.1925,,1.45,,1.69,1.8925,2.245,0.81523,0.77739,0.79099,0.84101
2003-01-31,0.915,2.5375,2.64,2.7800000000000002,1.06,1.1675,,1.425,,1.655,1.845,2.2,0.81572,0.75633,0.77841,0.8269
2003-02-03,0.91,2.5324999999999998,2.6,2.7800000000000002,1.04,1.1675,,1.425,,1.6524999999999999,1.8525,2.195,,,,
2003-02-04,0.8975,2.495,2.55,2.73,1.035,1.135,,1.395,,1.62,1.815,2.15,0.55292,0.76047,0.76921,0.82201
2003-02-05,0.89,2.4475,2.495,2.66,1.025,1.1275,,1.375,,1.6,1.7850000000000001,2.115,0.33266,0.68287,0.7272,0.77991
2003-02-06,0.89,2.46,2.7,2.69,1.035,1.1400000000000001,,1.4015,,1.615,1.8225,2.13,0.47672,0.75947,0.76199,0.79896
2003-02-07,0.875,2.435,2.5,2.64,1.01,1.12,,1.385,,1.615,1.8050000000000002,2.105,0.62866,0.70914,0.73189,0.7943
2003-02-10,0.8775,2.45,2.52,2.64,1.0075,1.1325,,1.395,,1.63,1.815,2.12,0.44237,0.6844,0.74753,0.78211
2003-02-11,0.89,2.505,2.55,2.69,1.0175,1.1475,,1.425,,1.6600000000000001,1.85,2.17,0.46796,0.68728,0.73637,0.78809
2003-02-12,0.885,2.495,2.59,2.7199999999999998,1.005,1.135,,1.405,,1.645,1.845,2.155,,,,
2003-02-13,0.8575,2.4465,2.5,2.6,0.99,1.095,,1.3625,,1.6025,1.7925,2.1,0.57161,0.68243,0.73898,0.77994
2003-02-14,0.865,2.445,2.58,2.7199999999999998,0.975,1.1,,1.37,,1.6099999999999999,1.79,2.095,0.51876,0.68035,0.74055,0.77122
2003-02-17,0.855,2.48,2.635,2.61,1.0025,1.115,,1.3900000000000001,,1.6324999999999998,1.825,2.125,,0.681,0.69805,0.76651
2003-02-18,0.835,2.4699999999999998,2.565,2.61,0.985,1.085,,1.355,,1.6,1.8,2.112,0.56687,0.6412,0.68467,0.74983
2003-02-19,0.82,2.455,2.5949999999999998,2.59,0.955,1.075,,1.349,,1.5875,1.78,2.1125,0.58192,0.64988,0.68735,0.72966
2003-02-20,0.8325,2.4625,2.6,2.74,0.9475,1.07,,1.3325,,1.5725,1.775,2.1075,0.61077,0.68148,0.67905,0.74243
2003-02-21,0.825,2.445,2.55,2.7,0.94,1.06,,1.315,,1.54,1.74,2.08,0.66797,0.67922,0.70414,0.75474
2003-02-24,0.83,2.4425,2.605,2.775,0.9625,1.0625,,1.305,,1.525,1.7175,2.0675,0.71716,0.68623,0.69307,0.75404
2003-02-25,0.825,2.4050000000000002,2.635,2.76,0.95,1.045,,1.2675,,1.5025,1.685,2.027,0.75234,0.6971,0.71609,0.7625
2003-02-26,0.825,2.395,2.55,2.7,0.94,1.0475,,1.275,,1.4875,1.6800000000000002,2.025,0.79352,0.73697,0.7057,0.75844
2003-02-27,0.81,2.3475,2.515,2.65,0.935,1.0175,,1.2349999999999999,,1.445,1.6400000000000001,1.9649999999999999,0.80694,0.73948,0.70133,0.74858
2003-02-28,0.8175,2.375,2.56,2.69,0.92,1.04,,1.2650000000000001,,1.465,1.67,2.005,0.79819,0.70214,0.70077,0.7575
2003-03-03,0.8225,2.375,2.505,2.65,0.925,1.04,,1.2650000000000001,,1.47,1.6625,1.9925000000000002,0.77255,0.71464,0.70889,0.74943
2003-03-04,0.8075,2.325,2.475,2.63,0.93,1.02,,1.225,,1.43,1.63,1.94,0.70693,0.75585,0.73209,0.78013
2003-03-05,0.8,2.255,2.4,2.5300000000000002,0.895,1.0,,1.1975,,1.3925,1.575,1.87,0.49569,0.66817,0.69947,0.74418
2003-03-06,0.7925,2.2225,2.37,2.5,0.89,0.985,,1.18,,1.3725,1.5474999999999999,1.83,0.56891,0.66718,0.69099,0.73667
2003-03-07,0.795,2.2325,2.38,2.51,0.89,0.985,,1.1875,,1.37,1.5550000000000002,1.845,0.69168,0.73067,0.69635,0.74524
2003-03-10,0.74,2.095,2.25,2.35,0.845,0.915,,1.11,,1.29,1.45,1.7149999999999999,0.69349,0.68805,0.70112,0.72823
2003-03-11,0.775,2.11,2.23,2.35,0.845,0.94,,1.1400000000000001,,1.3175,1.4849999999999999,1.745,0.70996,0.70573,0.72989,0.73327
2003-03-12,0.81,2.155,2.3,2.44,0.88,0.98,,1.1875,,1.3725,1.53,1.8,0.71005,0.67831,0.75484,0.76877
2003-03-13,0.825,2.235,2.35,2.45,0.95,1.019,,1.23,,1.43,1.6099999999999999,1.885,0.74976,0.75453,0.73843,0.77471
2003-03-14,0.85,2.29,2.42,2.57,0.96,1.04,,1.2625,,1.4675,1.6600000000000001,1.9449999999999998,0.82386,0.76638,0.7691,0.78487
2003-03-17,0.84,2.205,2.35,2.5,0.915,0.995,,1.1975,,1.3825,1.56,1.845,0.92664,0.80619,0.79327,0.81005
2003-03-18,0.905,2.4,2.5300000000000002,2.65,0.9525,1.085,,1.315,,1.53,1.725,1.995,0.89167,0.85615,0.819,0.82111
2003-03-19,0.9,2.485,2.62,2.76,1.0,1.1,,1.345,,1.605,1.8,2.105,0.47299,0.74572,0.76708,0.80992
2003-03-20,0.89,2.56,2.71,2.81,0.985,1.0925,,1.345,,1.615,1.815,2.135,0.61959,0.65901,0.70255,0.77222
2003-03-21,0.865,2.505,2.645,2.82,0.96,1.0725,,1.325,,1.5550000000000002,1.7650000000000001,2.095,0.74398,0.67678,0.72845,0.77513
2003-03-24,0.845,2.49,2.64,2.7800000000000002,0.96,1.045,,1.31,,1.5550000000000002,1.76,2.085,0.68297,0.69663,0.68751,0.75274
2003-03-25,0.835,2.42,2.57,2.73,0.925,1.025,,1.2650000000000001,,1.495,1.6949999999999998,2.02,0.7424,0.74017,0.74368,0.77442
2003-03-26,0.87,2.4525,2.61,2.75,0.95,1.0475,,1.29,,1.5150000000000001,1.72,2.04,0.70225,0.72768,0.73741,0.78066
2003-03-27,0.83,2.375,2.515,2.71,0.925,1.01,,1.2349999999999999,,1.465,1.6600000000000001,1.9649999999999999,0.68294,0.7087,0.73622,0.76396
2003-03-28,0.86,2.38,2.51,2.69,0.92,1.0325,,1.26,,1.475,1.675,1.98,0.75943,0.72897,0.72955,0.77234
2003-03-31,0.83,2.24,2.35,2.57,0.905,0.98,,1.19,,1.37,1.5550000000000002,1.845,0.90973,0.74217,0.74922,0.79771
2003-04-01,0.85,2.2575,2.39,2.61,0.915,1.0175,,1.22,,1.41,1.565,1.855,0.89807,0.80078,0.77331,0.80258
2003-04-02,0.86,2.355,2.49,2.71,0.93,1.0475,,1.2650000000000001,,1.475,1.65,1.96,0.85651,0.78499,0.78111,0.80005
2003-04-03,0.85,2.385,2.49,2.67,0.925,1.0425,,1.2650000000000001,,1.48,1.67,1.9849999999999999,0.91128,0.7674,0.76798,0.766
2003-04-04,0.825,2.335,2.44,2.68,0.92,1.02,,1.24,,1.445,1.635,1.9325,0.83361,0.76957,0.76837,0.75886
2003-04-07,0.85,2.4225,2.5300000000000002,2.7199999999999998,0.97,1.065,,1.295,,1.53,1.7225000000000001,2.025,0.74336,0.76197,0.75032,0.74553
2003-04-08,0.82,2.3725,2.5,2.67,0.95,1.03,,1.26,,1.475,1.6800000000000002,1.9725000000000001,0.62597,0.75116,0.73874,0.7309
2003-04-09,0.7925,2.315,2.43,2.63,0.91,0.99,,1.2,,1.405,1.615,1.9100000000000001,0.36275,0.66717,0.71275,0.74078
2003-04-10,0.78,2.275,2.4,2.6,0.89,0.9725,,1.185,,1.3900000000000001,1.585,1.88,0.37985,0.64447,0.70902,0.73166
2003-04-11,0.805,2.32,2.41,2.61,0.875,1.0,,1.21,,1.43,1.6225,1.92,0.63671,0.66277,0.7099,0.72694
2003-04-14,0.81,2.33,2.43,2.63,0.925,1.01,,1.2349999999999999,,1.44,1.625,1.94,0.55298,0.65464,0.71394,0.7391
2003-04-15,0.805,2.32,2.41,2.61,0.915,1.01,,1.22,,1.435,1.6400000000000001,1.9475,0.63586,0.63851,0.70572,0.72894
2003-04-16,0.8,2.2824999999999998,2.42,2.6,0.9,0.99,,1.21,,1.415,1.615,1.925,0.63727,0.66396,0.71203,0.7394
2003-04-17,0.775,2.275,2.41,2.55,0.8825,0.97,,1.18,,1.395,1.595,1.9024999999999999,0.66487,0.65884,0.69995,0.71821
2003-04-18,0.775,2.2725,2.43,2.63,0.875,0.98,,1.1875,,1.405,1.6,1.9,,,,
2003-04-21,0.785,2.295,2.43,2.63,0.875,0.99,,1.195,,1.42,1.6225,1.9300000000000002,0.66479,0.65295,0.69641,0.7191
2003-04-22,0.77,2.3,2.4,2.6,0.8725,0.9775,,1.185,,1.4,1.6025,1.915,0.49747,0.65421,0.66199,0.68603
2003-04-23,0.785,2.4,2.5,2.68,0.87,1.0,,1.22,,1.4525000000000001,1.675,1.995,0.5781,0.63124,0.65873,0.68233
2003-04-24,0.78,2.41,2.51,2.68,0.89,1.005,,1.225,,1.45,1.665,2.005,0.63743,0.65375,0.68623,0.69506
2003-04-25,0.78,2.3925,2.5,2.65,0.87,0.995,,1.215,,1.435,1.655,1.995,0.65394,0.6546,0.69122,0.69502
2003-04-28,0.76,2.3449999999999998,2.45,2.65,0.865,0.975,,1.2,,1.415,1.615,1.9525000000000001,0.63884,0.66755,0.6871,0.69218
2003-04-29,0.785,2.38,2.5,2.71,0.87,0.9875,,1.2075,,1.4375,1.6425,1.9849999999999999,0.65923,0.67261,0.68132,0.70065
2003-04-30,0.765,2.3625,2.5,2.71,0.875,0.98,,1.195,,1.415,1.62,1.96,0.48754,0.67346,0.68278,0.69973
2003-05-02,0.7375,2.32,2.46,2.65,0.845,0.94,,1.17,,1.38,1.5675,1.92,0.67732,0.66412,0.69471,0.70694
2003-05-05,0.74,2.3449999999999998,2.48,2.63,0.87,0.955,,1.18,,1.3900000000000001,1.5925,1.9425,0.71105,0.67074,0.70035,0.69462
