,SDSW1    Curncy,SDSW10   Curncy,SDSW12   Curncy,SDSW15   Curncy,SDSW1F   Curncy,SDSW2    Curncy,SDSW20   Curncy,SDSW3    Curncy,SDSW30   Curncy,SDSW4    Curncy,SDSW5    Curncy,SDSW7    Curncy,SORF1D   Index,SORF1M   Index,SORF3M   Index,SORF6M   Index
1994-08-02,4.89,,,,,5.13,,5.3,,5.45,5.63,5.63,,,,
1994-08-03,5.07,,,,,5.13,,5.3,,5.45,5.63,5.63,,,,
1994-08-10,4.71,,,,,5.14,,5.33,,5.48,5.65,5.65,,,,
1994-08-11,5.04,,,,,5.15,,5.35,,5.5,5.68,5.68,,,,
1994-08-12,4.84,,,,,5.1,,5.3,,5.43,5.53,5.53,,,,
1994-08-15,4.84,,,,,5.1,,5.2,,5.35,5.45,5.45,,,,
1994-08-16,4.8,,,,,5.0,,5.23,,5.35,5.45,5.45,,,,
1994-08-17,4.8,,,,,5.0,,5.23,,5.35,5.45,5.45,,,,
1994-08-18,5.0,,,,,5.0,,5.23,,5.35,5.45,5.45,,,,
1994-08-19,5.2,,,,,5.21,,5.35,,5.48,5.65,5.65,,,,
1994-08-22,5.2,,,,,5.21,,5.35,,5.48,5.75,5.75,,,,
1994-08-23,5.27,,,,,5.3,,5.5,,5.8,6.13,6.13,,,,
1994-08-24,5.25,,,,,5.33,,5.48,,5.68,5.9399999999999995,5.9399999999999995,,,,
1994-08-25,5.23,,,,,5.35,,5.45,,5.55,5.75,5.75,,,,
1994-08-26,5.13,,,,,5.35,,5.45,,5.55,5.75,5.75,,,,
1994-08-29,5.16,,,,,5.28,,5.45,,5.55,5.83,5.83,,,,
1994-08-30,5.19,,,,,5.23,,5.45,,5.53,5.68,5.68,,,,
1994-09-01,5.27,,,,,5.53,,5.58,,5.7,5.85,5.85,,,,
1994-09-02,5.25,,,,,5.21,,5.38,,5.55,5.68,5.68,,,,
1994-09-05,5.3,,,,,5.43,,5.53,,5.63,5.75,5.75,,,,
1994-09-06,5.25,,,,,5.55,,5.7,,5.8,5.95,6.16,,,,
1994-09-07,5.23,,,,,5.53,,5.55,,5.58,5.75,5.85,,,,
1994-09-08,5.23,,,,,5.53,,5.55,,5.58,5.75,5.88,,,,
1994-09-09,5.21,,,,,5.5,,5.55,,5.58,5.7,5.8100000000000005,,,,
1994-09-12,5.32,,,,,5.45,,5.55,,5.63,5.7,5.86,,,,
1994-09-13,5.28,,,,,5.45,,5.55,,5.63,5.7,5.86,,,,
1994-09-14,5.17,,,,,5.45,,5.55,,5.63,5.7,5.86,,,,
1994-09-15,5.06,,,,,5.23,,5.33,,5.53,5.7,6.04,,,,
1994-09-16,5.24,,,,,5.35,,5.45,,5.6,5.68,5.91,,,,
1994-09-19,5.02,,,,,5.28,,5.38,,5.53,5.68,5.95,,,,
1994-09-20,4.95,,,,,5.23,,5.33,,5.53,5.7,6.04,,,,
1994-09-21,5.21,,,,,5.28,,5.33,,5.53,5.63,5.9,,,,
1994-09-22,5.21,,,,,5.49,,5.4,,5.5,5.63,5.74,,,,
1994-09-23,5.2,,,,,5.28,,5.35,,5.5,5.63,5.88,,,,
1994-09-26,5.2,,,,,5.28,,5.35,,5.5,5.63,5.88,,,,
1994-09-27,5.39,,,,,5.28,,5.38,,5.48,5.68,5.93,,,,
1994-09-28,5.24,,,,,5.28,,5.35,,5.45,5.6,5.8100000000000005,,,,
1994-09-29,5.24,,,,,5.28,,5.35,,5.45,5.6,5.8100000000000005,,,,
1994-09-30,5.34,,,,,5.25,,5.3,,5.5,5.6,5.88,,,,
1994-10-03,5.32,,,,,5.25,,5.3,,5.5,5.6,5.88,,,,
1994-10-04,5.36,,,,,5.29,,5.35,,5.5,5.63,5.87,,,,
1994-10-05,5.39,,,,,5.33,,5.4,,5.5,5.65,5.86,,,,
1994-10-06,4.92,,,,,5.33,,5.4,,5.48,5.63,5.8100000000000005,,,,
1994-10-07,5.12,,,,,5.25,,5.38,,5.43,5.6,5.8,,,,
1994-10-10,5.07,,,,,5.23,,5.33,,5.53,5.68,6.0,,,,
1994-10-11,5.04,,,,,5.1,,5.2,,5.3,5.45,5.68,,,,
1994-10-12,4.97,,,,,5.2,,5.35,,5.45,5.63,5.89,,,,
1994-10-13,4.97,,,,,5.2,,5.35,,5.45,5.55,5.78,,,,
1994-10-14,4.83,,,,,5.2,,5.35,,5.45,5.55,5.78,,,,
1994-10-17,4.68,,,,,5.2,,5.35,,5.45,5.55,5.78,,,,
1994-10-18,4.64,,,,,5.15,,5.3,,5.4,5.48,5.6899999999999995,,,,
1994-10-19,4.78,,,,,5.1,,5.2,,5.35,5.6,5.93,,,,
1994-10-20,4.86,,,,,5.08,,5.18,,5.33,5.53,5.83,,,,
1994-10-21,4.98,,,,,5.15,,5.25,,5.4,5.63,5.9399999999999995,,,,
1994-10-24,4.97,,,,,5.15,,5.25,,5.4,5.63,5.9399999999999995,,,,
1994-10-25,4.93,,,,,5.1,,5.2,,5.3,5.5,5.75,,,,
1994-10-26,5.0,,,,,5.1,,5.2,,5.3,5.5,5.75,,,,
1994-10-27,4.97,,,,,5.0,,5.23,,5.35,5.6,5.96,,,,
1994-10-28,5.0,,,,,5.0,,5.23,,5.35,5.63,6.0,,,,
1994-10-31,4.93,,,,,5.15,,5.3,,5.4,5.68,5.99,,,,
1994-11-01,4.88,,,,,5.15,,5.25,,5.35,5.58,5.84,,,,
1994-11-03,4.97,,,,,5.15,,5.25,,5.35,5.58,5.84,,,,
1994-11-04,5.17,,,,,5.13,,5.25,,5.4,5.6,5.91,,,,
1994-11-07,5.21,,,,,5.13,,5.25,,5.4,5.6,5.91,,,,
1994-11-08,5.24,,,,,5.2,,5.3,,5.4,5.55,5.78,,,,
1994-11-09,5.2,,,,,5.2,,5.3,,5.4,5.55,5.78,,,,
1994-11-10,5.11,,,,,5.1,,5.2,,5.38,5.63,5.98,,,,
1994-11-11,5.15,,,,,5.23,,5.2,,5.38,5.63,5.91,,,,
1994-11-14,5.22,,,,,5.23,,5.2,,5.38,5.63,5.91,,,,
1994-11-15,5.22,,,,,5.2,,5.4,,5.53,5.58,5.83,,,,
1994-11-16,5.29,,,,,5.2,,5.4,,5.53,5.58,5.83,,,,
1994-11-17,5.5600000000000005,,,,,5.45,,5.55,,5.7,5.8,6.05,,,,
1994-11-18,5.77,,,,,5.6,,5.65,,5.83,5.95,6.21,,,,
1994-11-21,5.88,,,,,5.83,,5.83,,6.08,6.13,6.4,,,,
1994-11-22,5.8,,,,,5.75,,5.85,,5.9,6.0,6.15,,,,
1994-11-23,5.87,,,,,5.75,,5.85,,5.9,6.0,6.15,,,,
1994-11-24,5.77,,,,,5.75,,5.85,,5.9,6.0,6.15,,,,
1994-11-25,5.8,,,,,5.83,,5.9,,5.95,6.05,6.19,,,,
1994-11-28,5.8,,,,,5.83,,5.9,,5.95,6.05,6.19,,,,
1994-11-29,5.93,,,,,5.8,,5.9,,5.98,6.05,6.21,,,,
1994-11-30,6.05,,,,,5.9,,5.93,,6.08,6.18,6.39,,,,
1994-12-01,6.11,,,,,5.9,,5.95,,6.05,6.15,6.33,,,,
1994-12-02,6.08,,,,,6.05,,6.05,,6.1,6.2,6.3,,,,
1994-12-05,6.15,,,,,6.05,,6.05,,6.1,6.2,6.3,,,,
1994-12-06,6.16,,,,,6.03,,6.08,,6.18,6.2,6.34,,,,
1994-12-07,6.1,,,,,6.05,,6.15,,6.25,6.35,6.55,,,,
1994-12-08,5.96,,,,,6.05,,6.15,,6.25,6.35,6.55,,,,
1994-12-09,6.1,,,,,6.05,,6.15,,6.25,6.35,6.55,,,,
1994-12-12,6.23,,,,,6.05,,6.15,,6.25,6.35,6.55,,,,
1994-12-13,6.32,,,,,6.03,,6.05,,6.25,6.28,6.5,,,,
1994-12-14,6.25,,,,,6.08,,6.1,,6.25,6.28,6.45,,,,
1994-12-15,6.17,,,,,6.03,,6.05,,6.25,6.28,6.5,,,,
1994-12-16,6.17,,,,,5.93,,5.95,,6.15,6.18,6.4,,,,
1994-12-19,6.2,,,,,5.98,,6.0,,6.2,6.23,6.45,,,,
1994-12-20,6.18,,,,,6.03,,6.05,,6.23,6.26,6.46,,,,
1994-12-21,6.19,,,,,5.95,,6.05,,6.25,6.3,6.58,,,,
1994-12-22,6.26,,,,,5.95,,6.05,,6.25,6.3,6.58,,,,
1994-12-23,6.36,,,,,6.03,,6.11,,6.3,6.3,6.53,,,,
1994-12-27,6.33,,,,,6.03,,6.11,,6.3,6.3,6.53,,,,
1994-12-28,6.27,,,,,5.98,,6.05,,6.25,6.3,6.5600000000000005,,,,
1994-12-29,6.32,,,,,6.03,,6.05,,6.25,6.3,6.54,,,,
1994-12-30,6.35,,,,,6.0,,6.07,,6.27,6.32,6.58,,,,
1995-01-03,6.42,,,,,6.01,,6.08,,6.28,6.36,6.63,,,,
1995-01-04,6.36,,,,,6.18,,6.23,,6.28,6.3,6.39,,,,
1995-01-05,6.12,,,,,6.08,,6.18,,6.23,6.28,6.4,,,,
1995-01-06,6.18,,,,,6.1,,6.2,,6.25,6.3,6.43,,,,
1995-01-09,5.92,,,,,6.1,,6.2,,6.25,6.3,6.43,,,,
1995-01-10,5.83,,,,,6.03,,6.2,,6.3,6.43,6.68,,,,
1995-01-11,5.54,,,,,6.0,,6.23,,6.3,6.33,6.53,,,,
1995-01-12,5.19,,,,,6.0,,6.23,,6.3,6.33,6.53,,,,
1995-01-13,5.72,,,,,6.1,,6.33,,6.4,6.43,6.63,,,,
1995-01-16,4.71,,,,,5.9,,6.13,,6.25,6.38,6.68,,,,
1995-01-17,4.87,,,,,5.4,,5.75,,6.0,6.1,6.58,,,,
1995-01-18,4.92,,,,,5.75,,5.8,,6.05,6.15,6.48,,,,
1995-01-19,4.85,,,,,5.65,,5.7,,5.95,6.05,6.38,,,,
1995-01-20,5.06,,,,,5.68,,5.93,,5.98,6.18,6.45,,,,
1995-01-23,4.84,,,,,5.73,,5.95,,5.98,6.2,6.45,,,,
1995-01-24,4.91,,,,,5.73,,5.93,,5.98,6.2,6.46,,,,
1995-01-25,4.9,,,,,5.4,,5.85,,5.9,6.1,6.48,,,,
1995-01-26,4.84,,,,,5.23,,5.75,,5.85,6.05,6.51,,,,
1995-01-27,4.84,,,,,5.23,,5.75,,5.85,6.05,6.51,,,,
1995-01-30,4.72,,,,,5.38,,5.85,,5.93,6.03,6.39,,,,
1995-02-02,4.78,,,,,5.35,,5.83,,5.93,6.08,6.49,,,,
1995-02-03,4.78,,,,,5.35,,5.75,,5.88,6.03,6.43,,,,
1995-02-07,4.9,,,,,5.48,,5.8,,5.9,6.0,6.31,,,,
1995-02-08,4.82,,,,,5.38,,5.78,,5.9,6.0,6.38,,,,
1995-02-09,4.8,,,,,5.45,,5.78,,5.88,5.98,6.29,,,,
1995-02-10,4.6899999999999995,,,,,5.43,,5.73,,5.88,5.98,6.33,,,,
1995-02-13,4.74,,,,,5.15,,5.55,,5.65,5.7,6.03,,,,
1995-02-14,4.72,,,,,5.3,,5.6,,5.7,5.9,6.25,,,,
1995-02-15,4.61,,,,,5.23,,5.63,,5.7,5.85,6.2,,,,
1995-02-16,4.48,,,,,5.15,,5.43,,5.58,5.68,6.01,,,,
1995-02-17,4.48,,,,,5.2,,5.48,,5.63,5.7,6.03,,,,
1995-02-20,4.45,,,,,5.25,,5.6,,5.7,5.8,6.13,,,,
1995-02-21,4.45,,,,,5.27,,5.58,,5.63,5.73,5.98,,,,
1995-02-22,4.49,,,,,5.28,,5.48,,5.6,5.68,5.9399999999999995,,,,
1995-02-23,4.23,,,,,5.34,,5.55,,5.6,5.73,5.95,,,,
1995-02-24,4.05,,,,,5.25,,5.5,,5.68,5.75,6.09,,,,
1995-02-27,4.27,,,,,5.25,,5.5,,5.65,5.7,6.0,,,,
1995-02-28,4.3,,,,,5.3,,5.55,,5.65,5.7,5.95,,,,
1995-03-01,4.38,,,,,5.25,,5.5,,5.6,5.7,5.97,,,,
1995-03-02,4.28,,,,,5.13,,5.35,,5.6,5.7,6.11,,,,
1995-03-06,4.42,,,,,5.25,,5.4,,5.55,5.7,6.0,,,,
1995-03-07,4.34,,,,,5.1,,5.4,,5.53,5.68,6.02,,,,
1995-03-08,4.46,,,,,5.15,,5.33,,5.55,5.68,6.05,,,,
1995-03-09,4.06,,,,,4.88,,5.15,,5.43,5.53,5.99,,,,
1995-03-10,3.66,,,,,4.7,,5.2,,5.35,5.55,6.05,,,,
1995-03-13,3.67,,,,,4.78,,5.2,,5.4,5.55,6.04,,,,
1995-03-14,3.7,,,,,4.78,,5.2,,5.4,5.55,6.04,,,,
1995-03-15,3.63,,,,,4.78,,5.2,,5.35,5.53,5.97,,,,
1995-03-16,3.58,,,,,4.78,,5.1,,5.35,5.5,5.99,,,,
1995-03-17,3.58,,,,,4.8,,5.1,,5.35,5.5,5.97,,,,
1995-03-20,3.57,,,,,4.75,,5.13,,5.3,5.5,5.96,,,,
1995-03-21,3.52,,,,,4.75,,5.15,,5.43,5.53,6.05,,,,
1995-03-22,3.69,,,,,4.8,,5.1,,5.33,5.5,5.96,,,,
1995-03-23,3.7,,,,,4.6,,5.1,,5.35,5.5,6.07,,,,
1995-03-24,3.62,,,,,4.6,,5.15,,5.35,5.5,6.05,,,,
1995-03-27,3.58,,,,,4.6,,5.15,,5.3,5.45,5.95,,,,
1995-03-28,3.62,,,,,4.6,,5.15,,5.35,5.5,6.05,,,,
1995-03-29,3.74,,,,,4.6,,5.05,,5.2,5.4,5.87,,,,
1995-03-30,3.87,,,,,4.55,,5.05,,5.25,5.4,5.92,,,,
1995-03-31,3.67,,,,,4.6,,5.08,,5.25,5.4,5.89,,,,
1995-04-03,3.8,,,,,4.6,,5.1,,5.3,5.45,5.97,,,,
1995-04-04,3.77,,,,,4.55,,5.1,,5.3,5.5,6.07,,,,
1995-04-05,3.89,,,,,4.6,,5.1,,5.3,5.4,5.9,,,,
1995-04-06,3.9,,,,,4.65,,5.15,,5.35,5.5,6.02,,,,
1995-04-07,3.7800000000000002,,,,,4.65,,5.15,,5.3,5.48,5.96,,,,
1995-04-10,3.51,,,,,4.65,,5.15,,5.35,5.5,6.02,,,,
1995-04-11,3.51,,,,,4.65,,5.1,,5.3,5.48,5.99,,,,
1995-04-12,3.45,,,,,4.4,,5.13,,5.25,5.43,6.0,,,,
1995-04-13,3.58,,,,,4.63,,5.08,,5.25,5.45,5.95,,,,
1995-04-17,3.41,,,,,4.45,,4.95,,5.15,5.2,5.67,,,,
1995-04-18,3.18,,,,,4.55,,5.03,,5.23,5.38,5.89,,,,
1995-04-19,3.15,,,,,4.4,,4.95,,5.05,5.35,5.87,,,,
1995-04-20,3.12,,,,,4.35,,4.95,,5.08,5.35,5.91,,,,
1995-04-21,3.13,,,,,4.28,,4.85,,5.05,5.35,5.99,,,,
1995-04-25,3.21,,,,,4.25,,4.45,,4.95,5.2,5.92,,,,
1995-04-26,3.03,,,,,4.25,,4.55,,4.8,5.15,5.72,,,,
1995-04-27,3.23,,,,,4.25,,4.48,,4.6,4.95,5.36,,,,
1995-04-28,3.18,,,,,4.35,,4.5,,4.6,4.95,5.3,,,,
1995-05-02,3.11,,,,,4.25,,4.45,,4.53,4.85,5.19,,,,
1995-05-03,3.18,,,,,4.2,,4.3,,4.4,4.75,5.07,,,,
1995-05-04,3.11,,,,,4.2,,4.3,,4.45,4.75,5.1,,,,
1995-05-05,2.93,,,,,4.2,,4.3,,4.4,4.75,5.07,,,,
1995-05-08,2.73,,,,,4.1,,4.15,,4.3,4.6,4.92,,,,
1995-05-09,2.55,,,,,3.85,,4.05,,4.25,4.55,5.0,,,,
1995-05-11,2.36,,,,,3.95,,4.05,,4.25,4.6,5.02,,,,
1995-05-12,2.59,,,,,4.05,,4.15,,4.35,4.65,5.05,,,,
1995-05-16,2.56,,,,,4.0,,4.25,,4.55,4.85,5.42,,,,
1995-05-17,2.7199999999999998,,,,,3.85,,4.2,,4.5,4.65,5.2,,,,
1995-05-18,2.57,,,,,3.65,,4.1,,4.35,4.6,5.2,,,,
1995-05-19,2.66,,,,,3.6,,4.1,,4.33,4.55,5.14,,,,
1995-05-22,2.59,,,,,3.55,,4.05,,4.28,4.55,5.16,,,,
1995-05-23,2.81,,,,,3.65,,4.13,,4.4,4.8,5.51,,,,
1995-05-24,2.52,,,,,3.7,,4.13,,4.35,4.65,5.24,,,,
1995-05-25,2.4,,,,,3.7,,4.13,,4.35,4.65,5.24,,,,
1995-05-26,2.39,,,,,3.65,,4.1,,4.3,4.55,5.1,,,,
1995-05-29,2.37,,,,,3.4,,4.05,,4.3,4.65,5.4,,,,
1995-05-30,2.24,,,,,3.35,,4.0,,4.25,4.4,5.05,,,,
1995-05-31,2.36,,,,,3.2,,3.9,,4.2,4.35,5.07,,,,
1995-06-01,2.43,,,,,3.3,,3.85,,4.15,4.3,4.95,,,,
1995-06-02,2.39,,,,,3.25,,3.95,,4.23,4.4,5.11,,,,
1995-06-05,2.17,,,,,3.2800000000000002,,3.93,,4.25,4.45,5.2,,,,
1995-06-06,2.14,,,,,3.18,,3.88,,4.1,4.3,4.97,,,,
1995-06-07,2.21,,,,,3.2,,3.85,,4.08,4.43,5.15,,,,
1995-06-08,2.5300000000000002,,,,,3.05,,3.93,,4.08,4.28,4.96,,,,
1995-06-09,2.49,,,,,3.25,,3.83,,4.05,4.2,4.79,,,,
1995-06-12,2.65,,,,,3.2800000000000002,,3.83,,3.95,4.15,4.65,,,,
1995-06-13,2.4,,,,,3.4,,3.93,,4.08,4.23,4.71,,,,
1995-06-14,2.2800000000000002,,,,,3.19,,3.83,,4.0,4.2,4.79,,,,
1995-06-15,2.26,,,,,3.13,,3.93,,4.0,4.18,4.74,,,,
1995-06-16,2.39,,,,,2.95,,3.83,,3.95,4.2,4.89,,,,
1995-06-19,2.33,,,,,2.9,,3.9,,4.0,4.1,4.75,,,,
1995-06-20,2.35,,,,,2.75,,3.73,,3.9,4.1,4.86,,,,
1995-06-21,2.38,,,,,3.03,,3.7,,3.95,4.15,4.84,,,,
1995-06-22,2.45,,,,,3.03,,3.65,,3.95,4.13,4.82,,,,
1995-06-23,2.39,,,,,3.05,,3.7,,3.95,4.18,4.86,,,,
1995-06-26,2.32,,,,,3.09,,3.7,,3.95,4.15,4.8100000000000005,,,,
1995-06-27,2.5,,,,,3.2,,3.73,,3.98,4.15,4.57,,,,
1995-06-28,2.51,,,,,3.55,,3.88,,4.08,4.25,4.62,,,,
1995-06-29,2.59,,,,,3.46,,4.0,,4.2,4.45,4.9,,,,
1995-06-30,2.76,,,,,3.48,,4.1,,4.05,4.35,4.64,,,,
1995-07-03,2.81,,,,,3.38,,3.95,,4.1,4.35,4.76,,,,
1995-07-04,2.82,,,,,3.38,,4.0,,4.1,4.35,4.72,,,,
1995-07-05,2.69,,,,,3.4699999999999998,,4.03,,4.15,4.35,4.68,,,,
1995-07-06,2.68,,,,,3.5300000000000002,,4.1,,4.2,4.15,4.18,,,,
1995-07-07,2.48,,,,,3.33,,4.1,,4.2,4.15,4.18,,,,
1995-07-10,2.49,,,,,3.34,,4.1,,4.2,4.4,4.71,,,,
1995-07-12,3.21,,,,,4.06,,4.3,,4.4,4.5,4.7,,,,
1995-07-13,2.86,,,,,3.55,,4.05,,4.2,4.3,4.54,,,,
1995-07-14,3.09,,,,,3.7199999999999998,,3.95,,4.15,4.25,4.54,,,,
1995-07-17,3.37,,,,,3.88,,3.95,,4.2,4.5,5.05,,,,
1995-07-18,3.41,,,,,4.0,,4.15,,4.25,4.55,4.97,,,,
1995-07-19,3.36,,,,,3.95,,4.15,,4.33,4.6,5.06,,,,
1995-07-20,3.49,,,,,4.0,,4.1,,4.4,4.65,5.19,,,,
1995-07-21,3.57,,,,,4.15,,4.18,,4.43,4.7,5.23,,,,
1995-07-24,3.98,,,,,4.38,,4.55,,4.65,4.8,5.06,,,,
1995-07-25,3.77,,,,,4.28,,4.45,,4.6,4.75,5.05,,,,
1995-07-27,3.75,,,,,4.28,,4.4,,4.53,4.75,5.11,,,,
1995-07-31,3.6,,,,,4.2,,4.28,,4.45,4.65,5.03,,,,
1995-08-01,3.58,,,,,4.2,,4.25,,4.5,4.65,5.04,,,,
1995-08-02,3.65,,,,,4.2,,4.3,,4.5,4.7,5.1,,,,
1995-08-03,3.71,,,,,4.2,,4.3,,4.58,4.73,5.14,,,,
1995-08-04,3.75,,,,,4.25,,4.43,,4.6,4.75,5.07,,,,
1995-08-07,3.76,,,,,4.31,,4.45,,4.6,4.75,5.05,,,,
1995-08-08,3.76,,,,,4.37,,4.48,,4.6,4.75,5.03,,,,
1995-08-09,3.77,,,,,4.4,,4.49,,4.6,4.75,5.02,,,,
1995-08-10,3.77,,,,,4.43,,4.5,,4.6,4.75,5.01,,,,
1995-08-11,3.75,,,,,4.35,,4.48,,4.6,4.75,5.03,,,,
1995-08-14,3.71,,,,,4.33,,4.48,,4.6,4.8,5.13,,,,
1995-08-15,3.36,,,,,4.1,,4.4,,4.55,4.7,5.0,,,,
1995-08-16,3.4699999999999998,,,,,3.95,,4.23,,4.33,4.55,4.89,,,,
1995-08-17,3.2,,,,,4.0,,4.2,,4.45,4.55,4.88,,,,
1995-08-18,3.14,,,,,3.95,,4.23,,4.35,4.5,4.78,,,,
1995-08-21,3.37,,,,,4.03,,4.3,,4.43,4.55,4.8,,,,
1995-08-22,3.25,,,,,4.05,,4.3,,4.5,4.6,4.89,,,,
1995-08-23,3.26,,,,,4.08,,4.3,,4.5,4.6,4.89,,,,
1995-08-24,3.2800000000000002,,,,,4.1,,4.3,,4.5,4.6,4.89,,,,
1995-08-25,3.21,,,,,4.08,,4.28,,4.5,4.6,4.91,,,,
1995-08-28,3.2,,,,,4.04,,4.24,,4.48,4.59,4.88,,,,
1995-08-29,3.19,,,,,4.0,,4.2,,4.45,4.58,4.85,,,,
1995-08-30,3.18,,,,,4.0,,4.23,,4.4,4.5600000000000005,4.88,,,,
1995-08-31,3.17,,,,,4.0,,4.25,,4.35,4.55,4.9,,,,
1995-09-01,3.15,,,,,4.0,,4.25,,4.35,4.55,4.9,,,,
1995-09-04,3.17,,,,,4.05,,4.25,,4.35,4.58,4.96,,,,
1995-09-05,3.11,,,,,4.05,,4.25,,4.38,4.61,5.04,,,,
1995-09-06,3.05,,,,,4.05,,4.25,,4.4,4.65,5.13,,,,
1995-09-07,2.98,,,,,4.05,,4.2,,4.4,4.55,4.87,,,,
1995-09-08,3.1,,,,,3.9,,4.15,,4.4,4.55,4.89,,,,
1995-09-11,3.1,,,,,3.96,,4.28,,4.43,4.53,4.78,,,,
1995-09-12,3.15,,,,,3.93,,4.25,,4.4,4.5,4.75,,,,
1995-09-13,3.03,,,,,3.91,,4.21,,4.4,4.58,4.98,,,,
1995-09-14,3.08,,,,,3.93,,4.26,,4.41,4.51,4.75,,,,
1995-09-15,3.03,,,,,3.88,,4.15,,4.25,4.38,4.6,,,,
1995-09-18,3.05,,,,,3.87,,4.2,,4.35,4.45,4.6899999999999995,,,,
1995-09-19,3.08,,,,,3.88,,4.15,,4.3,4.4,4.64,,,,
1995-09-20,3.09,,,,,3.83,,4.11,,4.26,4.36,4.6,,,,
1995-09-21,3.04,,,,,3.84,,4.11,,4.26,4.36,4.61,,,,
1995-09-22,3.14,,,,,3.91,,4.24,,4.39,4.49,4.73,,,,
1995-09-25,3.18,,,,,3.95,,4.25,,4.4,4.5,4.72,,,,
1995-09-26,3.21,,,,,3.92,,4.24,,4.39,4.49,4.74,,,,
1995-09-27,3.22,,,,,3.95,,4.28,,4.43,4.53,4.77,,,,
1995-09-28,3.23,,,,,3.9699999999999998,,4.3,,4.45,4.55,4.79,,,,
1995-09-29,3.24,,,,,3.96,,4.28,,4.38,4.53,4.83,,,,
1995-10-02,3.19,,,,,3.91,,4.23,,4.33,4.48,4.78,,,,
1995-10-03,3.19,,,,,3.88,,4.2,,4.32,4.44,4.7,,,,
1995-10-04,3.2,,,,,3.92,,4.24,,4.36,4.48,4.74,,,,
1995-10-05,3.29,,,,,3.94,,4.26,,4.38,4.5,4.76,,,,
1995-10-06,3.26,,,,,3.95,,4.27,,4.39,4.51,4.77,,,,
1995-10-09,3.27,,,,,3.9699999999999998,,4.29,,4.41,4.53,4.79,,,,
1995-10-10,3.2800000000000002,,,,,3.96,,4.28,,4.4,4.52,4.78,,,,
1995-10-11,3.36,,,,,4.05,,4.32,,4.44,4.5600000000000005,4.82,,,,
1995-10-12,3.27,,,,,4.03,,4.3,,4.42,4.54,4.8,,,,
1995-10-13,3.25,,,,,3.9699999999999998,,4.24,,4.36,4.48,4.74,,,,
1995-10-16,3.3,,,,,4.0,,4.28,,4.35,4.55,4.9,,,,
1995-10-17,3.23,,,,,3.96,,4.23,,4.35,4.47,4.73,,,,
1995-10-18,3.21,,,,,3.93,,4.2,,4.32,4.44,4.7,,,,
1995-10-19,3.23,,,,,4.02,,4.29,,4.41,4.53,4.79,,,,
1995-10-20,3.21,,,,,4.01,,4.28,,4.4,4.52,4.78,,,,
1995-10-24,3.35,,,,,4.09,,4.41,,4.53,4.65,4.91,,,,
1995-10-25,3.26,,,,,4.0,,4.32,,4.44,4.5600000000000005,4.82,,,,
1995-10-26,3.23,,,,,3.95,,4.27,,4.39,4.51,4.77,,,,
1995-10-27,3.22,,,,,3.95,,4.22,,4.37,4.49,4.76,,,,
1995-10-30,3.22,,,,,3.95,,4.22,,4.37,4.5,4.78,,,,
1995-10-31,3.22,,,,,3.9699999999999998,,4.24,,4.39,4.51,4.78,,,,
1995-11-01,3.2,,,,,3.99,,4.26,,4.41,4.53,4.8,,,,
1995-11-02,3.12,,,,,3.91,,4.18,,4.33,4.45,4.72,,,,
1995-11-03,3.06,,,,,3.89,,4.16,,4.31,4.43,4.7,,,,
1995-11-06,3.08,,,,,3.91,,4.18,,4.33,4.45,4.72,,,,
1995-11-07,3.11,,,,,3.89,,4.16,,4.31,4.47,4.8100000000000005,,,,
1995-11-08,3.12,,,,,3.89,,4.16,,4.31,4.47,4.8100000000000005,,,,
1995-11-09,2.98,,,,,3.7800000000000002,,4.05,,4.2,4.36,4.7,,,,
1995-11-10,3.07,,,,,3.7800000000000002,,4.1,,4.25,4.41,4.75,,,,
1995-11-13,3.01,,,,,3.84,,4.11,,4.26,4.42,4.76,,,,
1995-11-14,2.99,,,,,3.79,,4.16,,4.36,4.52,4.88,,,,
1995-11-15,2.91,,,,,3.77,,4.14,,4.34,4.5,4.86,,,,
1995-11-16,2.95,,,,,3.75,,4.12,,4.32,4.48,4.84,,,,
1995-11-17,2.92,,,,,3.77,,4.12,,4.34,4.42,4.61,,,,
1995-11-20,2.88,,,,,3.74,,4.09,,4.31,4.39,4.58,,,,
1995-11-21,2.93,,,,,3.77,,4.12,,4.34,4.57,5.01,,,,
1995-11-22,3.02,,,,,3.82,,4.14,,4.36,4.54,4.91,,,,
1995-11-23,3.02,,,,,3.81,,4.13,,4.35,4.53,4.9,,,,
1995-11-24,3.01,,,,,3.8,,4.12,,4.34,4.52,4.89,,,,
1995-11-27,2.91,,,,,3.7800000000000002,,4.13,,4.35,4.53,4.9,,,,
1995-11-28,3.14,,,,,3.7800000000000002,,4.13,,4.33,4.5,4.85,,,,
1995-11-29,3.1,,,,,3.9,,4.25,,4.47,4.65,5.02,,,,
1995-11-30,3.06,,,,,3.82,,4.17,,4.39,4.57,4.9399999999999995,,,,
1995-12-01,3.02,,,,,3.77,,4.12,,4.34,4.52,4.89,,,,
1995-12-04,3.01,,,,,3.76,,4.06,,4.33,4.48,4.8,,,,
1995-12-05,3.01,,,,,3.74,,4.04,,4.27,4.49,4.9399999999999995,,,,
1995-12-06,2.92,,,,,3.7800000000000002,,4.08,,4.28,4.48,4.85,,,,
1995-12-07,2.92,,,,,3.73,,4.05,,4.25,4.48,4.9,,,,
