Date,FIXFLOAT:1Y,FIXFLOAT:10Y,FIXFLOAT:12Y,FIXFLOAT:15Y,FIXFLOAT:18M,FIXFLOAT:2Y,FIXFLOAT:20Y,FIXFLOAT:3Y,FIXFLOAT:30Y,FIXFLOAT:4Y,FIXFLOAT:5Y,FIXFLOAT:7Y,DEPOSIT:1D,DEPOSIT:1M,DEPOSIT:3M,DEPOSIT:6M
2-Aug-1994,4.89,,,,,5.13,,5.3,,5.45,5.63,5.63,,,,
3-Aug-1994,5.07,,,,,5.13,,5.3,,5.45,5.63,5.63,,,,
10-Aug-1994,4.71,,,,,5.14,,5.33,,5.48,5.65,5.65,,,,
11-Aug-1994,5.04,,,,,5.15,,5.35,,5.5,5.68,5.68,,,,
12-Aug-1994,4.84,,,,,5.1,,5.3,,5.43,5.53,5.53,,,,
15-Aug-1994,4.84,,,,,5.1,,5.2,,5.35,5.45,5.45,,,,
16-Aug-1994,4.8,,,,,5,,5.23,,5.35,5.45,5.45,,,,
17-Aug-1994,4.8,,,,,5,,5.23,,5.35,5.45,5.45,,,,
18-Aug-1994,5,,,,,5,,5.23,,5.35,5.45,5.45,,,,
19-Aug-1994,5.2,,,,,5.21,,5.35,,5.48,5.65,5.65,,,,
22-Aug-1994,5.2,,,,,5.21,,5.35,,5.48,5.75,5.75,,,,
23-Aug-1994,5.27,,,,,5.3,,5.5,,5.8,6.13,6.13,,,,
24-Aug-1994,5.25,,,,,5.33,,5.48,,5.68,5.94,5.94,,,,
25-Aug-1994,5.23,,,,,5.35,,5.45,,5.55,5.75,5.75,,,,
26-Aug-1994,5.13,,,,,5.35,,5.45,,5.55,5.75,5.75,,,,
29-Aug-1994,5.16,,,,,5.28,,5.45,,5.55,5.83,5.83,,,,
30-Aug-1994,5.19,,,,,5.23,,5.45,,5.53,5.68,5.68,,,,
1-Sep-1994,5.27,,,,,5.53,,5.58,,5.7,5.85,5.85,,,,
2-Sep-1994,5.25,,,,,5.21,,5.38,,5.55,5.68,5.68,,,,
5-Sep-1994,5.3,,,,,5.43,,5.53,,5.63,5.75,5.75,,,,
6-Sep-1994,5.25,,,,,5.55,,5.7,,5.8,5.95,6.16,,,,
7-Sep-1994,5.23,,,,,5.53,,5.55,,5.58,5.75,5.85,,,,
8-Sep-1994,5.23,,,,,5.53,,5.55,,5.58,5.75,5.88,,,,
9-Sep-1994,5.21,,,,,5.5,,5.55,,5.58,5.7,5.81,,,,
12-Sep-1994,5.32,,,,,5.45,,5.55,,5.63,5.7,5.86,,,,
13-Sep-1994,5.28,,,,,5.45,,5.55,,5.63,5.7,5.86,,,,
14-Sep-1994,5.17,,,,,5.45,,5.55,,5.63,5.7,5.86,,,,
15-Sep-1994,5.06,,,,,5.23,,5.33,,5.53,5.7,6.04,,,,
16-Sep-1994,5.24,,,,,5.35,,5.45,,5.6,5.68,5.91,,,,
19-Sep-1994,5.02,,,,,5.28,,5.38,,5.53,5.68,5.95,,,,
20-Sep-1994,4.95,,,,,5.23,,5.33,,5.53,5.7,6.04,,,,
21-Sep-1994,5.21,,,,,5.28,,5.33,,5.53,5.63,5.9,,,,
22-Sep-1994,5.21,,,,,5.49,,5.4,,5.5,5.63,5.74,,,,
23-Sep-1994,5.2,,,,,5.28,,5.35,,5.5,5.63,5.88,,,,
26-Sep-1994,5.2,,,,,5.28,,5.35,,5.5,5.63,5.88,,,,
27-Sep-1994,5.39,,,,,5.28,,5.38,,5.48,5.68,5.93,,,,
28-Sep-1994,5.24,,,,,5.28,,5.35,,5.45,5.6,5.81,,,,
29-Sep-1994,5.24,,,,,5.28,,5.35,,5.45,5.6,5.81,,,,
30-Sep-1994,5.34,,,,,5.25,,5.3,,5.5,5.6,5.88,,,,
3-Oct-1994,5.32,,,,,5.25,,5.3,,5.5,5.6,5.88,,,,
4-Oct-1994,5.36,,,,,5.29,,5.35,,5.5,5.63,5.87,,,,
5-Oct-1994,5.39,,,,,5.33,,5.4,,5.5,5.65,5.86,,,,
6-Oct-1994,4.92,,,,,5.33,,5.4,,5.48,5.63,5.81,,,,
7-Oct-1994,5.12,,,,,5.25,,5.38,,5.43,5.6,5.8,,,,
10-Oct-1994,5.07,,,,,5.23,,5.33,,5.53,5.68,6,,,,
11-Oct-1994,5.04,,,,,5.1,,5.2,,5.3,5.45,5.68,,,,
12-Oct-1994,4.97,,,,,5.2,,5.35,,5.45,5.63,5.89,,,,
13-Oct-1994,4.97,,,,,5.2,,5.35,,5.45,5.55,5.78,,,,
14-Oct-1994,4.83,,,,,5.2,,5.35,,5.45,5.55,5.78,,,,
17-Oct-1994,4.68,,,,,5.2,,5.35,,5.45,5.55,5.78,,,,
18-Oct-1994,4.64,,,,,5.15,,5.3,,5.4,5.48,5.69,,,,
19-Oct-1994,4.78,,,,,5.1,,5.2,,5.35,5.6,5.93,,,,
20-Oct-1994,4.86,,,,,5.08,,5.18,,5.33,5.53,5.83,,,,
21-Oct-1994,4.98,,,,,5.15,,5.25,,5.4,5.63,5.94,,,,
24-Oct-1994,4.97,,,,,5.15,,5.25,,5.4,5.63,5.94,,,,
25-Oct-1994,4.93,,,,,5.1,,5.2,,5.3,5.5,5.75,,,,
26-Oct-1994,5,,,,,5.1,,5.2,,5.3,5.5,5.75,,,,
27-Oct-1994,4.97,,,,,5,,5.23,,5.35,5.6,5.96,,,,
28-Oct-1994,5,,,,,5,,5.23,,5.35,5.63,6,,,,
31-Oct-1994,4.93,,,,,5.15,,5.3,,5.4,5.68,5.99,,,,
1-Nov-1994,4.88,,,,,5.15,,5.25,,5.35,5.58,5.84,,,,
3-Nov-1994,4.97,,,,,5.15,,5.25,,5.35,5.58,5.84,,,,
4-Nov-1994,5.17,,,,,5.13,,5.25,,5.4,5.6,5.91,,,,
7-Nov-1994,5.21,,,,,5.13,,5.25,,5.4,5.6,5.91,,,,
8-Nov-1994,5.24,,,,,5.2,,5.3,,5.4,5.55,5.78,,,,
9-Nov-1994,5.2,,,,,5.2,,5.3,,5.4,5.55,5.78,,,,
10-Nov-1994,5.11,,,,,5.1,,5.2,,5.38,5.63,5.98,,,,
11-Nov-1994,5.15,,,,,5.23,,5.2,,5.38,5.63,5.91,,,,
14-Nov-1994,5.22,,,,,5.23,,5.2,,5.38,5.63,5.91,,,,
15-Nov-1994,5.22,,,,,5.2,,5.4,,5.53,5.58,5.83,,,,
16-Nov-1994,5.29,,,,,5.2,,5.4,,5.53,5.58,5.83,,,,
17-Nov-1994,5.56,,,,,5.45,,5.55,,5.7,5.8,6.05,,,,
18-Nov-1994,5.77,,,,,5.6,,5.65,,5.83,5.95,6.21,,,,
21-Nov-1994,5.88,,,,,5.83,,5.83,,6.08,6.13,6.4,,,,
22-Nov-1994,5.8,,,,,5.75,,5.85,,5.9,6,6.15,,,,
23-Nov-1994,5.87,,,,,5.75,,5.85,,5.9,6,6.15,,,,
24-Nov-1994,5.77,,,,,5.75,,5.85,,5.9,6,6.15,,,,
25-Nov-1994,5.8,,,,,5.83,,5.9,,5.95,6.05,6.19,,,,
28-Nov-1994,5.8,,,,,5.83,,5.9,,5.95,6.05,6.19,,,,
29-Nov-1994,5.93,,,,,5.8,,5.9,,5.98,6.05,6.21,,,,
30-Nov-1994,6.05,,,,,5.9,,5.93,,6.08,6.18,6.39,,,,
1-Dec-1994,6.11,,,,,5.9,,5.95,,6.05,6.15,6.33,,,,
2-Dec-1994,6.08,,,,,6.05,,6.05,,6.1,6.2,6.3,,,,
5-Dec-1994,6.15,,,,,6.05,,6.05,,6.1,6.2,6.3,,,,
6-Dec-1994,6.16,,,,,6.03,,6.08,,6.18,6.2,6.34,,,,
7-Dec-1994,6.1,,,,,6.05,,6.15,,6.25,6.35,6.55,,,,
8-Dec-1994,5.96,,,,,6.05,,6.15,,6.25,6.35,6.55,,,,
9-Dec-1994,6.1,,,,,6.05,,6.15,,6.25,6.35,6.55,,,,
12-Dec-1994,6.23,,,,,6.05,,6.15,,6.25,6.35,6.55,,,,
13-Dec-1994,6.32,,,,,6.03,,6.05,,6.25,6.28,6.5,,,,
14-Dec-1994,6.25,,,,,6.08,,6.1,,6.25,6.28,6.45,,,,
15-Dec-1994,6.17,,,,,6.03,,6.05,,6.25,6.28,6.5,,,,
16-Dec-1994,6.17,,,,,5.93,,5.95,,6.15,6.18,6.4,,,,
19-Dec-1994,6.2,,,,,5.98,,6,,6.2,6.23,6.45,,,,
20-Dec-1994,6.18,,,,,6.03,,6.05,,6.23,6.26,6.46,,,,
21-Dec-1994,6.19,,,,,5.95,,6.05,,6.25,6.3,6.58,,,,
22-Dec-1994,6.26,,,,,5.95,,6.05,,6.25,6.3,6.58,,,,
23-Dec-1994,6.36,,,,,6.03,,6.11,,6.3,6.3,6.53,,,,
27-Dec-1994,6.33,,,,,6.03,,6.11,,6.3,6.3,6.53,,,,
28-Dec-1994,6.27,,,,,5.98,,6.05,,6.25,6.3,6.56,,,,
29-Dec-1994,6.32,,,,,6.03,,6.05,,6.25,6.3,6.54,,,,
30-Dec-1994,6.35,,,,,6,,6.07,,6.27,6.32,6.58,,,,
3-Jan-1995,6.42,,,,,6.01,,6.08,,6.28,6.36,6.63,,,,
4-Jan-1995,6.36,,,,,6.18,,6.23,,6.28,6.3,6.39,,,,
5-Jan-1995,6.12,,,,,6.08,,6.18,,6.23,6.28,6.4,,,,
6-Jan-1995,6.18,,,,,6.1,,6.2,,6.25,6.3,6.43,,,,
9-Jan-1995,5.92,,,,,6.1,,6.2,,6.25,6.3,6.43,,,,
10-Jan-1995,5.83,,,,,6.03,,6.2,,6.3,6.43,6.68,,,,
11-Jan-1995,5.54,,,,,6,,6.23,,6.3,6.33,6.53,,,,
12-Jan-1995,5.19,,,,,6,,6.23,,6.3,6.33,6.53,,,,
13-Jan-1995,5.72,,,,,6.1,,6.33,,6.4,6.43,6.63,,,,
16-Jan-1995,4.71,,,,,5.9,,6.13,,6.25,6.38,6.68,,,,
17-Jan-1995,4.87,,,,,5.4,,5.75,,6,6.1,6.58,,,,
18-Jan-1995,4.92,,,,,5.75,,5.8,,6.05,6.15,6.48,,,,
19-Jan-1995,4.85,,,,,5.65,,5.7,,5.95,6.05,6.38,,,,
20-Jan-1995,5.06,,,,,5.68,,5.93,,5.98,6.18,6.45,,,,
23-Jan-1995,4.84,,,,,5.73,,5.95,,5.98,6.2,6.45,,,,
24-Jan-1995,4.91,,,,,5.73,,5.93,,5.98,6.2,6.46,,,,
25-Jan-1995,4.9,,,,,5.4,,5.85,,5.9,6.1,6.48,,,,
26-Jan-1995,4.84,,,,,5.23,,5.75,,5.85,6.05,6.51,,,,
27-Jan-1995,4.84,,,,,5.23,,5.75,,5.85,6.05,6.51,,,,
30-Jan-1995,4.72,,,,,5.38,,5.85,,5.93,6.03,6.39,,,,
2-Feb-1995,4.78,,,,,5.35,,5.83,,5.93,6.08,6.49,,,,
3-Feb-1995,4.78,,,,,5.35,,5.75,,5.88,6.03,6.43,,,,
7-Feb-1995,4.9,,,,,5.48,,5.8,,5.9,6,6.31,,,,
8-Feb-1995,4.82,,,,,5.38,,5.78,,5.9,6,6.38,,,,
9-Feb-1995,4.8,,,,,5.45,,5.78,,5.88,5.98,6.29,,,,
10-Feb-1995,4.69,,,,,5.43,,5.73,,5.88,5.98,6.33,,,,
13-Feb-1995,4.74,,,,,5.15,,5.55,,5.65,5.7,6.03,,,,
14-Feb-1995,4.72,,,,,5.3,,5.6,,5.7,5.9,6.25,,,,
15-Feb-1995,4.61,,,,,5.23,,5.63,,5.7,5.85,6.2,,,,
16-Feb-1995,4.48,,,,,5.15,,5.43,,5.58,5.68,6.01,,,,
17-Feb-1995,4.48,,,,,5.2,,5.48,,5.63,5.7,6.03,,,,
20-Feb-1995,4.45,,,,,5.25,,5.6,,5.7,5.8,6.13,,,,
21-Feb-1995,4.45,,,,,5.27,,5.58,,5.63,5.73,5.98,,,,
22-Feb-1995,4.49,,,,,5.28,,5.48,,5.6,5.68,5.94,,,,
23-Feb-1995,4.23,,,,,5.34,,5.55,,5.6,5.73,5.95,,,,
24-Feb-1995,4.05,,,,,5.25,,5.5,,5.68,5.75,6.09,,,,
27-Feb-1995,4.27,,,,,5.25,,5.5,,5.65,5.7,6,,,,
28-Feb-1995,4.3,,,,,5.3,,5.55,,5.65,5.7,5.95,,,,
1-Mar-1995,4.38,,,,,5.25,,5.5,,5.6,5.7,5.97,,,,
2-Mar-1995,4.28,,,,,5.13,,5.35,,5.6,5.7,6.11,,,,
6-Mar-1995,4.42,,,,,5.25,,5.4,,5.55,5.7,6,,,,
7-Mar-1995,4.34,,,,,5.1,,5.4,,5.53,5.68,6.02,,,,
8-Mar-1995,4.46,,,,,5.15,,5.33,,5.55,5.68,6.05,,,,
9-Mar-1995,4.06,,,,,4.88,,5.15,,5.43,5.53,5.99,,,,
10-Mar-1995,3.66,,,,,4.7,,5.2,,5.35,5.55,6.05,,,,
13-Mar-1995,3.67,,,,,4.78,,5.2,,5.4,5.55,6.04,,,,
14-Mar-1995,3.7,,,,,4.78,,5.2,,5.4,5.55,6.04,,,,
15-Mar-1995,3.63,,,,,4.78,,5.2,,5.35,5.53,5.97,,,,
16-Mar-1995,3.58,,,,,4.78,,5.1,,5.35,5.5,5.99,,,,
17-Mar-1995,3.58,,,,,4.8,,5.1,,5.35,5.5,5.97,,,,
20-Mar-1995,3.57,,,,,4.75,,5.13,,5.3,5.5,5.96,,,,
21-Mar-1995,3.52,,,,,4.75,,5.15,,5.43,5.53,6.05,,,,
22-Mar-1995,3.69,,,,,4.8,,5.1,,5.33,5.5,5.96,,,,
23-Mar-1995,3.7,,,,,4.6,,5.1,,5.35,5.5,6.07,,,,
24-Mar-1995,3.62,,,,,4.6,,5.15,,5.35,5.5,6.05,,,,
27-Mar-1995,3.58,,,,,4.6,,5.15,,5.3,5.45,5.95,,,,
28-Mar-1995,3.62,,,,,4.6,,5.15,,5.35,5.5,6.05,,,,
29-Mar-1995,3.74,,,,,4.6,,5.05,,5.2,5.4,5.87,,,,
30-Mar-1995,3.87,,,,,4.55,,5.05,,5.25,5.4,5.92,,,,
31-Mar-1995,3.67,,,,,4.6,,5.08,,5.25,5.4,5.89,,,,
3-Apr-1995,3.8,,,,,4.6,,5.1,,5.3,5.45,5.97,,,,
4-Apr-1995,3.77,,,,,4.55,,5.1,,5.3,5.5,6.07,,,,
5-Apr-1995,3.89,,,,,4.6,,5.1,,5.3,5.4,5.9,,,,
6-Apr-1995,3.9,,,,,4.65,,5.15,,5.35,5.5,6.02,,,,
7-Apr-1995,3.78,,,,,4.65,,5.15,,5.3,5.48,5.96,,,,
10-Apr-1995,3.51,,,,,4.65,,5.15,,5.35,5.5,6.02,,,,
11-Apr-1995,3.51,,,,,4.65,,5.1,,5.3,5.48,5.99,,,,
12-Apr-1995,3.45,,,,,4.4,,5.13,,5.25,5.43,6,,,,
13-Apr-1995,3.58,,,,,4.63,,5.08,,5.25,5.45,5.95,,,,
17-Apr-1995,3.41,,,,,4.45,,4.95,,5.15,5.2,5.67,,,,
18-Apr-1995,3.18,,,,,4.55,,5.03,,5.23,5.38,5.89,,,,
19-Apr-1995,3.15,,,,,4.4,,4.95,,5.05,5.35,5.87,,,,
20-Apr-1995,3.12,,,,,4.35,,4.95,,5.08,5.35,5.91,,,,
21-Apr-1995,3.13,,,,,4.28,,4.85,,5.05,5.35,5.99,,,,
25-Apr-1995,3.21,,,,,4.25,,4.45,,4.95,5.2,5.92,,,,
26-Apr-1995,3.03,,,,,4.25,,4.55,,4.8,5.15,5.72,,,,
27-Apr-1995,3.23,,,,,4.25,,4.48,,4.6,4.95,5.36,,,,
28-Apr-1995,3.18,,,,,4.35,,4.5,,4.6,4.95,5.3,,,,
2-May-1995,3.11,,,,,4.25,,4.45,,4.53,4.85,5.19,,,,
3-May-1995,3.18,,,,,4.2,,4.3,,4.4,4.75,5.07,,,,
4-May-1995,3.11,,,,,4.2,,4.3,,4.45,4.75,5.1,,,,
5-May-1995,2.93,,,,,4.2,,4.3,,4.4,4.75,5.07,,,,
8-May-1995,2.73,,,,,4.1,,4.15,,4.3,4.6,4.92,,,,
9-May-1995,2.55,,,,,3.85,,4.05,,4.25,4.55,5,,,,
11-May-1995,2.36,,,,,3.95,,4.05,,4.25,4.6,5.02,,,,
12-May-1995,2.59,,,,,4.05,,4.15,,4.35,4.65,5.05,,,,
16-May-1995,2.56,,,,,4,,4.25,,4.55,4.85,5.42,,,,
17-May-1995,2.72,,,,,3.85,,4.2,,4.5,4.65,5.2,,,,
18-May-1995,2.57,,,,,3.65,,4.1,,4.35,4.6,5.2,,,,
19-May-1995,2.66,,,,,3.6,,4.1,,4.33,4.55,5.14,,,,
22-May-1995,2.59,,,,,3.55,,4.05,,4.28,4.55,5.16,,,,
23-May-1995,2.81,,,,,3.65,,4.13,,4.4,4.8,5.51,,,,
24-May-1995,2.52,,,,,3.7,,4.13,,4.35,4.65,5.24,,,,
25-May-1995,2.4,,,,,3.7,,4.13,,4.35,4.65,5.24,,,,
26-May-1995,2.39,,,,,3.65,,4.1,,4.3,4.55,5.1,,,,
29-May-1995,2.37,,,,,3.4,,4.05,,4.3,4.65,5.4,,,,
30-May-1995,2.24,,,,,3.35,,4,,4.25,4.4,5.05,,,,
31-May-1995,2.36,,,,,3.2,,3.9,,4.2,4.35,5.07,,,,
1-Jun-1995,2.43,,,,,3.3,,3.85,,4.15,4.3,4.95,,,,
2-Jun-1995,2.39,,,,,3.25,,3.95,,4.23,4.4,5.11,,,,
5-Jun-1995,2.17,,,,,3.28,,3.93,,4.25,4.45,5.2,,,,
6-Jun-1995,2.14,,,,,3.18,,3.88,,4.1,4.3,4.97,,,,
7-Jun-1995,2.21,,,,,3.2,,3.85,,4.08,4.43,5.15,,,,
8-Jun-1995,2.53,,,,,3.05,,3.93,,4.08,4.28,4.96,,,,
9-Jun-1995,2.49,,,,,3.25,,3.83,,4.05,4.2,4.79,,,,
12-Jun-1995,2.65,,,,,3.28,,3.83,,3.95,4.15,4.65,,,,
13-Jun-1995,2.4,,,,,3.4,,3.93,,4.08,4.23,4.71,,,,
14-Jun-1995,2.28,,,,,3.19,,3.83,,4,4.2,4.79,,,,
15-Jun-1995,2.26,,,,,3.13,,3.93,,4,4.18,4.74,,,,
16-Jun-1995,2.39,,,,,2.95,,3.83,,3.95,4.2,4.89,,,,
19-Jun-1995,2.33,,,,,2.9,,3.9,,4,4.1,4.75,,,,
20-Jun-1995,2.35,,,,,2.75,,3.73,,3.9,4.1,4.86,,,,
21-Jun-1995,2.38,,,,,3.03,,3.7,,3.95,4.15,4.84,,,,
22-Jun-1995,2.45,,,,,3.03,,3.65,,3.95,4.13,4.82,,,,
23-Jun-1995,2.39,,,,,3.05,,3.7,,3.95,4.18,4.86,,,,
26-Jun-1995,2.32,,,,,3.09,,3.7,,3.95,4.15,4.81,,,,
27-Jun-1995,2.5,,,,,3.2,,3.73,,3.98,4.15,4.57,,,,
28-Jun-1995,2.51,,,,,3.55,,3.88,,4.08,4.25,4.62,,,,
29-Jun-1995,2.59,,,,,3.46,,4,,4.2,4.45,4.9,,,,
30-Jun-1995,2.76,,,,,3.48,,4.1,,4.05,4.35,4.64,,,,
3-Jul-1995,2.81,,,,,3.38,,3.95,,4.1,4.35,4.76,,,,
4-Jul-1995,2.82,,,,,3.38,,4,,4.1,4.35,4.72,,,,
5-Jul-1995,2.69,,,,,3.47,,4.03,,4.15,4.35,4.68,,,,
6-Jul-1995,2.68,,,,,3.53,,4.1,,4.2,4.15,4.18,,,,
7-Jul-1995,2.48,,,,,3.33,,4.1,,4.2,4.15,4.18,,,,
10-Jul-1995,2.49,,,,,3.34,,4.1,,4.2,4.4,4.71,,,,
12-Jul-1995,3.21,,,,,4.06,,4.3,,4.4,4.5,4.7,,,,
13-Jul-1995,2.86,,,,,3.55,,4.05,,4.2,4.3,4.54,,,,
14-Jul-1995,3.09,,,,,3.72,,3.95,,4.15,4.25,4.54,,,,
17-Jul-1995,3.37,,,,,3.88,,3.95,,4.2,4.5,5.05,,,,
18-Jul-1995,3.41,,,,,4,,4.15,,4.25,4.55,4.97,,,,
19-Jul-1995,3.36,,,,,3.95,,4.15,,4.33,4.6,5.06,,,,
20-Jul-1995,3.49,,,,,4,,4.1,,4.4,4.65,5.19,,,,
21-Jul-1995,3.57,,,,,4.15,,4.18,,4.43,4.7,5.23,,,,
24-Jul-1995,3.98,,,,,4.38,,4.55,,4.65,4.8,5.06,,,,
25-Jul-1995,3.77,,,,,4.28,,4.45,,4.6,4.75,5.05,,,,
27-Jul-1995,3.75,,,,,4.28,,4.4,,4.53,4.75,5.11,,,,
31-Jul-1995,3.6,,,,,4.2,,4.28,,4.45,4.65,5.03,,,,
1-Aug-1995,3.58,,,,,4.2,,4.25,,4.5,4.65,5.04,,,,
2-Aug-1995,3.65,,,,,4.2,,4.3,,4.5,4.7,5.1,,,,
3-Aug-1995,3.71,,,,,4.2,,4.3,,4.58,4.73,5.14,,,,
4-Aug-1995,3.75,,,,,4.25,,4.43,,4.6,4.75,5.07,,,,
7-Aug-1995,3.76,,,,,4.31,,4.45,,4.6,4.75,5.05,,,,
8-Aug-1995,3.76,,,,,4.37,,4.48,,4.6,4.75,5.03,,,,
9-Aug-1995,3.77,,,,,4.4,,4.49,,4.6,4.75,5.02,,,,
10-Aug-1995,3.77,,,,,4.43,,4.5,,4.6,4.75,5.01,,,,
11-Aug-1995,3.75,,,,,4.35,,4.48,,4.6,4.75,5.03,,,,
14-Aug-1995,3.71,,,,,4.33,,4.48,,4.6,4.8,5.13,,,,
15-Aug-1995,3.36,,,,,4.1,,4.4,,4.55,4.7,5,,,,
16-Aug-1995,3.47,,,,,3.95,,4.23,,4.33,4.55,4.89,,,,
17-Aug-1995,3.2,,,,,4,,4.2,,4.45,4.55,4.88,,,,
18-Aug-1995,3.14,,,,,3.95,,4.23,,4.35,4.5,4.78,,,,
21-Aug-1995,3.37,,,,,4.03,,4.3,,4.43,4.55,4.8,,,,
22-Aug-1995,3.25,,,,,4.05,,4.3,,4.5,4.6,4.89,,,,
23-Aug-1995,3.26,,,,,4.08,,4.3,,4.5,4.6,4.89,,,,
24-Aug-1995,3.28,,,,,4.1,,4.3,,4.5,4.6,4.89,,,,
25-Aug-1995,3.21,,,,,4.08,,4.28,,4.5,4.6,4.91,,,,
28-Aug-1995,3.2,,,,,4.04,,4.24,,4.48,4.59,4.88,,,,
29-Aug-1995,3.19,,,,,4,,4.2,,4.45,4.58,4.85,,,,
30-Aug-1995,3.18,,,,,4,,4.23,,4.4,4.56,4.88,,,,
31-Aug-1995,3.17,,,,,4,,4.25,,4.35,4.55,4.9,,,,
1-Sep-1995,3.15,,,,,4,,4.25,,4.35,4.55,4.9,,,,
4-Sep-1995,3.17,,,,,4.05,,4.25,,4.35,4.58,4.96,,,,
5-Sep-1995,3.11,,,,,4.05,,4.25,,4.38,4.61,5.04,,,,
6-Sep-1995,3.05,,,,,4.05,,4.25,,4.4,4.65,5.13,,,,
7-Sep-1995,2.98,,,,,4.05,,4.2,,4.4,4.55,4.87,,,,
8-Sep-1995,3.1,,,,,3.9,,4.15,,4.4,4.55,4.89,,,,
11-Sep-1995,3.1,,,,,3.96,,4.28,,4.43,4.53,4.78,,,,
12-Sep-1995,3.15,,,,,3.93,,4.25,,4.4,4.5,4.75,,,,
13-Sep-1995,3.03,,,,,3.91,,4.21,,4.4,4.58,4.98,,,,
14-Sep-1995,3.08,,,,,3.93,,4.26,,4.41,4.51,4.75,,,,
15-Sep-1995,3.03,,,,,3.88,,4.15,,4.25,4.38,4.6,,,,
18-Sep-1995,3.05,,,,,3.87,,4.2,,4.35,4.45,4.69,,,,
19-Sep-1995,3.08,,,,,3.88,,4.15,,4.3,4.4,4.64,,,,
20-Sep-1995,3.09,,,,,3.83,,4.11,,4.26,4.36,4.6,,,,
21-Sep-1995,3.04,,,,,3.84,,4.11,,4.26,4.36,4.61,,,,
22-Sep-1995,3.14,,,,,3.91,,4.24,,4.39,4.49,4.73,,,,
25-Sep-1995,3.18,,,,,3.95,,4.25,,4.4,4.5,4.72,,,,
26-Sep-1995,3.21,,,,,3.92,,4.24,,4.39,4.49,4.74,,,,
27-Sep-1995,3.22,,,,,3.95,,4.28,,4.43,4.53,4.77,,,,
28-Sep-1995,3.23,,,,,3.97,,4.3,,4.45,4.55,4.79,,,,
29-Sep-1995,3.24,,,,,3.96,,4.28,,4.38,4.53,4.83,,,,
2-Oct-1995,3.19,,,,,3.91,,4.23,,4.33,4.48,4.78,,,,
3-Oct-1995,3.19,,,,,3.88,,4.2,,4.32,4.44,4.7,,,,
4-Oct-1995,3.2,,,,,3.92,,4.24,,4.36,4.48,4.74,,,,
5-Oct-1995,3.29,,,,,3.94,,4.26,,4.38,4.5,4.76,,,,
6-Oct-1995,3.26,,,,,3.95,,4.27,,4.39,4.51,4.77,,,,
9-Oct-1995,3.27,,,,,3.97,,4.29,,4.41,4.53,4.79,,,,
10-Oct-1995,3.28,,,,,3.96,,4.28,,4.4,4.52,4.78,,,,
11-Oct-1995,3.36,,,,,4.05,,4.32,,4.44,4.56,4.82,,,,
12-Oct-1995,3.27,,,,,4.03,,4.3,,4.42,4.54,4.8,,,,
13-Oct-1995,3.25,,,,,3.97,,4.24,,4.36,4.48,4.74,,,,
16-Oct-1995,3.3,,,,,4,,4.28,,4.35,4.55,4.9,,,,
17-Oct-1995,3.23,,,,,3.96,,4.23,,4.35,4.47,4.73,,,,
18-Oct-1995,3.21,,,,,3.93,,4.2,,4.32,4.44,4.7,,,,
19-Oct-1995,3.23,,,,,4.02,,4.29,,4.41,4.53,4.79,,,,
20-Oct-1995,3.21,,,,,4.01,,4.28,,4.4,4.52,4.78,,,,
24-Oct-1995,3.35,,,,,4.09,,4.41,,4.53,4.65,4.91,,,,
25-Oct-1995,3.26,,,,,4,,4.32,,4.44,4.56,4.82,,,,
26-Oct-1995,3.23,,,,,3.95,,4.27,,4.39,4.51,4.77,,,,
27-Oct-1995,3.22,,,,,3.95,,4.22,,4.37,4.49,4.76,,,,
30-Oct-1995,3.22,,,,,3.95,,4.22,,4.37,4.5,4.78,,,,
31-Oct-1995,3.22,,,,,3.97,,4.24,,4.39,4.51,4.78,,,,
1-Nov-1995,3.2,,,,,3.99,,4.26,,4.41,4.53,4.8,,,,
2-Nov-1995,3.12,,,,,3.91,,4.18,,4.33,4.45,4.72,,,,
3-Nov-1995,3.06,,,,,3.89,,4.16,,4.31,4.43,4.7,,,,
6-Nov-1995,3.08,,,,,3.91,,4.18,,4.33,4.45,4.72,,,,
7-Nov-1995,3.11,,,,,3.89,,4.16,,4.31,4.47,4.81,,,,
8-Nov-1995,3.12,,,,,3.89,,4.16,,4.31,4.47,4.81,,,,
9-Nov-1995,2.98,,,,,3.78,,4.05,,4.2,4.36,4.7,,,,
10-Nov-1995,3.07,,,,,3.78,,4.1,,4.25,4.41,4.75,,,,
13-Nov-1995,3.01,,,,,3.84,,4.11,,4.26,4.42,4.76,,,,
14-Nov-1995,2.99,,,,,3.79,,4.16,,4.36,4.52,4.88,,,,
15-Nov-1995,2.91,,,,,3.77,,4.14,,4.34,4.5,4.86,,,,
16-Nov-1995,2.95,,,,,3.75,,4.12,,4.32,4.48,4.84,,,,
17-Nov-1995,2.92,,,,,3.77,,4.12,,4.34,4.42,4.61,,,,
20-Nov-1995,2.88,,,,,3.74,,4.09,,4.31,4.39,4.58,,,,
21-Nov-1995,2.93,,,,,3.77,,4.12,,4.34,4.57,5.01,,,,
22-Nov-1995,3.02,,,,,3.82,,4.14,,4.36,4.54,4.91,,,,
23-Nov-1995,3.02,,,,,3.81,,4.13,,4.35,4.53,4.9,,,,
24-Nov-1995,3.01,,,,,3.8,,4.12,,4.34,4.52,4.89,,,,
