,GJGB1 Index,GJGB10 Index,GJGB15 Index,GJGB2 Index,GJGB20 Index,GJGB3 Index,GJGB30 Index,GJGB4 Index,GJGB40 Index,GJGB5 Index,GJGB6 Index,GJGB7 Index,GJGB8 Index,GJGB9 Index
10/23/2001,0.045,1.33,1.578,0.124,1.988,0.214,2.507,0.344,,0.474,0.64,0.85,1.016,1.187
10/24/2001,0.045,1.324,1.569,0.124,1.978,0.215,2.502,0.334,,0.464,0.625,0.837,1.004,1.179
10/25/2001,0.044,1.324,1.573,0.119,1.983,0.209,2.508,0.329,,0.459,0.619,0.834,1.004,1.178
10/26/2001,0.044,1.33,1.583,0.119,1.993,0.209,2.518,0.329,,0.459,0.624,0.838,1.009,1.183
10/29/2001,0.045,1.329,1.584,0.119,1.997,0.209,2.518,0.329,,0.459,0.625,0.834,1.009,1.184
10/30/2001,0.044,1.334,1.589,0.119,2.003,0.215,2.523,0.339,,0.469,0.635,0.844,1.019,1.189
10/31/2001,0.044,1.315,1.573,0.124,1.978,0.221,2.487,0.344,,0.474,0.634,0.839,1.004,1.174
11/1/2001,0.044,1.315,1.562,0.124,1.963,0.219,2.462,0.339,,0.469,0.987,0.833,0.999,1.169
11/2/2001,0.045,1.31,1.542,0.124,1.938,0.219,2.422,0.335,,0.469,0.628,0.834,0.999,1.164
11/5/2001,0.045,1.3,1.532,0.124,1.923,0.215,2.402,0.329,,0.464,0.624,0.829,0.994,1.155
11/6/2001,0.044,1.3,1.532,0.124,1.923,0.214,2.397,0.329,,0.464,0.628,0.839,0.999,1.159
11/7/2001,0.043,1.275,1.517,0.119,1.913,0.205,2.387,0.319,,0.445,0.605,0.819,0.98,1.139
11/8/2001,0.045,1.304,1.558,0.117,1.964,0.204,2.423,0.327,,0.455,0.615,0.839,0.999,1.164
11/9/2001,0.044,1.324,1.577,0.115,1.984,0.209,2.443,0.34,,0.475,0.64,0.864,1.023,1.189
11/12/2001,0.044,1.315,1.567,0.115,1.973,0.209,2.433,0.335,,0.47,0.635,0.854,1.012,1.179
11/13/2001,0.047,1.324,1.573,0.115,1.983,0.21,2.439,0.335,,0.474,0.639,0.859,1.019,1.189
11/14/2001,0.043,1.334,1.582,0.115,1.992,0.209,2.443,0.335,,0.479,0.645,0.869,1.034,1.203
11/15/2001,0.043,1.349,1.583,0.114,1.992,0.214,2.444,0.345,,0.493,0.664,0.894,1.054,1.219
11/16/2001,0.044,1.364,1.588,0.115,1.993,0.22,2.443,0.36,,0.504,0.676,0.9,1.069,1.234
11/19/2001,0.044,1.349,1.572,0.115,1.973,0.219,2.423,0.355,,0.494,0.664,0.883,1.054,1.219
11/20/2001,0.045,1.357,1.583,0.115,1.983,0.224,2.433,0.364,,0.504,0.674,0.889,1.064,1.229
11/21/2001,0.044,1.336,1.574,0.115,1.975,0.225,2.424,0.364,,0.5,0.666,0.88,1.05,1.211
11/22/2001,0.043,1.358,1.573,0.114,1.979,0.224,2.423,0.364,,0.494,0.659,0.874,1.039,1.199
11/23/2001,,1.36,,0.11,1.979,0.22,2.423,0.363,,0.495,0.658,0.875,1.039,1.2
11/26/2001,0.046,1.379,1.607,0.121,2.014,0.24,2.454,0.384,,0.515,0.689,0.905,1.069,1.228
11/27/2001,0.047,1.399,1.642,0.133,2.049,0.264,2.489,0.414,,0.546,0.729,0.949,1.109,1.268
11/28/2001,0.044,1.364,1.603,0.134,2.008,0.262,2.454,0.398,,0.523,0.7,0.914,1.074,1.234
11/29/2001,0.051,1.384,1.623,0.164,2.028,0.296,2.474,0.433,,0.555,0.729,0.938,1.098,1.259
11/30/2001,0.051,1.364,1.597,0.151,1.998,0.275,2.448,0.41,,0.527,0.709,0.92,1.075,1.235
12/3/2001,0.051,1.399,1.632,0.151,2.04,0.276,2.5,0.419,,0.541,0.685,0.949,1.11,1.27
12/4/2001,0.051,1.388,1.637,0.14,2.053,0.264,2.534,0.409,,0.534,0.725,0.938,1.103,1.259
12/5/2001,0.046,1.379,1.638,0.123,2.059,0.244,2.567,0.389,,0.519,0.709,0.919,1.089,1.248
12/6/2001,0.045,1.399,1.653,0.085,2.074,0.219,2.598,0.386,,0.534,0.72,0.939,1.113,1.274
12/7/2001,0.044,1.368,1.613,0.088,2.047,0.212,2.559,0.372,,0.514,0.694,0.908,1.084,1.243
12/10/2001,0.044,1.355,1.602,0.083,2.038,0.205,2.554,0.357,,0.495,0.666,0.879,1.063,1.229
12/11/2001,0.044,1.355,1.606,0.081,2.049,0.197,2.564,0.344,,0.479,0.641,0.849,1.042,1.219
12/12/2001,0.037,1.345,1.601,0.108,2.042,0.214,2.563,0.348,,0.474,0.645,0.854,1.039,1.214
12/13/2001,0.045,1.333,1.586,0.108,2.027,0.213,2.548,0.339,,0.464,0.629,0.844,1.018,1.194
12/14/2001,0.045,1.34,1.586,0.115,2.027,0.223,2.554,0.353,,0.484,0.649,0.859,1.028,1.2
12/17/2001,0.045,1.329,1.572,0.115,2.008,0.225,2.539,0.354,,0.484,0.649,0.859,1.023,1.189
12/18/2001,0.05,1.329,1.566,0.115,1.998,0.227,2.529,0.355,,0.484,0.649,0.859,1.022,1.189
12/19/2001,0.047,1.339,1.572,0.114,2.003,0.227,2.534,0.36,,0.489,0.654,0.865,1.028,1.195
12/20/2001,0.043,1.324,1.557,0.109,1.988,0.219,2.519,0.35,,0.479,0.64,0.849,1.013,1.18
12/21/2001,0.038,1.32,1.553,0.1,1.988,0.209,2.473,0.335,,0.464,0.624,0.835,0.999,1.17
12/24/2001,,1.32,,0.095,1.988,0.206,2.473,0.333,,0.463,0.624,0.834,0.999,1.17
12/25/2001,0.036,1.324,1.558,0.096,1.993,0.204,2.478,0.334,,0.464,0.629,0.843,1.003,1.174
12/26/2001,0.037,1.33,1.567,0.094,2.003,0.204,2.489,0.334,,0.463,0.634,0.849,1.008,1.179
12/27/2001,0.037,1.35,1.588,0.095,2.023,0.206,2.509,0.344,,0.479,0.659,0.879,1.037,1.205
12/28/2001,0.046,1.368,1.592,0.121,2.024,0.245,2.51,0.393,,0.549,0.729,0.924,1.114,1.293
12/31/2001,,1.368,,0.117,2.024,0.242,2.51,0.392,,0.548,0.729,0.924,1.114,1.293
1/1/2002,,1.368,,0.117,2.024,0.242,2.51,0.392,,0.548,0.729,0.924,,1.293
1/2/2002,,1.37,,0.117,2.024,0.245,2.508,0.395,,0.549,0.729,0.924,,1.293
1/3/2002,,1.37,,0.117,2.024,0.245,2.508,0.395,,0.549,0.729,0.924,,1.293
1/4/2002,0.046,1.403,1.627,0.148,2.053,0.265,2.538,0.43,,0.594,0.78,0.983,1.163,1.339
1/7/2002,0.046,1.389,1.611,0.13,2.038,0.264,2.529,0.424,,0.584,0.764,0.959,1.145,1.324
1/8/2002,0.051,1.399,1.618,0.131,2.047,0.27,2.542,0.429,,0.594,0.769,0.964,1.154,1.334
1/9/2002,0.045,1.385,1.611,0.151,2.043,0.275,2.538,0.434,,0.594,0.764,0.955,1.145,1.324
1/10/2002,0.046,1.395,1.616,0.152,2.048,0.275,2.543,0.433,,0.59,0.769,0.964,1.15,1.329
1/11/2002,0.046,1.401,1.623,0.152,2.054,0.275,2.548,0.429,,0.584,0.774,0.973,1.16,1.339
1/14/2002,,1.405,,0.157,2.054,0.275,2.548,0.428,,0.586,0.773,0.973,1.16,1.339
1/15/2002,0.05,1.417,1.638,0.154,2.064,0.279,2.559,0.435,,0.594,0.79,0.995,1.181,1.355
1/16/2002,0.047,1.401,1.629,0.15,2.054,0.274,2.55,0.43,,0.585,0.774,0.975,1.165,1.34
1/17/2002,0.047,1.425,1.648,0.158,2.073,0.285,2.57,0.451,,0.614,0.81,1.015,1.201,1.365
1/18/2002,0.046,1.43,1.649,0.163,2.073,0.294,2.571,0.466,,0.634,0.835,1.05,1.217,1.37
1/21/2002,0.047,1.445,1.659,0.165,2.083,0.3,2.579,0.481,,0.66,0.869,1.091,1.247,1.385
1/22/2002,0.049,1.44,1.657,0.165,2.082,0.299,2.578,0.481,,0.66,0.868,1.085,1.245,1.385
1/23/2002,0.035,1.441,1.663,0.153,2.09,0.28,2.584,0.471,,0.65,0.856,1.059,1.241,1.386
1/24/2002,0.035,1.466,1.686,0.15,2.113,0.276,2.609,0.471,,0.659,0.875,1.095,1.274,1.417
1/25/2002,0.034,1.473,1.697,0.129,2.122,0.273,2.618,0.479,,0.683,0.902,1.138,1.305,1.433
1/28/2002,0.035,1.453,1.677,0.129,2.102,0.264,2.598,0.464,,0.663,0.874,1.099,1.285,1.414
1/29/2002,0.04,1.478,1.712,0.155,2.137,0.274,2.633,0.473,,0.674,0.884,1.105,1.305,1.444
1/30/2002,0.036,1.489,1.732,0.16,2.164,0.282,2.659,0.492,,0.695,0.91,1.131,1.327,1.465
1/31/2002,0.035,1.485,1.746,0.14,2.179,0.28,2.674,0.494,,0.7,0.915,1.14,1.33,1.465
2/1/2002,0.029,1.5,1.79,0.136,2.215,0.281,2.715,0.5,,0.71,0.935,1.18,1.355,1.485
2/4/2002,0.034,1.505,1.797,0.153,2.224,0.261,2.728,0.466,,0.671,0.897,1.144,1.338,1.483
2/5/2002,0.04,1.534,1.828,0.155,2.254,0.267,2.759,0.477,,0.686,0.92,1.177,1.371,1.513
2/6/2002,0.025,1.543,1.826,0.143,2.25,0.254,2.758,0.455,,0.663,0.906,1.168,1.363,1.514
2/7/2002,0.022,1.564,1.84,0.143,2.254,0.259,2.762,0.462,,0.675,0.913,1.161,1.373,1.531
2/8/2002,0.027,1.509,1.787,0.138,2.2,0.241,2.703,0.427,,0.631,0.859,1.094,1.316,1.47
2/11/2002,,1.51,,0.145,2.2,0.238,2.708,0.426,,0.63,0.858,1.094,1.316,1.469
2/12/2002,0.032,1.47,1.756,0.137,2.179,0.232,2.664,0.411,,0.607,0.834,1.069,1.28,1.429
2/13/2002,0.028,1.503,1.785,0.143,2.208,0.253,2.683,0.439,,0.636,0.862,1.099,1.309,1.464
2/14/2002,0.028,1.521,1.782,0.144,2.189,0.264,2.668,0.455,,0.652,0.877,1.114,1.324,1.48
2/15/2002,0.027,1.505,1.738,0.14,2.137,0.258,2.612,0.44,,0.627,0.844,1.08,1.299,1.454
2/18/2002,0.028,1.51,1.732,0.144,2.128,0.264,2.607,0.45,,0.637,0.854,1.085,1.31,1.465
2/19/2002,0.028,1.523,1.761,0.156,2.159,0.28,2.639,0.476,,0.663,0.878,1.104,1.325,1.479
2/20/2002,0.028,1.529,1.767,0.154,2.167,0.28,2.65,0.476,,0.664,0.88,1.104,1.325,1.479
2/21/2002,0.028,1.495,1.742,0.154,2.144,0.268,2.629,0.45,,0.629,0.838,1.049,1.284,1.441
2/22/2002,0.028,1.531,1.753,0.15,2.153,0.263,2.639,0.445,,0.628,0.847,1.069,1.295,1.451
2/25/2002,0.028,1.529,1.752,0.13,2.153,0.264,2.638,0.444,,0.624,0.847,1.065,1.289,1.449
2/26/2002,0.032,1.555,1.772,0.164,2.167,0.285,2.653,0.469,,0.648,0.873,1.09,1.31,1.469
2/27/2002,0.03,1.545,1.763,0.164,2.159,0.281,2.643,0.469,,0.649,0.868,1.089,1.299,1.459
2/28/2002,0.03,1.53,1.742,0.13,2.134,0.269,2.618,0.453,,0.639,0.864,1.084,1.284,1.444
3/1/2002,0.03,1.52,1.728,0.13,2.119,0.269,2.604,0.449,,0.624,0.842,1.054,1.265,1.43
3/4/2002,0.029,1.5,1.708,0.125,2.094,0.259,2.578,0.429,,0.599,0.813,1.024,1.24,1.405
3/5/2002,0.028,1.48,1.688,0.121,2.073,0.255,2.557,0.42,,0.59,0.803,1.015,1.23,1.385
3/6/2002,0.026,1.468,1.665,0.118,2.053,0.219,2.537,0.399,,0.571,0.78,1,1.215,1.369
3/7/2002,0.022,1.455,1.645,0.11,2.028,0.208,2.516,0.386,,0.556,0.75,0.968,1.195,1.355
3/8/2002,0.024,1.47,1.659,0.108,2.033,0.211,2.516,0.403,,0.582,0.785,1.009,1.22,1.375
3/11/2002,0.024,1.504,1.696,0.109,2.068,0.221,2.546,0.42,,0.607,0.815,1.043,1.254,1.409
3/12/2002,0.025,1.476,1.676,0.106,2.038,0.228,2.496,0.418,,0.594,0.793,1.009,1.219,1.38
3/13/2002,0.028,1.45,1.654,0.108,2.014,0.224,2.466,0.408,,0.579,0.778,0.994,1.2,1.359
3/14/2002,0.028,1.428,1.643,0.105,2.003,0.219,2.452,0.389,,0.554,0.744,0.959,1.169,1.34
3/15/2002,0.028,1.46,1.678,0.106,2.035,0.22,2.486,0.394,,0.559,0.753,0.974,1.194,1.374
3/18/2002,0.027,1.449,1.673,0.106,2.033,0.215,2.477,0.379,,0.54,0.734,0.95,1.178,1.364
3/19/2002,0.019,1.445,1.678,0.083,2.043,0.206,2.467,0.374,,0.534,0.734,0.954,1.175,1.36
3/20/2002,0.061,1.437,1.692,0.074,2.063,0.2,2.468,0.373,,0.538,0.738,0.954,1.159,1.339
3/21/2002,0.06,1.433,,0.069,2.061,0.198,2.468,0.373,,0.538,0.738,0.953,1.158,1.338
3/22/2002,0.011,1.436,1.703,0.061,2.078,0.188,2.469,0.373,,0.54,0.743,0.963,1.164,1.339
3/25/2002,0.013,1.451,1.708,0.069,2.083,0.195,2.475,0.384,,0.565,0.768,0.989,1.189,1.359
3/26/2002,0.011,1.426,1.667,0.07,2.043,0.195,2.467,0.384,,0.56,0.754,0.974,1.17,1.334
3/27/2002,0.012,1.4,1.641,0.069,2.017,0.19,2.452,0.364,,0.535,0.729,0.949,1.145,1.309
3/28/2002,0.011,1.385,1.627,0.069,2.008,0.179,2.443,0.339,,0.504,0.699,0.919,1.124,1.293
3/29/2002,0.012,1.395,1.643,0.05,2.029,0.169,2.472,0.333,,0.515,0.77,0.959,1.171,1.329
4/1/2002,0.06,1.4,1.711,0.058,2.033,0.22,2.478,0.388,,0.534,0.783,0.964,1.175,1.334
4/2/2002,0.016,1.386,1.703,0.082,2.024,0.211,2.469,0.376,,0.517,0.766,0.945,1.16,1.32
4/3/2002,0.015,1.39,1.702,0.082,2.029,0.205,2.467,0.37,,0.515,0.759,0.94,1.159,1.324
4/4/2002,0.016,1.39,1.687,0.082,2.014,0.199,2.437,0.359,,0.505,0.744,0.926,1.149,1.32
4/5/2002,0.016,1.381,1.675,0.055,2.009,0.199,2.428,0.364,,0.509,0.744,0.924,1.135,1.31
4/8/2002,0.015,1.365,1.653,0.053,1.994,0.2,2.397,0.361,,0.51,0.734,0.914,1.119,1.29
4/9/2002,0.016,1.395,1.687,0.081,2.028,0.199,2.419,0.369,,0.524,0.748,0.936,1.145,1.317
4/10/2002,0.015,1.375,1.669,0.08,2.054,0.19,2.403,0.351,,0.504,0.729,0.921,1.13,1.3
4/11/2002,0.016,1.355,1.643,0.075,2.023,0.18,2.372,0.335,,0.49,0.71,0.909,1.11,1.281
4/12/2002,0.016,1.385,1.659,0.074,2.029,0.184,2.377,0.349,,0.513,0.737,0.937,1.137,1.307
4/15/2002,0.016,1.365,1.639,0.075,1.999,0.179,2.342,0.339,,0.499,0.72,0.915,1.12,1.29
4/16/2002,0.016,1.38,1.654,0.076,2.013,0.18,2.352,0.349,,0.509,0.729,0.924,1.134,1.304
4/17/2002,0.015,1.4,1.673,0.076,2.033,0.184,2.372,0.354,,0.514,0.739,0.939,1.149,1.324
4/18/2002,0.061,1.409,1.697,0.076,2.054,0.185,2.393,0.359,,0.519,0.754,0.954,1.159,1.334
4/19/2002,0.059,1.394,1.688,0.076,2.043,0.18,2.382,0.354,,0.513,0.744,0.948,1.149,1.319
4/22/2002,0.059,1.404,1.698,0.077,2.053,0.179,2.392,0.353,,0.514,0.744,0.954,1.154,1.329
4/23/2002,0.059,1.418,1.711,0.077,2.067,0.185,2.407,0.358,,0.523,0.753,0.963,1.164,1.342
4/24/2002,0.059,1.442,1.728,0.078,2.084,0.194,2.423,0.369,,0.539,0.773,0.989,1.179,1.355
4/25/2002,0.06,1.44,1.738,0.077,2.093,0.199,2.442,0.373,,0.543,0.784,0.998,1.188,1.353
4/26/2002,0.06,1.419,1.724,0.077,2.079,0.189,2.428,0.354,,0.523,0.758,0.967,1.168,1.334
4/29/2002,0.037,1.419,,0.055,2.079,0.197,2.428,0.361,,0.525,0.76,0.97,1.17,1.338
4/30/2002,0.021,1.38,1.685,0.053,2.04,0.17,2.403,0.324,,0.496,0.714,0.914,1.12,1.294
5/1/2002,0.02,1.374,1.684,0.049,2.039,0.16,2.404,0.314,,0.484,0.704,0.904,1.115,1.289
5/2/2002,0.02,1.38,1.69,0.048,2.05,0.16,2.414,0.319,,0.49,0.704,0.905,1.12,1.295
5/3/2002,0.023,1.38,1.69,0.047,2.05,0.161,2.414,0.32,,0.49,0.704,0.904,1.12,1.295
5/6/2002,,1.38,1.69,0.047,2.05,0.161,2.414,0.32,,0.49,0.704,0.905,1.12,1.295
5/7/2002,0.021,1.364,1.674,0.049,2.034,0.16,2.404,0.32,,0.488,0.69,0.889,1.105,1.279
5/8/2002,0.021,1.375,1.684,0.049,2.044,0.175,2.424,0.334,,0.5,0.704,0.904,1.12,1.288
5/9/2002,0.021,1.365,1.669,0.059,2.03,0.18,2.414,0.334,,0.494,0.699,0.894,1.109,1.278
5/10/2002,0.02,1.365,1.653,0.06,2.014,0.179,2.429,0.334,,0.489,0.699,0.89,1.104,1.274
5/13/2002,0.021,1.374,1.663,0.06,2.025,0.179,2.449,0.334,,0.484,0.699,0.889,1.104,1.283
5/14/2002,0.021,1.369,1.654,0.06,2.014,0.175,2.423,0.325,,0.475,0.689,0.879,1.09,1.274
5/15/2002,0.021,1.363,1.63,0.059,1.99,0.165,2.33,0.309,,0.459,0.674,0.874,1.08,1.265
5/16/2002,0.021,1.359,1.628,0.059,1.995,0.165,2.327,0.314,,0.465,0.679,0.879,1.079,1.26
5/17/2002,0.021,1.365,1.632,0.06,2.004,0.165,2.342,0.32,,0.474,0.685,0.88,1.085,1.265
5/20/2002,0.021,1.387,1.65,0.059,2.024,0.174,2.356,0.334,,0.494,0.703,0.903,1.108,1.288
5/21/2002,0.021,1.398,1.652,0.06,2.034,0.185,2.357,0.345,,0.504,0.719,0.919,1.125,1.299
5/22/2002,0.021,1.387,1.646,0.06,2.028,0.184,2.351,0.349,,0.504,0.724,0.924,1.129,1.293
5/23/2002,0.021,1.439,1.672,0.068,2.053,0.195,2.362,0.364,,0.52,0.753,0.959,1.159,1.314
5/24/2002,0.021,1.423,1.663,0.069,2.034,0.189,2.347,0.355,,0.509,0.734,0.944,1.14,1.299
5/27/2002,0.022,1.428,1.668,0.074,2.03,0.195,2.342,0.359,,0.515,0.739,0.954,1.145,1.304
5/28/2002,0.022,1.404,1.653,0.07,2.009,0.18,2.322,0.339,,0.49,0.709,0.919,1.114,1.28
5/29/2002,0.022,1.423,1.672,0.074,2.029,0.175,2.341,0.334,,0.484,0.705,0.919,1.125,1.299
5/30/2002,0.022,1.399,1.661,0.074,2.02,0.165,2.333,0.319,,0.469,0.679,0.884,1.094,1.278
5/31/2002,0.022,1.394,1.657,0.074,2.019,0.17,2.329,0.324,,0.48,0.684,0.884,1.089,1.274
6/3/2002,0.022,1.389,1.648,0.079,2.014,0.165,2.324,0.319,,0.475,0.679,0.879,1.084,1.268
6/4/2002,0.022,1.404,1.668,0.08,2.044,0.174,2.354,0.329,,0.484,0.684,0.889,1.093,1.278
6/5/2002,0.022,1.404,1.668,0.079,2.044,0.179,2.354,0.334,,0.489,0.693,0.894,1.094,1.278
6/6/2002,0.022,1.384,1.644,0.079,2.023,0.179,2.333,0.328,,0.474,0.679,0.884,1.08,1.259
6/7/2002,0.022,1.37,1.628,0.079,2.008,0.17,2.318,0.309,,0.49,0.654,0.859,1.059,1.245
6/10/2002,0.021,1.369,1.627,0.079,2.009,0.165,2.318,0.304,,0.481,0.644,0.848,1.053,1.244
6/11/2002,0.021,1.375,1.633,0.08,2.013,0.17,2.324,0.309,,0.485,0.649,0.854,1.059,1.249
6/12/2002,0.014,1.384,1.643,0.08,2.024,0.168,2.33,0.309,,0.489,0.655,0.863,1.07,1.259
6/13/2002,0.018,1.387,1.646,0.078,2.029,0.163,2.332,0.299,,0.478,0.644,0.859,1.064,1.258
6/14/2002,0.02,1.374,1.627,0.078,2.025,0.159,2.318,0.289,,0.469,0.634,0.843,1.049,1.243
6/17/2002,0.022,1.385,1.629,0.075,2.026,0.159,2.318,0.294,,0.472,0.639,0.845,1.054,1.253
6/18/2002,0.021,1.373,1.618,0.075,2.02,0.155,2.313,0.289,,0.464,0.63,0.835,1.044,1.24
6/19/2002,0.021,1.384,1.629,0.075,2.03,0.159,2.314,0.299,,0.479,0.645,0.855,1.061,1.25
6/20/2002,0.022,1.369,1.613,0.074,2.019,0.149,2.289,0.283,,0.459,0.624,0.834,1.04,1.234
6/21/2002,0.021,1.328,1.575,0.07,1.98,0.134,2.238,0.263,,0.437,0.593,0.8,1.005,1.194
6/24/2002,0.021,1.328,1.559,0.07,1.964,0.134,2.219,0.263,,0.439,0.594,0.804,1.009,1.199
6/25/2002,0.021,1.314,1.554,0.07,1.959,0.134,2.209,0.264,,0.439,0.594,0.799,1.004,1.189
6/26/2002,0.02,1.32,1.548,0.069,1.954,0.134,2.204,0.259,,0.429,0.579,0.783,0.984,1.178
6/27/2002,0.021,1.345,1.573,0.069,1.975,0.135,2.224,0.264,,0.439,0.594,0.809,1.013,1.209
6/28/2002,0.02,1.32,1.558,0.069,1.954,0.125,2.204,0.249,,0.414,0.619,0.834,1.039,1.215
7/1/2002,0.03,1.347,1.635,0.07,1.98,0.174,2.228,0.304,,0.444,0.664,0.879,1.079,1.249
7/2/2002,0.03,1.334,1.619,0.069,1.964,0.17,2.214,0.299,,0.438,0.649,0.869,1.065,1.235
7/3/2002,0.029,1.33,1.62,0.069,1.965,0.174,2.213,0.304,,0.443,0.649,0.869,1.065,1.23
7/4/2002,0.03,1.319,1.613,0.069,1.954,0.174,2.194,0.299,,0.435,0.634,0.849,1.049,1.22
7/5/2002,0.028,1.325,1.609,0.064,1.95,0.174,2.189,0.3,,0.434,0.633,0.844,1.045,1.221
7/8/2002,0.029,1.328,1.61,0.06,1.953,0.174,2.189,0.3,,0.434,0.633,0.844,1.045,1.224
7/9/2002,0.028,1.323,1.604,0.06,1.949,0.174,2.184,0.299,,0.429,0.634,0.844,1.045,1.22
7/10/2002,0.028,1.3,1.574,0.06,1.915,0.166,2.149,0.284,,0.41,0.609,0.818,1.024,1.194
7/11/2002,0.029,1.278,1.563,0.06,1.905,0.164,2.129,0.279,,0.4,0.599,0.809,1.014,1.179
7/12/2002,0.029,1.295,1.574,0.06,1.914,0.164,2.139,0.283,,0.405,0.604,0.819,1.024,1.194
7/15/2002,0.029,1.279,1.564,0.06,1.905,0.159,2.109,0.269,,0.394,0.58,0.789,0.999,1.178
7/16/2002,0.029,1.275,1.559,0.06,1.895,0.159,2.084,0.269,,0.394,0.579,0.789,0.994,1.173
7/17/2002,0.029,1.274,1.553,0.059,1.889,0.159,2.074,0.269,,0.395,0.575,0.784,0.989,1.17
7/18/2002,0.029,1.272,1.539,0.059,1.875,0.16,2.049,0.27,,0.4,0.58,0.785,0.986,1.166
7/19/2002,0.028,1.269,1.529,0.059,1.864,0.159,2.039,0.269,,0.4,0.584,0.784,0.984,1.164
7/22/2002,0.028,1.274,1.529,0.059,1.865,0.159,2.039,0.269,,0.404,0.589,0.789,0.989,1.169
7/23/2002,0.028,1.304,1.574,0.059,1.914,0.16,2.09,0.274,,0.419,0.613,0.821,1.024,1.197
7/24/2002,0.029,1.324,1.594,0.059,1.936,0.159,2.11,0.279,,0.424,0.629,0.84,1.045,1.22
7/25/2002,0.023,1.329,1.604,0.05,1.949,0.154,2.124,0.274,,0.414,0.619,0.835,1.044,1.22
7/26/2002,0.024,1.339,1.614,0.05,1.959,0.159,2.135,0.284,,0.429,0.634,0.854,1.058,1.23
7/29/2002,0.024,1.358,1.632,0.05,1.984,0.169,2.162,0.299,,0.447,0.653,0.868,1.073,1.248
7/30/2002,0.024,1.35,1.634,0.049,1.994,0.165,2.183,0.294,,0.434,0.638,0.854,1.063,1.243
7/31/2002,0.021,1.318,1.605,0.043,1.97,0.15,2.173,0.269,,0.409,0.609,0.82,1.03,1.215
8/1/2002,0.021,1.319,1.605,0.04,1.974,0.145,2.184,0.265,,0.404,0.605,0.82,1.03,1.215
8/2/2002,0.021,1.305,1.585,0.039,1.956,0.141,2.179,0.256,,0.386,0.586,0.796,1.01,1.201
8/5/2002,0.021,1.285,1.559,0.04,1.935,0.132,2.159,0.242,,0.364,0.555,0.759,0.979,1.179
8/6/2002,0.021,1.305,1.575,0.04,1.944,0.14,2.174,0.256,,0.385,0.572,0.775,0.99,1.196
8/7/2002,0.021,1.28,1.549,0.04,1.934,0.136,2.144,0.247,,0.369,0.55,0.754,0.965,1.169
8/8/2002,0.018,1.279,1.549,0.039,1.933,0.136,2.144,0.251,,0.374,0.55,0.758,0.965,1.17
8/9/2002,0.02,1.265,1.534,0.039,1.919,0.135,2.129,0.246,,0.365,0.534,0.738,0.945,1.155
8/12/2002,0.02,1.259,1.529,0.039,1.914,0.135,2.124,0.241,,0.354,0.524,0.728,0.935,1.149
8/13/2002,0.018,1.296,1.563,0.039,1.95,0.14,2.165,0.25,,0.367,0.543,0.749,0.959,1.174
8/14/2002,0.018,1.274,1.56,0.039,1.949,0.135,2.174,0.241,,0.354,0.514,0.713,0.929,1.145
8/15/2002,0.02,1.275,1.579,0.039,1.969,0.135,2.194,0.241,,0.355,0.515,0.715,0.929,1.145
8/16/2002,0.021,1.291,1.6,0.039,1.99,0.135,2.22,0.245,,0.363,0.529,0.724,0.939,1.154
8/19/2002,0.018,1.268,1.575,0.034,1.964,0.131,2.213,0.241,,0.354,0.519,0.71,0.92,1.134
8/20/2002,0.014,1.269,1.564,0.035,1.951,0.128,2.203,0.238,,0.353,0.524,0.719,0.929,1.135
8/21/2002,0.012,1.254,1.544,0.026,1.928,0.113,2.179,0.223,,0.339,0.509,0.708,0.92,1.125
8/22/2002,0.012,1.294,1.547,0.025,1.934,0.103,2.184,0.205,,0.325,0.5,0.703,0.92,1.124
8/23/2002,0.012,1.271,1.533,0.024,1.925,0.099,2.176,0.199,,0.32,0.49,0.686,0.906,1.11
8/26/2002,0.012,1.249,1.517,0.025,1.909,0.094,2.159,0.199,,0.315,0.488,0.679,0.893,1.089
8/27/2002,0.012,1.224,1.484,0.025,1.87,0.089,2.119,0.189,,0.303,0.474,0.659,0.869,1.065
8/28/2002,0.01,1.245,1.498,0.029,1.884,0.089,2.122,0.189,,0.309,0.479,0.669,0.879,1.084
8/29/2002,0.01,1.199,1.452,0.029,1.835,0.084,2.034,0.174,,0.284,0.439,0.624,0.83,1.034
8/30/2002,0.01,1.185,1.44,0.03,1.822,0.089,2.015,0.18,,0.294,0.443,0.624,0.82,1.019
9/2/2002,0.01,1.168,1.423,0.029,1.803,0.099,1.994,0.188,,0.298,0.444,0.615,0.81,1.003
9/3/2002,0.01,1.187,1.438,0.03,1.817,0.105,2.005,0.199,,0.311,0.464,0.634,0.833,1.019
9/4/2002,0.012,1.201,1.448,0.029,1.827,0.114,2.01,0.209,,0.339,0.478,0.653,0.852,1.038
9/5/2002,0.01,1.198,1.437,0.029,1.813,0.119,1.985,0.214,,0.339,0.473,0.647,0.848,1.043
9/6/2002,0.014,1.135,1.373,0.029,1.745,0.119,1.905,0.209,,0.313,0.434,0.598,0.794,0.985
9/9/2002,0.012,1.134,1.378,0.03,1.744,0.119,1.905,0.209,,0.313,0.434,0.594,0.789,0.98
9/10/2002,0.01,1.08,1.324,0.029,1.678,0.11,1.833,0.194,,0.283,0.398,0.549,0.734,0.92
9/11/2002,0.012,1.055,1.279,0.031,1.63,0.114,1.773,0.199,,0.299,0.399,0.55,0.724,0.9
