,GJGB1 Index,GJGB10 Index,GJGB15 Index,GJGB2 Index,GJGB20 Index,GJGB3 Index,GJGB30 Index,GJGB4 Index,GJGB40 Index,GJGB5 Index,GJGB6 Index,GJGB7 Index,GJGB8 Index,GJGB9 Index
7/1/1987,,,,,,,,,,,,3.47,,
7/2/1987,,,,,,,,,,,,3.74,,
7/6/1987,,,,,,,,,,,,3.93,,
7/7/1987,,,,,,,,,,,,3.83,,
7/8/1987,,,,,,,,,,,,4.2,,
7/9/1987,,,,,,,,,,,,4.17,,
7/10/1987,,,,,,,,,,,,4.2,,
7/13/1987,,,,,,,,,,,,4.07,,
7/14/1987,,,,,,,,,,,,4.05,,
7/15/1987,,,,,,,,,,,,4.07,,
7/16/1987,,,,,,,,,,,,4.18,,
7/17/1987,,,,,,,,,,,,4.31,,
7/20/1987,,,,,,,,,,,,4.31,,
7/21/1987,,,,,,,,,,,,4.42,,
7/22/1987,,,,,,,,,,,,4.65,,
7/23/1987,,,,,,,,,,,,4.55,,
7/24/1987,,,,,,,,,,,,4.46,,
7/27/1987,,,,,,,,,,,,4.55,,
7/28/1987,,,,,,,,,,,,4.76,,
7/29/1987,,,,,,,,,,,,4.71,,
7/30/1987,,,,,,,,,,,,4.69,,
7/31/1987,,,,,,,,,,,,4.84,,
8/3/1987,,,,,,,,,,,,4.98,,
8/4/1987,,,,,,,,,,,,5.24,,
8/5/1987,,,,,,,,,,,,5.04,,
8/6/1987,,,,,,,,,,,,5.06,,
8/7/1987,,,,,,,,,,,,5.02,,
8/10/1987,,,,,,,,,,,,5.03,,
8/11/1987,,,,,,,,,,,,5.12,,
8/12/1987,,,,,,,,,,,,5,,
8/13/1987,,,,,,,,,,,,5.02,,
8/14/1987,,,,,,,,,,,,5.08,,
8/17/1987,,,,,,,,,,,,5.09,,
8/18/1987,,,,,,,,,,,,5.099,,
8/19/1987,,,,,,,,,,,,5.01,,
8/20/1987,,,,,,,,,,,,4.78,,
8/21/1987,,,,,,,,,,,,4.6,,
8/24/1987,,,,,,,,,,,,4.52,,
8/25/1987,,,,,,,,,,,,4.49,,
8/26/1987,,,,,,,,,,,,4.37,,
8/27/1987,,,,,,,,,,,,4.32,,
8/28/1987,,,,,,,,,,,,4.4,,
8/31/1987,,,,,,,,,,,,4.58,,
9/2/1987,,,,,,,,,,,,4.51,,
9/3/1987,,,,,,,,,,,,4.67,,
9/4/1987,,,,,,,,,,,,5.02,,
9/8/1987,,,,,,,,,,,,5.13,,
9/9/1987,,,,,,,,,,,,5.27,,
9/10/1987,,,,,,,,,,,,5.32,,
9/11/1987,,,,,,,,,,,,5.3,,
9/14/1987,,,,,,,,,,,,5.16,,
9/15/1987,,,,,,,,,,,,5.16,,
9/16/1987,,,,,,,,,,,,5.27,,
9/17/1987,,,,,,,,,,,,5.21,,
9/18/1987,,,,,,,,,,,,5.24,,
9/21/1987,,,,,,,,,,,,5.39,,
9/22/1987,,,,,,,,,,,,5.47,,
9/23/1987,,,,,,,,,,,,5.47,,
9/24/1987,,,,,,,,,,,,5.48,,
9/25/1987,,,,,,,,,,,,5.51,,
9/28/1987,,,,,,,,,,,,5.53,,
9/29/1987,,,,,,,,,,,,5.72,,
9/30/1987,,,,,,,,,,,,5.59,,
10/1/1987,,,,,,,,,,,,5.66,,
10/9/1987,,,,,,,,,,,,6.01,,
10/13/1987,,,,,,,,,,,,6.01,,
10/14/1987,,,,,,,,,,,,5.94,,
10/15/1987,,,,,,,,,,,,5.99,,
10/16/1987,,,,,,,,,,,,5.99,,
10/19/1987,,,,,,,,,,,,5.94,,
10/20/1987,,,,,,,,,,,,5.94,,
10/21/1987,,,,,,,,,,,,5.9,,
10/22/1987,,6.31,,,,,,,,,,5.62,,
10/23/1987,,6.27,,,,,,,,,,5.52,,
10/26/1987,,6.27,,,,,,,,,,5.52,,
10/27/1987,,5.96,,,,,,,,,,5.48,,
10/28/1987,,5.96,,,,,,,,,,5.47,,
10/29/1987,,5.96,,,,,,,,,,5.47,,
10/30/1987,,5.96,,,,,,,,,,5.47,,
11/2/1987,,5.78,,,,,,,,,,5.29,,
11/3/1987,,5.78,,,,,,,,,,5.29,,
11/4/1987,,5.78,,,,,,,,,,5.29,,
11/5/1987,,5.78,,,,,,,,,,5.29,,
11/6/1987,,5.78,,,,,,,,,,5.29,,
11/9/1987,,5.78,,,,,,,,,,5.29,,
11/10/1987,,5.79,,,,,,,,,,5.29,,
11/12/1987,,5.79,,,,,,,,,,5.29,,
11/13/1987,,5.79,,,,,,,,,,5.29,,
11/16/1987,,5.79,,,,,,,,,,5.28,,
11/17/1987,,5.79,,,,,,,,,,5.28,,
11/18/1987,,5.37,,,,,,,,,,4.72,,
11/19/1987,,5.37,,,,,,,,,,4.72,,
11/20/1987,,5.37,,,,,,,,,,4.71,,
11/23/1987,,5.37,,,,,,,,,,4.71,,
11/24/1987,,5.37,,,,,,,,,,4.71,,
11/25/1987,,5.37,,,,,,,,,,4.71,,
11/27/1987,,5.17,,,,,,,,,,4.46,,
11/30/1987,,5.17,,,,,,,,,,4.45,,
12/1/1987,,5.17,,,,,,,,,,4.45,,
12/2/1987,,5.17,,,,,,,,,,4.45,,
12/3/1987,,5.22,,,,,,,,,,4.48,,
12/4/1987,,5.22,,,,,,,,,,4.48,,
12/7/1987,,5.22,,,,,,,,,,4.48,,
12/8/1987,,5.34,,,,,,,,,,4.55,,
12/9/1987,,5.34,,,,,,,,,,4.55,,
12/10/1987,,5.34,,,,,,,,,,4.55,,
12/11/1987,,5.34,,,,,,,,,,4.54,,
12/14/1987,,5.34,,,,,,,,,,4.54,,
12/15/1987,,5.5,,,,,,,,,,4.63,,
12/16/1987,,5.38,,,,,,,,,,4.51,,
12/17/1987,,5.38,,,,,,,,,,4.5,,
12/18/1987,,5.38,,,,,,,,,,4.5,,
12/21/1987,,5.16,,,,,,,,,,4.27,,
12/22/1987,,5.16,,,,,,,,,,4.27,,
12/23/1987,,5.16,,,,,,,,,,4.27,,
12/24/1987,,5.16,,,,,,,,,,4.27,,
12/28/1987,,5.16,,,,,,,,,,4.3,,
12/29/1987,,5.16,,,,,,,,,,4.3,,
12/30/1987,,5.16,,,,,,,,,,4.3,,
12/31/1987,,5.16,,,,,,,,,,4.3,,
1/4/1988,,5.16,,,,,,,,,,4.3,,
1/5/1988,,5.11,,,,,,,,,,4.26,,
1/6/1988,,5.16,,,,,,,,,,4.26,,
1/7/1988,,5.16,,,,,,,,,,4.26,,
1/8/1988,,5.24,,,,,,,,,,4.29,,
1/11/1988,,5.24,,,,,,,,,,4.29,,
1/12/1988,,5.24,,,,,,,,,,4.29,,
1/13/1988,,5.17,,,,,,,,,,4.27,,
1/14/1988,,5.17,,,,,,,,,,4.27,,
1/15/1988,,5.07,,,,,,,,,,4.33,,
1/19/1988,,5.07,,,,,,,,,,4.33,,
1/20/1988,,5.07,,,,,,,,,,4.33,,
1/21/1988,,5.07,,,,,,,,,,4.33,,
1/22/1988,,5.07,,,,,,,,,,4.33,,
1/25/1988,,5.07,,,,,,,,,,4.32,,
1/26/1988,,5.01,,,,,,,,,,4.3,,
1/27/1988,,5.03,,,,,,,,,,4.28,,
1/28/1988,,5.03,,,,,,,,,,4.28,,
1/29/1988,,4.93,,,,,,,,,,4.18,,
2/1/1988,,4.93,,,,,,,,,,4.18,,
2/2/1988,,4.93,,,,,,,,,,4.18,,
2/3/1988,,4.84,,,,,,,,,,4.01,,
2/4/1988,,4.84,,,,,,,,,,4.01,,
2/5/1988,,4.84,,,,,,,,,,4.01,,
2/8/1988,,4.84,,,,,,,,,,4.01,,
2/9/1988,,4.92,,,,,,,,,,4.13,,
2/10/1988,,4.92,,,,,,,,,,4.13,,
2/11/1988,,4.92,,,,,,,,,,4.13,,
2/12/1988,,4.92,,,,,,,,,,4.13,,
2/16/1988,,4.92,,,,,,,,,,4.13,,
2/17/1988,,4.92,,,,,,,,,,4.13,,
2/18/1988,,4.92,,,,,,,,,,4.13,,
2/19/1988,,4.92,,,,,,,,,,4.13,,
2/22/1988,,4.92,,,,,,,,,,4.13,,
2/23/1988,,4.93,,,,,,,,,,4.15,,
2/24/1988,,4.93,,,,,,,,,,4.15,,
2/25/1988,,4.97,,,,,,,,,,4.17,,
2/26/1988,,4.97,,,,,,,,,,4.17,,
2/29/1988,,4.93,,,,,,,,,,4.07,,
3/1/1988,,4.96,,,,,,,,,,4.07,,
3/2/1988,,4.98,,,,,,,,,,4.07,,
3/3/1988,,4.97,,,,,,,,,,4.04,,
3/4/1988,,4.97,,,,,,,,,,4,,
3/7/1988,,4.97,,,,,,,,,,4,,
3/8/1988,,5.01,,,,,,,,,,3.99,,
3/9/1988,,5,,,,,,,,,,3.96,,
3/10/1988,,5,,,,,,,,,,3.96,,
3/11/1988,,5,,,,,,,,,,3.96,,
3/14/1988,,4.98,,,,,,,,,,3.94,,
3/15/1988,,4.98,,,,,,,,,,3.94,,
3/16/1988,,5,,,,,,,,,,3.96,,
3/17/1988,,5.01,,,,,,,,,,3.97,,
3/18/1988,,5.01,,,,,,,,,,3.92,,
3/21/1988,,5.01,,,,,,,,,,3.92,,
3/22/1988,,5.01,,,,,,,,,,3.92,,
3/23/1988,,5,,,,,,,,,,3.89,,
3/24/1988,,5,,,,,,,,,,3.88,,
3/25/1988,,4.99,,,,,,,,,,3.9,,
3/28/1988,,4.97,,,,,,,,,,3.92,,
3/29/1988,,4.92,,,,,,,,,,3.91,,
3/30/1988,,4.89,,,,,,,,,,3.9,,
3/31/1988,,5.11,,,,,,,,,,3.9,,
4/1/1988,,5.01,,,,,,,,,,,,
4/4/1988,,4.69,,,,,,,,3.73,,3.82,,
4/5/1988,,4.7,,,,,,,,3.73,,3.84,,
4/6/1988,,4.75,,,,,,,,3.72,,3.84,,
4/7/1988,,4.74,,,,,,,,3.67,,3.81,,
4/8/1988,,4.74,,,,,,,,3.67,,3.81,,
4/11/1988,,4.72,,,,,,,,3.65,,3.77,,
4/12/1988,,4.71,,,,,,,,3.66,,3.77,,
4/13/1988,,4.73,,,,,,,,3.68,,3.77,,
4/14/1988,,4.72,,,,,,,,3.68,,3.77,,
4/15/1988,,4.72,,,,,,,,3.68,,3.77,,
4/18/1988,,4.76,,,,,,,,3.69,,3.78,,
4/19/1988,,4.8,,,,,,,,3.67,,3.79,,
4/20/1988,,4.78,,,,,,,,3.66,,3.77,,
4/21/1988,,4.75,,,,,,,,3.66,,3.77,,
4/22/1988,,4.75,,,,,,,,3.66,,3.77,,
4/25/1988,,4.74,,,,,,,,3.64,,3.75,,
4/26/1988,,4.74,,,,,,,,3.64,,3.75,,
4/27/1988,,4.75,,,,,,,,3.63,,3.76,,
4/28/1988,,4.75,,,,,,,,3.62,,3.76,,
4/29/1988,,4.75,,,,,,,,3.62,,3.76,,
5/2/1988,,4.81,,,,,,,,3.65,,3.81,,
5/3/1988,,4.81,,,,,,,,3.65,,3.81,,
5/4/1988,,4.81,,,,,,,,3.65,,3.81,,
5/5/1988,,4.81,,,,,,,,3.65,,3.81,,
5/6/1988,,4.84,,,,,,,,3.67,,3.83,,
5/9/1988,,4.88,,,,,,,,3.69,,3.87,,
5/10/1988,,4.9,,,,,,,,3.7,,3.89,,
5/11/1988,,5.05,,,,,,,,3.76,,3.96,,
5/12/1988,,4.96,,,,,,,,3.76,,3.96,,
5/13/1988,,4.98,,,,,,,,3.73,,3.97,,
5/16/1988,,4.98,,,,,,,,3.76,,3.98,,
5/17/1988,,5,,,,,,,,3.79,,4.02,,
5/18/1988,,5.04,,,,,,,,3.82,,4.06,,
5/19/1988,,5.04,,,,,,,,3.82,,4.06,,
5/20/1988,,5.03,,,,,,,,3.9,,4.05,,
5/23/1988,,5.1,,,,,,,,3.94,,4.11,,
5/24/1988,,5.07,,,,,,,,3.97,,4.11,,
5/25/1988,,5.01,,,,,,,,3.97,,4.08,,
5/26/1988,,5,,,,,,,,3.98,,4.07,,
5/27/1988,,5.07,,,,,,,,3.98,,4.08,,
5/31/1988,,5.03,,,,,,,,3.96,,4.06,,
6/1/1988,,5.01,,,,,,,,3.95,,4.04,,
6/2/1988,,4.96,,,,,,,,3.94,,4.02,,
6/3/1988,,4.94,,,,,,,,3.93,,4.02,,
6/6/1988,,4.89,,,,,,,,3.91,,3.97,,
6/7/1988,,4.95,,,,,,,,3.91,,3.99,,
6/8/1988,,4.97,,,,,,,,3.92,,4,,
6/9/1988,,4.99,,,,,,,,3.94,,4.03,,
6/10/1988,,5.01,,,,,,,,3.94,,4.05,,
6/13/1988,,5.02,,,,,,,,3.96,,4.05,,
6/14/1988,,5.02,,,,,,,,3.96,,4.05,,
6/15/1988,,5.05,,,,,,,,3.98,,4.08,,
6/16/1988,,5.07,,,,,,,,4,,4.1,,
6/17/1988,,5.07,,,,,,,,4.02,,4.12,,
6/20/1988,,5.09,,,,,,,,4.05,,4.14,,
6/21/1988,,5.09,,,,,,,,4.03,,4.11,,
6/22/1988,,5.18,,,,,,,,4.07,,4.15,,
6/23/1988,,5.23,,,,,,,,4.1,,4.18,,
6/24/1988,,5.22,,,,,,,,4.09,,4.18,,
6/27/1988,,5.37,,,,,,,,4.21,,4.35,,
6/28/1988,,5.34,,,,,,,,4.18,,4.29,,
6/29/1988,,5.36,,,,,,,,4.22,,4.37,,
6/30/1988,,5.24,,,,,,,,4.22,,4.34,,
7/5/1988,,5.63,,,,,,,,4.45,,4.63,,
7/6/1988,,5.54,,,,,,,,4.41,,4.56,,
7/7/1988,,5.52,,,,,,,,4.42,,4.53,,
7/8/1988,,5.48,,,,,,,,4.36,,4.41,,
7/11/1988,,5.46,,,,,,,,4.4,,4.44,,
7/12/1988,,5.57,,,,,,,,4.41,,4.47,,
7/13/1988,,5.57,,,,,,,,4.41,,4.47,,
7/14/1988,,5.55,,,,,,,,4.4,,4.45,,
7/15/1988,,5.51,,,,,,,,4.37,,4.42,,
7/18/1988,,5.51,,,,,,,,4.37,,4.44,,
7/19/1988,,5.55,,,,,,,,4.39,,4.47,,
7/20/1988,,5.45,,,,,,,,4.31,,4.37,,
7/21/1988,,5.35,,,,,,,,4.28,,4.32,,
7/22/1988,,5.39,,,,,,,,4.32,,4.36,,
7/25/1988,,5.32,,,,,,,,4.27,,4.32,,
7/26/1988,,5.32,,,,,,,,4.24,,4.27,,
7/27/1988,,5.34,,,,,,,,4.25,,4.28,,
7/28/1988,,5.33,,,,,,,,4.24,,4.27,,
7/29/1988,,5.23,,,,,,,,4.19,,4.21,,
8/1/1988,,5.27,,,,,,,,4.16,,4.17,,
8/2/1988,,5.31,,,,,,,,4.17,,4.18,,
8/3/1988,,5.37,,,,,,,,4.18,,4.19,,
8/4/1988,,5.35,,,,,,,,4.16,,4.17,,
8/5/1988,,5.36,,,,,,,,4.16,,4.18,,
8/8/1988,,5.36,,,,,,,,4.15,,4.18,,
8/9/1988,,5.4,,,,,,,,4.15,,4.19,,
8/10/1988,,5.74,,,,,,,,4.34,,4.42,,
8/11/1988,,5.74,,,,,,,,4.34,,4.42,,
8/12/1988,,5.67,,,,,,,,4.34,,4.37,,
8/15/1988,,5.67,,,,,,,,4.34,,4.38,,
8/16/1988,,5.67,,,,,,,,4.26,,4.29,,
8/17/1988,,5.52,,,,,,,,4.24,,4.25,,
8/18/1988,,5.52,,,,,,,,4.24,,4.25,,
8/19/1988,,5.51,,,,,,,,4.24,,4.25,,
8/22/1988,,5.6,,,,,,,,4.27,,4.28,,
8/23/1988,,5.67,,,,,,,,4.32,,4.33,,
8/24/1988,,5.68,,,,,,,,4.32,,4.33,,
8/25/1988,,5.68,,,,,,,,4.32,,4.33,,
8/26/1988,,5.74,,,,,,,,4.37,,4.38,,
8/29/1988,,5.78,,,,,,,,4.4,,4.42,,
8/30/1988,,5.78,,,,,,,,4.43,,4.45,,
8/31/1988,,5.8,,,,,,,,4.43,,4.46,,
9/1/1988,,5.91,,,,,,,,4.53,,4.55,,
9/2/1988,,5.8,,,,,,,,4.44,,4.44,,
9/6/1988,,5.8,,,,,,,,4.43,,4.43,,
9/7/1988,,5.71,,,,,,,,4.38,,4.37,,
9/8/1988,,5.72,,,,,,,,4.38,,4.37,,
9/9/1988,,5.73,,,,,,,,4.37,,4.37,,
9/12/1988,,5.73,,,,,,,,4.37,,4.37,,
9/13/1988,,5.69,,,,,,,,4.37,,4.37,,
9/14/1988,,5.65,,,,,,,,4.37,,4.38,,
9/15/1988,,5.65,,,,,,,,4.37,,4.38,,
9/16/1988,,5.55,,,,,,,,4.32,,4.33,,
9/19/1988,,5.51,,,,,,,,4.32,,4.33,,
9/20/1988,,5.58,,,,,,,,4.36,,4.37,,
9/21/1988,,5.47,,,,,,,,4.29,,4.31,,
9/22/1988,,5.45,,,,,,,,4.29,,4.31,,
9/23/1988,,5.45,,,,,,,,4.29,,4.31,,
9/26/1988,,5.45,,,,,,,,4.29,,4.31,,
9/27/1988,,5.44,,,,,,,,4.28,,4.29,,
9/28/1988,,5.44,,,,,,,,4.27,,4.28,,
9/29/1988,,5.44,,,,,,,,4.26,,4.27,,
10/3/1988,,5.18,,,,,,,,4.23,,4.3,,
10/4/1988,,5.09,,,,,,,,4.15,,4.2,,
10/5/1988,,5.09,,,,,,,,4.15,,4.2,,
10/6/1988,,5.11,,,,,,,,4.15,,4.2,,
10/7/1988,,5.07,,,,,,,,4.11,,4.16,,
10/11/1988,,4.94,,,,,,,,3.98,,4.02,,
10/12/1988,,4.89,,,,,,,,3.94,,4,,
10/13/1988,,4.91,,,,,,,,3.94,,4,,
10/14/1988,,4.91,,,,,,,,3.97,,4.05,,
10/17/1988,,4.96,,,,,,,,3.97,,4.04,,
10/18/1988,,4.98,,,,,,,,3.99,,4.08,,
10/19/1988,,4.86,,,,,,,,3.97,,4.05,,
10/20/1988,,4.91,,,,,,,,3.97,,4.06,,
10/21/1988,,4.86,,,,,,,,3.97,,4.05,,
10/24/1988,,4.86,,,,,,,,3.96,,4.05,,
10/25/1988,,4.81,,,,,,,,3.98,,4.06,,
10/26/1988,,4.83,,,,,,,,3.98,,4.05,,
10/27/1988,,4.81,,,,,,,,3.98,,4.05,,
10/28/1988,,4.76,,,,,,,,3.97,,4.04,,
10/31/1988,,4.76,,,,,,,,3.97,,4.04,,
11/1/1988,,4.78,,,,,,,,3.96,,4.02,,
11/2/1988,,4.8,,,,,,3.93,,3.96,,4.03,,
11/3/1988,,4.8,,,,,,3.93,,3.96,,4.03,,
11/4/1988,,4.79,,,,,,3.94,,3.95,,4.03,,
11/7/1988,,4.85,,,,,,3.94,,3.97,,4.08,,
11/8/1988,,4.79,,,,,,3.9,,3.93,,4.04,,
11/9/1988,,4.75,,,,,,3.89,,3.92,,4,,
11/10/1988,,4.64,,,,,,3.85,,3.87,,3.95,,
11/14/1988,,4.66,,,,,,3.83,,3.85,,3.93,,
11/15/1988,,4.68,,,,,,3.83,,3.85,,3.93,,
11/16/1988,,4.72,,,,,,3.84,,3.87,,3.97,,
11/17/1988,,4.71,,,,,,3.86,,3.88,,3.98,,
11/18/1988,,4.73,,,,,,3.87,,3.89,,3.98,,
11/21/1988,,4.7,,,,,,3.83,,3.86,,3.94,,
11/22/1988,,4.64,,,,,,3.8,,3.83,,3.91,,
11/23/1988,,4.64,,,,,,3.81,,3.83,,3.91,,
11/25/1988,,4.71,,,,,,3.82,,3.84,,3.93,,
11/28/1988,,4.74,,,,,,3.82,,3.85,,3.95,,
11/29/1988,,4.67,,,,,,3.79,,3.82,,3.91,,
11/30/1988,,4.62,,,,,,3.76,,3.79,,3.87,,
12/1/1988,,4.58,,,,,,3.76,,3.78,,3.86,,
12/2/1988,,4.54,,,,,,3.76,,3.79,,3.86,,
12/5/1988,,4.58,,,,,,3.76,,3.79,,3.86,,
12/6/1988,,4.65,,,,,,3.75,,3.77,,3.84,,
12/7/1988,,4.57,,,,,,3.76,,3.78,,3.85,,
12/8/1988,,4.55,,,,,,3.76,,3.78,,3.85,,
12/9/1988,,4.54,,,,,,3.75,,3.77,,3.85,,
12/12/1988,,4.58,,,,,,3.75,,3.77,,3.87,,
12/13/1988,,4.59,,,,,,3.76,,3.78,,3.88,,
12/14/1988,,4.59,,,,,,3.76,,3.78,,3.88,,
12/15/1988,,4.6,,,,,,3.77,,3.79,,3.89,,
12/16/1988,,4.69,,,,,,3.78,,3.8,,3.9,,
12/19/1988,,4.64,,,,,,3.82,,3.84,,3.95,,
12/20/1988,,4.62,,,,,,3.82,,3.84,,3.95,,
12/21/1988,,4.62,,,,,,3.82,,3.84,,3.95,,
12/22/1988,,4.58,,,,,,3.82,,3.84,,3.95,,
12/23/1988,,4.57,,,,,,3.81,,3.84,,3.95,,
12/27/1988,,4.57,,,,,,3.81,,3.84,,3.95,,
12/28/1988,,4.61,,,,,,3.81,,3.83,,3.95,,
12/29/1988,,4.61,,,,,,3.81,,3.83,,3.95,,
12/30/1988,,4.61,,,,,,3.81,,3.83,,3.95,,
1/3/1989,,4.61,,,,,,3.8,,3.83,,3.95,,
1/4/1989,,4.61,,,,,,3.8,,3.83,,3.95,,
1/5/1989,,4.64,,,,,,3.84,,3.86,,3.97,,
1/6/1989,,4.64,,,,,,3.84,,3.86,,3.97,,
1/9/1989,,4.63,,,,,,3.84,,3.86,,3.96,,
1/10/1989,,4.63,,,,,,3.83,,3.86,,3.96,,
1/11/1989,,4.64,,,,,,3.84,,3.86,,3.96,,
1/12/1989,,4.63,,,,,,3.84,,3.86,,3.96,,
1/13/1989,,4.64,,,,,,3.84,,3.86,,3.96,,
1/17/1989,,4.66,,,,,,3.86,,3.89,,3.98,,
1/18/1989,,4.71,,,,,,3.86,,3.89,,3.99,,
1/19/1989,,4.77,,,,,,3.89,,3.92,,4.03,,
1/20/1989,,4.69,,,,,,3.87,,3.89,,4,,
1/23/1989,,4.69,,,,,,3.87,,3.89,,4,,
1/24/1989,,4.64,,,,,,3.85,,3.87,,3.97,,
1/25/1989,,4.63,,,,,,3.85,,3.87,,3.97,,
1/26/1989,,4.66,,,,,,3.85,,3.87,,3.98,,
1/27/1989,,4.65,,,,,,3.84,,3.87,,3.98,,
1/30/1989,,4.67,,,,,,3.85,,3.89,,4.02,,
1/31/1989,,4.66,,,,,,3.85,,3.89,,4.02,,
2/1/1989,,4.69,,,,,,3.94,,3.99,,4.13,,
2/2/1989,,4.7,,,,,,3.97,,4.01,,4.15,,
2/3/1989,,4.7,,,,,,3.97,,4.01,,4.15,,
2/6/1989,,4.76,,,,,,4.02,,4.07,,4.2,,
2/7/1989,,4.77,,,,,,4.02,,4.07,,4.2,,
2/8/1989,,4.76,,,,,,4.02,,4.07,,4.2,,
2/9/1989,,4.75,,,,,,4.05,,4.1,,4.21,,
2/10/1989,,4.73,,,,,,4.05,,4.1,,4.19,,
2/13/1989,,4.78,,,,,,4.07,,4.13,,4.22,,
2/14/1989,,4.8,,,,,,4.08,,4.14,,4.23,,
2/15/1989,,4.76,,,,,,4.1,,4.16,,4.24,,
2/16/1989,,4.78,,,,,,4.11,,4.17,,4.24,,
2/17/1989,,4.75,,,,,,4.13,,4.19,,4.25,,
2/21/1989,,4.76,,,,,,4.29,,4.31,,4.32,,
2/22/1989,,4.76,,,,,,4.34,,4.35,,4.32,,
2/23/1989,,4.78,,,,,,4.39,,4.4,,4.36,,
2/24/1989,,4.78,,,,,,4.39,,4.4,,4.36,,
2/27/1989,,4.86,,,,,,4.48,,4.49,,4.45,,
2/28/1989,,4.88,,,,,,4.48,,4.49,,4.47,,
3/1/1989,,4.93,,,,,,4.48,,4.49,,4.49,,
3/2/1989,,4.92,,,,,,4.5,,4.5,,4.51,,
3/3/1989,,4.98,,,,,,4.54,,4.54,,4.55,,
3/6/1989,,4.99,,,,,,4.56,,4.56,,4.57,,
3/7/1989,,5.01,,,,,,4.58,,4.58,,4.59,,
3/8/1989,,4.94,,,,,,4.56,,4.56,,4.57,,
3/9/1989,,4.94,,,,,,4.56,,4.56,,4.57,,
3/10/1989,,4.91,,,,,,4.55,,4.55,,4.56,,
3/13/1989,,5.02,,,,,,4.58,,4.58,,4.61,,
3/14/1989,,5.01,,,,,,4.63,,4.63,,4.66,,
3/15/1989,,4.93,,,,,,4.61,,4.61,,4.63,,
3/16/1989,,4.97,,,,,,4.64,,4.64,,4.67,,
3/17/1989,,4.89,,,,,,4.6,,4.59,,4.63,,
3/20/1989,,4.94,,,,,,4.65,,4.64,,4.68,,
3/21/1989,,4.94,,,,,,4.65,,4.64,,4.68,,
3/22/1989,,4.9,,,,,,4.63,,4.61,,4.64,,
3/23/1989,,4.83,,,,,,4.63,,4.59,,4.6,,
3/27/1989,,4.88,,,,,,4.62,,4.59,,4.6,,
3/28/1989,,4.87,,,,,,4.65,,4.61,,4.62,,
3/29/1989,,4.89,,,,,,4.65,,4.61,,4.62,,
3/30/1989,,4.83,,,,,,4.64,,4.59,,4.6,,
3/31/1989,,4.86,,,,,,4.64,,4.59,,4.64,,
4/3/1989,,4.98,,,,,,4.59,,4.61,,4.77,4.87,5.13
4/4/1989,,5.01,,,,,,4.59,,4.61,,4.77,4.839,5.18
4/5/1989,,5.06,,,,,,4.59,,4.61,,4.781,4.839,5.113
4/6/1989,,5.08,,,,,,4.61,,4.63,,4.81,4.94,5.231
4/7/1989,,5.08,,,,,,4.61,,4.63,,4.853,4.911,5.114
4/10/1989,,5.08,,,,,,4.61,,4.63,,4.76,4.901,5.211
4/11/1989,,5.08,,,,,,4.61,,4.63,,4.801,4.901,5.241
4/12/1989,,5.08,,,,,,4.61,,4.63,,4.781,4.901,5.211
4/13/1989,,5.08,,,,,,4.57,,4.59,,4.77,4.87,5.221
4/14/1989,,5.08,,,,,,4.57,,4.59,,4.76,4.87,5.22
4/17/1989,,5.08,,,,,,4.57,,4.59,,4.76,4.86,5.21
4/18/1989,,5.08,,,,,,4.57,,4.59,,4.76,4.87,5.191
4/19/1989,,5.04,,,,,,4.57,,4.59,,4.761,4.85,5.194
4/20/1989,,5.04,,,,,,4.57,,4.59,,4.75,4.871,5.321
4/21/1989,,5.06,,,,,,4.59,,4.61,,4.78,4.87,5.285
4/24/1989,,5.06,,,,,,4.59,,4.61,,4.78,4.87,5.285
4/25/1989,,5.06,,,,,,4.59,,4.61,,4.78,4.87,5.285
4/26/1989,,5.06,,,,,,4.58,,4.61,,4.779,4.869,5.285
4/27/1989,,5.07,,,,,,4.59,,4.62,,4.781,4.871,5.328
4/28/1989,,5.04,,,,,,4.59,,4.62,,4.781,4.86,5.323
5/1/1989,,5.07,,,,,,4.59,,4.61,,4.781,4.9,5.351
5/2/1989,,5.12,,,,,,4.59,,4.61,,4.821,4.93,5.371
5/3/1989,,5.12,,,,,,4.59,,4.61,,4.821,4.838,5.371
5/4/1989,,5.12,,,,,,4.59,,4.61,,4.821,4.838,5.371
5/5/1989,,5.12,,,,,,4.59,,4.61,,4.821,4.838,5.357
5/8/1989,,5.12,,,,,,4.6,,4.62,,4.821,4.84,5.362
5/9/1989,,5.12,,,,,,4.6,,4.62,,4.821,4.932,5.372
5/10/1989,,5.15,,,,,,4.6,,4.62,,4.833,4.932,5.362
5/11/1989,,5.15,,,,,,4.59,,4.61,,4.815,4.901,5.362
5/12/1989,,5.17,,,,,,4.59,,4.62,,4.815,4.911,5.373
5/15/1989,,5.2,,,,,,4.59,,4.62,,4.833,4.942,5.4
5/16/1989,,5.2,,,,,,4.59,,4.62,,4.821,4.922,5.384
5/17/1989,,5.19,,,,,,4.61,,4.61,,4.815,4.932,5.374
5/18/1989,,5.18,,,,,,4.62,,4.61,,4.815,4.932,5.385
5/19/1989,,5.19,,,,,,4.64,,4.63,,4.832,4.963,5.401
5/22/1989,,5.18,,,,,,4.64,,4.64,,4.814,4.953,5.364
5/23/1989,,5.18,,,,,,4.65,,4.64,,4.832,4.963,5.423
