,1,10,15,2,20,3,30,4,40,5,6,7,8,9
1-Jul-1987,,,,,,,,,,,,3.47,,
2-Jul-1987,,,,,,,,,,,,3.74,,
6-Jul-1987,,,,,,,,,,,,3.93,,
7-Jul-1987,,,,,,,,,,,,3.83,,
8-Jul-1987,,,,,,,,,,,,4.2,,
9-Jul-1987,,,,,,,,,,,,4.17,,
10-Jul-1987,,,,,,,,,,,,4.2,,
13-Jul-1987,,,,,,,,,,,,4.07,,
14-Jul-1987,,,,,,,,,,,,4.05,,
15-Jul-1987,,,,,,,,,,,,4.07,,
16-Jul-1987,,,,,,,,,,,,4.18,,
17-Jul-1987,,,,,,,,,,,,4.31,,
20-Jul-1987,,,,,,,,,,,,4.31,,
21-Jul-1987,,,,,,,,,,,,4.42,,
22-Jul-1987,,,,,,,,,,,,4.65,,
23-Jul-1987,,,,,,,,,,,,4.55,,
24-Jul-1987,,,,,,,,,,,,4.46,,
27-Jul-1987,,,,,,,,,,,,4.55,,
28-Jul-1987,,,,,,,,,,,,4.76,,
29-Jul-1987,,,,,,,,,,,,4.71,,
30-Jul-1987,,,,,,,,,,,,4.69,,
31-Jul-1987,,,,,,,,,,,,4.84,,
3-Aug-1987,,,,,,,,,,,,4.98,,
4-Aug-1987,,,,,,,,,,,,5.24,,
5-Aug-1987,,,,,,,,,,,,5.04,,
6-Aug-1987,,,,,,,,,,,,5.06,,
7-Aug-1987,,,,,,,,,,,,5.02,,
10-Aug-1987,,,,,,,,,,,,5.03,,
11-Aug-1987,,,,,,,,,,,,5.12,,
12-Aug-1987,,,,,,,,,,,,5,,
13-Aug-1987,,,,,,,,,,,,5.02,,
14-Aug-1987,,,,,,,,,,,,5.08,,
17-Aug-1987,,,,,,,,,,,,5.09,,
18-Aug-1987,,,,,,,,,,,,5.099,,
19-Aug-1987,,,,,,,,,,,,5.01,,
20-Aug-1987,,,,,,,,,,,,4.78,,
21-Aug-1987,,,,,,,,,,,,4.6,,
24-Aug-1987,,,,,,,,,,,,4.52,,
25-Aug-1987,,,,,,,,,,,,4.49,,
26-Aug-1987,,,,,,,,,,,,4.37,,
27-Aug-1987,,,,,,,,,,,,4.32,,
28-Aug-1987,,,,,,,,,,,,4.4,,
31-Aug-1987,,,,,,,,,,,,4.58,,
2-Sep-1987,,,,,,,,,,,,4.51,,
3-Sep-1987,,,,,,,,,,,,4.67,,
4-Sep-1987,,,,,,,,,,,,5.02,,
8-Sep-1987,,,,,,,,,,,,5.13,,
9-Sep-1987,,,,,,,,,,,,5.27,,
10-Sep-1987,,,,,,,,,,,,5.32,,
11-Sep-1987,,,,,,,,,,,,5.3,,
14-Sep-1987,,,,,,,,,,,,5.16,,
15-Sep-1987,,,,,,,,,,,,5.16,,
16-Sep-1987,,,,,,,,,,,,5.27,,
17-Sep-1987,,,,,,,,,,,,5.21,,
18-Sep-1987,,,,,,,,,,,,5.24,,
21-Sep-1987,,,,,,,,,,,,5.39,,
22-Sep-1987,,,,,,,,,,,,5.47,,
23-Sep-1987,,,,,,,,,,,,5.47,,
24-Sep-1987,,,,,,,,,,,,5.48,,
25-Sep-1987,,,,,,,,,,,,5.51,,
28-Sep-1987,,,,,,,,,,,,5.53,,
29-Sep-1987,,,,,,,,,,,,5.72,,
30-Sep-1987,,,,,,,,,,,,5.59,,
1-Oct-1987,,,,,,,,,,,,5.66,,
9-Oct-1987,,,,,,,,,,,,6.01,,
13-Oct-1987,,,,,,,,,,,,6.01,,
14-Oct-1987,,,,,,,,,,,,5.94,,
15-Oct-1987,,,,,,,,,,,,5.99,,
16-Oct-1987,,,,,,,,,,,,5.99,,
19-Oct-1987,,,,,,,,,,,,5.94,,
20-Oct-1987,,,,,,,,,,,,5.94,,
21-Oct-1987,,,,,,,,,,,,5.9,,
22-Oct-1987,,6.31,,,,,,,,,,5.62,,
23-Oct-1987,,6.27,,,,,,,,,,5.52,,
26-Oct-1987,,6.27,,,,,,,,,,5.52,,
27-Oct-1987,,5.96,,,,,,,,,,5.48,,
28-Oct-1987,,5.96,,,,,,,,,,5.47,,
29-Oct-1987,,5.96,,,,,,,,,,5.47,,
30-Oct-1987,,5.96,,,,,,,,,,5.47,,
2-Nov-1987,,5.78,,,,,,,,,,5.29,,
3-Nov-1987,,5.78,,,,,,,,,,5.29,,
4-Nov-1987,,5.78,,,,,,,,,,5.29,,
5-Nov-1987,,5.78,,,,,,,,,,5.29,,
6-Nov-1987,,5.78,,,,,,,,,,5.29,,
9-Nov-1987,,5.78,,,,,,,,,,5.29,,
10-Nov-1987,,5.79,,,,,,,,,,5.29,,
12-Nov-1987,,5.79,,,,,,,,,,5.29,,
13-Nov-1987,,5.79,,,,,,,,,,5.29,,
16-Nov-1987,,5.79,,,,,,,,,,5.28,,
17-Nov-1987,,5.79,,,,,,,,,,5.28,,
18-Nov-1987,,5.37,,,,,,,,,,4.72,,
19-Nov-1987,,5.37,,,,,,,,,,4.72,,
20-Nov-1987,,5.37,,,,,,,,,,4.71,,
23-Nov-1987,,5.37,,,,,,,,,,4.71,,
24-Nov-1987,,5.37,,,,,,,,,,4.71,,
25-Nov-1987,,5.37,,,,,,,,,,4.71,,
27-Nov-1987,,5.17,,,,,,,,,,4.46,,
30-Nov-1987,,5.17,,,,,,,,,,4.45,,
1-Dec-1987,,5.17,,,,,,,,,,4.45,,
2-Dec-1987,,5.17,,,,,,,,,,4.45,,
3-Dec-1987,,5.22,,,,,,,,,,4.48,,
4-Dec-1987,,5.22,,,,,,,,,,4.48,,
7-Dec-1987,,5.22,,,,,,,,,,4.48,,
8-Dec-1987,,5.34,,,,,,,,,,4.55,,
9-Dec-1987,,5.34,,,,,,,,,,4.55,,
10-Dec-1987,,5.34,,,,,,,,,,4.55,,
11-Dec-1987,,5.34,,,,,,,,,,4.54,,
14-Dec-1987,,5.34,,,,,,,,,,4.54,,
15-Dec-1987,,5.5,,,,,,,,,,4.63,,
16-Dec-1987,,5.38,,,,,,,,,,4.51,,
17-Dec-1987,,5.38,,,,,,,,,,4.5,,
18-Dec-1987,,5.38,,,,,,,,,,4.5,,
21-Dec-1987,,5.16,,,,,,,,,,4.27,,
22-Dec-1987,,5.16,,,,,,,,,,4.27,,
23-Dec-1987,,5.16,,,,,,,,,,4.27,,
24-Dec-1987,,5.16,,,,,,,,,,4.27,,
28-Dec-1987,,5.16,,,,,,,,,,4.3,,
29-Dec-1987,,5.16,,,,,,,,,,4.3,,
30-Dec-1987,,5.16,,,,,,,,,,4.3,,
31-Dec-1987,,5.16,,,,,,,,,,4.3,,
4-Jan-1988,,5.16,,,,,,,,,,4.3,,
5-Jan-1988,,5.11,,,,,,,,,,4.26,,
6-Jan-1988,,5.16,,,,,,,,,,4.26,,
7-Jan-1988,,5.16,,,,,,,,,,4.26,,
8-Jan-1988,,5.24,,,,,,,,,,4.29,,
11-Jan-1988,,5.24,,,,,,,,,,4.29,,
12-Jan-1988,,5.24,,,,,,,,,,4.29,,
13-Jan-1988,,5.17,,,,,,,,,,4.27,,
14-Jan-1988,,5.17,,,,,,,,,,4.27,,
15-Jan-1988,,5.07,,,,,,,,,,4.33,,
19-Jan-1988,,5.07,,,,,,,,,,4.33,,
20-Jan-1988,,5.07,,,,,,,,,,4.33,,
21-Jan-1988,,5.07,,,,,,,,,,4.33,,
22-Jan-1988,,5.07,,,,,,,,,,4.33,,
25-Jan-1988,,5.07,,,,,,,,,,4.32,,
26-Jan-1988,,5.01,,,,,,,,,,4.3,,
27-Jan-1988,,5.03,,,,,,,,,,4.28,,
28-Jan-1988,,5.03,,,,,,,,,,4.28,,
29-Jan-1988,,4.93,,,,,,,,,,4.18,,
1-Feb-1988,,4.93,,,,,,,,,,4.18,,
2-Feb-1988,,4.93,,,,,,,,,,4.18,,
3-Feb-1988,,4.84,,,,,,,,,,4.01,,
4-Feb-1988,,4.84,,,,,,,,,,4.01,,
5-Feb-1988,,4.84,,,,,,,,,,4.01,,
8-Feb-1988,,4.84,,,,,,,,,,4.01,,
9-Feb-1988,,4.92,,,,,,,,,,4.13,,
10-Feb-1988,,4.92,,,,,,,,,,4.13,,
11-Feb-1988,,4.92,,,,,,,,,,4.13,,
12-Feb-1988,,4.92,,,,,,,,,,4.13,,
16-Feb-1988,,4.92,,,,,,,,,,4.13,,
17-Feb-1988,,4.92,,,,,,,,,,4.13,,
18-Feb-1988,,4.92,,,,,,,,,,4.13,,
19-Feb-1988,,4.92,,,,,,,,,,4.13,,
22-Feb-1988,,4.92,,,,,,,,,,4.13,,
23-Feb-1988,,4.93,,,,,,,,,,4.15,,
24-Feb-1988,,4.93,,,,,,,,,,4.15,,
25-Feb-1988,,4.97,,,,,,,,,,4.17,,
26-Feb-1988,,4.97,,,,,,,,,,4.17,,
29-Feb-1988,,4.93,,,,,,,,,,4.07,,
1-Mar-1988,,4.96,,,,,,,,,,4.07,,
2-Mar-1988,,4.98,,,,,,,,,,4.07,,
3-Mar-1988,,4.97,,,,,,,,,,4.04,,
4-Mar-1988,,4.97,,,,,,,,,,4,,
7-Mar-1988,,4.97,,,,,,,,,,4,,
8-Mar-1988,,5.01,,,,,,,,,,3.99,,
9-Mar-1988,,5,,,,,,,,,,3.96,,
10-Mar-1988,,5,,,,,,,,,,3.96,,
11-Mar-1988,,5,,,,,,,,,,3.96,,
14-Mar-1988,,4.98,,,,,,,,,,3.94,,
15-Mar-1988,,4.98,,,,,,,,,,3.94,,
16-Mar-1988,,5,,,,,,,,,,3.96,,
17-Mar-1988,,5.01,,,,,,,,,,3.97,,
18-Mar-1988,,5.01,,,,,,,,,,3.92,,
21-Mar-1988,,5.01,,,,,,,,,,3.92,,
22-Mar-1988,,5.01,,,,,,,,,,3.92,,
23-Mar-1988,,5,,,,,,,,,,3.89,,
24-Mar-1988,,5,,,,,,,,,,3.88,,
25-Mar-1988,,4.99,,,,,,,,,,3.9,,
28-Mar-1988,,4.97,,,,,,,,,,3.92,,
29-Mar-1988,,4.92,,,,,,,,,,3.91,,
30-Mar-1988,,4.89,,,,,,,,,,3.9,,
31-Mar-1988,,5.11,,,,,,,,,,3.9,,
1-Apr-1988,,5.01,,,,,,,,,,,,
4-Apr-1988,,4.69,,,,,,,,3.73,,3.82,,
5-Apr-1988,,4.7,,,,,,,,3.73,,3.84,,
6-Apr-1988,,4.75,,,,,,,,3.72,,3.84,,
7-Apr-1988,,4.74,,,,,,,,3.67,,3.81,,
8-Apr-1988,,4.74,,,,,,,,3.67,,3.81,,
11-Apr-1988,,4.72,,,,,,,,3.65,,3.77,,
12-Apr-1988,,4.71,,,,,,,,3.66,,3.77,,
13-Apr-1988,,4.73,,,,,,,,3.68,,3.77,,
14-Apr-1988,,4.72,,,,,,,,3.68,,3.77,,
15-Apr-1988,,4.72,,,,,,,,3.68,,3.77,,
18-Apr-1988,,4.76,,,,,,,,3.69,,3.78,,
19-Apr-1988,,4.8,,,,,,,,3.67,,3.79,,
20-Apr-1988,,4.78,,,,,,,,3.66,,3.77,,
21-Apr-1988,,4.75,,,,,,,,3.66,,3.77,,
22-Apr-1988,,4.75,,,,,,,,3.66,,3.77,,
25-Apr-1988,,4.74,,,,,,,,3.64,,3.75,,
26-Apr-1988,,4.74,,,,,,,,3.64,,3.75,,
27-Apr-1988,,4.75,,,,,,,,3.63,,3.76,,
28-Apr-1988,,4.75,,,,,,,,3.62,,3.76,,
29-Apr-1988,,4.75,,,,,,,,3.62,,3.76,,
2-May-1988,,4.81,,,,,,,,3.65,,3.81,,
3-May-1988,,4.81,,,,,,,,3.65,,3.81,,
4-May-1988,,4.81,,,,,,,,3.65,,3.81,,
5-May-1988,,4.81,,,,,,,,3.65,,3.81,,
6-May-1988,,4.84,,,,,,,,3.67,,3.83,,
9-May-1988,,4.88,,,,,,,,3.69,,3.87,,
10-May-1988,,4.9,,,,,,,,3.7,,3.89,,
11-May-1988,,5.05,,,,,,,,3.76,,3.96,,
12-May-1988,,4.96,,,,,,,,3.76,,3.96,,
13-May-1988,,4.98,,,,,,,,3.73,,3.97,,
16-May-1988,,4.98,,,,,,,,3.76,,3.98,,
17-May-1988,,5,,,,,,,,3.79,,4.02,,
18-May-1988,,5.04,,,,,,,,3.82,,4.06,,
19-May-1988,,5.04,,,,,,,,3.82,,4.06,,
20-May-1988,,5.03,,,,,,,,3.9,,4.05,,
23-May-1988,,5.1,,,,,,,,3.94,,4.11,,
24-May-1988,,5.07,,,,,,,,3.97,,4.11,,
25-May-1988,,5.01,,,,,,,,3.97,,4.08,,
26-May-1988,,5,,,,,,,,3.98,,4.07,,
27-May-1988,,5.07,,,,,,,,3.98,,4.08,,
31-May-1988,,5.03,,,,,,,,3.96,,4.06,,
1-Jun-1988,,5.01,,,,,,,,3.95,,4.04,,
2-Jun-1988,,4.96,,,,,,,,3.94,,4.02,,
3-Jun-1988,,4.94,,,,,,,,3.93,,4.02,,
6-Jun-1988,,4.89,,,,,,,,3.91,,3.97,,
7-Jun-1988,,4.95,,,,,,,,3.91,,3.99,,
8-Jun-1988,,4.97,,,,,,,,3.92,,4,,
9-Jun-1988,,4.99,,,,,,,,3.94,,4.03,,
10-Jun-1988,,5.01,,,,,,,,3.94,,4.05,,
13-Jun-1988,,5.02,,,,,,,,3.96,,4.05,,
14-Jun-1988,,5.02,,,,,,,,3.96,,4.05,,
15-Jun-1988,,5.05,,,,,,,,3.98,,4.08,,
16-Jun-1988,,5.07,,,,,,,,4,,4.1,,
17-Jun-1988,,5.07,,,,,,,,4.02,,4.12,,
20-Jun-1988,,5.09,,,,,,,,4.05,,4.14,,
21-Jun-1988,,5.09,,,,,,,,4.03,,4.11,,
22-Jun-1988,,5.18,,,,,,,,4.07,,4.15,,
23-Jun-1988,,5.23,,,,,,,,4.1,,4.18,,
24-Jun-1988,,5.22,,,,,,,,4.09,,4.18,,
27-Jun-1988,,5.37,,,,,,,,4.21,,4.35,,
28-Jun-1988,,5.34,,,,,,,,4.18,,4.29,,
29-Jun-1988,,5.36,,,,,,,,4.22,,4.37,,
30-Jun-1988,,5.24,,,,,,,,4.22,,4.34,,
5-Jul-1988,,5.63,,,,,,,,4.45,,4.63,,
6-Jul-1988,,5.54,,,,,,,,4.41,,4.56,,
7-Jul-1988,,5.52,,,,,,,,4.42,,4.53,,
8-Jul-1988,,5.48,,,,,,,,4.36,,4.41,,
11-Jul-1988,,5.46,,,,,,,,4.4,,4.44,,
12-Jul-1988,,5.57,,,,,,,,4.41,,4.47,,
13-Jul-1988,,5.57,,,,,,,,4.41,,4.47,,
14-Jul-1988,,5.55,,,,,,,,4.4,,4.45,,
15-Jul-1988,,5.51,,,,,,,,4.37,,4.42,,
18-Jul-1988,,5.51,,,,,,,,4.37,,4.44,,
19-Jul-1988,,5.55,,,,,,,,4.39,,4.47,,
20-Jul-1988,,5.45,,,,,,,,4.31,,4.37,,
21-Jul-1988,,5.35,,,,,,,,4.28,,4.32,,
22-Jul-1988,,5.39,,,,,,,,4.32,,4.36,,
25-Jul-1988,,5.32,,,,,,,,4.27,,4.32,,
26-Jul-1988,,5.32,,,,,,,,4.24,,4.27,,
27-Jul-1988,,5.34,,,,,,,,4.25,,4.28,,
28-Jul-1988,,5.33,,,,,,,,4.24,,4.27,,
29-Jul-1988,,5.23,,,,,,,,4.19,,4.21,,
1-Aug-1988,,5.27,,,,,,,,4.16,,4.17,,
2-Aug-1988,,5.31,,,,,,,,4.17,,4.18,,
3-Aug-1988,,5.37,,,,,,,,4.18,,4.19,,
4-Aug-1988,,5.35,,,,,,,,4.16,,4.17,,
5-Aug-1988,,5.36,,,,,,,,4.16,,4.18,,
8-Aug-1988,,5.36,,,,,,,,4.15,,4.18,,
9-Aug-1988,,5.4,,,,,,,,4.15,,4.19,,
10-Aug-1988,,5.74,,,,,,,,4.34,,4.42,,
11-Aug-1988,,5.74,,,,,,,,4.34,,4.42,,
12-Aug-1988,,5.67,,,,,,,,4.34,,4.37,,
15-Aug-1988,,5.67,,,,,,,,4.34,,4.38,,
16-Aug-1988,,5.67,,,,,,,,4.26,,4.29,,
17-Aug-1988,,5.52,,,,,,,,4.24,,4.25,,
18-Aug-1988,,5.52,,,,,,,,4.24,,4.25,,
19-Aug-1988,,5.51,,,,,,,,4.24,,4.25,,
22-Aug-1988,,5.6,,,,,,,,4.27,,4.28,,
23-Aug-1988,,5.67,,,,,,,,4.32,,4.33,,
24-Aug-1988,,5.68,,,,,,,,4.32,,4.33,,
25-Aug-1988,,5.68,,,,,,,,4.32,,4.33,,
26-Aug-1988,,5.74,,,,,,,,4.37,,4.38,,
29-Aug-1988,,5.78,,,,,,,,4.4,,4.42,,
30-Aug-1988,,5.78,,,,,,,,4.43,,4.45,,
31-Aug-1988,,5.8,,,,,,,,4.43,,4.46,,
1-Sep-1988,,5.91,,,,,,,,4.53,,4.55,,
2-Sep-1988,,5.8,,,,,,,,4.44,,4.44,,
6-Sep-1988,,5.8,,,,,,,,4.43,,4.43,,
7-Sep-1988,,5.71,,,,,,,,4.38,,4.37,,
8-Sep-1988,,5.72,,,,,,,,4.38,,4.37,,
9-Sep-1988,,5.73,,,,,,,,4.37,,4.37,,
12-Sep-1988,,5.73,,,,,,,,4.37,,4.37,,
13-Sep-1988,,5.69,,,,,,,,4.37,,4.37,,
14-Sep-1988,,5.65,,,,,,,,4.37,,4.38,,
15-Sep-1988,,5.65,,,,,,,,4.37,,4.38,,
16-Sep-1988,,5.55,,,,,,,,4.32,,4.33,,
19-Sep-1988,,5.51,,,,,,,,4.32,,4.33,,
20-Sep-1988,,5.58,,,,,,,,4.36,,4.37,,
21-Sep-1988,,5.47,,,,,,,,4.29,,4.31,,
22-Sep-1988,,5.45,,,,,,,,4.29,,4.31,,
23-Sep-1988,,5.45,,,,,,,,4.29,,4.31,,
26-Sep-1988,,5.45,,,,,,,,4.29,,4.31,,
27-Sep-1988,,5.44,,,,,,,,4.28,,4.29,,
28-Sep-1988,,5.44,,,,,,,,4.27,,4.28,,
29-Sep-1988,,5.44,,,,,,,,4.26,,4.27,,
3-Oct-1988,,5.18,,,,,,,,4.23,,4.3,,
4-Oct-1988,,5.09,,,,,,,,4.15,,4.2,,
5-Oct-1988,,5.09,,,,,,,,4.15,,4.2,,
6-Oct-1988,,5.11,,,,,,,,4.15,,4.2,,
7-Oct-1988,,5.07,,,,,,,,4.11,,4.16,,
11-Oct-1988,,4.94,,,,,,,,3.98,,4.02,,
12-Oct-1988,,4.89,,,,,,,,3.94,,4,,
13-Oct-1988,,4.91,,,,,,,,3.94,,4,,
14-Oct-1988,,4.91,,,,,,,,3.97,,4.05,,
17-Oct-1988,,4.96,,,,,,,,3.97,,4.04,,
18-Oct-1988,,4.98,,,,,,,,3.99,,4.08,,
19-Oct-1988,,4.86,,,,,,,,3.97,,4.05,,
20-Oct-1988,,4.91,,,,,,,,3.97,,4.06,,
21-Oct-1988,,4.86,,,,,,,,3.97,,4.05,,
24-Oct-1988,,4.86,,,,,,,,3.96,,4.05,,
25-Oct-1988,,4.81,,,,,,,,3.98,,4.06,,
26-Oct-1988,,4.83,,,,,,,,3.98,,4.05,,
27-Oct-1988,,4.81,,,,,,,,3.98,,4.05,,
28-Oct-1988,,4.76,,,,,,,,3.97,,4.04,,
31-Oct-1988,,4.76,,,,,,,,3.97,,4.04,,
1-Nov-1988,,4.78,,,,,,,,3.96,,4.02,,
2-Nov-1988,,4.8,,,,,,3.93,,3.96,,4.03,,
3-Nov-1988,,4.8,,,,,,3.93,,3.96,,4.03,,
4-Nov-1988,,4.79,,,,,,3.94,,3.95,,4.03,,
7-Nov-1988,,4.85,,,,,,3.94,,3.97,,4.08,,
8-Nov-1988,,4.79,,,,,,3.9,,3.93,,4.04,,
9-Nov-1988,,4.75,,,,,,3.89,,3.92,,4,,
10-Nov-1988,,4.64,,,,,,3.85,,3.87,,3.95,,
14-Nov-1988,,4.66,,,,,,3.83,,3.85,,3.93,,
15-Nov-1988,,4.68,,,,,,3.83,,3.85,,3.93,,
16-Nov-1988,,4.72,,,,,,3.84,,3.87,,3.97,,
17-Nov-1988,,4.71,,,,,,3.86,,3.88,,3.98,,
18-Nov-1988,,4.73,,,,,,3.87,,3.89,,3.98,,
21-Nov-1988,,4.7,,,,,,3.83,,3.86,,3.94,,
22-Nov-1988,,4.64,,,,,,3.8,,3.83,,3.91,,
23-Nov-1988,,4.64,,,,,,3.81,,3.83,,3.91,,
25-Nov-1988,,4.71,,,,,,3.82,,3.84,,3.93,,
28-Nov-1988,,4.74,,,,,,3.82,,3.85,,3.95,,
29-Nov-1988,,4.67,,,,,,3.79,,3.82,,3.91,,
30-Nov-1988,,4.62,,,,,,3.76,,3.79,,3.87,,
1-Dec-1988,,4.58,,,,,,3.76,,3.78,,3.86,,
2-Dec-1988,,4.54,,,,,,3.76,,3.79,,3.86,,
5-Dec-1988,,4.58,,,,,,3.76,,3.79,,3.86,,
6-Dec-1988,,4.65,,,,,,3.75,,3.77,,3.84,,
7-Dec-1988,,4.57,,,,,,3.76,,3.78,,3.85,,
8-Dec-1988,,4.55,,,,,,3.76,,3.78,,3.85,,
9-Dec-1988,,4.54,,,,,,3.75,,3.77,,3.85,,
12-Dec-1988,,4.58,,,,,,3.75,,3.77,,3.87,,
13-Dec-1988,,4.59,,,,,,3.76,,3.78,,3.88,,
14-Dec-1988,,4.59,,,,,,3.76,,3.78,,3.88,,
15-Dec-1988,,4.6,,,,,,3.77,,3.79,,3.89,,
16-Dec-1988,,4.69,,,,,,3.78,,3.8,,3.9,,
19-Dec-1988,,4.64,,,,,,3.82,,3.84,,3.95,,
20-Dec-1988,,4.62,,,,,,3.82,,3.84,,3.95,,
21-Dec-1988,,4.62,,,,,,3.82,,3.84,,3.95,,
22-Dec-1988,,4.58,,,,,,3.82,,3.84,,3.95,,
23-Dec-1988,,4.57,,,,,,3.81,,3.84,,3.95,,
27-Dec-1988,,4.57,,,,,,3.81,,3.84,,3.95,,
28-Dec-1988,,4.61,,,,,,3.81,,3.83,,3.95,,
29-Dec-1988,,4.61,,,,,,3.81,,3.83,,3.95,,
30-Dec-1988,,4.61,,,,,,3.81,,3.83,,3.95,,
3-Jan-1989,,4.61,,,,,,3.8,,3.83,,3.95,,
4-Jan-1989,,4.61,,,,,,3.8,,3.83,,3.95,,
5-Jan-1989,,4.64,,,,,,3.84,,3.86,,3.97,,
6-Jan-1989,,4.64,,,,,,3.84,,3.86,,3.97,,
9-Jan-1989,,4.63,,,,,,3.84,,3.86,,3.96,,
10-Jan-1989,,4.63,,,,,,3.83,,3.86,,3.96,,
11-Jan-1989,,4.64,,,,,,3.84,,3.86,,3.96,,
12-Jan-1989,,4.63,,,,,,3.84,,3.86,,3.96,,
13-Jan-1989,,4.64,,,,,,3.84,,3.86,,3.96,,
17-Jan-1989,,4.66,,,,,,3.86,,3.89,,3.98,,
18-Jan-1989,,4.71,,,,,,3.86,,3.89,,3.99,,
19-Jan-1989,,4.77,,,,,,3.89,,3.92,,4.03,,
20-Jan-1989,,4.69,,,,,,3.87,,3.89,,4,,
23-Jan-1989,,4.69,,,,,,3.87,,3.89,,4,,
24-Jan-1989,,4.64,,,,,,3.85,,3.87,,3.97,,
25-Jan-1989,,4.63,,,,,,3.85,,3.87,,3.97,,
26-Jan-1989,,4.66,,,,,,3.85,,3.87,,3.98,,
27-Jan-1989,,4.65,,,,,,3.84,,3.87,,3.98,,
30-Jan-1989,,4.67,,,,,,3.85,,3.89,,4.02,,
31-Jan-1989,,4.66,,,,,,3.85,,3.89,,4.02,,
1-Feb-1989,,4.69,,,,,,3.94,,3.99,,4.13,,
2-Feb-1989,,4.7,,,,,,3.97,,4.01,,4.15,,
3-Feb-1989,,4.7,,,,,,3.97,,4.01,,4.15,,
6-Feb-1989,,4.76,,,,,,4.02,,4.07,,4.2,,
7-Feb-1989,,4.77,,,,,,4.02,,4.07,,4.2,,
8-Feb-1989,,4.76,,,,,,4.02,,4.07,,4.2,,
9-Feb-1989,,4.75,,,,,,4.05,,4.1,,4.21,,
10-Feb-1989,,4.73,,,,,,4.05,,4.1,,4.19,,
13-Feb-1989,,4.78,,,,,,4.07,,4.13,,4.22,,
14-Feb-1989,,4.8,,,,,,4.08,,4.14,,4.23,,
15-Feb-1989,,4.76,,,,,,4.1,,4.16,,4.24,,
16-Feb-1989,,4.78,,,,,,4.11,,4.17,,4.24,,
17-Feb-1989,,4.75,,,,,,4.13,,4.19,,4.25,,
21-Feb-1989,,4.76,,,,,,4.29,,4.31,,4.32,,
22-Feb-1989,,4.76,,,,,,4.34,,4.35,,4.32,,
23-Feb-1989,,4.78,,,,,,4.39,,4.4,,4.36,,
24-Feb-1989,,4.78,,,,,,4.39,,4.4,,4.36,,
27-Feb-1989,,4.86,,,,,,4.48,,4.49,,4.45,,
28-Feb-1989,,4.88,,,,,,4.48,,4.49,,4.47,,
1-Mar-1989,,4.93,,,,,,4.48,,4.49,,4.49,,
2-Mar-1989,,4.92,,,,,,4.5,,4.5,,4.51,,
3-Mar-1989,,4.98,,,,,,4.54,,4.54,,4.55,,
6-Mar-1989,,4.99,,,,,,4.56,,4.56,,4.57,,
7-Mar-1989,,5.01,,,,,,4.58,,4.58,,4.59,,
8-Mar-1989,,4.94,,,,,,4.56,,4.56,,4.57,,
9-Mar-1989,,4.94,,,,,,4.56,,4.56,,4.57,,
10-Mar-1989,,4.91,,,,,,4.55,,4.55,,4.56,,
13-Mar-1989,,5.02,,,,,,4.58,,4.58,,4.61,,
14-Mar-1989,,5.01,,,,,,4.63,,4.63,,4.66,,
15-Mar-1989,,4.93,,,,,,4.61,,4.61,,4.63,,
16-Mar-1989,,4.97,,,,,,4.64,,4.64,,4.67,,
17-Mar-1989,,4.89,,,,,,4.6,,4.59,,4.63,,
20-Mar-1989,,4.94,,,,,,4.65,,4.64,,4.68,,
21-Mar-1989,,4.94,,,,,,4.65,,4.64,,4.68,,
22-Mar-1989,,4.9,,,,,,4.63,,4.61,,4.64,,
23-Mar-1989,,4.83,,,,,,4.63,,4.59,,4.6,,
27-Mar-1989,,4.88,,,,,,4.62,,4.59,,4.6,,
28-Mar-1989,,4.87,,,,,,4.65,,4.61,,4.62,,
29-Mar-1989,,4.89,,,,,,4.65,,4.61,,4.62,,
30-Mar-1989,,4.83,,,,,,4.64,,4.59,,4.6,,
31-Mar-1989,,4.86,,,,,,4.64,,4.59,,4.64,,
3-Apr-1989,,4.98,,,,,,4.59,,4.61,,4.77,4.87,5.13
4-Apr-1989,,5.01,,,,,,4.59,,4.61,,4.77,4.839,5.18
5-Apr-1989,,5.06,,,,,,4.59,,4.61,,4.781,4.839,5.113
6-Apr-1989,,5.08,,,,,,4.61,,4.63,,4.81,4.94,5.231
7-Apr-1989,,5.08,,,,,,4.61,,4.63,,4.853,4.911,5.114
10-Apr-1989,,5.08,,,,,,4.61,,4.63,,4.76,4.901,5.211
11-Apr-1989,,5.08,,,,,,4.61,,4.63,,4.801,4.901,5.241
12-Apr-1989,,5.08,,,,,,4.61,,4.63,,4.781,4.901,5.211
13-Apr-1989,,5.08,,,,,,4.57,,4.59,,4.77,4.87,5.221
14-Apr-1989,,5.08,,,,,,4.57,,4.59,,4.76,4.87,5.22
17-Apr-1989,,5.08,,,,,,4.57,,4.59,,4.76,4.86,5.21
18-Apr-1989,,5.08,,,,,,4.57,,4.59,,4.76,4.87,5.191
19-Apr-1989,,5.04,,,,,,4.57,,4.59,,4.761,4.85,5.194
20-Apr-1989,,5.04,,,,,,4.57,,4.59,,4.75,4.871,5.321
21-Apr-1989,,5.06,,,,,,4.59,,4.61,,4.78,4.87,5.285
24-Apr-1989,,5.06,,,,,,4.59,,4.61,,4.78,4.87,5.285
25-Apr-1989,,5.06,,,,,,4.59,,4.61,,4.78,4.87,5.285
26-Apr-1989,,5.06,,,,,,4.58,,4.61,,4.779,4.869,5.285
