Date,QuotedSpread,SURVIVAL::1Y,RECOVERY::1Y,SURVIVAL::2Y,RECOVERY::2Y,SURVIVAL::3Y,RECOVERY::3Y,SURVIVAL::4Y,RECOVERY::4Y,SURVIVAL::5Y,RECOVERY::5Y,SURVIVAL::6Y,RECOVERY::6Y,SURVIVAL::7Y,RECOVERY::7Y,SURVIVAL::8Y,RECOVERY::8Y,SURVIVAL::9Y,RECOVERY::9Y,SURVIVAL::10Y,RECOVERY::10Y,SURVIVAL::11Y,RECOVERY::11Y,SURVIVAL::12Y,RECOVERY::12Y,SURVIVAL::15Y,RECOVERY::15Y,SURVIVAL::20Y,RECOVERY::20Y,SURVIVAL::25Y,RECOVERY::25Y
20-MAR-2015,62.99000000000001,0.9895503719645972,0.4,0.9792380434774216,0.4,0.9690331821004007,0.4,0.9589346678944459,0.4,0.9489141573046964,0.4,0.9390253080116283,0.4,0.9292395126561459,0.4,0.9195556972898313,0.4,0.909946682295317,0.4,0.9004639218826106,0.4,0.8910799834633181,0.4,0.8817938371910701,0.4,0.8544874880097852,0.4,0.8108585468241104,0.4,0.7694351546529113,0.4
23-MAR-2015,62.663,0.9896037822201252,0.4,0.9793436092199075,0.4,0.9691898132888619,0.4,0.9591412915137293,0.4,0.9491698497654822,0.4,0.9393288941828991,0.4,0.9295899692398292,0.4,0.9199520170866247,0.4,0.9103879955699571,0.4,0.900949128722749,0.4,0.8916081236748977,0.4,0.8823639657991256,0.4,0.8551781672656742,0.4,0.8117325101414591,0.4,0.7704720247007265,0.4
24-MAR-2015,62.781,0.9895840068331176,0.4,0.9793045223671533,0.4,0.9691318179220425,0.4,0.9590647843008318,0.4,0.9490751720609567,0.4,0.9392164805088828,0.4,0.9294601979144765,0.4,0.9198052604860009,0.4,0.9102245751779162,0.4,0.900769451291038,0.4,0.8914125442290558,0.4,0.8821528337467768,0.4,0.8549223794540951,0.4,0.8114088170329179,0.4,0.7700879626372938,0.4
25-MAR-2015,64.592,0.9892852421321461,0.4,0.978714096625909,0.4,0.9682559105701466,0.4,0.9579094769208879,0.4,0.947645708816358,0.4,0.9375195083540238,0.4,0.9275015128198072,0.4,0.917590565974849,0.4,0.9077588052386015,0.4,0.8980588218505309,0.4,0.8884624889885536,0.4,0.8789686990805091,0.4,0.8510666380908556,0.4,0.806533386063461,0.4,0.7643079023201659,0.4
26-MAR-2015,64.55,0.9892922199074085,0.4,0.9787278842397041,0.4,0.96827636173868,0.4,0.9579364477085582,0.4,0.9476790748838166,0.4,0.9375591127018951,0.4,0.927547218364118,0.4,0.9176422378484912,0.4,0.907816326561936,0.4,0.8981220459384411,0.4,0.8885312874416775,0.4,0.8790429455919155,0.4,0.8511565051697924,0.4,0.8066469357578949,0.4,0.7644424218369072,0.4
27-MAR-2015,64.538,0.9892939366909428,0.4,0.9787312765031667,0.4,0.9682813935053688,0.4,0.9579430835790453,0.4,0.9476872842797747,0.4,0.9375688570086987,0.4,0.9275584638667479,0.4,0.9176549513769299,0.4,0.9078304793716186,0.4,0.8981376019505939,0.4,0.8885482150763551,0.4,0.8790612137835951,0.4,0.8511786170589003,0.4,0.80667487539193,0.4,0.7644755219569037,0.4
30-MAR-2015,64.009,0.9893806506119538,0.4,0.9789026257566603,0.4,0.9685355683078956,0.4,0.9582783030665661,0.4,0.9481020109553182,0.4,0.9380611470774982,0.4,0.9281266208577024,0.4,0.9182973061281375,0.4,0.9085455861922611,0.4,0.8989236441941015,0.4,0.8894036032664252,0.4,0.8799843842270706,0.4,0.8522961756794393,0.4,0.8080872894705468,0.4,0.7661491841744578,0.4
31-MAR-2015,63.583,0.9894506877781323,0.4,0.9790410321868103,0.4,0.9687408928461397,0.4,0.9585491175749508,0.4,0.9484370836536568,0.4,0.9384589174723359,0.4,0.9285857279964371,0.4,0.9188164108037168,0.4,0.9091235296115724,0.4,0.8995589672234511,0.4,0.890095030163678,0.4,0.8807306597892861,0.4,0.8531998057212428,0.4,0.8092297837123812,0.4,0.7675035360698502,0.4
01-APR-2015,63.208000000000006,0.9895122294526983,0.4,0.9791626580145361,0.4,0.9689213354951496,0.4,0.9587871296903228,0.4,0.9487315902704248,0.4,0.9388085543777042,0.4,0.9289893061551088,0.4,0.9192727600598078,0.4,0.9096316382819158,0.4,0.9001175591805204,0.4,0.8907029903614613,0.4,0.881386891020244,0.4,0.8539945635352527,0.4,0.8102349599887128,0.4,0.7686955020827854,0.4
02-APR-2015,62.459,0.9896358475405806,0.4,0.9794069892790389,0.4,0.969283856311902,0.4,0.9592653558644347,0.4,0.9493233834672165,0.4,0.9395111941068718,0.4,0.9298004233586882,0.4,0.9201900229617205,0.4,0.9106530332721086,0.4,0.9012405399535484,0.4,0.8919253339960741,0.4,0.8827064098392772,0.4,0.8555930729202488,0.4,0.8122576315384623,0.4,0.7710951630191607,0.4
03-APR-2015,62.90100000000001,0.9895623615010578,0.4,0.9792617403852443,0.4,0.9690683412086429,0.4,0.9589810478692131,0.4,0.9489715503642174,0.4,0.9390934499328709,0.4,0.9293181733091446,0.4,0.919644650172334,0.4,0.910045731766349,0.4,0.9005728206637389,0.4,0.8911985156439064,0.4,0.8819217902895807,0.4,0.8546424863916807,0.4,0.8110546563102199,0.4,0.769667794628827,0.4
06-APR-2015,61.70300000000001,0.9897598677375764,0.4,0.9796521458998395,0.4,0.9696476471206235,0.4,0.959745317255386,0.4,0.9499173982684492,0.4,0.9402165595665612,0.4,0.9306147887117214,0.4,0.9211110739936416,0.4,0.9116787747675636,0.4,0.9023684402499769,0.4,0.8931531856346852,0.4,0.8840320399374769,0.4,0.8571995875046196,0.4,0.8142917017515993,0.4,0.7735098547594671,0.4
07-APR-2015,60.236,0.9900019855898646,0.4,0.9801308400596759,0.4,0.9703581180836784,0.4,0.9606828382969446,0.4,0.9510779174360819,0.4,0.9415948773308981,0.4,0.9322063910451099,0.4,0.9229115157982734,0.4,0.9136842331640422,0.4,0.9045740392801105,0.4,0.8955546816277675,0.4,0.8866252544940206,0.4,0.8603440133962803,0.4,0.8182766575701064,0.4,0.7782448593683347,0.4
08-APR-2015,60.42700000000001,0.9899703731255688,0.4,0.9800683320432836,0.4,0.9702653347508502,0.4,0.9605603905765245,0.4,0.9509263282686841,0.4,0.9414148198191794,0.4,0.9319984489111389,0.4,0.9226762639445253,0.4,0.9134221652912674,0.4,0.9042857870200395,0.4,0.8952407941027987,0.4,0.8862862724702416,0.4,0.8599328468434222,0.4,0.8177553066681621,0.4,0.7776250511921871,0.4
09-APR-2015,60.602,0.9899415416513874,0.4,0.9800113246750101,0.4,0.9701807188423711,0.4,0.9604487249426796,0.4,0.9507880914468656,0.4,0.9412506272134998,0.4,0.9318088343761276,0.4,0.922461753244019,0.4,0.9131832101208259,0.4,0.9040229647587034,0.4,0.8949546068668763,0.4,0.8859772147116068,0.4,0.8595580110468685,0.4,0.8172800948171215,0.4,0.7770601815286844,0.4
10-APR-2015,60.48100000000001,0.9899613477127329,0.4,0.9800504862625578,0.4,0.9702388460344147,0.4,0.9605254336887286,0.4,0.950883052846851,0.4,0.9413634183541927,0.4,0.9319390883688577,0.4,0.9226091087629201,0.4,0.9133473567229838,0.4,0.9042035056733649,0.4,0.8951511970269754,0.4,0.8861895143196753,0.4,0.8598154917413201,0.4,0.8176065180015207,0.4,0.7774481818647698,0.4
13-APR-2015,61.932,0.9897211323187862,0.4,0.9795755724654654,0.4,0.9695340140135253,0.4,0.9595953908521112,0.4,0.9497318368020398,0.4,0.9399962043291789,0.4,0.9303603711217251,0.4,0.920823314144616,0.4,0.9113582931407468,0.4,0.9020160250927594,0.4,0.8927695239598671,0.4,0.8836178080423391,0.4,0.8566975202851218,0.4,0.8136558784387479,0.4,0.7727548919544092,0.4
14-APR-2015,61.80400000000001,0.9897419990804904,0.4,0.9796168221866164,0.4,0.9695952270415491,0.4,0.9596761539918328,0.4,0.9498317951217531,0.4,0.9401149043017532,0.4,0.9304974184160717,0.4,0.920978320540556,0.4,0.9115309240816025,0.4,0.9022058556707063,0.4,0.8929761838048649,0.4,0.8838409325662181,0.4,0.8569679496801567,0.4,0.8139983376998343,0.4,0.7731615023235565,0.4
15-APR-2015,60.556000000000004,0.989947856013939,0.4,0.9800238096803381,0.4,0.9701992500975121,0.4,0.9604731799289667,0.4,0.9508183652295709,0.4,0.9412865848897748,0.4,0.9318503589058563,0.4,0.9225087293628614,0.4,0.9132355387869077,0.4,0.9040805194135594,0.4,0.8950172774362568,0.4,0.8860448928033781,0.4,0.8596400905505679,0.4,0.817384148218497,0.4,0.7771838595736766,0.4
