Date,QuotedSpread,SURVIVAL::1Y,RECOVERY::1Y,SURVIVAL::2Y,RECOVERY::2Y,SURVIVAL::3Y,RECOVERY::3Y,SURVIVAL::4Y,RECOVERY::4Y,SURVIVAL::5Y,RECOVERY::5Y,SURVIVAL::6Y,RECOVERY::6Y,SURVIVAL::7Y,RECOVERY::7Y,SURVIVAL::8Y,RECOVERY::8Y,SURVIVAL::9Y,RECOVERY::9Y,SURVIVAL::10Y,RECOVERY::10Y,SURVIVAL::11Y,RECOVERY::11Y,SURVIVAL::12Y,RECOVERY::12Y,SURVIVAL::15Y,RECOVERY::15Y,SURVIVAL::20Y,RECOVERY::20Y,SURVIVAL::25Y,RECOVERY::25Y
21-MAR-2016,77.55600000000001,0.9871695370523538,0.4,0.9745036948841586,0.4,0.9620003613346031,0.4,0.9496238536179603,0.4,0.9374397399499141,0.4,0.9254119541008357,0.4,0.9135384903124361,0.4,0.9017854633602254,0.4,0.8902151383858561,0.4,0.8787932660373626,0.4,0.8675179415988292,0.4,0.8563569868527952,0.4,0.8238157307838009,0.4,0.7722502821908144,0.4,0.7239381037132048,0.4
22-MAR-2016,80.855,0.9866276770304978,0.4,0.9734341730825963,0.4,0.9604170969305855,0.4,0.9475391399644898,0.4,0.9348683405586403,0.4,0.9223669791747275,0.4,0.910032790032799,0.4,0.897830421764645,0.4,0.8858243433929638,0.4,0.8739788141788658,0.4,0.8622916872071635,0.4,0.8507294656728268,0.4,0.8170551236948045,0.4,0.7638107949726451,0.4,0.7140625303968525,0.4
23-MAR-2016,81.253,0.9865620693819895,0.4,0.9733047167432736,0.4,0.9602255154894951,0.4,0.9472869589838416,0.4,0.9345573825536707,0.4,0.9219988652883649,0.4,0.9096091085067355,0.4,0.8973525826608545,0.4,0.8852940209151654,0.4,0.8733975012855679,0.4,0.8616608462613488,0.4,0.8500503991650973,0.4,0.8162400827303566,0.4,0.7627949210826904,0.4,0.7128756248722729,0.4
24-MAR-2016,83.41500000000002,0.9862071944441442,0.4,0.97260463037339,0.4,0.9591896838239248,0.4,0.9459237724878515,0.4,0.9328768298232649,0.4,0.9200098411019495,0.4,0.9073203242541564,0.4,0.8947717833576486,0.4,0.8824303701329302,0.4,0.8702591796211049,0.4,0.8582558639733924,0.4,0.8463859008293496,0.4,0.8118446246095317,0.4,0.7573222218938471,0.4,0.7064883535150434,0.4
28-MAR-2016,83.23,0.9862376687724742,0.4,0.9726647393057646,0.4,0.9592786049901036,0.4,0.9460407761932573,0.4,0.9330210496765401,0.4,0.9201805049486378,0.4,0.9075166760504227,0.4,0.8949931502203408,0.4,0.8826759580406417,0.4,0.8705282791395127,0.4,0.8585477806190668,0.4,0.8467000145220998,0.4,0.8122212087758602,0.4,0.7577907132887423,0.4,0.7070346867477965,0.4
29-MAR-2016,82.52000000000001,0.9863537935413742,0.4,0.9728938060334598,0.4,0.9596174962940088,0.4,0.9464867273114637,0.4,0.9335707740202223,0.4,0.9208310744942032,0.4,0.908265223538137,0.4,0.8958371249767649,0.4,0.8836123466160302,0.4,0.8715543901047169,0.4,0.8596609789574262,0.4,0.8478979486233689,0.4,0.8136577065707834,0.4,0.7595784605684555,0.4,0.7091202513619819,0.4
30-MAR-2016,78.508,0.987012800360212,0.4,0.9741942680749076,0.4,0.9615422126274816,0.4,0.9490204827040213,0.4,0.9366953642328961,0.4,0.9245303145359395,0.4,0.9125232547680252,0.4,0.9006398765917735,0.4,0.888943086710922,0.4,0.8773982053753978,0.4,0.8660032597185958,0.4,0.854725690425615,0.4,0.8218548315613976,0.4,0.7698000403447443,0.4,0.7210681291772183,0.4
31-MAR-2016,78.592,0.9869988079792097,0.4,0.9741666469523809,0.4,0.9615013193151035,0.4,0.948966631857963,0.4,0.936628934455855,0.4,0.9244516418267662,0.4,0.9124326685174415,0.4,0.9005376683798467,0.4,0.8888296052312855,0.4,0.8772737608599103,0.4,0.8658681562401698,0.4,0.8545801980236464,0.4,0.8216799878602984,0.4,0.7695816589718021,0.4,0.7208124492195283,0.4
01-APR-2016,75.542,0.9875003177334375,0.4,0.9751568775236399,0.4,0.9629677263945412,0.4,0.9508981658061244,0.4,0.9390122408656907,0.4,0.9272748862104567,0.4,0.9156842447590631,0.4,0.9042073217334516,0.4,0.892905017508684,0.4,0.881743988495606,0.4,0.8707224687989593,0.4,0.8598090837448074,0.4,0.8279683985071108,0.4,0.7774456688149853,0.4,0.7300309996252851,0.4
04-APR-2016,76.27,0.9873806324768782,0.4,0.9749205133904401,0.4,0.9626176331261356,0.4,0.9504369377210772,0.4,0.9384430246964245,0.4,0.9266004672682703,0.4,0.9149073554247156,0.4,0.9033303725846188,0.4,0.891930914618175,0.4,0.880675310601374,0.4,0.8695617451883559,0.4,0.8585585530697648,0.4,0.8264636022562166,0.4,0.7755620176302218,0.4,0.7278207656645671,0.4
