Date,PX_LAST
11-Apr-2014,61.024
14-Apr-2014,59.877
15-Apr-2014,60.407
16-Apr-2014,59.605
17-Apr-2014,59.325
21-Apr-2014,58.438
22-Apr-2014,56.956
23-Apr-2014,57.492
24-Apr-2014,57.67
25-Apr-2014,58.799
28-Apr-2014,57.537
29-Apr-2014,57.369
30-Apr-2014,55.851
1-May-2014,55.72
2-May-2014,55.76
5-May-2014,56.225
6-May-2014,57.35
7-May-2014,56.45
8-May-2014,55.719
9-May-2014,55.313
12-May-2014,54.16
13-May-2014,54.063
14-May-2014,54.725
15-May-2014,56.85
16-May-2014,56.356
19-May-2014,56.725
20-May-2014,57.71
21-May-2014,56.85
22-May-2014,55.6
23-May-2014,54.725
27-May-2014,53.963
28-May-2014,54.387
29-May-2014,53.88
30-May-2014,53.65
2-Jun-2014,53.775
3-Jun-2014,53.7
4-Jun-2014,53.7
5-Jun-2014,51.78
6-Jun-2014,49.089
9-Jun-2014,49.163
10-Jun-2014,49.25
11-Jun-2014,50.534
12-Jun-2014,52.277
13-Jun-2014,51.688
16-Jun-2014,52.25
17-Jun-2014,51.84
18-Jun-2014,48.67
19-Jun-2014,48.244
20-Jun-2014,48.848
23-Jun-2014,48.05
24-Jun-2014,48.493
25-Jun-2014,48.335
26-Jun-2014,49.055
27-Jun-2014,49.75
30-Jun-2014,50.87
1-Jul-2014,48.765
2-Jul-2014,49.055
3-Jul-2014,47.3
7-Jul-2014,48.15
8-Jul-2014,49.924
9-Jul-2014,49.375
10-Jul-2014,49.989
11-Jul-2014,50.525
14-Jul-2014,49.251
15-Jul-2014,49.803
16-Jul-2014,49.326
17-Jul-2014,52.65
18-Jul-2014,50.704
21-Jul-2014,51.6
22-Jul-2014,50.8
23-Jul-2014,50.75
24-Jul-2014,51.01
25-Jul-2014,51.65
28-Jul-2014,51.701
29-Jul-2014,52.49
30-Jul-2014,52.57
31-Jul-2014,56
1-Aug-2014,58.787
4-Aug-2014,55.851
5-Aug-2014,57.75
6-Aug-2014,57.875
7-Aug-2014,59.75
8-Aug-2014,56.75
11-Aug-2014,54.875
12-Aug-2014,55.076
13-Aug-2014,52.674
14-Aug-2014,51.175
15-Aug-2014,51.775
18-Aug-2014,48.924
19-Aug-2014,49.424
20-Aug-2014,49.775
21-Aug-2014,48.15
22-Aug-2014,49.975
25-Aug-2014,47.95
26-Aug-2014,48.112
27-Aug-2014,48.2
28-Aug-2014,48.5
29-Aug-2014,48.6
2-Sep-2014,49.125
3-Sep-2014,49.05
4-Sep-2014,49
5-Sep-2014,48.225
8-Sep-2014,48.847
9-Sep-2014,51.6
10-Sep-2014,50.45
11-Sep-2014,51.35
12-Sep-2014,52.11
15-Sep-2014,53.55
16-Sep-2014,52.225
17-Sep-2014,50.826
18-Sep-2014,49.3
19-Sep-2014,48.45
22-Sep-2014,50.675
23-Sep-2014,52.8
24-Sep-2014,51.476
25-Sep-2014,53.7
26-Sep-2014,56.175
29-Sep-2014,58.726
30-Sep-2014,56.368
1-Oct-2014,56.481
2-Oct-2014,54.325
3-Oct-2014,50.625
28-Jan-2015,51.93
