Date,PX_LAST
20-Sep-2013,79.938
23-Sep-2013,80.188
24-Sep-2013,78.875
25-Sep-2013,79.751
26-Sep-2013,79.751
27-Sep-2013,80.915
30-Sep-2013,82.001
1-Oct-2013,79.749
2-Oct-2013,79.604
3-Oct-2013,81
4-Oct-2013,79.438
7-Oct-2013,82.5
8-Oct-2013,84.5
9-Oct-2013,83.376
10-Oct-2013,78.688
11-Oct-2013,76.875
15-Oct-2013,76.813
16-Oct-2013,73.75
17-Oct-2013,71.501
18-Oct-2013,71.375
21-Oct-2013,72.266
22-Oct-2013,69.923
23-Oct-2013,72.001
24-Oct-2013,72.25
25-Oct-2013,71.625
28-Oct-2013,71.609
29-Oct-2013,71.125
30-Oct-2013,73.125
31-Oct-2013,72.843
1-Nov-2013,73.438
4-Nov-2013,73.126
5-Nov-2013,74.558
6-Nov-2013,72.563
7-Nov-2013,74.063
8-Nov-2013,71.625
12-Nov-2013,73.281
13-Nov-2013,72.333
14-Nov-2013,71.671
15-Nov-2013,70.25
18-Nov-2013,71.501
19-Nov-2013,72.625
20-Nov-2013,72.5
21-Nov-2013,70.697
22-Nov-2013,68.563
25-Nov-2013,67.875
26-Nov-2013,68.563
27-Nov-2013,68.969
29-Nov-2013,69.625
2-Dec-2013,69.63
3-Dec-2013,70.557
4-Dec-2013,70.75
5-Dec-2013,72.501
6-Dec-2013,69.25
9-Dec-2013,67.24
10-Dec-2013,67.875
11-Dec-2013,70.25
12-Dec-2013,70.25
13-Dec-2013,70.004
16-Dec-2013,69.313
17-Dec-2013,70
18-Dec-2013,67.5
19-Dec-2013,66.089
20-Dec-2013,64.75
23-Dec-2013,62.875
24-Dec-2013,62.313
26-Dec-2013,61.938
27-Dec-2013,63.25
30-Dec-2013,63.75
31-Dec-2013,62.25
2-Jan-2014,63.344
3-Jan-2014,62.852
6-Jan-2014,63
7-Jan-2014,64.25
8-Jan-2014,65.01
9-Jan-2014,65
10-Jan-2014,63.813
13-Jan-2014,66.125
14-Jan-2014,64.75
15-Jan-2014,63.438
16-Jan-2014,65
17-Jan-2014,65.297
21-Jan-2014,65.626
22-Jan-2014,65.625
23-Jan-2014,67.75
24-Jan-2014,72.75
27-Jan-2014,72.75
28-Jan-2014,69.907
29-Jan-2014,72.519
30-Jan-2014,71.611
31-Jan-2014,71.557
3-Feb-2014,74.563
4-Feb-2014,73.033
5-Feb-2014,72.962
6-Feb-2014,69.8
7-Feb-2014,67.551
10-Feb-2014,67.75
11-Feb-2014,65.5
12-Feb-2014,65.141
13-Feb-2014,64.75
14-Feb-2014,63.907
18-Feb-2014,64
19-Feb-2014,66
20-Feb-2014,64.75
21-Feb-2014,65.125
24-Feb-2014,63.937
25-Feb-2014,64.35
26-Feb-2014,64.688
27-Feb-2014,63.777
28-Feb-2014,63.5
3-Mar-2014,65.313
4-Mar-2014,62.375
5-Mar-2014,62.442
6-Mar-2014,62.75
7-Mar-2014,63.4
10-Mar-2014,63.251
11-Mar-2014,64.001
12-Mar-2014,65.156
13-Mar-2014,67.681
14-Mar-2014,67.469
17-Mar-2014,65
18-Mar-2014,63.13
19-Mar-2014,64.673
20-Mar-2014,62.438
21-Mar-2014,61.844
24-Mar-2014,62.99
25-Mar-2014,62.5
26-Mar-2014,63.2
27-Mar-2014,62.522
28-Mar-2014,61.896
31-Mar-2014,60.594
1-Apr-2014,59.125
2-Apr-2014,58.938
3-Apr-2014,58.552
4-Apr-2014,58.851
7-Apr-2014,59.657
8-Apr-2014,59.265
9-Apr-2014,57.132
10-Apr-2014,59.266
