Date,PX_LAST
3-Oct-2013,72.133
4-Oct-2013,70.75
7-Oct-2013,73.813
8-Oct-2013,75.688
9-Oct-2013,74.438
10-Oct-2013,69.875
11-Oct-2013,68.032
15-Oct-2013,67.968
16-Oct-2013,65.001
17-Oct-2013,62.595
18-Oct-2013,62.813
21-Oct-2013,63.833
22-Oct-2013,61.578
23-Oct-2013,63.625
24-Oct-2013,63.907
25-Oct-2013,63.307
28-Oct-2013,63.313
29-Oct-2013,62.813
30-Oct-2013,64.813
31-Oct-2013,64.532
1-Nov-2013,65.188
4-Nov-2013,64.813
5-Nov-2013,66.109
6-Nov-2013,64.188
7-Nov-2013,65.329
8-Nov-2013,63.25
12-Nov-2013,64.719
13-Nov-2013,63.719
14-Nov-2013,63.375
15-Nov-2013,61.813
18-Nov-2013,63.078
19-Nov-2013,64.313
20-Nov-2013,64.001
21-Nov-2013,62.391
22-Nov-2013,60.26
25-Nov-2013,59.563
26-Nov-2013,60.276
27-Nov-2013,60.719
29-Nov-2013,61.438
2-Dec-2013,61.515
3-Dec-2013,62.376
4-Dec-2013,62.563
5-Dec-2013,64.055
6-Dec-2013,61.063
9-Dec-2013,59.396
10-Dec-2013,60.031
11-Dec-2013,62.125
12-Dec-2013,62.214
13-Dec-2013,61.932
16-Dec-2013,61.375
17-Dec-2013,62.094
18-Dec-2013,59.563
19-Dec-2013,57.922
20-Dec-2013,56.375
23-Dec-2013,54.5
24-Dec-2013,54.031
26-Dec-2013,53.656
27-Dec-2013,54.813
30-Dec-2013,55.438
31-Dec-2013,54.094
2-Jan-2014,55.032
3-Jan-2014,54.61
6-Jan-2014,54.875
7-Jan-2014,55.938
8-Jan-2014,56.75
9-Jan-2014,56.656
10-Jan-2014,55.563
13-Jan-2014,57.781
14-Jan-2014,56.406
15-Jan-2014,55.25
16-Jan-2014,56.633
17-Jan-2014,57.078
21-Jan-2014,57.454
22-Jan-2014,57.344
23-Jan-2014,59.719
24-Jan-2014,64.513
27-Jan-2014,64.34
28-Jan-2014,61.75
29-Jan-2014,64.307
30-Jan-2014,63.369
31-Jan-2014,63.285
3-Feb-2014,66.313
4-Feb-2014,64.825
5-Feb-2014,64.65
6-Feb-2014,61.488
7-Feb-2014,59.3
10-Feb-2014,59.563
11-Feb-2014,57.188
12-Feb-2014,56.893
13-Feb-2014,56.375
14-Feb-2014,55.531
18-Feb-2014,55.813
19-Feb-2014,57.875
20-Feb-2014,56.418
21-Feb-2014,56.75
24-Feb-2014,55.375
25-Feb-2014,56.163
26-Feb-2014,56.313
27-Feb-2014,55.438
28-Feb-2014,55.375
3-Mar-2014,57.066
4-Mar-2014,54.031
5-Mar-2014,54.031
6-Mar-2014,54.381
7-Mar-2014,55.213
10-Mar-2014,55.125
11-Mar-2014,55.656
12-Mar-2014,56.921
13-Mar-2014,59.305
14-Mar-2014,59.227
17-Mar-2014,56.656
18-Mar-2014,54.799
19-Mar-2014,56.478
20-Mar-2014,54.188
21-Mar-2014,52.969
24-Mar-2014,54.844
25-Mar-2014,54.344
26-Mar-2014,54.438
27-Mar-2014,54.125
28-Mar-2014,53.43
31-Mar-2014,52.156
1-Apr-2014,50.688
2-Apr-2014,50.438
3-Apr-2014,49.875
4-Apr-2014,50.063
7-Apr-2014,51.031
8-Apr-2014,50.781
9-Apr-2014,48.953
10-Apr-2014,51.094
11-Apr-2014,52.5
14-Apr-2014,51.656
15-Apr-2014,52.563
16-Apr-2014,51.531
17-Apr-2014,51.313
21-Apr-2014,50.438
22-Apr-2014,48.945
23-Apr-2014,49.565
24-Apr-2014,49.565
25-Apr-2014,50.635
28-Apr-2014,49.515
29-Apr-2014,49.275
30-Apr-2014,47.825
1-May-2014,47.82
2-May-2014,47.81
5-May-2014,47.905
6-May-2014,49.295
7-May-2014,48.615
8-May-2014,47.99
9-May-2014,47.49
12-May-2014,46.25
13-May-2014,46.535
14-May-2014,47.435
15-May-2014,49.315
16-May-2014,48.935
19-May-2014,49.13
20-May-2014,50.06
21-May-2014,49.13
22-May-2014,47.75
23-May-2014,47.225
27-May-2014,46.615
28-May-2014,46.935
29-May-2014,46.425
30-May-2014,46.405
2-Jun-2014,46.295
3-Jun-2014,46.005
4-Jun-2014,46.13
5-Jun-2014,44.125
6-Jun-2014,41.94
9-Jun-2014,42.055
10-Jun-2014,42.135
11-Jun-2014,43.285
12-Jun-2014,45.25
13-Jun-2014,44.48
16-Jun-2014,44.935
17-Jun-2014,44.735
18-Jun-2014,41.625
19-Jun-2014,41.2
20-Jun-2014,42
23-Jun-2014,41.05
24-Jun-2014,41.34
16-Jul-2014,42.82
