Date,PX_LAST
21-Sep-2015,81.25
22-Sep-2015,83.15
23-Sep-2015,84.308
24-Sep-2015,86.078
25-Sep-2015,88.375
28-Sep-2015,92.524
29-Sep-2015,92.826
30-Sep-2015,93.6
1-Oct-2015,94.35
2-Oct-2015,92.501
5-Oct-2015,87.25
6-Oct-2015,88.133
7-Oct-2015,83.85
8-Oct-2015,81.85
9-Oct-2015,81.6
13-Oct-2015,83.967
14-Oct-2015,85.65
15-Oct-2015,82.832
16-Oct-2015,81.333
19-Oct-2015,80.05
20-Oct-2015,81.209
21-Oct-2015,82.363
22-Oct-2015,80.085
23-Oct-2015,77.268
26-Oct-2015,77.816
27-Oct-2015,78.277
28-Oct-2015,77.316
29-Oct-2015,78.547
30-Oct-2015,78.887
2-Nov-2015,76.566
3-Nov-2015,75.581
4-Nov-2015,77.599
5-Nov-2015,78.26
6-Nov-2015,79.388
9-Nov-2015,81.052
10-Nov-2015,81.05
12-Nov-2015,83.378
13-Nov-2015,85.655
16-Nov-2015,83.016
17-Nov-2015,83.393
18-Nov-2015,81.889
19-Nov-2015,84.893
20-Nov-2015,84.557
23-Nov-2015,84.942
24-Nov-2015,85.253
25-Nov-2015,84.535
27-Nov-2015,84.537
30-Nov-2015,83.969
1-Dec-2015,80.55
2-Dec-2015,82.208
3-Dec-2015,83.482
4-Dec-2015,81.965
7-Dec-2015,83.474
8-Dec-2015,86.021
9-Dec-2015,85.98
10-Dec-2015,87.844
11-Dec-2015,96.325
14-Dec-2015,92.708
15-Dec-2015,90.545
16-Dec-2015,89.463
17-Dec-2015,94.419
18-Dec-2015,95.251
21-Dec-2015,95.088
22-Dec-2015,92.396
23-Dec-2015,89.959
24-Dec-2015,89.705
28-Dec-2015,90.538
29-Dec-2015,88.422
30-Dec-2015,88.428
31-Dec-2015,88.244
4-Jan-2016,90.503
5-Jan-2016,90.581
6-Jan-2016,92.702
7-Jan-2016,96.07
8-Jan-2016,98.652
11-Jan-2016,98.352
12-Jan-2016,98.706
13-Jan-2016,104.708
14-Jan-2016,103.685
15-Jan-2016,109.992
19-Jan-2016,110.452
20-Jan-2016,110.868
21-Jan-2016,108.587
22-Jan-2016,104.094
25-Jan-2016,106.757
26-Jan-2016,104.573
27-Jan-2016,104.729
28-Jan-2016,103.437
29-Jan-2016,101.98
1-Feb-2016,104.02
2-Feb-2016,108.652
3-Feb-2016,107.695
4-Feb-2016,109.574
5-Feb-2016,114.8
8-Feb-2016,120.244
9-Feb-2016,119.554
10-Feb-2016,121.563
11-Feb-2016,124.6
12-Feb-2016,121.962
16-Feb-2016,121.253
17-Feb-2016,116.818
18-Feb-2016,116.77
19-Feb-2016,118.128
22-Feb-2016,113.495
23-Feb-2016,115.725
24-Feb-2016,114.503
25-Feb-2016,112.628
26-Feb-2016,110.29
29-Feb-2016,107.456
1-Mar-2016,100.583
2-Mar-2016,100.125
3-Mar-2016,96.946
4-Mar-2016,94.368
7-Mar-2016,93.71
8-Mar-2016,98.167
9-Mar-2016,96.213
10-Mar-2016,90.813
11-Mar-2016,82.847
14-Mar-2016,85.126
15-Mar-2016,89.083
16-Mar-2016,85.711
17-Mar-2016,83.694
18-Mar-2016,85.154
21-Mar-2016,85.15
22-Mar-2016,89.305
23-Mar-2016,91.893
24-Mar-2016,95.347
28-Mar-2016,95.173
29-Mar-2016,94.437
30-Mar-2016,88.844
31-Mar-2016,88.74
1-Apr-2016,85.721
4-Apr-2016,87.454
5-Apr-2016,90.915
6-Apr-2016,88.202
7-Apr-2016,93.445
8-Apr-2016,93.37
