Date,PX_LAST
20-Sep-2012,96.125
21-Sep-2012,96.375
24-Sep-2012,98.5
25-Sep-2012,102.625
26-Sep-2012,102.188
27-Sep-2012,98.501
28-Sep-2012,99
1-Oct-2012,98.25
2-Oct-2012,98.25
3-Oct-2012,96.125
4-Oct-2012,95.063
5-Oct-2012,95
9-Oct-2012,97.875
10-Oct-2012,99
11-Oct-2012,97.25
12-Oct-2012,97
15-Oct-2012,95.625
16-Oct-2012,92.5
17-Oct-2012,89.875
18-Oct-2012,90.938
19-Oct-2012,93.75
22-Oct-2012,94
23-Oct-2012,96.875
24-Oct-2012,98.552
25-Oct-2012,98.25
26-Oct-2012,98.068
29-Oct-2012,100.75
31-Oct-2012,99.688
1-Nov-2012,96.25
2-Nov-2012,97.375
5-Nov-2012,96.86
6-Nov-2012,96.128
7-Nov-2012,100.219
8-Nov-2012,104.312
9-Nov-2012,106.727
13-Nov-2012,106.875
14-Nov-2012,108.5
15-Nov-2012,111.156
16-Nov-2012,109.75
19-Nov-2012,103
20-Nov-2012,101.5
21-Nov-2012,100.5
23-Nov-2012,99.125
26-Nov-2012,100.75
27-Nov-2012,102.25
28-Nov-2012,100.875
29-Nov-2012,99.25
30-Nov-2012,98.563
3-Dec-2012,99.875
4-Dec-2012,100.438
5-Dec-2012,97.813
6-Dec-2012,97.475
7-Dec-2012,96.875
10-Dec-2012,95.417
11-Dec-2012,93.583
12-Dec-2012,93.375
13-Dec-2012,94.438
14-Dec-2012,95.032
17-Dec-2012,91.875
18-Dec-2012,89.125
19-Dec-2012,89.813
20-Dec-2012,88.625
21-Dec-2012,92.625
24-Dec-2012,93.56
26-Dec-2012,95
27-Dec-2012,94.75
28-Dec-2012,100.75
31-Dec-2012,94.125
2-Jan-2013,85
3-Jan-2013,85.625
4-Jan-2013,85.625
7-Jan-2013,84.967
8-Jan-2013,85.625
9-Jan-2013,86.733
10-Jan-2013,86.125
11-Jan-2013,87.219
14-Jan-2013,89.563
15-Jan-2013,88.625
