Date,PX_LAST
16-Jan-2013,88.75
17-Jan-2013,87.5
18-Jan-2013,87.193
22-Jan-2013,86.25
23-Jan-2013,86.625
24-Jan-2013,86.469
25-Jan-2013,84.881
28-Jan-2013,85.796
29-Jan-2013,86.125
30-Jan-2013,90.375
31-Jan-2013,88.781
1-Feb-2013,86.125
4-Feb-2013,90.25
5-Feb-2013,88.5
6-Feb-2013,89.5
7-Feb-2013,89.885
8-Feb-2013,89.5
11-Feb-2013,89.563
12-Feb-2013,87.25
13-Feb-2013,86
14-Feb-2013,86
15-Feb-2013,86.41
19-Feb-2013,85.313
20-Feb-2013,87.5
21-Feb-2013,88.415
22-Feb-2013,86.281
25-Feb-2013,90.25
26-Feb-2013,89.5
27-Feb-2013,87.313
28-Feb-2013,88
1-Mar-2013,86.313
4-Mar-2013,84.626
5-Mar-2013,83.25
6-Mar-2013,83.75
7-Mar-2013,82.625
8-Mar-2013,80.5
11-Mar-2013,79.25
12-Mar-2013,79.672
13-Mar-2013,79
14-Mar-2013,78.376
15-Mar-2013,78.715
18-Mar-2013,80.25
19-Mar-2013,81.755
20-Mar-2013,80.188
21-Mar-2013,82.188
22-Mar-2013,81.167
25-Mar-2013,82.066
26-Mar-2013,81.218
27-Mar-2013,83.25
28-Mar-2013,81.414
1-Apr-2013,80.777
2-Apr-2013,78.375
3-Apr-2013,80.063
4-Apr-2013,78.688
5-Apr-2013,77.782
8-Apr-2013,76.125
9-Apr-2013,75.288
10-Apr-2013,72.538
11-Apr-2013,72.161
12-Apr-2013,72.75
15-Apr-2013,76.094
16-Apr-2013,72.801
17-Apr-2013,74.615
18-Apr-2013,75.563
19-Apr-2013,74.172
22-Apr-2013,72.531
23-Apr-2013,70.688
24-Apr-2013,70.625
25-Apr-2013,69.313
26-Apr-2013,68.586
29-Apr-2013,66.878
30-Apr-2013,65.543
1-May-2013,68.282
2-May-2013,64.813
3-May-2013,62.25
6-May-2013,61.442
7-May-2013,60.063
8-May-2013,60.243
9-May-2013,62.271
10-May-2013,63.407
13-May-2013,64.842
14-May-2013,64.063
15-May-2013,62.859
16-May-2013,62.907
17-May-2013,61.907
20-May-2013,62.282
21-May-2013,61.375
22-May-2013,62.813
23-May-2013,64.438
24-May-2013,66.938
28-May-2013,67
29-May-2013,68
30-May-2013,67.25
31-May-2013,70.063
3-Jun-2013,69.688
4-Jun-2013,72.625
5-Jun-2013,76.5
6-Jun-2013,74.75
7-Jun-2013,71.938
10-Jun-2013,74.626
11-Jun-2013,76.191
12-Jun-2013,78.063
13-Jun-2013,72.75
14-Jun-2013,74.438
17-Jun-2013,72.813
18-Jun-2013,72.563
19-Jun-2013,78.375
20-Jun-2013,83.438
21-Jun-2013,84.188
24-Jun-2013,87.407
25-Jun-2013,81.688
26-Jun-2013,77.469
27-Jun-2013,75.625
28-Jun-2013,76.875
1-Jul-2013,74.125
2-Jul-2013,75.333
3-Jul-2013,74.688
5-Jul-2013,76.375
8-Jul-2013,72.281
9-Jul-2013,71.251
10-Jul-2013,71.016
11-Jul-2013,67.813
12-Jul-2013,67.188
15-Jul-2013,66.5
16-Jul-2013,67.5
17-Jul-2013,65.501
18-Jul-2013,63.734
19-Jul-2013,62.125
22-Jul-2013,62.25
23-Jul-2013,64.813
24-Jul-2013,65.968
25-Jul-2013,65.968
26-Jul-2013,64.063
29-Jul-2013,65.751
30-Jul-2013,65.376
31-Jul-2013,64.438
1-Aug-2013,63.843
2-Aug-2013,62.25
5-Aug-2013,62.37
6-Aug-2013,64.063
7-Aug-2013,65.896
8-Aug-2013,64.807
9-Aug-2013,64.938
12-Aug-2013,65.282
13-Aug-2013,64.938
14-Aug-2013,65.044
15-Aug-2013,69.126
16-Aug-2013,70.719
19-Aug-2013,73.626
20-Aug-2013,71.75
21-Aug-2013,73.626
22-Aug-2013,70.501
23-Aug-2013,68.25
26-Aug-2013,69.126
27-Aug-2013,73.313
28-Aug-2013,73.001
29-Aug-2013,72.126
30-Aug-2013,73.251
3-Sep-2013,73.047
4-Sep-2013,72.251
5-Sep-2013,73.251
6-Sep-2013,71.501
9-Sep-2013,68.462
10-Sep-2013,67.438
11-Sep-2013,65.563
12-Sep-2013,67.188
13-Sep-2013,66.641
16-Sep-2013,63.938
17-Sep-2013,62.563
18-Sep-2013,59
19-Sep-2013,59.75
20-Sep-2013,60.84
23-Sep-2013,60.938
24-Sep-2013,59.5
25-Sep-2013,60.25
26-Sep-2013,60.375
27-Sep-2013,61.5
30-Sep-2013,62.5
1-Oct-2013,60.625
2-Oct-2013,60.25
3-Oct-2013,61.344
4-Oct-2013,60.313
7-Oct-2013,62.625
8-Oct-2013,64.563
9-Oct-2013,64.5
10-Oct-2013,59.25
11-Oct-2013,57.813
15-Oct-2013,58.25
16-Oct-2013,54.813
17-Oct-2013,52.125
18-Oct-2013,52.375
21-Oct-2013,53.875
22-Oct-2013,51.594
23-Oct-2013,54.125
24-Oct-2013,54.063
25-Oct-2013,53.75
28-Oct-2013,54.188
29-Oct-2013,53.594
30-Oct-2013,55.5
31-Oct-2013,54.938
1-Nov-2013,56.313
4-Nov-2013,55.375
5-Nov-2013,56.688
6-Nov-2013,54.875
7-Nov-2013,55.688
8-Nov-2013,54
12-Nov-2013,55.313
13-Nov-2013,54.563
14-Nov-2013,53.688
15-Nov-2013,52.438
18-Nov-2013,53.313
19-Nov-2013,54.281
20-Nov-2013,54.719
21-Nov-2013,53.406
22-Nov-2013,51.406
25-Nov-2013,50.406
26-Nov-2013,50.969
27-Nov-2013,52.031
29-Nov-2013,52.406
2-Dec-2013,51.781
3-Dec-2013,53.031
4-Dec-2013,53.281
5-Dec-2013,54.281
6-Dec-2013,52.156
9-Dec-2013,50
10-Dec-2013,50.031
11-Dec-2013,52.281
12-Dec-2013,52.469
13-Dec-2013,52.406
16-Dec-2013,51.844
17-Dec-2013,52.344
18-Dec-2013,50.406
19-Dec-2013,49.406
20-Dec-2013,47.094
23-Dec-2013,45.375
24-Dec-2013,45.156
26-Dec-2013,44.688
27-Dec-2013,45.938
30-Dec-2013,46.25
31-Dec-2013,45
2-Jan-2014,45.782
3-Jan-2014,45.125
6-Jan-2014,45.625
7-Jan-2014,46.281
8-Jan-2014,47.906
9-Jan-2014,47.469
10-Jan-2014,46.281
13-Jan-2014,48.281
14-Jan-2014,47.5
15-Jan-2014,46.25
16-Jan-2014,47.438
17-Jan-2014,48.25
21-Jan-2014,48.906
22-Jan-2014,48.469
23-Jan-2014,51.313
24-Jan-2014,55.5
27-Jan-2014,55.313
28-Jan-2014,52.813
29-Jan-2014,55.563
30-Jan-2014,54.625
31-Jan-2014,54.25
3-Feb-2014,57.125
4-Feb-2014,55.625
5-Feb-2014,55.188
6-Feb-2014,52.625
7-Feb-2014,50.313
10-Feb-2014,50.406
11-Feb-2014,47.438
12-Feb-2014,48
13-Feb-2014,47.25
14-Feb-2014,46.5
18-Feb-2014,46.938
19-Feb-2014,49
20-Feb-2014,47.438
21-Feb-2014,47.688
24-Feb-2014,46.5
25-Feb-2014,47.563
26-Feb-2014,47.282
27-Feb-2014,46.438
28-Feb-2014,46.938
3-Mar-2014,48.563
4-Mar-2014,46.032
5-Mar-2014,45.938
6-Mar-2014,46
7-Mar-2014,46.875
10-Mar-2014,47.25
11-Mar-2014,48
12-Mar-2014,49.156
13-Mar-2014,51.375
14-Mar-2014,51.188
17-Mar-2014,48.938
18-Mar-2014,47.125
19-Mar-2014,48.813
