Date,PX_LAST
20-Mar-2012,87.751
21-Mar-2012,87.013
22-Mar-2012,90.56
23-Mar-2012,91.25
26-Mar-2012,88.75
27-Mar-2012,89.5
28-Mar-2012,90.75
29-Mar-2012,92.844
30-Mar-2012,91.29
2-Apr-2012,90.25
3-Apr-2012,90.5
4-Apr-2012,92.75
5-Apr-2012,96.876
6-Apr-2012,96.626
9-Apr-2012,101.75
10-Apr-2012,104.245
11-Apr-2012,102
12-Apr-2012,96.784
13-Apr-2012,101.626
16-Apr-2012,101.5
17-Apr-2012,98.5
18-Apr-2012,99.451
19-Apr-2012,100
20-Apr-2012,99.88
23-Apr-2012,100.875
24-Apr-2012,99.75
25-Apr-2012,97.625
26-Apr-2012,95.875
27-Apr-2012,94.25
30-Apr-2012,94.75
1-May-2012,93.875
2-May-2012,94.313
3-May-2012,96.376
4-May-2012,98.875
7-May-2012,100.249
8-May-2012,100.876
9-May-2012,103
10-May-2012,102.875
11-May-2012,108.501
14-May-2012,114.625
15-May-2012,117.167
16-May-2012,118.876
17-May-2012,123.25
18-May-2012,123.75
21-May-2012,117.875
22-May-2012,118.323
23-May-2012,118.251
24-May-2012,117.125
25-May-2012,117.626
29-May-2012,116.689
30-May-2012,122.375
31-May-2012,123.563
1-Jun-2012,126
4-Jun-2012,127.501
5-Jun-2012,125.625
6-Jun-2012,121.875
7-Jun-2012,121.938
8-Jun-2012,121.125
11-Jun-2012,124.5
12-Jun-2012,123.5
13-Jun-2012,125.375
14-Jun-2012,120.626
15-Jun-2012,117.625
18-Jun-2012,119.411
19-Jun-2012,115.427
20-Jun-2012,113.906
21-Jun-2012,117.917
22-Jun-2012,115.375
25-Jun-2012,119.625
26-Jun-2012,119
27-Jun-2012,117.5
28-Jun-2012,118.125
29-Jun-2012,112.438
2-Jul-2012,109.125
3-Jul-2012,106.5
5-Jul-2012,108.875
6-Jul-2012,112.625
9-Jul-2012,111.031
10-Jul-2012,111.375
11-Jul-2012,111.625
12-Jul-2012,113.25
13-Jul-2012,111.751
16-Jul-2012,112.75
17-Jul-2012,111.125
18-Jul-2012,108.125
19-Jul-2012,108.125
20-Jul-2012,111.75
23-Jul-2012,113.25
24-Jul-2012,117.251
25-Jul-2012,115.436
26-Jul-2012,111.25
27-Jul-2012,105
30-Jul-2012,106.25
31-Jul-2012,107.375
1-Aug-2012,105.5
2-Aug-2012,109
3-Aug-2012,103.75
6-Aug-2012,102.749
7-Aug-2012,103.25
8-Aug-2012,102.75
9-Aug-2012,103
10-Aug-2012,102.751
13-Aug-2012,102.75
14-Aug-2012,103
15-Aug-2012,103.125
16-Aug-2012,101.125
17-Aug-2012,99.75
20-Aug-2012,98.5
21-Aug-2012,98.625
22-Aug-2012,99.375
23-Aug-2012,101.625
24-Aug-2012,100.75
27-Aug-2012,100.25
28-Aug-2012,101
29-Aug-2012,100.876
30-Aug-2012,103
31-Aug-2012,101.813
4-Sep-2012,101
5-Sep-2012,100.5
6-Sep-2012,95.191
7-Sep-2012,93
10-Sep-2012,95.438
11-Sep-2012,93.344
12-Sep-2012,90.906
13-Sep-2012,85.625
14-Sep-2012,83
17-Sep-2012,85.333
18-Sep-2012,85.376
19-Sep-2012,85.5
20-Sep-2012,87.593
21-Sep-2012,87.5
24-Sep-2012,89.75
25-Sep-2012,93.626
26-Sep-2012,93.063
27-Sep-2012,89.875
28-Sep-2012,90.125
1-Oct-2012,89.5
2-Oct-2012,89.5
3-Oct-2012,87.375
4-Oct-2012,86.125
5-Oct-2012,86
9-Oct-2012,88.75
10-Oct-2012,89.563
11-Oct-2012,87.25
12-Oct-2012,87
15-Oct-2012,85.625
16-Oct-2012,83.031
17-Oct-2012,79.875
18-Oct-2012,80.875
19-Oct-2012,83.563
22-Oct-2012,84
23-Oct-2012,86.375
24-Oct-2012,88.292
25-Oct-2012,88.594
26-Oct-2012,87.678
29-Oct-2012,90.344
31-Oct-2012,89.188
1-Nov-2012,85.844
2-Nov-2012,86.813
5-Nov-2012,86.188
6-Nov-2012,85.626
7-Nov-2012,89.369
8-Nov-2012,93.438
9-Nov-2012,95.855
13-Nov-2012,96.113
14-Nov-2012,97.626
15-Nov-2012,100.316
16-Nov-2012,98.875
19-Nov-2012,92.093
20-Nov-2012,90.453
21-Nov-2012,89.438
23-Nov-2012,88.125
26-Nov-2012,90.063
27-Nov-2012,91.281
28-Nov-2012,90.005
29-Nov-2012,88.25
30-Nov-2012,87.453
3-Dec-2012,88.875
4-Dec-2012,89.094
5-Dec-2012,86.751
6-Dec-2012,86.688
7-Dec-2012,85.813
10-Dec-2012,84.625
11-Dec-2012,82.688
12-Dec-2012,82.594
13-Dec-2012,83.188
14-Dec-2012,83.813
17-Dec-2012,80.875
18-Dec-2012,78.255
19-Dec-2012,79
20-Dec-2012,77.813
21-Dec-2012,81.63
24-Dec-2012,82.504
26-Dec-2012,84.094
27-Dec-2012,83.625
28-Dec-2012,85.625
31-Dec-2012,83.625
2-Jan-2013,73.938
3-Jan-2013,74.805
4-Jan-2013,74.813
7-Jan-2013,74.188
8-Jan-2013,74.9
9-Jan-2013,75.896
10-Jan-2013,75.195
11-Jan-2013,76.563
14-Jan-2013,78.759
15-Jan-2013,77.715
16-Jan-2013,77.695
17-Jan-2013,76.56
18-Jan-2013,76.188
22-Jan-2013,75.281
23-Jan-2013,75.625
24-Jan-2013,75.312
25-Jan-2013,73.602
28-Jan-2013,74.615
29-Jan-2013,74.875
30-Jan-2013,78.875
31-Jan-2013,77.509
1-Feb-2013,74.438
4-Feb-2013,78.438
5-Feb-2013,76.902
6-Feb-2013,77.82
7-Feb-2013,78.25
8-Feb-2013,77.656
11-Feb-2013,77.832
12-Feb-2013,75.438
13-Feb-2013,74.188
14-Feb-2013,74.15
15-Feb-2013,75.125
19-Feb-2013,73.438
20-Feb-2013,75.75
21-Feb-2013,76.516
22-Feb-2013,74.461
25-Feb-2013,78.25
26-Feb-2013,77.438
27-Feb-2013,75.22
28-Feb-2013,75.938
1-Mar-2013,74.124
4-Mar-2013,72.25
5-Mar-2013,71.298
6-Mar-2013,71.578
7-Mar-2013,70.625
8-Mar-2013,68.583
11-Mar-2013,67.407
12-Mar-2013,67.63
13-Mar-2013,67.063
14-Mar-2013,66.625
15-Mar-2013,66.671
18-Mar-2013,68.12
19-Mar-2013,69.82
20-Mar-2013,68.005
21-Mar-2013,69.885
22-Mar-2013,69.625
25-Mar-2013,70.075
26-Mar-2013,69.385
27-Mar-2013,71.315
28-Mar-2013,69.51
1-Apr-2013,68.815
2-Apr-2013,67.065
3-Apr-2013,68.255
4-Apr-2013,67.185
5-Apr-2013,66.435
8-Apr-2013,64.375
9-Apr-2013,63.685
10-Apr-2013,61.005
11-Apr-2013,60.685
12-Apr-2013,60.875
15-Apr-2013,63.995
16-Apr-2013,61.185
17-Apr-2013,63.065
18-Apr-2013,63.905
19-Apr-2013,62.565
22-Apr-2013,61.125
23-Apr-2013,59.755
24-Apr-2013,59.095
25-Apr-2013,58.315
26-Apr-2013,57.535
29-Apr-2013,56.065
30-Apr-2013,54.69
1-May-2013,57.195
2-May-2013,53.935
3-May-2013,51.365
6-May-2013,50.685
7-May-2013,49.345
8-May-2013,49.505
9-May-2013,51.255
10-May-2013,52.815
13-May-2013,54.065
14-May-2013,52.845
15-May-2013,52.065
16-May-2013,51.945
17-May-2013,50.685
20-May-2013,51.875
21-May-2013,50.755
22-May-2013,52.315
23-May-2013,54.06
24-May-2013,55.81
28-May-2013,56.24
29-May-2013,57.88
30-May-2013,56.62
31-May-2013,58.31
3-Jun-2013,59.945
4-Jun-2013,61.53
5-Jun-2013,65.435
6-Jun-2013,64.875
7-Jun-2013,62.115
10-Jun-2013,63.935
11-Jun-2013,65.745
12-Jun-2013,67.815
13-Jun-2013,64.51
14-Jun-2013,63.695
17-Jun-2013,62.315
18-Jun-2013,62.575
19-Jun-2013,67.69
20-Jun-2013,74.255
21-Jun-2013,73.875
24-Jun-2013,75.625
25-Jun-2013,70.255
26-Jun-2013,66.715
27-Jun-2013,64.505
28-Jun-2013,64.495
1-Jul-2013,62.255
2-Jul-2013,63.695
3-Jul-2013,65.125
5-Jul-2013,64.75
8-Jul-2013,61.545
9-Jul-2013,60.065
10-Jul-2013,60.625
11-Jul-2013,56.505
12-Jul-2013,57.005
15-Jul-2013,55.695
16-Jul-2013,56.315
17-Jul-2013,54.815
18-Jul-2013,52.445
19-Jul-2013,51.605
22-Jul-2013,51.315
23-Jul-2013,53.315
24-Jul-2013,55.375
25-Jul-2013,55.635
26-Jul-2013,53.725
29-Jul-2013,54.625
30-Jul-2013,54.375
31-Jul-2013,53.44
1-Aug-2013,52.565
2-Aug-2013,51.135
5-Aug-2013,51.125
6-Aug-2013,52.815
7-Aug-2013,54.135
8-Aug-2013,53.635
9-Aug-2013,53.885
12-Aug-2013,54.595
13-Aug-2013,54.035
14-Aug-2013,53.875
15-Aug-2013,58
16-Aug-2013,59.188
19-Aug-2013,62.5
20-Aug-2013,60.75
21-Aug-2013,61.75
22-Aug-2013,59.938
23-Aug-2013,57.875
26-Aug-2013,57.875
27-Aug-2013,62.188
28-Aug-2013,61.688
29-Aug-2013,60.625
30-Aug-2013,61.5
3-Sep-2013,61.907
4-Sep-2013,61.25
5-Sep-2013,61.75
6-Sep-2013,60.313
9-Sep-2013,57.938
10-Sep-2013,56.063
11-Sep-2013,55.25
12-Sep-2013,56.375
13-Sep-2013,56.063
16-Sep-2013,53.375
17-Sep-2013,52
18-Sep-2013,48.125
19-Sep-2013,49.563
