Date,PX_LAST
13-Mar-2012,87.876
14-Mar-2012,86.626
15-Mar-2012,86
16-Mar-2012,84.5
19-Mar-2012,81.375
20-Mar-2012,77.872
21-Mar-2012,79.061
22-Mar-2012,81.626
23-Mar-2012,81.626
26-Mar-2012,79.995
27-Mar-2012,80.245
28-Mar-2012,81.625
29-Mar-2012,82
30-Mar-2012,81.625
2-Apr-2012,81.625
3-Apr-2012,81.625
4-Apr-2012,81.625
5-Apr-2012,84.685
9-Apr-2012,92.37
10-Apr-2012,94.74
11-Apr-2012,92.12
12-Apr-2012,86.99
13-Apr-2012,92.12
16-Apr-2012,91.74
17-Apr-2012,88.5
18-Apr-2012,89.49
19-Apr-2012,89.99
20-Apr-2012,90
23-Apr-2012,91
24-Apr-2012,89.62
25-Apr-2012,87.49
26-Apr-2012,85.87
27-Apr-2012,84.37
30-Apr-2012,84.74
1-May-2012,83.87
2-May-2012,83.75
3-May-2012,85.99
4-May-2012,88.62
7-May-2012,90
8-May-2012,91.12
9-May-2012,93.37
10-May-2012,92.74
11-May-2012,98.62
14-May-2012,104.75
15-May-2012,107
16-May-2012,108.75
17-May-2012,109.63
18-May-2012,111.5
21-May-2012,105.87
22-May-2012,105.62
23-May-2012,105.13
24-May-2012,104.13
25-May-2012,103.75
29-May-2012,103.38
30-May-2012,108.25
31-May-2012,109.75
1-Jun-2012,113.37
4-Jun-2012,114.25
5-Jun-2012,112.5
6-Jun-2012,107.49
7-Jun-2012,107.38
8-Jun-2012,106.38
11-Jun-2012,110.24
12-Jun-2012,109
13-Jun-2012,110.25
14-Jun-2012,105.62
15-Jun-2012,102.99
18-Jun-2012,103.87
19-Jun-2012,99.87
20-Jun-2012,98.87
21-Jun-2012,102.25
22-Jun-2012,99.87
25-Jun-2012,103.99
26-Jun-2012,102
27-Jun-2012,101.12
28-Jun-2012,101.87
29-Jun-2012,96.5
2-Jul-2012,92.87
3-Jul-2012,89.68
5-Jul-2012,93.24
6-Jul-2012,96.76
9-Jul-2012,95.12
10-Jul-2012,95.62
11-Jul-2012,95.62
12-Jul-2012,97.37
13-Jul-2012,95.93
16-Jul-2012,96.74
17-Jul-2012,93.37
18-Jul-2012,90.75
19-Jul-2012,90.62
20-Jul-2012,93.75
23-Jul-2012,95.685
24-Jul-2012,98.5
25-Jul-2012,97.87
26-Jul-2012,93.87
27-Jul-2012,89.62
30-Jul-2012,88.62
31-Jul-2012,89.99
1-Aug-2012,88.055
2-Aug-2012,91.625
3-Aug-2012,86.24
6-Aug-2012,85.37
7-Aug-2012,85.87
8-Aug-2012,85.5
9-Aug-2012,85.49
10-Aug-2012,84.81
13-Aug-2012,85.24
14-Aug-2012,85.5
15-Aug-2012,85.62
16-Aug-2012,83.75
17-Aug-2012,82.32
20-Aug-2012,80.99
21-Aug-2012,81.13
22-Aug-2012,81.99
23-Aug-2012,84.12
24-Aug-2012,82.87
27-Aug-2012,82.74
28-Aug-2012,83.62
29-Aug-2012,83.25
30-Aug-2012,85.82
31-Aug-2012,84.56
5-Sep-2012,83
6-Sep-2012,76.99
7-Sep-2012,75.49
10-Sep-2012,77.74
11-Sep-2012,76.12
12-Sep-2012,73.37
13-Sep-2012,68.37
14-Sep-2012,65.49
17-Sep-2012,67.5
18-Sep-2012,67.99
19-Sep-2012,68.25
