Date,PX_LAST
9-Sep-2011,132.25
12-Sep-2011,135.75
13-Sep-2011,132.25
14-Sep-2011,129.75
15-Sep-2011,125.75
16-Sep-2011,126.5
19-Sep-2011,128.125
20-Sep-2011,127.375
21-Sep-2011,135
22-Sep-2011,138.25
23-Sep-2011,135.73
26-Sep-2011,130.125
27-Sep-2011,129.875
28-Sep-2011,134.875
29-Sep-2011,133.375
30-Sep-2011,138.688
3-Oct-2011,146
4-Oct-2011,143.75
5-Oct-2011,139.625
6-Oct-2011,133.5
7-Oct-2011,133.375
11-Oct-2011,129.709
12-Oct-2011,124.75
13-Oct-2011,126.75
14-Oct-2011,124.75
17-Oct-2011,130.521
18-Oct-2011,128.334
19-Oct-2011,130.5
20-Oct-2011,130
21-Oct-2011,127.5
24-Oct-2011,122.125
25-Oct-2011,126.5
26-Oct-2011,122.542
27-Oct-2011,110.125
28-Oct-2011,110.375
31-Oct-2011,118
1-Nov-2011,123.313
2-Nov-2011,121.75
3-Nov-2011,117.125
4-Nov-2011,120.25
7-Nov-2011,119.938
8-Nov-2011,117.563
9-Nov-2011,126.563
10-Nov-2011,125.938
14-Nov-2011,126
15-Nov-2011,128.875
16-Nov-2011,131.344
17-Nov-2011,133.125
18-Nov-2011,132.625
21-Nov-2011,137.5
22-Nov-2011,137.501
23-Nov-2011,142.75
25-Nov-2011,143.5
28-Nov-2011,137.625
29-Nov-2011,136.625
30-Nov-2011,124.375
1-Dec-2011,123.25
2-Dec-2011,122.375
5-Dec-2011,119.75
6-Dec-2011,118.75
7-Dec-2011,116.875
8-Dec-2011,122.75
9-Dec-2011,119.5
12-Dec-2011,123.863
13-Dec-2011,124.75
14-Dec-2011,127.5
15-Dec-2011,127
16-Dec-2011,129.375
19-Dec-2011,129.75
20-Dec-2011,123.875
21-Dec-2011,122.125
22-Dec-2011,119.375
23-Dec-2011,119.625
27-Dec-2011,119.625
28-Dec-2011,119.625
29-Dec-2011,119.625
30-Dec-2011,118.125
3-Jan-2012,116
4-Jan-2012,116.563
5-Jan-2012,117.626
6-Jan-2012,117.75
9-Jan-2012,116.938
10-Jan-2012,113.75
11-Jan-2012,113.375
12-Jan-2012,111.5
13-Jan-2012,111.5
17-Jan-2012,110.125
18-Jan-2012,106.625
19-Jan-2012,105
20-Jan-2012,103
23-Jan-2012,99.5
24-Jan-2012,99.938
25-Jan-2012,98
26-Jan-2012,97.25
27-Jan-2012,96.375
30-Jan-2012,98.625
31-Jan-2012,97.125
1-Feb-2012,96.25
2-Feb-2012,95.126
3-Feb-2012,90.25
6-Feb-2012,90.875
7-Feb-2012,91.25
8-Feb-2012,91.126
9-Feb-2012,93.75
10-Feb-2012,95.5
13-Feb-2012,93.5
14-Feb-2012,95.25
15-Feb-2012,97.813
16-Feb-2012,95.5
17-Feb-2012,95.375
21-Feb-2012,94.5
22-Feb-2012,94.75
23-Feb-2012,93
24-Feb-2012,92.438
27-Feb-2012,92
28-Feb-2012,90
29-Feb-2012,90.5
1-Mar-2012,89.25
2-Mar-2012,90.25
5-Mar-2012,91.5
6-Mar-2012,94.125
7-Mar-2012,93.126
8-Mar-2012,92.126
9-Mar-2012,92.126
12-Mar-2012,91.501
