Date,PX_LAST
4-Jun-2012,105.25
5-Jun-2012,103.5
6-Jun-2012,96.49
7-Jun-2012,96.38
8-Jun-2012,95.38
11-Jun-2012,99.62
12-Jun-2012,98.38
13-Jun-2012,99.63
14-Jun-2012,95
15-Jun-2012,92.37
18-Jun-2012,92.5
19-Jun-2012,88.5
20-Jun-2012,87.5
21-Jun-2012,90.38
22-Jun-2012,88
25-Jun-2012,92.12
26-Jun-2012,88.5
27-Jun-2012,87.87
28-Jun-2012,88.62
29-Jun-2012,83.25
2-Jul-2012,79.62
3-Jul-2012,76.43
5-Jul-2012,80.99
6-Jul-2012,83.76
9-Jul-2012,82.12
10-Jul-2012,82.62
11-Jul-2012,82.5
12-Jul-2012,84.37
13-Jul-2012,82.93
16-Jul-2012,83.74
17-Jul-2012,79.87
18-Jul-2012,78.25
19-Jul-2012,78.12
20-Jul-2012,81.25
23-Jul-2012,83.185
24-Jul-2012,86
25-Jul-2012,85.37
26-Jul-2012,79.87
27-Jul-2012,75.89
30-Jul-2012,74.62
31-Jul-2012,76.365
1-Aug-2012,74.555
2-Aug-2012,78.125
3-Aug-2012,72.74
6-Aug-2012,71.87
7-Aug-2012,73.37
8-Aug-2012,73
9-Aug-2012,73.49
10-Aug-2012,72.81
13-Aug-2012,73.74
14-Aug-2012,74
15-Aug-2012,74.12
16-Aug-2012,72.25
17-Aug-2012,70.82
20-Aug-2012,69.49
21-Aug-2012,70.13
22-Aug-2012,70.99
23-Aug-2012,73.12
24-Aug-2012,71.87
27-Aug-2012,71.74
28-Aug-2012,72.62
29-Aug-2012,72.25
30-Aug-2012,74.82
31-Aug-2012,73.56
5-Sep-2012,72
6-Sep-2012,65.99
7-Sep-2012,65.49
10-Sep-2012,67.24
11-Sep-2012,65.62
12-Sep-2012,62.87
13-Sep-2012,57.87
14-Sep-2012,54.99
17-Sep-2012,57.5
18-Sep-2012,57.99
19-Sep-2012,58.25
