Date,PX_LAST
9-Sep-2011,120.75
12-Sep-2011,125.25
13-Sep-2011,121.75
14-Sep-2011,120
15-Sep-2011,115.75
16-Sep-2011,116.75
19-Sep-2011,118.5
20-Sep-2011,118.5
21-Sep-2011,124.75
22-Sep-2011,129.25
23-Sep-2011,132.75
26-Sep-2011,122.5
27-Sep-2011,123
28-Sep-2011,128
29-Sep-2011,125.75
30-Sep-2011,131.75
3-Oct-2011,139.25
4-Oct-2011,137
5-Oct-2011,133.5
6-Oct-2011,126.5
7-Oct-2011,126.75
11-Oct-2011,123
12-Oct-2011,118
13-Oct-2011,120.25
14-Oct-2011,119
17-Oct-2011,124.125
18-Oct-2011,121.75
19-Oct-2011,123.625
20-Oct-2011,123.5
21-Oct-2011,120.75
24-Oct-2011,116
25-Oct-2011,119.5
4-Nov-2011,112.5
7-Nov-2011,111.625
8-Nov-2011,109.25
9-Nov-2011,117.5
10-Nov-2011,118
14-Nov-2011,119.125
15-Nov-2011,122.001
16-Nov-2011,124.75
17-Nov-2011,126.001
18-Nov-2011,125.501
21-Nov-2011,129.75
22-Nov-2011,131.12
23-Nov-2011,136.751
25-Nov-2011,135
28-Nov-2011,131.25
29-Nov-2011,130.876
30-Nov-2011,119.25
1-Dec-2011,117.25
2-Dec-2011,116.75
5-Dec-2011,114.75
6-Dec-2011,113.19
7-Dec-2011,111.47
8-Dec-2011,116.7
9-Dec-2011,112.5
12-Dec-2011,117.25
13-Dec-2011,116.25
14-Dec-2011,122.55
15-Dec-2011,121
16-Dec-2011,122.95
19-Dec-2011,125.15
20-Dec-2011,119.6
23-Dec-2011,112
28-Dec-2011,112
30-Dec-2011,112
3-Jan-2012,109.6
4-Jan-2012,111
5-Jan-2012,112
6-Jan-2012,111.8
9-Jan-2012,111
10-Jan-2012,109.2
12-Jan-2012,105
17-Jan-2012,103
18-Jan-2012,102
19-Jan-2012,97.45
20-Jan-2012,96.2
23-Jan-2012,94.55
24-Jan-2012,91.8
26-Jan-2012,88.2
27-Jan-2012,88
30-Jan-2012,89.75
31-Jan-2012,88.5
1-Feb-2012,86
2-Feb-2012,86.3
6-Feb-2012,81.005
7-Feb-2012,80.825
8-Feb-2012,81.5
9-Feb-2012,81.75
13-Feb-2012,84.63
14-Feb-2012,87
15-Feb-2012,89.75
16-Feb-2012,89.88
21-Feb-2012,85.505
22-Feb-2012,86.885
23-Feb-2012,85.505
24-Feb-2012,85.125
27-Feb-2012,84.625
28-Feb-2012,83.385
29-Feb-2012,83.755
1-Mar-2012,82.505
2-Mar-2012,83.875
5-Mar-2012,85.245
6-Mar-2012,87.745
7-Mar-2012,87.255
8-Mar-2012,85.745
9-Mar-2012,85.755
12-Mar-2012,85.245
13-Mar-2012,81.875
14-Mar-2012,80
15-Mar-2012,79.5
16-Mar-2012,77.87
19-Mar-2012,74.25
20-Mar-2012,70.37
21-Mar-2012,69.87
22-Mar-2012,73.5
23-Mar-2012,74.62
26-Mar-2012,71.99
27-Mar-2012,72.49
28-Mar-2012,74.12
29-Mar-2012,76.25
30-Mar-2012,74.74
2-Apr-2012,73.74
3-Apr-2012,74.12
4-Apr-2012,76.25
5-Apr-2012,80.62
9-Apr-2012,85.62
10-Apr-2012,87.99
11-Apr-2012,85.37
12-Apr-2012,80.24
13-Apr-2012,85.37
16-Apr-2012,84.99
17-Apr-2012,81.75
18-Apr-2012,82.74
19-Apr-2012,83.24
20-Apr-2012,83.25
23-Apr-2012,84.25
24-Apr-2012,82.87
25-Apr-2012,80.74
26-Apr-2012,79.12
27-Apr-2012,77.62
30-Apr-2012,77.99
1-May-2012,77.12
2-May-2012,77
3-May-2012,79.24
4-May-2012,81.87
7-May-2012,83.25
8-May-2012,84.37
9-May-2012,86.62
10-May-2012,85.99
11-May-2012,91.87
14-May-2012,97.75
15-May-2012,100
16-May-2012,101.75
17-May-2012,102.63
18-May-2012,102.75
21-May-2012,96.37
22-May-2012,96.12
23-May-2012,95.63
24-May-2012,94.63
25-May-2012,94.25
29-May-2012,94.38
30-May-2012,99.25
31-May-2012,100.75
1-Jun-2012,104.37
