Date,PX_LAST
20-Mar-2015,62.99
23-Mar-2015,62.663
24-Mar-2015,62.781
25-Mar-2015,64.592
26-Mar-2015,64.55
27-Mar-2015,64.538
30-Mar-2015,64.009
31-Mar-2015,63.583
1-Apr-2015,63.208
2-Apr-2015,62.459
3-Apr-2015,62.901
6-Apr-2015,61.703
7-Apr-2015,60.236
8-Apr-2015,60.427
9-Apr-2015,60.602
10-Apr-2015,60.481
13-Apr-2015,61.932
14-Apr-2015,61.804
15-Apr-2015,60.556
16-Apr-2015,61.57
17-Apr-2015,64.416
20-Apr-2015,62.518
21-Apr-2015,62.148
22-Apr-2015,61.659
23-Apr-2015,61.468
24-Apr-2015,61.338
27-Apr-2015,61.223
28-Apr-2015,61.257
29-Apr-2015,62.623
30-Apr-2015,63.486
1-May-2015,62.903
4-May-2015,62.821
5-May-2015,63.841
6-May-2015,65.559
7-May-2015,65.878
8-May-2015,63.01
11-May-2015,64.972
12-May-2015,65.164
13-May-2015,65.337
14-May-2015,63.845
15-May-2015,62.75
18-May-2015,63.402
19-May-2015,63.842
20-May-2015,64.3
21-May-2015,63.393
22-May-2015,63.8
25-May-2015,63.813
26-May-2015,64.027
27-May-2015,62.854
28-May-2015,63.877
29-May-2015,63.726
1-Jun-2015,63.708
2-Jun-2015,63.959
3-Jun-2015,65.162
4-Jun-2015,65.973
5-Jun-2015,66.856
8-Jun-2015,68.241
9-Jun-2015,67.689
10-Jun-2015,66.197
11-Jun-2015,65.8
12-Jun-2015,67.571
15-Jun-2015,69.391
16-Jun-2015,68.78
17-Jun-2015,70.027
18-Jun-2015,68.259
19-Jun-2015,68.071
22-Jun-2015,65.246
23-Jun-2015,65.319
24-Jun-2015,67.003
25-Jun-2015,67.27
26-Jun-2015,67.483
29-Jun-2015,71.752
30-Jun-2015,70.039
1-Jul-2015,68.435
2-Jul-2015,68.167
3-Jul-2015,68.205
6-Jul-2015,71.381
7-Jul-2015,70.958
8-Jul-2015,73.206
9-Jul-2015,72.763
10-Jul-2015,69.158
13-Jul-2015,67.749
