CloseDate,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,11Y,12Y,15Y,20Y,25Y,30Y,40Y,50Y,CreditIndexName,QuotedSpread
09-SEP-2011,0.005164,0.00517,0.006365,0.00866,0.01133,0.014004,0.016355,0.018325,0.019987,0.0214,0.02264,0.023765,0.026155,0.028018,0.02908,0.02969,0.029951,0.030101,CDX.NA.IG.S16.5Y,0.013225
12-SEP-2011,0.005373,0.00538,0.006615,0.00904,0.011801,0.01442,0.016744,0.018666,0.020244,0.021643,0.022859,0.023963,0.026285,0.028125,0.029105,0.02969,0.029943,0.030088,CDX.NA.IG.S16.5Y,0.013575
13-SEP-2011,0.005353,0.00536,0.006595,0.009085,0.01197,0.014703,0.017005,0.018925,0.020617,0.02202,0.023264,0.024395,0.026795,0.028786,0.02984,0.030455,0.030725,0.030879,CDX.NA.IG.S16.5Y,0.013225
14-SEP-2011,0.005273,0.00528,0.00644,0.008961,0.011835,0.014545,0.01689,0.018815,0.02047,0.021875,0.023087,0.02419,0.026475,0.02835,0.0293,0.029865,0.030117,0.030262,CDX.NA.IG.S16.5Y,0.012975
15-SEP-2011,0.005094,0.0051,0.00655,0.009246,0.012295,0.01512,0.017555,0.01954,0.021215,0.022645,0.023868,0.024985,0.0273,0.029165,0.030125,0.03069,0.030949,0.031097,CDX.NA.IG.S16.5Y,0.012575000000000001
16-SEP-2011,0.004964,0.00497,0.0065,0.00915,0.01215,0.01494,0.017335,0.019325,0.020985,0.022383,0.023598,0.024705,0.026898,0.028815,0.029775,0.030325,0.03058,0.030725,CDX.NA.IG.S16.5Y,0.01265
19-SEP-2011,0.004725,0.00473,0.006065,0.00859,0.01148,0.014225,0.01657,0.01852,0.020155,0.02154,0.022745,0.02384,0.026119,0.027953,0.02892,0.02949,0.02974,0.029884,CDX.NA.IG.S16.5Y,0.012812500000000001
20-SEP-2011,0.004616,0.00462,0.005995,0.008525,0.01143,0.014146,0.01648,0.01841,0.020035,0.02138,0.022585,0.023679,0.025994,0.027793,0.028755,0.029295,0.029541,0.029682,CDX.NA.IG.S16.5Y,0.0127375
21-SEP-2011,0.005029,0.005035,0.006247,0.008663,0.01142,0.013874,0.016137,0.017911,0.019436,0.02071,0.021849,0.02288,0.024949,0.026595,0.027445,0.0278,0.028008,0.028128,CDX.NA.IG.S16.5Y,0.0135
22-SEP-2011,0.005159,0.005165,0.006285,0.00835,0.0107,0.01299,0.01498,0.016585,0.017925,0.019095,0.020118,0.02104,0.022999,0.024502,0.025245,0.02566,0.025843,0.025951,CDX.NA.IG.S16.5Y,0.013825
23-SEP-2011,0.005154,0.00516,0.006597,0.00892,0.01156,0.01394,0.01596,0.0176,0.018985,0.02018,0.021203,0.02213,0.02407,0.02554,0.02621,0.02663,0.026816,0.026924,CDX.NA.IG.S16.5Y,0.013573
26-SEP-2011,0.005144,0.00515,0.006719,0.009181,0.011915,0.014386,0.016506,0.018215,0.019597,0.02086,0.021924,0.02289,0.02493,0.026485,0.027235,0.027685,0.027889,0.028007,CDX.NA.IG.S16.5Y,0.0130125
27-SEP-2011,0.005308,0.005315,0.006874,0.009534,0.012338,0.014893,0.017044,0.01881,0.02026,0.021515,0.02258,0.02355,0.02556,0.027059,0.027865,0.028325,0.028534,0.028655,CDX.NA.IG.S16.5Y,0.0129875
28-SEP-2011,0.005517,0.005525,0.007065,0.009645,0.012415,0.014975,0.017138,0.018899,0.020335,0.02159,0.022641,0.0236,0.025546,0.027075,0.02783,0.02825,0.028453,0.028571,CDX.NA.IG.S16.5Y,0.013487500000000001
29-SEP-2011,0.005587,0.005595,0.007285,0.010006,0.012783,0.015305,0.017403,0.019125,0.020535,0.021755,0.022769,0.023695,0.025596,0.027026,0.027785,0.0282,0.028397,0.028512,CDX.NA.IG.S16.5Y,0.0133375
30-SEP-2011,0.005771,0.00578,0.007361,0.009885,0.012555,0.014935,0.01698,0.018585,0.019929,0.021075,0.022021,0.022885,0.024725,0.026031,0.026615,0.02697,0.027142,0.027242,CDX.NA.IG.S16.5Y,0.013868799999999999
03-OCT-2011,0.00599,0.006,0.007307,0.009481,0.01189,0.0141,0.01596,0.017485,0.018688,0.01974,0.020647,0.02147,0.023166,0.02444,0.024955,0.02527,0.025422,0.025512,CDX.NA.IG.S16.5Y,0.0146
04-OCT-2011,0.006249,0.00626,0.00772,0.010045,0.01254,0.014825,0.016755,0.018265,0.01951,0.02056,0.021468,0.022295,0.023995,0.025215,0.02573,0.02603,0.026184,0.026274,CDX.NA.IG.S16.5Y,0.014375
05-OCT-2011,0.006388,0.0064,0.007985,0.01045,0.013065,0.015416,0.017355,0.018895,0.020184,0.02122,0.022145,0.022991,0.02461,0.025775,0.02629,0.026545,0.026697,0.026785,CDX.NA.IG.S16.5Y,0.013962500000000001
06-OCT-2011,0.006423,0.006435,0.00824,0.010805,0.013483,0.015946,0.017985,0.01956,0.020895,0.022025,0.022921,0.023744,0.025369,0.02651,0.027009,0.027269,0.027424,0.027513,CDX.NA.IG.S16.5Y,0.01335
07-OCT-2011,0.006776,0.00679,0.00872,0.011395,0.014315,0.016865,0.018973,0.02042,0.02174,0.02278,0.023701,0.02455,0.0261,0.027155,0.0277,0.027865,0.028014,0.0281,CDX.NA.IG.S16.5Y,0.0133375
11-OCT-2011,0.006851,0.006865,0.00899,0.011821,0.014715,0.017245,0.019313,0.020975,0.022285,0.02337,0.024273,0.025109,0.026755,0.027875,0.02836,0.028645,0.028808,0.028902,CDX.NA.IG.S16.5Y,0.0129709
