CloseDate,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,11Y,12Y,15Y,20Y,25Y,30Y,40Y,50Y,CreditIndexName,QuotedSpread
20-SEP-2011,0.004616,0.00462,0.005995,0.008525,0.01143,0.014146,0.01648,0.01841,0.020035,0.02138,0.022585,0.023679,0.025994,0.027793,0.028755,0.029295,0.029541,0.029682,CDX.NA.IG.S17.5Y,0.01345
21-SEP-2011,0.005029,0.005035,0.006247,0.008663,0.01142,0.013874,0.016137,0.017911,0.019436,0.02071,0.021849,0.02288,0.024949,0.026595,0.027445,0.0278,0.028008,0.028128,CDX.NA.IG.S17.5Y,0.014175
22-SEP-2011,0.005159,0.005165,0.006285,0.00835,0.0107,0.01299,0.01498,0.016585,0.017925,0.019095,0.020118,0.02104,0.022999,0.024502,0.025245,0.02566,0.025843,0.025951,CDX.NA.IG.S17.5Y,0.01455
23-SEP-2011,0.005154,0.00516,0.006597,0.00892,0.01156,0.01394,0.01596,0.0176,0.018985,0.02018,0.021203,0.02213,0.02407,0.02554,0.02621,0.02663,0.026816,0.026924,CDX.NA.IG.S17.5Y,0.01425
26-SEP-2011,0.005144,0.00515,0.006719,0.009181,0.011915,0.014386,0.016506,0.018215,0.019597,0.02086,0.021924,0.02289,0.02493,0.026485,0.027235,0.027685,0.027889,0.028007,CDX.NA.IG.S17.5Y,0.0137125
27-SEP-2011,0.005308,0.005315,0.006874,0.009534,0.012338,0.014893,0.017044,0.01881,0.02026,0.021515,0.02258,0.02355,0.02556,0.027059,0.027865,0.028325,0.028534,0.028655,CDX.NA.IG.S17.5Y,0.013675000000000001
28-SEP-2011,0.005517,0.005525,0.007065,0.009645,0.012415,0.014975,0.017138,0.018899,0.020335,0.02159,0.022641,0.0236,0.025546,0.027075,0.02783,0.02825,0.028453,0.028571,CDX.NA.IG.S17.5Y,0.0142
29-SEP-2011,0.005587,0.005595,0.007285,0.010006,0.012783,0.015305,0.017403,0.019125,0.020535,0.021755,0.022769,0.023695,0.025596,0.027026,0.027785,0.0282,0.028397,0.028512,CDX.NA.IG.S17.5Y,0.013975000000000001
30-SEP-2011,0.005771,0.00578,0.007361,0.009885,0.012555,0.014935,0.01698,0.018585,0.019929,0.021075,0.022021,0.022885,0.024725,0.026031,0.026615,0.02697,0.027142,0.027242,CDX.NA.IG.S17.5Y,0.014525000000000001
03-OCT-2011,0.00599,0.006,0.007307,0.009481,0.01189,0.0141,0.01596,0.017485,0.018688,0.01974,0.020647,0.02147,0.023166,0.02444,0.024955,0.02527,0.025422,0.025512,CDX.NA.IG.S17.5Y,0.01515
04-OCT-2011,0.006249,0.00626,0.00772,0.010045,0.01254,0.014825,0.016755,0.018265,0.01951,0.02056,0.021468,0.022295,0.023995,0.025215,0.02573,0.02603,0.026184,0.026274,CDX.NA.IG.S17.5Y,0.014950000000000001
05-OCT-2011,0.006388,0.0064,0.007985,0.01045,0.013065,0.015416,0.017355,0.018895,0.020184,0.02122,0.022145,0.022991,0.02461,0.025775,0.02629,0.026545,0.026697,0.026785,CDX.NA.IG.S17.5Y,0.01455
06-OCT-2011,0.006423,0.006435,0.00824,0.010805,0.013483,0.015946,0.017985,0.01956,0.020895,0.022025,0.022921,0.023744,0.025369,0.02651,0.027009,0.027269,0.027424,0.027513,CDX.NA.IG.S17.5Y,0.013975000000000001
07-OCT-2011,0.006776,0.00679,0.00872,0.011395,0.014315,0.016865,0.018973,0.02042,0.02174,0.02278,0.023701,0.02455,0.0261,0.027155,0.0277,0.027865,0.028014,0.0281,CDX.NA.IG.S17.5Y,0.013975000000000001
11-OCT-2011,0.006851,0.006865,0.00899,0.011821,0.014715,0.017245,0.019313,0.020975,0.022285,0.02337,0.024273,0.025109,0.026755,0.027875,0.02836,0.028645,0.028808,0.028902,CDX.NA.IG.S17.5Y,0.013600000000000001
12-OCT-2011,0.006533,0.006545,0.00861,0.011727,0.0147,0.017261,0.019436,0.021169,0.02256,0.02371,0.024664,0.025548,0.027321,0.028505,0.02905,0.029375,0.029553,0.029655,CDX.NA.IG.S17.5Y,0.0131
13-OCT-2011,0.006617,0.00663,0.00859,0.011425,0.014293,0.016969,0.019185,0.020945,0.022407,0.023539,0.024501,0.02539,0.027044,0.028201,0.0288,0.029059,0.029231,0.02933,CDX.NA.IG.S17.5Y,0.013299400000000001
14-OCT-2011,0.006498,0.00651,0.008626,0.011516,0.014585,0.017371,0.019696,0.021613,0.023114,0.024281,0.025309,0.026261,0.027988,0.029199,0.029744,0.030145,0.030335,0.030444,CDX.NA.IG.S17.5Y,0.01305
17-OCT-2011,0.006543,0.006555,0.008355,0.011165,0.014105,0.016802,0.019065,0.020865,0.02231,0.02351,0.024471,0.02536,0.02708,0.02826,0.02879,0.029105,0.029281,0.029382,CDX.NA.IG.S17.5Y,0.013550000000000001
18-OCT-2011,0.006388,0.0064,0.00823,0.01111,0.014117,0.01685,0.0192,0.02103,0.022585,0.023755,0.024729,0.02563,0.027375,0.02861,0.029165,0.02952,0.029705,0.029811,CDX.NA.IG.S17.5Y,0.013300000000000001
19-OCT-2011,0.006373,0.006385,0.008118,0.01092,0.013875,0.016645,0.01897,0.0208,0.022309,0.02353,0.024528,0.02545,0.02725,0.028505,0.02922,0.029456,0.029641,0.029748,CDX.NA.IG.S17.5Y,0.0135
20-OCT-2011,0.006329,0.00634,0.008143,0.01106,0.014085,0.01686,0.019185,0.021045,0.022555,0.02383,0.024832,0.025758,0.02759,0.028851,0.029535,0.02991,0.030107,0.03022,CDX.NA.IG.S17.5Y,0.013425000000000001
21-OCT-2011,0.006463,0.006475,0.00825,0.011135,0.014235,0.017155,0.01944,0.021367,0.02289,0.02416,0.025188,0.02614,0.028035,0.02939,0.029965,0.03045,0.030657,0.030775,CDX.NA.IG.S17.5Y,0.013175000000000001
