CloseDate,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,11Y,12Y,15Y,20Y,25Y,30Y,40Y,50Y,CreditIndexName,QuotedSpread
21-SEP-2015,0.008232,0.008255,0.011029,0.01342,0.01551,0.017323,0.018842,0.020118,0.02117,0.022046,0.022808,0.023513,0.024967,0.026317,0.026996,0.027416,0.027583,0.027679,CDX.NA.IG.S25.5Y,0.008125
22-SEP-2015,0.007875,0.007895,0.010535,0.012835,0.014863,0.01665,0.018178,0.019425,0.020493,0.02138,0.022132,0.022825,0.024255,0.025605,0.02626,0.026655,0.026815,0.026908,CDX.NA.IG.S25.5Y,0.008315000000000001
23-SEP-2015,0.007954,0.007975,0.010635,0.012953,0.01501,0.016803,0.018331,0.01956,0.020615,0.0215,0.022237,0.022918,0.024328,0.025638,0.026268,0.026655,0.026812,0.026903,CDX.NA.IG.S25.5Y,0.0084308
24-SEP-2015,0.007822,0.007842,0.010455,0.012763,0.01479,0.016566,0.018063,0.019313,0.020355,0.021248,0.021972,0.02264,0.024038,0.02534,0.025973,0.026346,0.026499,0.026588,CDX.NA.IG.S25.5Y,0.0086078
25-SEP-2015,0.007922,0.007943,0.010555,0.012895,0.014933,0.016725,0.018243,0.019488,0.02054,0.021425,0.02216,0.022838,0.02424,0.025548,0.026175,0.026555,0.02671,0.0268,CDX.NA.IG.S25.5Y,0.0088375
28-SEP-2015,0.007664,0.007683,0.010145,0.012325,0.014263,0.015983,0.017443,0.018697,0.019688,0.020545,0.021275,0.021945,0.023314,0.024607,0.02525,0.025621,0.02577,0.025858,CDX.NA.IG.S25.5Y,0.009252400000000001
29-SEP-2015,0.007477,0.007495,0.00989,0.011984,0.01387,0.015523,0.016953,0.018133,0.019123,0.01997,0.020694,0.021356,0.022734,0.024032,0.024668,0.025046,0.025192,0.025278,CDX.NA.IG.S25.5Y,0.0092826
30-SEP-2015,0.007461,0.007479,0.009838,0.01193,0.013848,0.015533,0.016965,0.018148,0.019155,0.020025,0.020753,0.02142,0.022787,0.024142,0.02479,0.025183,0.025333,0.025421,CDX.NA.IG.S25.5Y,0.00936
01-OCT-2015,0.00775,0.007769,0.010158,0.012293,0.014148,0.01581,0.01723,0.018397,0.019395,0.020222,0.020956,0.021628,0.02302,0.024347,0.024986,0.02537,0.025519,0.025606,CDX.NA.IG.S25.5Y,0.009435
02-OCT-2015,0.007056,0.007071,0.00941,0.011537,0.013483,0.015195,0.016667,0.01789,0.018925,0.01982,0.020562,0.02124,0.022668,0.024025,0.02468,0.025075,0.025226,0.025315,CDX.NA.IG.S25.5Y,0.0092501
05-OCT-2015,0.007369,0.007386,0.009808,0.012015,0.014015,0.015775,0.01728,0.01856,0.01961,0.020515,0.021279,0.02198,0.02344,0.02483,0.025515,0.025925,0.026085,0.026179,CDX.NA.IG.S25.5Y,0.008725
06-OCT-2015,0.007241,0.007257,0.009665,0.011825,0.013785,0.01552,0.016989,0.01827,0.019318,0.020213,0.020973,0.021669,0.023116,0.02449,0.02517,0.025584,0.025742,0.025834,CDX.NA.IG.S25.5Y,0.0088133
07-OCT-2015,0.00747,0.007488,0.009965,0.01218,0.014168,0.01591,0.017355,0.018591,0.019616,0.020503,0.021239,0.021915,0.0233,0.024673,0.02533,0.025725,0.02588,0.02597,CDX.NA.IG.S25.5Y,0.008385
