,BA1 Comdty,ED1 Comdty,EF1 Comdty,ER1 Comdty,ES1 Comdty,IR1 Comdty,L 1 Comdty
1986-04-01,,92.81,,,,,
1986-04-02,,92.83,,,,,
1986-04-03,,92.78,,,,,
1986-04-04,,92.86,,,,,
1986-04-07,,92.88,,,,,
1986-04-08,,93.08,,,,,
1986-04-09,,93.15,,,,,
1986-04-10,,93.17,,,,,
1986-04-11,,93.12,,,,,
1986-04-14,,93.24,,,,,
1986-04-15,,93.2,,,,,
1986-04-16,,93.41,,,,,
1986-04-17,,93.32,,,,,
1986-04-18,,93.26,,,,,
1986-04-21,,93.17,,,,,
1986-04-22,,93.02,,,,,
1986-04-23,,92.93,,,,,
1986-04-24,,92.73,,,,,
1986-04-25,,92.67,,,,,
1986-04-28,,92.88,,,,,
1986-04-29,,92.86,,,,,
1986-04-30,,92.9,,,,,
1986-05-01,,92.83,,,,,
1986-05-02,,92.84,,,,,
1986-05-05,,93.02,,,,,
1986-05-06,,92.98,,,,,
1986-05-07,,92.97,,,,,
1986-05-08,,93.06,,,,,
1986-05-09,,92.85,,,,,
1986-05-12,,92.76,,,,,
1986-05-13,,92.84,,,,,
1986-05-14,,92.76,,,,,
1986-05-15,,92.62,,,,,
1986-05-16,,92.46,,,,,
1986-05-19,,92.42,,,,,
1986-05-20,,92.49,,,,,
1986-05-21,,92.52,,,,,
1986-05-22,,92.54,,,,,
1986-05-23,,92.59,,,,,
1986-05-27,,92.71,,,,,
1986-05-28,,92.58,,,,,
1986-05-29,,92.45,,,,,
1986-05-30,,92.41,,,,,
1986-06-02,,92.2,,,,,
1986-06-03,,92.32,,,,,
1986-06-04,,92.2,,,,,
1986-06-05,,92.23,,,,,
1986-06-06,,92.52,,,,,
1986-06-09,,92.36,,,,,
1986-06-10,,92.38,,,,,
1986-06-11,,92.42,,,,,
1986-06-12,,92.49,,,,,
1986-06-13,,92.76,,,,,
1986-06-16,,92.77,,,,,
1986-06-17,,92.85,,,,,
1986-06-18,,92.89,,,,,
1986-06-19,,92.8,,,,,
1986-06-20,,92.88,,,,,
1986-06-23,,92.91,,,,,
1986-06-24,,92.96,,,,,
1986-06-25,,93.01,,,,,
1986-06-26,,93.04,,,,,
1986-06-27,,93.11,,,,,
1986-06-30,,93.14,,,,,
1986-07-01,,93.14,,,,,
1986-07-02,,93.14,,,,,
1986-07-03,,93.25,,,,,
1986-07-07,,93.24,,,,,
1986-07-08,,93.09,,,,,
1986-07-09,,93.24,,,,,
1986-07-10,,93.21,,,,,
1986-07-11,,93.27,,,,,
1986-07-14,,93.34,,,,,
1986-07-15,,93.39,,,,,
1986-07-16,,93.4,,,,,
1986-07-17,,93.4,,,,,
1986-07-18,,93.45,,,,,
1986-07-21,,93.49,,,,,
1986-07-22,,93.43,,,,,
1986-07-23,,93.28,,,,,
1986-07-24,,93.2,,,,,
1986-07-25,,93.23,,,,,
1986-07-28,,93.16,,,,,
1986-07-29,,93.29,,,,,
1986-07-30,,93.36,,,,,
1986-07-31,,93.48,,,,,
1986-08-01,,93.44,,,,,
1986-08-04,,93.5,,,,,
1986-08-05,,93.4,,,,,
1986-08-06,,93.38,,,,,
1986-08-07,,93.45,,,,,
1986-08-08,,93.5,,,,,
1986-08-11,,93.57,,,,,
1986-08-12,,93.64,,,,,
1986-08-13,,93.76,,,,,
1986-08-14,,93.71,,,,,
1986-08-15,,93.72,,,,,
1986-08-18,,93.74,,,,,
1986-08-19,,93.85,,,,,
1986-08-20,,93.9,,,,,
1986-08-21,,93.99,,,,,
1986-08-22,,93.94,,,,,
1986-08-25,,94.03,,,,,
1986-08-26,,94.13,,,,,
1986-08-27,,94.07,,,,,
1986-08-28,,94.14,,,,,
1986-08-29,,94.27,,,,,
1986-09-02,,94.19,,,,,
1986-09-03,,94.07,,,,,
1986-09-04,,94.09,,,,,
1986-09-05,,93.93,,,,,
1986-09-08,,93.81,,,,,
1986-09-09,,93.85,,,,,
1986-09-10,,93.89,,,,,
1986-09-11,,93.69,,,,,
1986-09-12,,93.71,,,,,
1986-09-15,,93.8,,,,,
1986-09-16,,93.79,,,,,
1986-09-17,,93.78,,,,,
1986-09-18,,93.61,,,,,
1986-09-19,,93.62,,,,,
1986-09-22,,93.71,,,,,
1986-09-23,,93.72,,,,,
1986-09-24,,93.89,,,,,
1986-09-25,,93.89,,,,,
1986-09-26,,93.9,,,,,
1986-09-29,,93.81,,,,,
1986-09-30,,93.89,,,,,
1986-10-01,,93.9,,,,,
1986-10-02,,93.88,,,,,
1986-10-03,,94.1,,,,,
1986-10-06,,94.13,,,,,
1986-10-07,,94.17,,,,,
1986-10-08,,94.14,,,,,
1986-10-09,,94.16,,,,,
1986-10-10,,94.08,,,,,
1986-10-13,,94.06,,,,,
1986-10-14,,93.98,,,,,
1986-10-15,,93.99,,,,,
1986-10-16,,93.94,,,,,
1986-10-17,,93.84,,,,,
1986-10-20,,93.8,,,,,
1986-10-21,,93.85,,,,,
1986-10-22,,93.94,,,,,
1986-10-23,,93.97,,,,,
1986-10-24,,93.91,,,,,
1986-10-27,,93.97,,,,,
1986-10-28,,93.98,,,,,
1986-10-29,,94.02,,,,,
1986-10-30,,94.12,,,,,
1986-10-31,,94.1,,,,,
1986-11-03,,94.11,,,,,
1986-11-04,,94.08,,,,,
1986-11-05,,94.06,,,,,
1986-11-06,,94.02,,,,,
1986-11-07,,93.92,,,,,
1986-11-10,,93.88,,,,,
1986-11-11,,93.89,,,,,
1986-11-12,,93.93,,,,,
1986-11-13,,93.95,,,,,
1986-11-14,,94.0,,,,,
1986-11-17,,94.03,,,,,
1986-11-18,,93.98,,,,,
1986-11-19,,94.12,,,,,
1986-11-20,,94.1,,,,,
1986-11-21,,94.11,,,,,
1986-11-24,,94.12,,,,,
1986-11-25,,94.08,,,,,
1986-11-26,,94.1,,,,,
1986-11-28,,94.07,,,,,
1986-12-01,,94.02,,,,,
1986-12-02,,94.08,,,,,
1986-12-03,,94.08,,,,,
1986-12-04,,94.14,,,,,
1986-12-05,,94.02,,,,,
1986-12-08,,94.03,,,,,
1986-12-09,,94.03,,,,,
1986-12-10,,94.02,,,,,
1986-12-11,,93.94,,,,,
1986-12-12,,93.94,,,,,
1986-12-15,,93.9,,,,,
1986-12-16,,93.9,,,,,
1986-12-17,,93.93,,,,,
1986-12-18,,93.94,,,,,
1986-12-19,,93.94,,,,,
1986-12-22,,93.93,,,,,
1986-12-23,,93.94,,,,,
1986-12-24,,93.95,,,,,
1986-12-26,,93.98,,,,,
1986-12-29,,93.9,,,,,
1986-12-30,,93.86,,,,,
1986-12-31,,93.89,,,,,
1987-01-02,,93.95,,,,,
1987-01-05,,94.02,,,,,
1987-01-06,,94.03,,,,,
1987-01-07,,94.07,,,,,
1987-01-08,,94.08,,,,,
1987-01-09,,94.1,,,,,
1987-01-12,,94.05,,,,,
1987-01-13,,94.03,,,,,
1987-01-14,,94.0,,,,,
1987-01-15,,94.02,,,,,
1987-01-16,,94.06,,,,,
1987-01-19,,94.06,,,,,
1987-01-20,,94.06,,,,,
1987-01-21,,94.05,,,,,
1987-01-22,,94.02,,,,,
1987-01-23,,93.95,,,,,
1987-01-26,,93.89,,,,,
1987-01-27,,93.86,,,,,
1987-01-28,,93.85,,,,,
1987-01-29,,93.84,,,,,
1987-01-30,,93.69,,,,,
1987-02-02,,93.7,,,,,
1987-02-03,,93.7,,,,,
1987-02-04,,93.7,,,,,
1987-02-05,,93.75,,,,,
1987-02-06,,93.67,,,,,
1987-02-09,,93.59,,,,,
1987-02-10,,93.53,,,,,
1987-02-11,,93.42,,,,,
1987-02-12,,93.5,,,,,
1987-02-13,,93.5,,,,,
1987-02-17,,93.41,,,,,
1987-02-18,,93.41,,,,,
1987-02-19,,93.61,,,,,
1987-02-20,,93.6,,,,,
1987-02-23,,93.6,,,,,
1987-02-24,,93.6,,,,,
1987-02-25,,93.56,,,,,
1987-02-26,,93.57,,,,,
1987-02-27,,93.58,,,,,
1987-03-02,,93.59,,,,,
1987-03-03,,93.58,,,,,
1987-03-04,,93.66,,,,,
1987-03-05,,93.66,,,,,
1987-03-06,,93.58,,,,,
1987-03-09,,93.55,,,,,
1987-03-10,,93.52,,,,,
1987-03-11,,93.51,,,,,
1987-03-12,,93.51,,,,,
1987-03-13,,93.53,,,,,
1987-03-17,,93.58,,,,,
1987-03-18,,93.57,,,,,
1987-03-19,,93.57,,,,,
1987-03-20,,93.56,,,,,
1987-03-23,,93.46,,,,,
1987-03-24,,93.44,,,,,
1987-03-25,,93.44,,,,,
1987-03-26,,93.48,,,,,
1987-03-27,,93.36,,,,,
1987-03-30,,93.27,,,,,
1987-03-31,,93.35,,,,,
1987-04-01,,93.29,,,,,
1987-04-02,,93.24,,,,,
1987-04-03,,93.31,,,,,
1987-04-06,,93.35,,,,,
1987-04-07,,93.29,,,,,
1987-04-08,,93.31,,,,,
1987-04-09,,93.13,,,,,
1987-04-10,,93.03,,,,,
1987-04-13,,92.94,,,,,
1987-04-14,,92.76,,,,,
1987-04-15,,92.89,,,,,
1987-04-16,,92.94,,,,,
1987-04-20,,92.8,,,,,
1987-04-21,,92.87,,,,,
1987-04-22,,92.8,,,,,
1987-04-23,,92.72,,,,,
1987-04-24,,92.6,,,,,
1987-04-27,,92.65,,,,,
1987-04-28,,92.63,,,,,
1987-04-29,,92.6,,,,,
1987-04-30,,92.61,,,,,
1987-05-01,,92.52,,,,,
1987-05-04,,92.41,,,,,
1987-05-05,,92.45,,,,,
1987-05-06,,92.46,,,,,
1987-05-07,,92.58,,,,,
1987-05-08,,92.64,,,,,
1987-05-11,,92.55,,,,,
1987-05-12,,92.61,,,,,
1987-05-13,,92.64,,,,,
1987-05-14,,92.64,,,,,
1987-05-15,,92.5,,,,,
1987-05-18,,92.49,,,,,
1987-05-19,,92.32,,,,,
1987-05-20,,92.33,,,,,
1987-05-21,,92.41,,,,,
1987-05-22,,92.47,,,,,
1987-05-26,,92.69,,,,,
1987-05-27,,92.66,,,,,
1987-05-28,,92.66,,,,,
1987-05-29,,92.74,,,,,
1987-06-01,,92.72,,,,,
1987-06-02,,92.61,,,,,
1987-06-03,,92.71,,,,,
1987-06-04,,92.71,,,,,
1987-06-05,,92.78,,,,,
1987-06-08,,92.79,,,,,
1987-06-09,,92.76,,,,,
1987-06-10,,92.79,,,,,
1987-06-11,,92.81,,,,,
1987-06-12,,92.87,,,,,
1987-06-16,,92.53,,,,,
1987-06-17,,92.61,,,,,
1987-06-18,,92.57,,,,,
1987-06-19,,92.57,,,,,
1987-06-22,,92.68,,,,,
1987-06-23,,92.65,,,,,
1987-06-24,,92.52,,,,,
1987-06-25,,92.61,,,,,
1987-06-26,,92.5,,,,,
1987-06-29,,92.56,,,,,
1987-06-30,,92.58,,,,,
1987-07-01,,92.67,,,,,
1987-07-02,,92.79,,,,,
1987-07-06,,92.78,,,,,
1987-07-07,,92.84,,,,,
1987-07-08,,92.84,,,,,
1987-07-09,,92.76,,,,,
1987-07-10,,92.9,,,,,
1987-07-13,,92.84,,,,,
1987-07-14,,92.91,,,,,
1987-07-15,,92.79,,,,,
1987-07-16,,92.84,,,,,
1987-07-17,,92.89,,,,,
1987-07-20,,92.88,,,,,
1987-07-21,,92.79,,,,,
1987-07-22,,92.77,,,,,
1987-07-23,,92.7,,,,,
1987-07-24,,92.66,,,,,
1987-07-27,,92.66,,,,,
1987-07-28,,92.66,,,,,
1987-07-29,,92.69,,,,,
1987-07-30,,92.72,,,,,
1987-07-31,,92.71,,,,,
1987-08-03,,92.6,,,,,
1987-08-04,,92.62,,,,,
1987-08-05,,92.75,,,,,
1987-08-06,,92.75,,,,,
1987-08-07,,92.79,,,,,
1987-08-10,,92.83,,,,,
1987-08-11,,92.86,,,,,
1987-08-12,,92.9,,,,,
1987-08-13,,92.96,,,,,
1987-08-14,,92.96,,,,,
1987-08-17,,92.95,,,,,
1987-08-18,,92.86,,,,,
1987-08-19,,92.84,,,,,
1987-08-20,,92.87,,,,,
1987-08-21,,92.83,,,,,
1987-08-24,,92.8,,,,,
1987-08-25,,92.85,,,,,
1987-08-26,,92.82,,,,,
1987-08-27,,92.75,,,,,
1987-08-28,,92.67,,,,,
1987-08-31,,92.71,,,,,
1987-09-01,,92.67,,,,,
1987-09-02,,92.59,,,,,
1987-09-03,,92.59,,,,,
1987-09-04,,92.48,,,,,
1987-09-08,,92.38,,,,,
1987-09-09,,92.46,,,,,
1987-09-10,,92.52,,,,,
1987-09-11,,92.49,,,,,
1987-09-15,,91.59,,,,,
1987-09-16,,91.61,,,,,
1987-09-17,,91.62,,,,,
1987-09-18,,91.73,,,,,
1987-09-21,,91.69,,,,,
1987-09-22,,91.79,,,,,
1987-09-23,,91.78,,,,,
1987-09-24,,91.64,,,,,
1987-09-25,,91.59,,,,,
1987-09-28,,91.58,,,,,
1987-09-29,,91.42,,,,,
1987-09-30,,91.4,,,,,
1987-10-01,,91.39,,,,,
1987-10-02,,91.45,,,,,
1987-10-05,,91.35,,,,,
1987-10-06,,91.26,,,,,
1987-10-07,,91.15,,,,,
1987-10-08,,90.95,,,,,
1987-10-09,,90.85,,,,,
1987-10-12,,90.84,,,,,
1987-10-13,,90.94,,,,,
1987-10-14,,90.65,,,,,
1987-10-15,,90.54,,,,,
1987-10-16,,90.44,,,,,
1987-10-19,,90.64,,,,,
1987-10-20,,91.8,,,,,
1987-10-21,,92.06,,,,,
1987-10-22,,92.4,,,,,
1987-10-23,,92.23,,,,,
1987-10-26,,92.54,,,,,
1987-10-27,,92.36,,,,,
1987-10-28,,92.34,,,,,
1987-10-29,,92.47,,,,,
1987-10-30,,92.42,,,,,
1987-11-02,,92.29,,,,,
1987-11-03,,92.42,,,,,
1987-11-04,,92.5,,,,,
1987-11-05,,92.69,,,,,
1987-11-06,,92.63,,,,,
1987-11-09,,92.56,,,,,
1987-11-10,,92.54,,,,,
1987-11-11,,92.48,,,,,
1987-11-12,,92.5,,,,,
1987-11-13,,92.42,,,,,
1987-11-16,,92.37,,,,,
1987-11-17,,92.43,,,,,
1987-11-18,,92.45,,,,,
1987-11-19,,92.53,,,,,
1987-11-20,,92.49,,,,,
1987-11-23,,92.45,,,,,
1987-11-24,,92.41,,,,,
1987-11-25,,92.37,,,,,
1987-11-27,,92.19,,,,,
1987-11-30,,92.32,,,,,
1987-12-01,,92.27,,,,,
1987-12-02,,92.24,,,,,
1987-12-03,,92.25,,,,,
1987-12-04,,92.25,,,,,
1987-12-07,,92.12,,,,,
1987-12-08,,92.07,,,,,
1987-12-09,,92.05,,,,,
1987-12-10,,91.91,,,,,
1987-12-11,,91.79,,,,,
1987-12-15,,92.15,,,,,
1987-12-16,,92.16,,,,,
1987-12-17,,92.11,,,,,
1987-12-18,,92.34,,,,,
1987-12-21,,92.34,,,,,
1987-12-22,,92.28,,,,,
1987-12-23,,92.39,,,,,
1987-12-24,,92.38,,,,,
1987-12-28,,92.35,,,,,
1987-12-29,,92.43,,,,,
1987-12-30,,92.58,,,,,
1987-12-31,,92.44,,,,,
1988-01-04,,92.41,,,,,
1988-01-05,,92.44,,,,,
1988-01-06,,92.39,,,,,
1988-01-07,,92.4,,,,,
1988-01-08,,92.23,,,,,
1988-01-11,,92.37,,,,,
1988-01-12,,92.35,,,,,
1988-01-13,,92.39,,,,,
1988-01-14,,92.36,,,,,
1988-01-15,,92.56,,,,,
1988-01-18,,92.55,,,,,
1988-01-19,,92.53,,,,,
1988-01-20,,92.55,,,,,
1988-01-21,,92.62,,,,,
1988-01-22,,92.69,,,,,
1988-01-25,,92.69,,,,,
1988-01-26,,92.61,,,,,
1988-01-27,,92.82,,,,,
1988-01-28,,92.89,,,,,
1988-01-29,,92.96,,,,,
1988-02-01,,92.93,,,,,
1988-02-02,,93.07,,,,,
1988-02-03,,93.0,,,,,
1988-02-04,,93.06,,,,,
1988-02-05,,93.22,,,,,
1988-02-08,,93.15,,,,,
1988-02-09,,93.18,,,,,
1988-02-10,,93.23,,,,,
1988-02-11,,93.15,,,,,
1988-02-12,,93.03,,,,,
1988-02-16,,93.02,,,,,
1988-02-17,,92.99,,,,,
1988-02-18,,93.03,,,,,
1988-02-19,,93.03,,,,,
1988-02-22,,93.06,,,,,
1988-02-23,,93.12,,,,,
1988-02-24,,93.12,,,,,
1988-02-25,,93.1,,,,,
1988-02-26,,93.12,,,,,90.61
1988-02-29,,93.13,,,,,90.64
1988-03-01,,93.16,,,,,90.65
1988-03-02,,93.18,,,,,90.73
1988-03-03,,93.18,,,,,90.76
1988-03-04,,93.07,,,,,90.77
1988-03-07,,93.07,,,,,90.91
1988-03-08,,93.08,,,,,90.95
1988-03-09,,93.1,,,,,90.96
1988-03-10,,93.08,,,,,90.96
1988-03-11,,93.14,,,,,90.97
1988-03-14,,,,,,,91.11
1988-03-15,,92.85,,,,,91.23
1988-03-16,,92.78,,,,,91.06
1988-03-17,,92.87,,,,,
1988-03-18,,92.76,,,,,
1988-03-21,,92.69,,,,,91.19
1988-03-22,,92.7,,,,,91.19
1988-03-23,,92.67,,,,,91.24
1988-03-24,,92.67,,,,,91.18
1988-03-25,,92.74,,,,,91.04
1988-03-28,,92.69,,,,,91.06
1988-03-29,,92.69,,,,,91.13
1988-03-30,,92.67,,,,,91.2
1988-03-31,,92.72,,,,,91.39
1988-04-04,,92.55,,,,,
1988-04-05,,92.54,,,,,91.37
1988-04-06,,92.55,,,,,91.33
1988-04-07,,92.54,,,,,91.27
1988-04-08,,92.6,,,,,91.57
1988-04-11,,92.57,,,,,91.55
1988-04-12,,92.65,,,,,91.58
1988-04-13,,92.67,,,,,91.52
1988-04-14,,92.64,,,,,91.54
1988-04-15,,92.49,,,,,91.68
1988-04-18,,92.44,,,,,91.86
1988-04-19,,92.44,,,,,91.83
1988-04-20,,92.44,,,,,91.7
1988-04-21,,92.44,,,,,91.72
1988-04-22,,92.47,,,,,91.46
1988-04-25,,92.46,,,,,91.22
1988-04-26,,92.47,,,,,91.24
1988-04-27,,92.49,,,,,91.24
1988-04-28,,92.43,,,,,91.12
1988-04-29,,92.41,,,,,91.35
1988-05-02,,92.36,,,,,
1988-05-03,,92.38,,,,,91.14
1988-05-04,,92.38,,,,,91.19
1988-05-05,,92.4,,,,,91.19
1988-05-06,,92.36,,,,,91.2
1988-05-09,,92.37,,,,,91.41
1988-05-10,,92.31,,,,,91.42
1988-05-11,,92.32,,,,,91.36
1988-05-12,,92.39,,,,,91.38
1988-05-13,,92.45,,,,,91.54
1988-05-16,,92.45,,,,,91.71
1988-05-17,,92.38,,,,,91.94
1988-05-18,,92.37,,,,,91.99
1988-05-19,,92.35,,,,,92.06
1988-05-20,,92.35,,,,,92.06
1988-05-23,,92.33,,,,,92.16
1988-05-24,,92.33,,,,,92.15
1988-05-25,,92.33,,,,,92.12
1988-05-26,,92.28,,,,,92.15
1988-05-27,,92.24,,,,,92.14
1988-05-31,,92.23,,,,,92.03
1988-06-01,,92.29,,,,,91.73
1988-06-02,,92.28,,,,,91.08
1988-06-03,,92.36,,,,,91.02
1988-06-06,,92.35,,,,,91.05
1988-06-07,,92.34,,,,,91.19
1988-06-08,,92.38,,,,,91.26
1988-06-09,,92.35,,,,,91.34
1988-06-10,,92.35,,,,,91.35
1988-06-13,,92.38,,,,,91.47
1988-06-14,,92.25,,,,,91.35
1988-06-15,,92.22,,,,,90.18
1988-06-16,,92.11,,,,,90.41
1988-06-17,,91.94,,,,,90.29
1988-06-20,,91.94,,,,,90.11
1988-06-21,,91.89,,,,,90.29
1988-06-22,,92.06,,,,,90.31
1988-06-23,,92.06,,,,,90.14
1988-06-24,,92.05,,,,,89.93
1988-06-27,,91.95,,,,,89.74
1988-06-28,,92.01,,,,,89.91
1988-06-29,,92.01,,,,,89.87
1988-06-30,,92.04,,,,,89.73
1988-07-01,,92.07,,,,,89.65
1988-07-04,,,,,,,89.36
1988-07-05,,92.04,,,,,89.74
1988-07-06,,91.97,,,,,89.74
1988-07-07,,91.92,,,,,89.64
1988-07-08,,91.73,,,,,89.44
1988-07-11,,91.75,,,,,89.35
1988-07-12,,91.72,,,,,89.33
1988-07-13,,91.69,,,,,89.34
1988-07-14,,91.63,,,,,89.26
1988-07-15,,91.64,,,,,89.01
1988-07-18,,91.61,,,,,88.95
1988-07-19,,91.66,,,,,89.14
1988-07-20,,91.66,,,,,88.96
1988-07-21,,91.59,,,,,89.15
1988-07-22,,91.63,,,,,89.14
1988-07-25,,91.63,,,,,89.24
1988-07-26,,91.6,,,,,89.03
1988-07-27,,91.49,,,,,89.12
1988-07-28,,91.49,,,,,89.21
1988-07-29,,91.51,,,,,89.11
1988-08-01,,91.51,,,,,89.11
1988-08-02,,91.56,,,,,89.07
1988-08-03,,91.56,,,,,89.07
1988-08-04,,91.59,,,,,89.12
1988-08-05,,91.42,,,,,89.03
1988-08-08,,91.42,,,,,88.78
1988-08-09,,91.34,,,,,88.67
1988-08-10,,91.3,,,,,88.59
1988-08-11,,91.27,,,,,88.66
1988-08-12,,91.27,,,,,88.73
1988-08-15,,91.25,,,,,88.51
1988-08-16,,91.25,,,,,88.51
1988-08-17,,91.26,,,,,88.46
1988-08-18,,91.26,,,,,88.51
1988-08-19,,91.25,,,,,88.61
1988-08-22,,91.23,,,,,88.33
1988-08-23,,91.27,,,,,88.29
1988-08-24,,91.29,,,,,88.15
1988-08-25,,91.24,,,,,88.08
1988-08-26,,91.24,,,,,87.87
1988-08-29,,91.28,,,,,
1988-08-30,,91.3,,,,,87.82
1988-08-31,,91.33,,,,,87.76
1988-09-01,,91.35,,,,,87.75
1988-09-02,,91.55,,,,,87.52
1988-09-05,,,,,,,87.66
1988-09-06,,91.58,,,,,87.76
1988-09-07,,91.57,,,,,87.76
1988-09-08,,91.6,,,,,87.66
1988-09-09,,91.65,,,,,87.71
1988-09-12,,91.64,,,,,87.77
1988-09-13,,91.64,,,,,87.74
1988-09-14,,91.68,,,,,87.75
1988-09-15,,91.66,,,,,87.66
1988-09-16,,91.65,,,,,87.67
1988-09-19,,91.69,,,,,87.68
1988-09-20,,91.31,,,,,87.92
1988-09-21,,91.36,,,,,
1988-09-22,,91.34,,,,,87.8
1988-09-23,,91.3,,,,,87.85
1988-09-26,,91.25,,,,,87.95
1988-09-27,,91.17,,,,,88.24
1988-09-28,,91.12,,,,,88.24
1988-09-29,,91.17,,,,,88.32
1988-09-30,,91.22,,,,,88.28
1988-10-03,,91.22,,,,,88.24
1988-10-04,,91.22,,,,,88.11
1988-10-05,,91.22,,,,,88.15
1988-10-06,,91.21,,,,,88.21
1988-10-07,,91.43,,,,,88.32
1988-10-10,,91.4,,,,,88.3
1988-10-11,,91.4,,,,,88.38
1988-10-12,,91.35,,,,,88.28
1988-10-13,,91.33,,,,,88.25
1988-10-14,,91.37,,,,,88.19
1988-10-17,,91.37,,,,,88.35
1988-10-18,,91.37,,,,,88.31
1988-10-19,,91.31,,,,,88.33
1988-10-20,,91.33,,,,,88.27
1988-10-21,,91.29,,,,,88.07
1988-10-24,,91.25,,,,,87.89
1988-10-25,,91.25,,,,,87.8
1988-10-26,,91.31,,,,,87.81
1988-10-27,,91.41,,,,,88.09
1988-10-28,,91.41,,,,,88.11
1988-10-31,,91.41,,,,,87.98
1988-11-01,,91.41,,,,,87.95
1988-11-02,,91.36,,,,,87.89
1988-11-03,,91.38,,,,,87.88
1988-11-04,,91.21,,,,,87.85
1988-11-07,,91.14,,,,,87.82
1988-11-08,,91.14,,,,,87.86
1988-11-09,,91.12,,,,,87.85
1988-11-10,,91.06,,,,,87.88
1988-11-11,,90.95,,,,,87.81
1988-11-14,,91.01,,,,,87.78
1988-11-15,,90.93,,,,,87.73
1988-11-16,,90.82,,,,,87.66
1988-11-17,,90.81,,,,,87.69
1988-11-18,,90.81,,,,,87.76
1988-11-21,,90.8,,,,,87.71
1988-11-22,,90.73,,,,,87.71
1988-11-23,,90.72,,,,,87.73
1988-11-24,,,,,,,87.73
1988-11-25,,90.61,,,,,86.92
1988-11-28,,90.58,,,,,86.86
1988-11-29,,90.64,,,,,86.86
1988-11-30,,90.82,,,,,86.79
1988-12-01,,90.8,,,,,86.79
1988-12-02,,90.54,,,,,86.68
1988-12-05,,90.59,,,,,86.72
1988-12-06,,90.78,,,,,86.8
1988-12-07,,90.69,,,,,86.76
1988-12-08,,90.66,,,,,86.66
1988-12-09,,90.61,,,,,86.6
1988-12-12,,90.59,,,,,86.73
1988-12-13,,90.55,,,,,86.74
1988-12-14,,90.52,,,,,86.75
1988-12-15,,90.47,,,,,86.8
1988-12-16,,90.46,,,,,86.9
1988-12-19,,90.46,,,,,86.91
1988-12-20,,90.66,,,,,87.03
1988-12-21,,90.71,,,,,87.0
1988-12-22,,90.73,,,,,87.3
1988-12-23,,90.76,,,,,87.34
1988-12-27,,90.65,,,,,
1988-12-28,,90.59,,,,,87.2
1988-12-29,,90.61,,,,,87.08
1988-12-30,,90.62,,,,,87.03
1989-01-03,,90.51,,,,,86.95
1989-01-04,,90.45,,,,,87.01
1989-01-05,,90.41,,,,,86.94
1989-01-06,,90.41,,,,,86.96
1989-01-09,,90.42,,,,,87.09
1989-01-10,,90.42,,,,,87.12
1989-01-11,,90.42,,,,,87.23
1989-01-12,,90.47,,,,,87.08
1989-01-13,,90.53,,,,,87.1
1989-01-16,,90.54,,,,,87.3
1989-01-17,,90.49,,,,,87.25
1989-01-18,,90.55,,,,,87.25
1989-01-19,,90.56,,,,,87.41
1989-01-20,,90.54,,,,,87.27
1989-01-23,,90.55,,,,,87.38
1989-01-24,,90.6,,,,,87.35
1989-01-25,,90.49,,,,,87.37
1989-01-26,,90.44,,,,,87.3
1989-01-27,,90.48,,,,,87.48
1989-01-30,,90.47,,,,,87.35
1989-01-31,,90.46,,,,,87.31
1989-02-01,,90.46,,,,,87.28
1989-02-02,,90.46,,,,,87.29
1989-02-03,,90.34,,,,,87.34
1989-02-06,,90.31,,,,,87.31
1989-02-07,,90.36,,,,,87.25
1989-02-08,,90.34,,,,,87.25
1989-02-09,,90.33,,,,,87.22
1989-02-10,,90.21,,,,,87.15
1989-02-13,,90.19,,,,,87.12
1989-02-14,,90.14,,,,,87.09
1989-02-15,,90.11,,,,,87.1
1989-02-16,,90.1,,,,,87.11
1989-02-17,,90.08,,,,,87.07
1989-02-20,,,,,,,87.03
1989-02-21,,90.07,,,,,87.0
1989-02-22,,90.01,,,,,86.83
1989-02-23,,89.8,,,,,86.83
1989-02-24,,89.73,,,,,86.77
1989-02-27,,89.68,,,,,86.46
1989-02-28,,89.73,,,,,86.58
1989-03-01,,89.73,,,,,86.61
1989-03-02,,89.78,,,,,86.81
1989-03-03,,89.85,,,,,86.79
1989-03-06,,89.9,,,,,86.96
1989-03-07,,89.89,,,,,86.89
1989-03-08,,89.9,,,,,86.94
1989-03-09,,89.87,,,,,86.99
1989-03-10,,89.71,,,,,86.97
1989-03-13,,89.71,,,,,86.96
1989-03-14,,89.3,,,,,86.96
1989-03-15,,89.35,,,,,87.0
1989-03-16,,89.38,,,,,
1989-03-17,,88.98,,,,,
1989-03-20,,88.82,,,,,
1989-03-21,,88.87,,,,,
1989-03-22,,89.06,,,,,87.29
1989-03-23,,89.09,,,,,87.27
1989-03-27,,89.03,,,,,
1989-03-28,,89.06,,,,,87.09
1989-03-29,,89.17,,,,,87.14
1989-03-30,,89.17,,,,,87.05
1989-03-31,,89.29,,,,,87.14
1989-04-03,,89.52,,,,,87.04
1989-04-04,,89.63,,,,,87.05
1989-04-05,,89.6,,,,,86.97
1989-04-06,,89.52,,,,,86.97
1989-04-07,,89.52,,,,,86.71
1989-04-10,,89.5,,,,,86.73
1989-04-11,,89.48,,,,,86.69
1989-04-12,,89.49,,,,,86.61
1989-04-13,,89.38,,,,,86.52
1989-04-14,,89.83,,,,,86.79
1989-04-17,,89.76,,,,,86.93
