,BA1 Comdty,ED1 Comdty,EF1 Comdty,ER1 Comdty,ES1 Comdty,IR1 Comdty,L 1 Comdty
2010-07-23,98.815,99.53,99.745,99.02,99.81,95.06,99.22
2010-07-26,98.8,99.53,99.735,99.015,99.8,95.05,99.22
2010-07-27,98.795,99.545,99.735,99.015,99.79,95.06,99.22
2010-07-28,98.81,99.575,99.735,99.025,99.79,95.19,99.23
2010-07-29,98.82,99.585,99.73,99.035,99.78,95.19,99.23
2010-07-30,98.845,99.59,99.735,99.065,99.79,95.22,99.24
2010-08-02,,99.595,99.735,99.06,99.78,95.23,99.23
2010-08-03,98.835,99.61,99.735,99.055,99.78,95.23,99.23
2010-08-04,98.81,99.605,99.7325,99.05,99.79,95.22,99.23
2010-08-05,98.81,99.6,99.73,99.035,99.78,95.2,99.24
2010-08-06,98.83,99.6,99.7375,99.025,99.79,95.19,99.23
2010-08-09,98.825,99.605,99.7325,99.03,99.81,95.19,99.23
2010-08-10,98.835,99.63,99.7325,99.05,99.82,95.21,99.23
2010-08-11,98.885,99.64,99.7275,99.07,99.84,95.22,99.26
2010-08-12,98.88,99.61,99.725,99.08,99.84,95.23,99.27
2010-08-13,98.88,99.605,99.7275,99.085,99.83,95.22,99.27
2010-08-16,98.89,99.6225,99.7325,99.095,99.86,95.22,99.27
2010-08-17,98.87,99.6425,99.7325,99.095,99.85,95.22,99.27
2010-08-18,98.875,99.65,99.7375,99.095,99.85,95.24,99.27
2010-08-19,98.885,99.655,99.74,99.1,99.85,95.23,99.28
2010-08-20,98.945,99.6675,99.7375,99.125,99.86,95.25,99.28
2010-08-23,98.955,99.6875,99.7375,99.125,99.85,95.25,99.27
2010-08-24,98.96,99.6725,99.735,99.12,99.86,95.26,99.28
2010-08-25,98.95,99.6625,99.735,99.115,99.85,95.29,99.26
2010-08-26,98.94,99.6775,99.73,99.11,99.84,95.27,99.27
2010-08-27,98.91,99.68,99.73,99.115,99.84,95.27,99.27
2010-08-30,98.91,99.685,99.73,99.115,99.83,95.27,99.27
2010-08-31,98.925,99.6875,99.735,99.12,99.81,95.28,99.27
2010-09-01,98.915,99.6875,99.74,99.125,99.82,95.25,99.26
2010-09-02,98.92,99.695,99.73,99.13,99.82,95.25,99.26
2010-09-03,98.87,99.7025,99.73,99.125,99.82,95.25,99.26
2010-09-06,,,99.73,99.125,99.82,95.23,99.27
2010-09-07,98.89,99.6975,99.725,99.125,99.81,95.23,99.25
2010-09-08,98.75,99.6975,99.7275,99.12,99.82,95.24,99.26
2010-09-09,98.73,99.7,99.7275,99.12,99.82,95.22,99.27
2010-09-10,98.72,99.705,99.7275,99.125,99.82,95.04,99.27
2010-09-13,98.721,99.7078,99.725,99.121,99.828,95.01,99.27
2010-09-14,98.63,99.6,99.7475,99.005,99.71,95.01,99.28
2010-09-15,98.61,99.6,99.75,99.005,99.7,95.01,99.275
2010-09-16,98.595,99.605,99.765,98.99,99.78,95.04,99.2
2010-09-17,98.615,99.59,99.7725,98.99,99.79,95.01,99.2
2010-09-20,98.6,99.605,99.76,98.985,99.79,94.96,99.19
2010-09-21,98.62,99.635,99.765,98.995,99.79,94.94,99.21
2010-09-22,98.65,99.635,99.77,99.015,99.81,94.91,99.23
2010-09-23,98.65,99.63,99.77,99.03,99.8,94.92,99.23
2010-09-24,98.61,99.625,99.765,99.02,99.8,94.93,99.22
2010-09-27,98.63,99.63,99.77,99.0,99.8,94.9,99.23
2010-09-28,98.65,99.63,99.77,99.005,99.8,94.92,99.24
2010-09-29,98.655,99.64,99.7675,98.995,99.82,94.9,99.24
2010-09-30,98.69,99.64,99.7675,98.94,99.81,94.94,99.23
2010-10-01,98.675,99.63,99.77,98.915,99.8,94.89,99.22
2010-10-04,98.685,99.635,99.77,98.94,99.8,94.87,99.23
2010-10-05,98.68,99.65,99.7825,98.95,99.8,95.05,99.24
2010-10-06,98.69,99.665,99.7825,98.96,99.81,95.03,99.24
2010-10-07,98.69,99.67,99.7725,98.94,99.8,94.92,99.25
2010-10-08,98.695,99.675,99.7725,98.945,99.8,94.94,99.25
2010-10-11,,99.675,99.7725,98.94,99.81,94.96,99.25
2010-10-12,98.69,99.675,99.7625,98.95,99.82,95.01,99.24
2010-10-13,98.675,99.675,99.7625,98.95,99.81,95.05,99.24
2010-10-14,98.675,99.655,99.7625,98.935,99.82,95.09,99.24
2010-10-15,98.675,99.65,99.765,98.915,99.81,95.07,99.23
2010-10-18,98.685,99.635,99.765,98.885,99.8,95.07,99.22
2010-10-19,98.745,99.63,99.7575,98.87,99.81,95.05,99.23
2010-10-20,98.735,99.645,99.755,98.84,99.82,95.07,99.24
2010-10-21,98.74,99.655,99.7625,98.84,99.82,95.06,99.25
2010-10-22,98.74,99.66,99.7575,98.84,99.82,95.05,99.24
2010-10-25,98.74,99.665,99.76,98.86,99.82,95.0,99.26
2010-10-26,98.735,99.66,99.76,98.84,99.81,95.01,99.25
2010-10-27,98.73,99.66,99.7525,98.84,99.81,95.12,99.25
2010-10-28,98.735,99.67,99.7525,98.835,99.8,95.11,99.24
2010-10-29,98.74,99.675,99.76,98.86,99.82,95.11,99.25
2010-11-01,98.735,99.675,99.76,98.87,99.82,95.1,99.25
2010-11-02,98.72,99.68,99.76,98.865,99.82,94.98,99.25
2010-11-03,98.725,99.685,99.745,98.875,99.82,94.97,99.26
2010-11-04,98.725,99.685,99.75,98.875,99.82,94.97,99.25
2010-11-05,98.71,99.67,99.7525,98.865,99.82,94.96,99.25
2010-11-08,98.71,99.66,99.7525,98.865,99.82,94.95,99.23
2010-11-09,98.71,99.66,99.7525,98.88,99.83,94.95,99.24
2010-11-10,98.71,99.66,99.75,98.88,99.83,94.95,99.22
2010-11-11,,99.645,99.7475,98.88,99.83,94.96,99.21
2010-11-12,98.71,99.665,99.74,98.885,99.83,94.97,99.22
2010-11-15,98.71,99.6775,99.74,98.895,99.84,94.96,99.23
2010-11-16,98.72,99.675,99.74,98.91,99.84,94.97,99.24
2010-11-17,98.72,99.6825,99.74,98.925,99.84,94.97,99.24
2010-11-18,98.715,99.6875,99.74,98.93,99.84,94.97,99.24
2010-11-19,98.72,99.6875,99.74,98.92,99.83,94.97,99.25
2010-11-22,98.72,99.6875,99.74,98.935,99.83,94.97,99.25
2010-11-23,98.705,99.68,99.74,98.94,99.82,94.97,99.24
2010-11-24,98.675,99.64,99.74,98.94,99.82,94.97,99.22
2010-11-25,98.68,,99.74,98.945,99.82,94.96,99.22
2010-11-26,98.685,99.6175,99.74,98.94,99.82,94.97,99.22
2010-11-29,98.7,99.64,99.74,98.945,99.82,94.99,99.21
2010-11-30,98.695,99.6225,99.74,98.95,99.85,95.01,99.23
2010-12-01,98.695,99.6425,99.74,98.96,99.84,95.0,99.24
2010-12-02,98.69,99.665,99.74,98.965,99.84,95.01,99.24
2010-12-03,98.7,99.6725,99.745,98.97,99.84,95.0,99.24
2010-12-06,98.71,99.68,99.745,98.965,99.83,95.0,99.24
2010-12-07,98.705,99.685,99.74,98.965,99.83,94.99,99.25
2010-12-08,98.705,99.6875,99.74,98.965,99.82,94.96,99.25
2010-12-09,98.705,99.6925,99.745,98.97,99.83,94.94,99.25
2010-12-10,98.7,99.695,99.745,98.97,99.83,94.88,99.25
2010-12-13,98.704,99.6984,99.745,98.974,99.83,94.88,99.26
2010-12-14,98.59,99.585,99.725,98.885,99.8,94.9,99.25
2010-12-15,98.58,99.53,99.72,98.89,99.79,94.91,99.251
2010-12-16,98.575,99.57,99.725,98.88,99.8,94.91,99.13
2010-12-17,98.585,99.58,99.725,98.885,99.83,94.92,99.14
2010-12-20,98.59,99.58,99.725,98.875,99.83,94.93,99.14
2010-12-21,98.59,99.59,99.73,98.885,99.84,94.93,99.14
2010-12-22,98.59,99.59,99.7325,98.93,99.84,94.92,99.16
2010-12-23,98.58,99.59,99.735,98.94,99.83,94.9,99.17
2010-12-24,98.58,,99.7325,98.95,99.84,94.9,99.18
2010-12-27,,99.59,99.7325,98.94,99.83,,99.18
2010-12-28,,99.595,99.7325,98.95,99.83,,99.18
2010-12-29,98.565,99.615,99.7325,98.95,99.81,94.9,99.19
2010-12-30,98.55,99.625,99.735,98.965,99.82,94.93,99.19
2010-12-31,98.56,99.635,99.735,98.97,99.84,94.93,99.2
2011-01-03,,99.635,99.735,98.975,99.82,,99.2
2011-01-04,98.55,99.635,99.735,98.965,99.82,94.94,99.17
2011-01-05,98.525,99.63,99.74,98.95,99.82,94.96,99.14
2011-01-06,98.54,99.605,99.735,98.95,99.83,94.95,99.15
2011-01-07,98.57,99.6,99.74,98.945,99.82,94.95,99.14
2011-01-10,98.57,99.605,99.74,98.935,99.82,94.96,99.11
2011-01-11,98.575,99.615,99.74,98.93,99.84,95.04,99.11
2011-01-12,98.58,99.635,99.74,98.925,99.83,95.02,99.09
2011-01-13,98.585,99.645,99.735,98.875,99.82,95.0,99.1
2011-01-14,98.58,99.645,99.7375,98.85,99.81,95.01,99.1
2011-01-17,98.575,,99.7375,98.855,99.81,95.0,99.1
2011-01-18,98.62,99.65,99.7375,98.835,99.81,95.02,99.09
2011-01-19,98.655,99.65,99.7375,98.865,99.81,95.01,99.11
2011-01-20,98.66,99.65,99.74,98.835,99.8,95.02,99.1
2011-01-21,98.66,99.655,99.74,98.83,99.8,95.0,99.11
2011-01-24,98.67,99.655,99.74,98.855,99.81,94.98,99.15
2011-01-25,98.69,99.655,99.7425,98.84,99.8,95.01,99.18
2011-01-26,98.68,99.655,99.7425,98.845,99.81,95.01,99.17
2011-01-27,98.685,99.66,99.7425,98.83,99.81,95.02,99.17
2011-01-28,98.685,99.655,99.7425,98.82,99.82,95.03,99.17
2011-01-31,98.685,99.655,99.745,98.815,99.83,95.04,99.16
2011-02-01,98.675,99.655,99.745,98.825,99.82,95.04,99.14
2011-02-02,98.67,99.66,99.745,98.815,99.81,95.04,99.08
2011-02-03,98.67,99.66,99.7425,98.84,99.83,95.03,99.09
2011-02-04,98.66,99.665,99.7425,98.825,99.83,95.02,99.08
2011-02-07,98.665,99.665,99.7425,98.865,99.82,95.03,99.06
2011-02-08,98.665,99.665,99.7425,98.845,99.82,95.03,99.07
2011-02-09,98.675,99.67,99.74,98.84,99.82,95.02,99.07
2011-02-10,98.675,99.67,99.7425,98.84,99.81,95.02,99.11
2011-02-11,98.665,99.67,99.7425,98.855,99.82,95.04,99.11
2011-02-14,98.665,99.67,99.74,98.86,99.83,95.04,99.1
2011-02-15,98.665,99.67,99.74,98.865,99.82,95.04,99.1
2011-02-16,98.665,99.67,99.74,98.87,99.81,95.04,99.14
2011-02-17,98.675,99.675,99.74,98.88,99.81,95.05,99.14
2011-02-18,98.685,99.6675,99.74,98.875,99.82,95.06,99.1
2011-02-21,,,99.74,98.86,99.83,95.05,99.11
2011-02-22,98.69,99.67,99.74,98.835,99.82,95.06,99.11
2011-02-23,98.685,99.675,99.74,98.83,99.82,95.06,99.13
2011-02-24,98.685,99.68,99.74,98.84,99.82,95.04,99.14
2011-02-25,98.68,99.68,99.74,98.84,99.82,95.04,99.16
2011-02-28,98.67,99.685,99.7425,98.855,99.82,95.05,99.16
2011-03-01,98.69,99.685,99.7425,98.865,99.82,95.04,99.17
2011-03-02,98.69,99.685,99.7425,98.87,99.82,95.04,99.16
2011-03-03,98.69,99.685,99.7425,98.78,99.81,95.04,99.16
2011-03-04,98.695,99.6875,99.7425,98.775,99.82,95.03,99.17
2011-03-07,98.695,99.6875,99.74,98.78,99.82,95.03,99.16
2011-03-08,98.69,99.6875,99.74,98.79,99.81,95.03,99.17
2011-03-09,98.695,99.6875,99.74,98.805,99.81,95.02,99.16
2011-03-10,98.695,99.6875,99.74,98.82,99.82,95.15,99.19
2011-03-11,98.705,99.6875,99.745,98.825,99.82,95.01,99.2
2011-03-14,98.704,99.691,99.745,98.826,99.82,95.06,99.2
2011-03-15,98.64,99.63,99.75,98.52,99.77,95.19,99.2
2011-03-16,98.68,99.61,99.735,98.55,99.79,95.15,99.194
2011-03-17,98.67,99.62,99.735,98.53,99.78,95.2,98.99
2011-03-18,98.67,99.63,99.735,98.45,99.77,95.14,99.03
2011-03-21,98.635,99.625,99.735,98.445,99.74,95.11,99.02
2011-03-22,98.645,99.62,99.7525,98.455,99.74,95.11,98.96
2011-03-23,98.64,99.62,99.7525,98.47,99.75,95.11,98.97
2011-03-24,98.64,99.62,99.75,98.47,99.77,95.12,99.01
2011-03-25,98.63,99.62,99.745,98.465,99.75,95.12,98.99
2011-03-28,98.625,99.615,99.745,98.45,99.74,95.1,98.98
2011-03-29,98.615,99.615,99.7475,98.47,99.74,95.11,99.0
2011-03-30,98.63,99.63,99.75,98.495,99.74,95.1,98.95
2011-03-31,98.62,99.64,99.75,98.48,99.74,95.11,98.96
2011-04-01,98.595,99.655,99.75,98.475,99.74,95.09,98.93
2011-04-04,98.6,99.68,99.75,98.49,99.74,95.09,98.95
2011-04-05,98.575,99.675,99.755,98.48,99.74,95.1,98.92
2011-04-06,98.565,99.68,99.7525,98.475,99.72,95.1,98.95
2011-04-07,98.555,99.695,99.7525,98.45,99.72,95.07,98.98
2011-04-08,98.555,99.705,99.7525,98.42,99.7,95.05,99.04
2011-04-11,98.545,99.705,99.7525,98.425,99.7,95.05,99.05
2011-04-12,98.605,99.705,99.7525,98.455,99.71,95.07,99.13
2011-04-13,98.645,99.71,99.7525,98.445,99.71,95.06,99.11
2011-04-14,98.645,99.705,99.7525,98.455,99.72,95.07,99.11
2011-04-15,98.655,99.71,99.7525,98.445,99.73,95.07,99.12
2011-04-18,98.655,99.7,99.7525,98.46,99.77,95.08,99.14
2011-04-19,98.635,99.695,99.7525,98.44,99.76,95.11,99.12
2011-04-20,98.62,99.7,99.755,98.435,99.75,95.1,99.15
2011-04-21,98.615,99.7,,98.465,99.76,95.09,99.16
2011-04-22,,,99.755,,,95.09,
2011-04-25,98.62,99.695,99.755,,,,
2011-04-26,98.635,99.695,99.755,98.475,99.77,95.09,99.14
2011-04-27,98.63,99.695,99.755,98.45,99.77,95.04,99.14
2011-04-28,98.645,99.705,99.755,98.445,99.77,95.03,99.15
2011-04-29,98.655,99.705,99.755,98.44,99.75,95.02,99.15
2011-05-02,98.645,99.705,99.755,98.43,99.76,94.99,99.15
2011-05-03,98.655,99.715,99.755,98.43,99.77,95.02,99.16
2011-05-04,98.665,99.72,99.755,98.405,99.78,94.98,99.16
2011-05-05,98.67,99.73,99.755,98.495,99.79,95.0,99.17
2011-05-06,98.67,99.715,99.75,98.48,99.8,94.91,99.17
2011-05-09,98.67,99.72,99.75,98.485,99.8,94.91,99.17
2011-05-10,98.67,99.73,99.755,98.49,99.8,94.94,99.18
2011-05-11,98.675,99.735,99.755,98.485,99.81,94.92,99.16
2011-05-12,98.685,99.735,99.7525,98.49,99.81,94.97,99.17
2011-05-13,98.69,99.735,99.7525,98.485,99.82,94.96,99.17
2011-05-16,98.695,99.735,99.7525,98.48,99.81,94.96,99.17
2011-05-17,98.695,99.735,99.7525,98.485,99.82,94.96,99.18
2011-05-18,98.69,99.725,99.7525,98.475,99.81,94.98,99.16
2011-05-19,98.685,99.73,99.7525,98.46,99.81,94.97,99.16
2011-05-20,98.7,99.7275,,98.465,99.81,94.97,99.17
2011-05-23,,99.7225,99.7525,98.49,99.83,95.0,99.16
2011-05-24,98.7,99.7275,99.7525,98.495,99.82,94.99,99.16
2011-05-25,98.7,99.7275,99.7525,98.52,99.82,95.0,99.17
2011-05-26,98.705,99.73,99.7525,98.53,99.82,94.99,99.17
2011-05-27,98.705,99.73,99.7525,98.53,99.82,94.99,99.16
2011-05-30,98.7,,99.75,98.535,99.82,95.02,99.16
2011-05-31,98.695,99.7375,99.75,98.53,99.83,95.02,99.17
2011-06-01,98.7,99.7375,99.75,98.53,99.82,94.98,99.17
2011-06-02,98.695,99.7375,99.75,98.53,99.83,94.98,99.17
2011-06-03,98.705,99.74,99.75,98.525,99.83,94.98,99.17
2011-06-06,98.705,99.74,99.75,98.53,99.82,94.96,99.17
2011-06-07,98.705,99.7425,99.745,98.515,99.83,95.01,99.17
2011-06-08,98.71,99.7475,99.745,98.51,99.82,94.99,99.18
2011-06-09,98.705,99.7475,99.75,98.515,99.82,95.02,99.18
2011-06-10,98.71,99.75,99.7475,98.525,99.83,95.05,99.18
2011-06-13,98.71,99.753,99.7475,98.529,99.825,95.05,99.18
2011-06-14,98.63,99.67,99.7475,98.3,99.77,95.03,99.17
2011-06-15,98.655,99.615,99.745,98.285,99.77,94.99,99.176
2011-06-16,98.68,99.57,99.7475,98.27,99.83,95.09,99.07
2011-06-17,98.665,99.605,99.7475,98.27,99.82,95.06,99.1
2011-06-20,98.665,99.6,99.7475,98.28,99.81,95.09,99.11
2011-06-21,98.67,99.625,99.7475,98.275,99.81,95.12,99.1
2011-06-22,98.67,99.63,99.7475,98.295,99.82,95.1,99.13
2011-06-23,98.68,99.605,99.7475,98.32,99.83,95.12,99.1
2011-06-24,98.71,99.565,99.7475,98.325,99.83,95.13,99.1
2011-06-27,98.685,99.585,99.7475,98.32,99.82,95.26,99.08
2011-06-28,98.675,99.6,99.7475,98.3,99.83,95.23,99.1
2011-06-29,98.65,99.635,99.7475,98.285,99.81,95.17,99.11
2011-06-30,98.62,99.655,99.7475,98.27,99.8,95.15,99.12
2011-07-01,,99.66,99.745,98.265,99.8,95.11,99.13
2011-07-04,98.635,,99.745,98.235,99.8,95.15,99.11
2011-07-05,98.645,99.64,99.745,98.24,99.81,95.17,99.12
2011-07-06,98.65,99.63,99.745,98.24,99.81,95.16,99.12
2011-07-07,98.63,99.645,99.745,98.24,99.8,95.13,99.12
2011-07-08,98.66,99.64,99.745,98.27,99.81,95.13,99.12
2011-07-11,98.67,99.59,99.745,98.315,99.83,95.18,99.08
2011-07-12,98.66,99.59,99.7425,98.34,99.84,95.28,99.08
2011-07-13,98.665,99.605,99.7425,98.33,99.84,95.27,99.1
2011-07-14,98.67,99.605,99.7425,98.34,99.84,95.27,99.1
2011-07-15,98.68,99.585,99.7425,98.355,99.83,95.32,99.1
2011-07-18,98.675,99.585,99.7425,98.36,99.84,95.3,99.1
2011-07-19,98.625,99.59,99.7425,98.35,99.84,95.25,99.12
2011-07-20,98.605,99.62,99.7425,98.325,99.83,95.2,99.12
2011-07-21,98.59,99.64,99.7425,98.31,99.81,95.19,99.12
2011-07-22,98.62,99.655,99.74,98.32,99.81,95.16,99.13
2011-07-25,98.625,99.645,99.74,98.335,99.82,95.17,99.13
2011-07-26,98.625,99.655,99.74,98.315,99.81,95.15,99.14
2011-07-27,98.635,99.63,99.74,98.345,99.82,95.05,99.13
2011-07-28,98.63,99.63,99.74,98.35,99.81,95.01,99.13
2011-07-29,98.66,99.625,99.74,98.375,99.83,95.03,99.13
2011-08-01,,99.635,99.74,98.38,99.83,94.99,99.14
2011-08-02,98.685,99.59,99.745,98.4,99.84,95.15,99.12
2011-08-03,98.685,99.61,99.745,98.41,99.93,95.26,99.12
2011-08-04,98.77,99.665,99.75,98.505,99.93,95.17,99.14
2011-08-05,98.735,99.655,99.755,98.61,99.95,95.64,99.13
2011-08-08,98.895,99.595,99.76,98.645,99.96,95.56,99.12
2011-08-09,98.89,99.62,99.7425,98.63,99.97,95.61,99.13
2011-08-10,98.82,99.615,99.765,98.695,100.08,95.45,99.14
2011-08-11,98.775,99.59,99.76,98.645,100.06,95.54,99.12
2011-08-12,98.76,99.57,99.76,98.575,100.03,95.52,99.11
2011-08-15,98.75,99.6025,99.76,98.505,100.03,95.42,99.12
2011-08-16,98.74,99.625,99.76,98.525,100.04,95.45,99.11
2011-08-17,98.755,99.625,99.7525,98.545,100.2,95.41,99.12
2011-08-18,98.785,99.605,99.76,98.585,100.3,95.39,99.11
2011-08-19,98.765,99.5925,99.7625,98.57,100.23,95.42,99.08
2011-08-22,98.76,99.595,99.7625,98.535,100.14,95.41,99.06
2011-08-23,98.745,99.595,99.7625,98.51,100.15,95.34,99.05
2011-08-24,98.735,99.625,99.7625,98.49,100.13,95.34,99.07
2011-08-25,98.74,99.625,99.76,98.495,100.11,95.3,99.09
2011-08-26,98.745,99.6275,99.76,98.495,100.16,95.28,99.08
2011-08-29,98.735,99.6275,99.76,98.465,100.11,95.25,99.08
2011-08-30,98.745,99.6275,99.76,98.48,100.07,95.24,99.08
2011-08-31,98.745,99.6325,99.76,98.47,100.06,95.23,99.07
2011-09-01,98.75,99.6325,99.75,98.475,100.07,95.2,99.07
2011-09-02,98.75,99.62,99.75,98.505,100.06,95.23,99.07
2011-09-05,,,99.75,98.55,100.07,95.26,99.07
2011-09-06,98.775,99.62,99.755,98.56,100.05,95.22,99.07
2011-09-07,98.735,99.6325,99.7575,98.525,100.02,95.18,99.08
2011-09-08,98.735,99.645,99.7575,98.495,100.02,95.21,99.07
2011-09-09,98.745,99.6225,99.7575,98.52,100.02,95.67,99.08
2011-09-12,98.73,99.6275,99.75,98.515,100.02,95.83,99.08
2011-09-13,98.725,99.63,99.75,98.49,100.01,95.87,99.08
2011-09-14,98.72,99.6375,99.75,98.475,100.01,96.03,99.07
2011-09-15,98.72,99.6475,99.75,98.475,100.0,95.96,99.07
2011-09-16,98.72,99.6475,99.75,98.465,100.0,95.86,99.08
2011-09-19,98.721,99.6475,99.75,98.464,99.993,95.93,99.07
2011-09-20,98.865,99.54,99.77,98.83,100.1,95.87,99.08
2011-09-21,98.87,99.505,99.775,98.875,100.09,95.75,99.072
2011-09-22,98.985,99.48,99.77,98.885,100.12,95.78,99.03
2011-09-23,98.99,99.5,99.77,98.915,100.12,95.83,99.03
2011-09-26,98.885,99.515,99.77,98.91,100.11,95.83,99.04
2011-09-27,98.86,99.505,99.77,98.815,100.07,95.7,99.02
2011-09-28,98.875,99.49,99.77,98.73,100.05,95.68,99.03
2011-09-29,98.89,99.48,99.77,98.725,100.03,95.71,99.01
2011-09-30,98.915,99.47,99.77,98.75,100.03,95.71,98.97
2011-10-03,98.955,99.44,99.77,98.735,100.04,95.73,98.96
2011-10-04,98.955,99.415,99.77,98.725,100.03,95.86,98.95
2011-10-05,98.93,99.435,99.77,98.755,100.04,95.81,98.97
2011-10-06,98.875,99.45,99.77,98.65,100.02,95.74,98.97
2011-10-07,98.865,99.42,99.77,98.665,100.01,95.68,98.97
2011-10-10,,99.445,99.77,98.625,100.0,95.65,98.99
2011-10-11,98.825,99.45,99.77,98.64,100.0,95.66,99.01
2011-10-12,98.785,99.465,99.7525,98.625,100.0,95.67,99.0
2011-10-13,98.805,99.455,99.7525,98.63,100.01,95.5,98.98
2011-10-14,98.795,99.465,99.7525,98.605,100.0,95.53,98.97
2011-10-17,98.795,99.465,99.7525,98.62,100.0,95.44,98.96
2011-10-18,98.78,99.465,99.7525,98.62,99.99,95.47,98.95
2011-10-19,98.78,99.47,99.7525,98.59,99.97,95.46,98.95
2011-10-20,98.77,99.465,99.7525,98.58,99.99,95.47,98.95
2011-10-21,98.755,99.46,99.7525,98.585,99.98,95.45,98.91
2011-10-24,98.745,99.47,99.7525,98.6,99.98,95.44,98.9
2011-10-25,98.775,99.465,99.7525,98.61,99.97,95.44,98.9
2011-10-26,98.755,99.455,99.7525,98.62,99.98,95.58,98.9
2011-10-27,98.735,99.495,99.7525,98.595,99.97,95.45,98.96
2011-10-28,98.745,99.5,99.7525,98.595,99.97,95.48,98.96
2011-10-31,98.765,99.495,99.7525,98.63,99.98,95.48,98.96
2011-11-01,98.78,99.485,99.755,98.685,99.99,95.55,98.93
2011-11-02,98.755,99.48,99.755,98.7,99.98,95.59,98.93
2011-11-03,98.75,99.475,99.755,98.785,99.98,95.59,98.92
2011-11-04,98.76,99.475,99.755,98.71,99.99,95.53,98.92
2011-11-07,98.755,99.47,99.75,98.71,99.97,95.53,98.92
2011-11-08,98.75,99.465,99.75,98.665,99.97,95.56,98.9
2011-11-09,98.77,99.425,99.76,98.675,99.98,95.54,98.87
2011-11-10,98.775,99.42,99.75,98.69,99.98,95.62,98.86
2011-11-11,,99.42,99.755,98.69,99.97,95.6,98.86
2011-11-14,98.76,99.4125,99.755,98.735,99.97,95.53,98.88
2011-11-15,98.76,99.4025,99.755,98.735,99.98,95.54,98.87
2011-11-16,98.76,99.3575,99.7525,98.675,99.97,95.57,98.89
2011-11-17,98.77,99.3075,99.75,98.605,99.97,95.55,98.86
2011-11-18,98.77,99.34,99.745,98.62,99.97,95.54,98.88
2011-11-21,98.76,99.325,99.745,98.62,99.97,95.51,98.9
2011-11-22,98.76,99.365,99.745,98.615,99.97,95.52,98.89
2011-11-23,98.76,99.355,99.745,98.595,99.96,95.54,98.89
2011-11-24,98.755,,99.745,98.615,99.97,95.54,98.89
2011-11-25,98.755,99.3675,99.745,98.615,99.97,95.54,98.89
2011-11-28,98.745,99.385,99.745,98.625,99.97,95.52,98.9
2011-11-29,98.735,99.395,99.745,98.67,99.97,95.51,98.92
2011-11-30,98.735,99.4675,99.745,98.765,99.97,95.51,98.96
2011-12-01,98.74,99.4725,99.7525,98.78,99.97,95.49,98.96
2011-12-02,98.75,99.455,99.7525,98.71,99.97,95.48,98.95
2011-12-05,98.755,99.455,99.7525,98.7,99.97,95.46,98.94
2011-12-06,98.725,99.4425,99.7525,98.695,99.98,95.52,98.93
2011-12-07,98.725,99.4425,99.7525,98.72,99.98,95.51,98.94
2011-12-08,98.725,99.4475,99.7525,98.615,99.98,95.52,98.94
2011-12-09,98.725,99.4475,99.7525,98.585,99.97,96.27,98.93
2011-12-12,98.725,99.4475,99.7525,98.585,99.96,96.22,98.93
2011-12-13,98.725,99.4425,99.7525,98.59,99.96,96.25,98.93
2011-12-14,98.725,99.435,99.7525,98.585,99.96,96.24,98.92
2011-12-15,98.725,99.43,99.7525,98.59,99.95,96.27,98.93
2011-12-16,98.72,99.43,99.75,98.585,99.95,96.26,98.93
2011-12-19,98.72,99.433,,98.582,99.948,96.28,98.93
2011-12-20,98.825,99.33,99.7425,98.88,100.01,96.27,98.93
2011-12-21,98.81,99.335,99.7425,98.845,100.03,96.18,98.928
2011-12-22,98.81,99.33,99.7425,98.82,100.02,96.18,98.87
2011-12-23,98.795,99.31,99.7425,98.84,100.04,96.12,98.87
2011-12-26,,,99.7425,,,,
2011-12-27,,99.32,99.7425,98.885,100.02,,98.87
2011-12-28,98.79,99.32,99.7425,98.88,100.01,96.04,98.86
2011-12-29,98.775,99.335,99.7425,98.915,100.03,96.1,98.88
2011-12-30,98.76,99.355,99.735,98.92,100.03,96.08,98.89
2012-01-02,,,,98.915,100.01,,98.89
2012-01-03,98.75,99.355,99.735,98.915,100.02,95.96,98.86
2012-01-04,98.755,99.37,99.735,98.94,100.03,95.93,98.85
2012-01-05,98.765,99.375,99.735,98.975,100.03,95.92,98.85
2012-01-06,98.77,99.405,99.735,98.985,100.02,95.96,98.89
2012-01-09,98.76,99.44,99.735,98.99,99.98,95.93,98.9
2012-01-10,98.745,99.445,99.735,98.965,99.97,95.89,98.89
2012-01-11,98.755,99.475,99.735,98.985,99.98,95.89,98.92
2012-01-12,98.75,99.515,99.735,99.01,99.98,95.89,98.99
2012-01-13,98.745,99.52,99.735,99.04,99.98,95.86,98.98
2012-01-16,98.745,,99.735,99.07,99.98,95.93,99.02
2012-01-17,98.74,99.525,99.735,99.03,99.97,95.86,98.99
2012-01-18,98.73,99.495,99.735,99.03,99.97,95.86,98.95
2012-01-19,98.73,99.495,99.735,99.035,99.96,95.88,98.96
2012-01-20,98.73,99.495,99.7425,99.07,99.95,95.86,98.97
2012-01-23,98.73,99.495,99.7425,99.12,99.96,95.86,98.96
2012-01-24,98.73,99.5,99.7425,99.095,99.97,95.87,98.96
2012-01-25,98.735,99.505,99.745,99.095,99.96,95.79,98.96
2012-01-26,98.73,99.53,99.745,99.085,99.96,95.82,98.99
2012-01-27,98.73,99.525,99.745,99.05,99.96,95.85,98.99
