Date,FUT_CUR_GEN_TICKER,LAST_PRICE,PX_HIGH,PX_LAST,PX_LOW,Match_id,FUT_ROLL_DT,SETTLE_DT
12-Sep-1994,YEU94,97.64,97.65,97.64,97.63,YEU94 Comdty,18-Sep-1994,16-Mar-2016
13-Sep-1994,YEU94,97.63,97.64,97.63,97.6,YEU94 Comdty,18-Sep-1994,16-Mar-2016
14-Sep-1994,YEU94,97.64,97.65,97.64,97.62,YEU94 Comdty,18-Sep-1994,16-Mar-2016
16-Sep-1994,YEU94,97.64,97.65,97.64,97.63,YEU94 Comdty,18-Sep-1994,16-Mar-2016
19-Sep-1994,YEU94,97.66,97.66,97.66,97.63,YEU94 Comdty,18-Sep-1994,16-Mar-2016
20-Sep-1994,YEZ94,97.47,97.49,97.47,97.46,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
21-Sep-1994,YEZ94,97.48,97.5,97.48,97.46,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
22-Sep-1994,YEZ94,97.48,97.49,97.48,97.47,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
26-Sep-1994,YEZ94,97.48,97.49,97.48,97.48,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
27-Sep-1994,YEZ94,97.5,97.5,97.5,97.46,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
28-Sep-1994,YEZ94,97.52,97.52,97.52,97.5,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
29-Sep-1994,YEZ94,97.5,97.52,97.5,97.49,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
30-Sep-1994,YEZ94,97.51,97.51,97.51,97.48,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
3-Oct-1994,YEZ94,97.47,97.51,97.47,97.46,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
4-Oct-1994,YEZ94,97.47,97.48,97.47,97.45,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
5-Oct-1994,YEZ94,97.46,97.48,97.46,97.46,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
6-Oct-1994,YEZ94,97.44,97.45,97.44,97.43,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
7-Oct-1994,YEZ94,97.4,97.44,97.4,97.39,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
11-Oct-1994,YEZ94,97.37,97.4,97.37,97.36,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
12-Oct-1994,YEZ94,97.37,97.39,97.37,97.37,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
13-Oct-1994,YEZ94,97.37,97.38,97.37,97.35,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
14-Oct-1994,YEZ94,97.41,97.42,97.41,97.36,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
17-Oct-1994,YEZ94,97.45,97.45,97.45,97.41,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
18-Oct-1994,YEZ94,97.43,97.45,97.43,97.43,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
19-Oct-1994,YEZ94,97.43,97.45,97.43,97.42,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
20-Oct-1994,YEZ94,97.43,97.45,97.43,97.43,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
21-Oct-1994,YEZ94,97.47,97.47,97.47,97.43,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
24-Oct-1994,YEZ94,97.43,97.47,97.43,97.43,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
25-Oct-1994,YEZ94,97.45,97.45,97.45,97.43,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
26-Oct-1994,YEZ94,97.47,97.47,97.47,97.44,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
27-Oct-1994,YEZ94,97.47,97.48,97.47,97.46,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
28-Oct-1994,YEZ94,97.47,97.48,97.47,97.45,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
31-Oct-1994,YEZ94,97.48,97.48,97.48,97.46,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
1-Nov-1994,YEZ94,97.49,97.49,97.49,97.47,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
2-Nov-1994,YEZ94,97.52,97.52,97.52,97.48,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
4-Nov-1994,YEZ94,97.49,97.52,97.49,97.49,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
7-Nov-1994,YEZ94,97.5,97.5,97.5,97.49,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
8-Nov-1994,YEZ94,97.5,97.51,97.5,97.5,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
9-Nov-1994,YEZ94,97.53,97.55,97.53,97.51,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
10-Nov-1994,YEZ94,97.53,97.54,97.53,97.51,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
11-Nov-1994,YEZ94,97.55,97.55,97.55,97.53,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
14-Nov-1994,YEZ94,97.55,97.56,97.55,97.53,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
15-Nov-1994,YEZ94,97.56,97.56,97.56,97.54,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
16-Nov-1994,YEZ94,97.55,97.56,97.55,97.55,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
17-Nov-1994,YEZ94,97.56,97.57,97.56,97.56,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
18-Nov-1994,YEZ94,97.58,97.59,97.58,97.56,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
21-Nov-1994,YEZ94,97.6,97.6,97.6,97.58,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
22-Nov-1994,YEZ94,97.61,97.62,97.61,97.59,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
24-Nov-1994,YEZ94,97.63,97.65,97.63,97.61,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
25-Nov-1994,YEZ94,97.63,97.63,97.63,97.61,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
28-Nov-1994,YEZ94,97.6,97.63,97.6,97.59,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
29-Nov-1994,YEZ94,97.61,97.62,97.61,97.6,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
30-Nov-1994,YEZ94,97.62,97.62,97.62,97.6,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
1-Dec-1994,YEZ94,97.62,97.63,97.62,97.61,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
2-Dec-1994,YEZ94,97.61,97.62,97.61,97.6,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
5-Dec-1994,YEZ94,97.62,97.62,97.62,97.6,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
6-Dec-1994,YEZ94,97.62,97.63,97.62,97.6,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
7-Dec-1994,YEZ94,97.62,97.63,97.62,97.62,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
8-Dec-1994,YEZ94,97.62,97.63,97.62,97.62,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
9-Dec-1994,YEZ94,97.63,97.64,97.63,97.61,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
12-Dec-1994,YEZ94,97.63,97.64,97.63,97.63,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
13-Dec-1994,YEZ94,97.65,97.65,97.65,97.63,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
14-Dec-1994,YEZ94,97.66,97.66,97.66,97.65,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
15-Dec-1994,YEZ94,97.65,97.66,97.65,97.64,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
16-Dec-1994,YEZ94,97.65,97.66,97.65,97.64,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
19-Dec-1994,YEZ94,97.66,97.66,97.66,97.64,YEZ94 Comdty,18-Dec-1994,16-Mar-2016
20-Dec-1994,YEH95,97.5,97.52,97.5,97.48,YEH95 Comdty,10-Mar-1995,16-Mar-2016
21-Dec-1994,YEH95,97.5,97.52,97.5,97.49,YEH95 Comdty,10-Mar-1995,16-Mar-2016
22-Dec-1994,YEH95,97.5,97.51,97.5,97.49,YEH95 Comdty,10-Mar-1995,16-Mar-2016
26-Dec-1994,YEH95,97.5,97.5,97.5,97.49,YEH95 Comdty,10-Mar-1995,16-Mar-2016
27-Dec-1994,YEH95,97.5,97.51,97.5,97.49,YEH95 Comdty,10-Mar-1995,16-Mar-2016
28-Dec-1994,YEH95,97.52,97.53,97.52,97.5,YEH95 Comdty,10-Mar-1995,16-Mar-2016
29-Dec-1994,YEH95,97.54,97.54,97.54,97.51,YEH95 Comdty,10-Mar-1995,16-Mar-2016
30-Dec-1994,YEH95,97.53,97.55,97.53,97.52,YEH95 Comdty,10-Mar-1995,16-Mar-2016
4-Jan-1995,YEH95,97.48,97.52,97.48,97.48,YEH95 Comdty,10-Mar-1995,16-Mar-2016
5-Jan-1995,YEH95,97.49,97.51,97.49,97.45,YEH95 Comdty,10-Mar-1995,16-Mar-2016
6-Jan-1995,YEH95,97.5,97.51,97.5,97.49,YEH95 Comdty,10-Mar-1995,16-Mar-2016
9-Jan-1995,YEH95,97.52,97.53,97.52,97.49,YEH95 Comdty,10-Mar-1995,16-Mar-2016
10-Jan-1995,YEH95,97.56,97.57,97.56,97.52,YEH95 Comdty,10-Mar-1995,16-Mar-2016
11-Jan-1995,YEH95,97.59,97.6,97.59,97.55,YEH95 Comdty,10-Mar-1995,16-Mar-2016
12-Jan-1995,YEH95,97.61,97.62,97.61,97.59,YEH95 Comdty,10-Mar-1995,16-Mar-2016
13-Jan-1995,YEH95,97.6,97.63,97.6,97.59,YEH95 Comdty,10-Mar-1995,16-Mar-2016
17-Jan-1995,YEH95,97.61,97.62,97.61,97.59,YEH95 Comdty,10-Mar-1995,16-Mar-2016
18-Jan-1995,YEH95,97.66,97.67,97.66,97.61,YEH95 Comdty,10-Mar-1995,16-Mar-2016
19-Jan-1995,YEH95,97.66,97.68,97.66,97.64,YEH95 Comdty,10-Mar-1995,16-Mar-2016
20-Jan-1995,YEH95,97.69,97.69,97.69,97.65,YEH95 Comdty,10-Mar-1995,16-Mar-2016
23-Jan-1995,YEH95,97.71,97.72,97.71,97.68,YEH95 Comdty,10-Mar-1995,16-Mar-2016
24-Jan-1995,YEH95,97.7,97.72,97.7,97.69,YEH95 Comdty,10-Mar-1995,16-Mar-2016
25-Jan-1995,YEH95,97.7,97.71,97.7,97.69,YEH95 Comdty,10-Mar-1995,16-Mar-2016
26-Jan-1995,YEH95,97.7,97.7,97.7,97.69,YEH95 Comdty,10-Mar-1995,16-Mar-2016
27-Jan-1995,YEH95,97.69,97.7,97.69,97.68,YEH95 Comdty,10-Mar-1995,16-Mar-2016
30-Jan-1995,YEH95,97.69,97.7,97.69,97.67,YEH95 Comdty,10-Mar-1995,16-Mar-2016
31-Jan-1995,YEH95,97.66,97.68,97.66,97.66,YEH95 Comdty,10-Mar-1995,16-Mar-2016
1-Feb-1995,YEH95,97.66,97.67,97.66,97.65,YEH95 Comdty,10-Mar-1995,16-Mar-2016
2-Feb-1995,YEH95,97.64,97.66,97.64,97.64,YEH95 Comdty,10-Mar-1995,16-Mar-2016
3-Feb-1995,YEH95,97.65,97.66,97.65,97.63,YEH95 Comdty,10-Mar-1995,16-Mar-2016
6-Feb-1995,YEH95,97.65,97.66,97.65,97.64,YEH95 Comdty,10-Mar-1995,16-Mar-2016
7-Feb-1995,YEH95,97.65,97.66,97.65,97.65,YEH95 Comdty,10-Mar-1995,16-Mar-2016
8-Feb-1995,YEH95,97.66,97.68,97.66,97.65,YEH95 Comdty,10-Mar-1995,16-Mar-2016
9-Feb-1995,YEH95,97.67,97.68,97.67,97.66,YEH95 Comdty,10-Mar-1995,16-Mar-2016
10-Feb-1995,YEH95,97.67,97.69,97.67,97.67,YEH95 Comdty,10-Mar-1995,16-Mar-2016
13-Feb-1995,YEH95,97.67,97.68,97.67,97.66,YEH95 Comdty,10-Mar-1995,16-Mar-2016
14-Feb-1995,YEH95,97.68,97.69,97.68,97.67,YEH95 Comdty,10-Mar-1995,16-Mar-2016
15-Feb-1995,YEH95,97.69,97.7,97.69,97.68,YEH95 Comdty,10-Mar-1995,16-Mar-2016
16-Feb-1995,YEH95,97.7,97.7,97.7,97.69,YEH95 Comdty,10-Mar-1995,16-Mar-2016
17-Feb-1995,YEH95,97.7,97.71,97.7,97.69,YEH95 Comdty,10-Mar-1995,16-Mar-2016
20-Feb-1995,YEH95,97.7,97.7,97.7,97.69,YEH95 Comdty,10-Mar-1995,16-Mar-2016
21-Feb-1995,YEH95,97.7,97.7,97.7,97.69,YEH95 Comdty,10-Mar-1995,16-Mar-2016
22-Feb-1995,YEH95,97.7,97.7,97.7,97.69,YEH95 Comdty,10-Mar-1995,16-Mar-2016
23-Feb-1995,YEH95,97.71,97.71,97.71,97.69,YEH95 Comdty,10-Mar-1995,16-Mar-2016
24-Feb-1995,YEH95,97.71,97.71,97.71,97.7,YEH95 Comdty,10-Mar-1995,16-Mar-2016
27-Feb-1995,YEH95,97.72,97.75,97.72,97.7,YEH95 Comdty,10-Mar-1995,16-Mar-2016
28-Feb-1995,YEH95,97.71,97.73,97.71,97.71,YEH95 Comdty,10-Mar-1995,16-Mar-2016
1-Mar-1995,YEH95,97.71,97.71,97.71,97.7,YEH95 Comdty,10-Mar-1995,16-Mar-2016
2-Mar-1995,YEH95,97.71,97.72,97.71,97.7,YEH95 Comdty,10-Mar-1995,16-Mar-2016
3-Mar-1995,YEH95,97.71,97.73,97.71,97.71,YEH95 Comdty,10-Mar-1995,16-Mar-2016
6-Mar-1995,YEH95,97.72,97.75,97.72,97.71,YEH95 Comdty,10-Mar-1995,16-Mar-2016
7-Mar-1995,YEH95,97.75,97.76,97.75,97.72,YEH95 Comdty,10-Mar-1995,16-Mar-2016
8-Mar-1995,YEH95,97.82,97.84,97.82,97.74,YEH95 Comdty,10-Mar-1995,16-Mar-2016
9-Mar-1995,YEH95,97.79,97.83,97.79,97.78,YEH95 Comdty,10-Mar-1995,16-Mar-2016
10-Mar-1995,YEH95,97.81,97.82,97.81,97.77,YEH95 Comdty,10-Mar-1995,16-Mar-2016
13-Mar-1995,YEH95,97.87,97.88,97.87,97.81,YEH95 Comdty,10-Mar-1995,16-Mar-2016
14-Mar-1995,YEM95,97.99,98.01,97.99,97.97,YEM95 Comdty,13-Jun-1995,16-Mar-2016
15-Mar-1995,YEM95,97.95,97.99,97.95,97.95,YEM95 Comdty,13-Jun-1995,16-Mar-2016
16-Mar-1995,YEM95,98,98.01,98,97.96,YEM95 Comdty,13-Jun-1995,16-Mar-2016
17-Mar-1995,YEM95,98.05,98.06,98.05,98.01,YEM95 Comdty,13-Jun-1995,16-Mar-2016
20-Mar-1995,YEM95,98.07,98.1,98.07,98.06,YEM95 Comdty,13-Jun-1995,16-Mar-2016
22-Mar-1995,YEM95,98.1,98.12,98.1,98.07,YEM95 Comdty,13-Jun-1995,16-Mar-2016
23-Mar-1995,YEM95,98.14,98.15,98.14,98.1,YEM95 Comdty,13-Jun-1995,16-Mar-2016
24-Mar-1995,YEM95,98.15,98.19,98.15,98.1,YEM95 Comdty,13-Jun-1995,16-Mar-2016
27-Mar-1995,YEM95,98.13,98.16,98.13,98.11,YEM95 Comdty,13-Jun-1995,16-Mar-2016
28-Mar-1995,YEM95,98.25,98.25,98.25,98.11,YEM95 Comdty,13-Jun-1995,16-Mar-2016
29-Mar-1995,YEM95,98.28,98.28,98.28,98.24,YEM95 Comdty,13-Jun-1995,16-Mar-2016
30-Mar-1995,YEM95,98.23,98.27,98.23,98.23,YEM95 Comdty,13-Jun-1995,16-Mar-2016
31-Mar-1995,YEM95,98.27,98.3,98.27,98.22,YEM95 Comdty,13-Jun-1995,16-Mar-2016
3-Apr-1995,YEM95,98.39,98.41,98.39,98.27,YEM95 Comdty,13-Jun-1995,16-Mar-2016
4-Apr-1995,YEM95,98.44,98.46,98.44,98.4,YEM95 Comdty,13-Jun-1995,16-Mar-2016
5-Apr-1995,YEM95,98.38,98.44,98.38,98.38,YEM95 Comdty,13-Jun-1995,16-Mar-2016
6-Apr-1995,YEM95,98.43,98.43,98.43,98.38,YEM95 Comdty,13-Jun-1995,16-Mar-2016
7-Apr-1995,YEM95,98.46,98.47,98.46,98.43,YEM95 Comdty,13-Jun-1995,16-Mar-2016
10-Apr-1995,YEM95,98.46,98.5,98.46,98.43,YEM95 Comdty,13-Jun-1995,16-Mar-2016
11-Apr-1995,YEM95,98.46,98.47,98.46,98.43,YEM95 Comdty,13-Jun-1995,16-Mar-2016
12-Apr-1995,YEM95,98.46,98.47,98.46,98.44,YEM95 Comdty,13-Jun-1995,16-Mar-2016
13-Apr-1995,YEM95,98.54,98.55,98.54,98.45,YEM95 Comdty,13-Jun-1995,16-Mar-2016
14-Apr-1995,YEM95,98.62,98.63,98.62,98.54,YEM95 Comdty,13-Jun-1995,16-Mar-2016
17-Apr-1995,YEM95,98.64,98.66,98.64,98.6,YEM95 Comdty,13-Jun-1995,16-Mar-2016
18-Apr-1995,YEM95,98.66,98.66,98.66,98.62,YEM95 Comdty,13-Jun-1995,16-Mar-2016
19-Apr-1995,YEM95,98.65,98.7,98.65,98.64,YEM95 Comdty,13-Jun-1995,16-Mar-2016
20-Apr-1995,YEM95,98.64,98.65,98.64,98.63,YEM95 Comdty,13-Jun-1995,16-Mar-2016
21-Apr-1995,YEM95,98.58,98.63,98.58,98.57,YEM95 Comdty,13-Jun-1995,16-Mar-2016
24-Apr-1995,YEM95,98.6,98.61,98.6,98.58,YEM95 Comdty,13-Jun-1995,16-Mar-2016
25-Apr-1995,YEM95,98.6,98.6,98.6,98.59,YEM95 Comdty,13-Jun-1995,16-Mar-2016
26-Apr-1995,YEM95,98.62,98.63,98.62,98.6,YEM95 Comdty,13-Jun-1995,16-Mar-2016
27-Apr-1995,YEM95,98.58,98.61,98.58,98.57,YEM95 Comdty,13-Jun-1995,16-Mar-2016
28-Apr-1995,YEM95,98.56,98.58,98.56,98.56,YEM95 Comdty,13-Jun-1995,16-Mar-2016
1-May-1995,YEM95,98.56,98.56,98.56,98.53,YEM95 Comdty,13-Jun-1995,16-Mar-2016
2-May-1995,YEM95,98.57,98.58,98.57,98.56,YEM95 Comdty,13-Jun-1995,16-Mar-2016
8-May-1995,YEM95,98.63,98.63,98.63,98.58,YEM95 Comdty,13-Jun-1995,16-Mar-2016
9-May-1995,YEM95,98.62,98.63,98.62,98.6,YEM95 Comdty,13-Jun-1995,16-Mar-2016
10-May-1995,YEM95,98.62,98.62,98.62,98.61,YEM95 Comdty,13-Jun-1995,16-Mar-2016
11-May-1995,YEM95,98.62,98.63,98.62,98.61,YEM95 Comdty,13-Jun-1995,16-Mar-2016
12-May-1995,YEM95,98.61,98.63,98.61,98.6,YEM95 Comdty,13-Jun-1995,16-Mar-2016
15-May-1995,YEM95,98.6,98.6,98.6,98.58,YEM95 Comdty,13-Jun-1995,16-Mar-2016
16-May-1995,YEM95,98.62,98.62,98.62,98.6,YEM95 Comdty,13-Jun-1995,16-Mar-2016
17-May-1995,YEM95,98.61,98.62,98.61,98.61,YEM95 Comdty,13-Jun-1995,16-Mar-2016
18-May-1995,YEM95,98.63,98.63,98.63,98.62,YEM95 Comdty,13-Jun-1995,16-Mar-2016
19-May-1995,YEM95,98.66,98.66,98.66,98.62,YEM95 Comdty,13-Jun-1995,16-Mar-2016
22-May-1995,YEM95,98.68,98.69,98.68,98.65,YEM95 Comdty,13-Jun-1995,16-Mar-2016
23-May-1995,YEM95,98.68,98.69,98.68,98.67,YEM95 Comdty,13-Jun-1995,16-Mar-2016
24-May-1995,YEM95,98.68,98.69,98.68,98.67,YEM95 Comdty,13-Jun-1995,16-Mar-2016
25-May-1995,YEM95,98.72,98.72,98.72,98.67,YEM95 Comdty,13-Jun-1995,16-Mar-2016
26-May-1995,YEM95,98.79,98.8,98.79,98.72,YEM95 Comdty,13-Jun-1995,16-Mar-2016
29-May-1995,YEM95,98.83,98.86,98.83,98.78,YEM95 Comdty,13-Jun-1995,16-Mar-2016
30-May-1995,YEM95,98.87,98.87,98.87,98.82,YEM95 Comdty,13-Jun-1995,16-Mar-2016
31-May-1995,YEM95,98.96,98.96,98.96,98.89,YEM95 Comdty,13-Jun-1995,16-Mar-2016
1-Jun-1995,YEM95,98.94,99,98.94,98.91,YEM95 Comdty,13-Jun-1995,16-Mar-2016
2-Jun-1995,YEM95,98.88,98.93,98.88,98.87,YEM95 Comdty,13-Jun-1995,16-Mar-2016
5-Jun-1995,YEM95,98.91,98.93,98.91,98.88,YEM95 Comdty,13-Jun-1995,16-Mar-2016
6-Jun-1995,YEM95,98.91,98.94,98.91,98.9,YEM95 Comdty,13-Jun-1995,16-Mar-2016
7-Jun-1995,YEM95,98.88,98.91,98.88,98.86,YEM95 Comdty,13-Jun-1995,16-Mar-2016
8-Jun-1995,YEM95,98.86,98.88,98.86,98.83,YEM95 Comdty,13-Jun-1995,16-Mar-2016
9-Jun-1995,YEM95,98.85,98.88,98.85,98.85,YEM95 Comdty,13-Jun-1995,16-Mar-2016
12-Jun-1995,YEM95,98.85,98.87,98.85,98.84,YEM95 Comdty,13-Jun-1995,16-Mar-2016
13-Jun-1995,YEM95,98.86,98.87,98.86,98.86,YEM95 Comdty,13-Jun-1995,16-Mar-2016
14-Jun-1995,YEM95,98.85,98.87,98.85,98.84,YEM95 Comdty,13-Jun-1995,16-Mar-2016
15-Jun-1995,YEM95,98.83,98.85,98.83,98.83,YEM95 Comdty,13-Jun-1995,16-Mar-2016
16-Jun-1995,YEM95,98.84,98.84,98.84,98.82,YEM95 Comdty,13-Jun-1995,16-Mar-2016
19-Jun-1995,YEM95,98.81,98.83,98.81,98.81,YEM95 Comdty,13-Jun-1995,16-Mar-2016
20-Jun-1995,YEU95,98.91,98.96,98.91,98.88,YEU95 Comdty,13-Sep-1995,16-Mar-2016
21-Jun-1995,YEU95,98.97,98.98,98.97,98.91,YEU95 Comdty,13-Sep-1995,16-Mar-2016
22-Jun-1995,YEU95,99.05,99.05,99.05,98.97,YEU95 Comdty,13-Sep-1995,16-Mar-2016
23-Jun-1995,YEU95,99.08,99.1,99.08,99.03,YEU95 Comdty,13-Sep-1995,16-Mar-2016
26-Jun-1995,YEU95,99.07,99.08,99.07,99.03,YEU95 Comdty,13-Sep-1995,16-Mar-2016
27-Jun-1995,YEU95,99.1,99.11,99.1,99.06,YEU95 Comdty,13-Sep-1995,16-Mar-2016
28-Jun-1995,YEU95,99.08,99.12,99.08,99.07,YEU95 Comdty,13-Sep-1995,16-Mar-2016
29-Jun-1995,YEU95,99.09,99.1,99.09,99.01,YEU95 Comdty,13-Sep-1995,16-Mar-2016
30-Jun-1995,YEU95,99.06,99.1,99.06,99.06,YEU95 Comdty,13-Sep-1995,16-Mar-2016
3-Jul-1995,YEU95,99.09,99.12,99.09,99.06,YEU95 Comdty,13-Sep-1995,16-Mar-2016
4-Jul-1995,YEU95,99.08,99.1,99.08,99.07,YEU95 Comdty,13-Sep-1995,16-Mar-2016
5-Jul-1995,YEU95,99.1,99.1,99.1,99.07,YEU95 Comdty,13-Sep-1995,16-Mar-2016
6-Jul-1995,YEU95,99.05,99.09,99.05,99.04,YEU95 Comdty,13-Sep-1995,16-Mar-2016
7-Jul-1995,YEU95,99.24,99.25,99.24,99.04,YEU95 Comdty,13-Sep-1995,16-Mar-2016
10-Jul-1995,YEU95,99.2,99.26,99.2,99.18,YEU95 Comdty,13-Sep-1995,16-Mar-2016
11-Jul-1995,YEU95,99.18,99.22,99.18,99.18,YEU95 Comdty,13-Sep-1995,16-Mar-2016
12-Jul-1995,YEU95,99.16,99.2,99.16,99.16,YEU95 Comdty,13-Sep-1995,16-Mar-2016
13-Jul-1995,YEU95,99.16,99.18,99.16,99.16,YEU95 Comdty,13-Sep-1995,16-Mar-2016
14-Jul-1995,YEU95,99.15,99.18,99.15,99.14,YEU95 Comdty,13-Sep-1995,16-Mar-2016
17-Jul-1995,YEU95,99.15,99.17,99.15,99.14,YEU95 Comdty,13-Sep-1995,16-Mar-2016
18-Jul-1995,YEU95,99.16,99.18,99.16,99.13,YEU95 Comdty,13-Sep-1995,16-Mar-2016
19-Jul-1995,YEU95,99.2,99.2,99.2,99.15,YEU95 Comdty,13-Sep-1995,16-Mar-2016
20-Jul-1995,YEU95,99.26,99.29,99.26,99.22,YEU95 Comdty,13-Sep-1995,16-Mar-2016
21-Jul-1995,YEU95,99.23,99.28,99.23,99.23,YEU95 Comdty,13-Sep-1995,16-Mar-2016
24-Jul-1995,YEU95,99.24,99.25,99.24,99.22,YEU95 Comdty,13-Sep-1995,16-Mar-2016
25-Jul-1995,YEU95,99.26,99.26,99.26,99.24,YEU95 Comdty,13-Sep-1995,16-Mar-2016
26-Jul-1995,YEU95,99.3,99.31,99.3,99.25,YEU95 Comdty,13-Sep-1995,16-Mar-2016
27-Jul-1995,YEU95,99.34,99.36,99.34,99.3,YEU95 Comdty,13-Sep-1995,16-Mar-2016
28-Jul-1995,YEU95,99.33,99.4,99.33,99.33,YEU95 Comdty,13-Sep-1995,16-Mar-2016
31-Jul-1995,YEU95,99.35,99.35,99.35,99.32,YEU95 Comdty,13-Sep-1995,16-Mar-2016
1-Aug-1995,YEU95,99.36,99.38,99.36,99.36,YEU95 Comdty,13-Sep-1995,16-Mar-2016
2-Aug-1995,YEU95,99.31,99.37,99.31,99.31,YEU95 Comdty,13-Sep-1995,16-Mar-2016
3-Aug-1995,YEU95,99.33,99.36,99.33,99.26,YEU95 Comdty,13-Sep-1995,16-Mar-2016
4-Aug-1995,YEU95,99.33,99.33,99.33,99.32,YEU95 Comdty,13-Sep-1995,16-Mar-2016
7-Aug-1995,YEU95,99.33,99.33,99.33,99.31,YEU95 Comdty,13-Sep-1995,16-Mar-2016
8-Aug-1995,YEU95,99.3,99.33,99.3,99.3,YEU95 Comdty,13-Sep-1995,16-Mar-2016
9-Aug-1995,YEU95,99.28,99.31,99.28,99.27,YEU95 Comdty,13-Sep-1995,16-Mar-2016
10-Aug-1995,YEU95,99.22,99.28,99.22,99.21,YEU95 Comdty,13-Sep-1995,16-Mar-2016
11-Aug-1995,YEU95,99.19,99.23,99.19,99.16,YEU95 Comdty,13-Sep-1995,16-Mar-2016
14-Aug-1995,YEU95,99.19,99.21,99.19,99.17,YEU95 Comdty,13-Sep-1995,16-Mar-2016
15-Aug-1995,YEU95,99.16,99.22,99.16,99.16,YEU95 Comdty,13-Sep-1995,16-Mar-2016
16-Aug-1995,YEU95,99.03,99.16,99.03,99.01,YEU95 Comdty,13-Sep-1995,16-Mar-2016
17-Aug-1995,YEU95,99.07,99.08,99.07,99.02,YEU95 Comdty,13-Sep-1995,16-Mar-2016
18-Aug-1995,YEU95,99.1,99.12,99.1,99.07,YEU95 Comdty,13-Sep-1995,16-Mar-2016
21-Aug-1995,YEU95,99.15,99.16,99.15,99.09,YEU95 Comdty,13-Sep-1995,16-Mar-2016
22-Aug-1995,YEU95,99.15,99.16,99.15,99.13,YEU95 Comdty,13-Sep-1995,16-Mar-2016
23-Aug-1995,YEU95,99.23,99.23,99.23,99.14,YEU95 Comdty,13-Sep-1995,16-Mar-2016
24-Aug-1995,YEU95,99.25,99.3,99.25,99.22,YEU95 Comdty,13-Sep-1995,16-Mar-2016
25-Aug-1995,YEU95,99.27,99.35,99.27,99.22,YEU95 Comdty,13-Sep-1995,16-Mar-2016
28-Aug-1995,YEU95,99.25,99.29,99.25,99.25,YEU95 Comdty,13-Sep-1995,16-Mar-2016
