,FUT_CUR_GEN_TICKER,LAST_PRICE,PX_HIGH,PX_LAST,PX_LOW,Match_id,FUT_ROLL_DT,SETTLE_DT
2011-10-28,YEZ11,99.675,99.675,99.675,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-10-31,YEZ11,99.675,99.68,99.675,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-01,YEZ11,99.675,99.68,99.675,99.675,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-02,YEZ11,99.675,99.675,99.675,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-04,YEZ11,99.675,99.68,99.675,99.675,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-07,YEZ11,99.675,99.68,99.675,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-08,YEZ11,99.68,99.68,99.68,99.675,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-09,YEZ11,99.675,99.68,99.675,99.675,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-10,YEZ11,99.675,99.68,99.675,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-11,YEZ11,99.675,99.675,99.675,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-14,YEZ11,99.67,99.675,99.67,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-15,YEZ11,99.67,99.675,99.67,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-16,YEZ11,99.67,99.675,99.67,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-17,YEZ11,99.67,99.675,99.67,99.665,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-18,YEZ11,99.665,99.67,99.665,99.66,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-21,YEZ11,99.67,99.67,99.67,99.66,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-22,YEZ11,99.67,99.67,99.67,99.665,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-24,YEZ11,99.665,99.67,99.665,99.665,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-25,YEZ11,99.665,99.67,99.665,99.665,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-28,YEZ11,99.67,99.67,99.67,99.665,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-29,YEZ11,99.67,99.67,99.67,99.665,YEZ11 Comdty,2011-06-28,2016-03-16
2011-11-30,YEZ11,99.67,99.67,99.67,99.665,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-01,YEZ11,99.675,99.675,99.675,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-02,YEZ11,99.675,99.675,99.675,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-05,YEZ11,99.67,99.675,99.67,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-06,YEZ11,99.67,99.67,99.67,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-07,YEZ11,99.67,99.675,99.67,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-08,YEZ11,99.67,99.675,99.67,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-09,YEZ11,99.675,99.675,99.675,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-12,YEZ11,99.675,99.675,99.675,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-13,YEZ11,99.675,99.675,99.675,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-14,YEZ11,99.67,99.675,99.67,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-15,YEZ11,99.675,99.675,99.675,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-16,YEZ11,99.67,99.675,99.67,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-19,YEZ11,99.671,99.675,99.671,99.67,YEZ11 Comdty,2011-06-28,2016-03-16
2011-12-20,YEH12,99.665,99.67,99.665,99.66,YEH12 Comdty,2011-07-19,2016-03-16
2011-12-21,YEH12,99.665,99.665,99.665,99.66,YEH12 Comdty,2011-07-19,2016-03-16
2011-12-22,YEH12,99.665,99.665,99.665,99.66,YEH12 Comdty,2011-07-19,2016-03-16
2011-12-26,YEH12,99.66,99.665,99.66,99.66,YEH12 Comdty,2011-07-19,2016-03-16
2011-12-27,YEH12,99.665,99.665,99.665,99.66,YEH12 Comdty,2011-07-19,2016-03-16
2011-12-28,YEH12,99.665,99.665,99.665,99.66,YEH12 Comdty,2011-07-19,2016-03-16
2011-12-29,YEH12,99.66,99.665,99.66,99.66,YEH12 Comdty,2011-07-19,2016-03-16
2011-12-30,YEH12,99.665,99.665,99.665,99.655,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-04,YEH12,99.66,99.665,99.66,99.66,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-05,YEH12,99.665,99.665,99.665,99.66,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-06,YEH12,99.665,99.665,99.665,99.66,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-10,YEH12,99.665,99.67,99.665,99.66,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-11,YEH12,99.665,99.67,99.665,99.66,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-12,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-13,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-16,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-17,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-18,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-19,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-20,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-23,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-24,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-25,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-26,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-27,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-30,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-01-31,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-01,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-02,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-03,YEH12,99.665,99.67,99.665,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-06,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-07,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-08,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-09,YEH12,99.665,99.67,99.665,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-10,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-13,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-14,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-15,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-16,YEH12,99.675,99.675,99.675,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-17,YEH12,99.67,99.675,99.67,99.67,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-20,YEH12,99.67,99.67,99.67,99.67,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-21,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-22,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-23,YEH12,99.665,99.67,99.665,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-24,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-27,YEH12,99.665,99.67,99.665,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-28,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-02-29,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-01,YEH12,99.665,99.67,99.665,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-02,YEH12,99.665,99.67,99.665,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-05,YEH12,99.665,99.67,99.665,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-06,YEH12,99.665,99.67,99.665,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-07,YEH12,99.665,99.67,99.665,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-08,YEH12,99.665,99.67,99.665,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-09,YEH12,99.665,99.67,99.665,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-12,YEH12,99.665,99.665,99.665,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-13,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-14,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-15,YEH12,99.67,99.67,99.67,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-16,YEH12,99.668,99.67,99.668,99.665,YEH12 Comdty,2011-07-19,2016-03-16
2012-03-19,YEM12,99.665,99.67,99.665,99.66,YEM12 Comdty,2012-01-24,2016-03-16
2012-03-21,YEM12,99.665,99.67,99.665,99.66,YEM12 Comdty,2012-01-24,2016-03-16
2012-03-22,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-03-23,YEM12,99.665,99.67,99.665,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-03-26,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-03-27,YEM12,99.67,99.67,99.67,99.66,YEM12 Comdty,2012-01-24,2016-03-16
2012-03-28,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-03-29,YEM12,99.665,99.67,99.665,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-03-30,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-02,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-03,YEM12,99.665,99.67,99.665,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-04,YEM12,99.665,99.67,99.665,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-05,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-06,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-09,YEM12,99.67,99.67,99.67,99.67,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-10,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-11,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-12,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-13,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-16,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-17,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-18,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-19,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-20,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-23,YEM12,99.67,99.675,99.67,99.67,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-24,YEM12,99.675,99.675,99.675,99.67,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-25,YEM12,99.675,99.675,99.675,99.67,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-26,YEM12,99.675,99.675,99.675,99.67,YEM12 Comdty,2012-01-24,2016-03-16
2012-04-27,YEM12,99.675,99.675,99.675,99.67,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-01,YEM12,99.675,99.675,99.675,99.67,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-02,YEM12,99.675,99.675,99.675,99.67,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-07,YEM12,99.67,99.675,99.67,99.67,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-08,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-09,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-10,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-11,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-14,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-15,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-16,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-17,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-18,YEM12,99.67,99.67,99.67,99.67,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-21,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-22,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-23,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-24,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-25,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-28,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-29,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-30,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-05-31,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-06-01,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-06-04,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-06-05,YEM12,99.665,99.67,99.665,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-06-06,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-06-07,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-06-08,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-06-11,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-06-12,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-06-13,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-06-14,YEM12,99.67,99.67,99.67,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-06-15,YEM12,99.665,99.67,99.665,99.665,YEM12 Comdty,2012-01-24,2016-03-16
2012-06-19,YEU12,99.67,99.675,99.67,99.665,YEU12 Comdty,2012-02-08,2016-03-16
2012-06-20,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-06-21,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-06-22,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-06-25,YEU12,99.67,99.675,99.67,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-06-26,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-06-27,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-06-28,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-06-29,YEU12,99.67,99.675,99.67,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-02,YEU12,99.67,99.675,99.67,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-03,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-04,YEU12,99.675,99.675,99.675,99.675,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-05,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-06,YEU12,99.695,99.7,99.695,99.675,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-09,YEU12,99.72,99.725,99.72,99.705,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-10,YEU12,99.705,99.725,99.705,99.69,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-11,YEU12,99.7,99.705,99.7,99.695,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-12,YEU12,99.71,99.715,99.71,99.69,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-13,YEU12,99.715,99.715,99.715,99.705,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-17,YEU12,99.71,99.72,99.71,99.705,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-18,YEU12,99.71,99.715,99.71,99.705,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-19,YEU12,99.71,99.715,99.71,99.7,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-20,YEU12,99.7,99.71,99.7,99.7,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-23,YEU12,99.705,99.705,99.705,99.7,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-24,YEU12,99.7,99.705,99.7,99.69,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-25,YEU12,99.705,99.705,99.705,99.695,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-26,YEU12,99.705,99.705,99.705,99.7,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-27,YEU12,99.705,99.705,99.705,99.695,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-30,YEU12,99.7,99.705,99.7,99.695,YEU12 Comdty,2012-02-08,2016-03-16
2012-07-31,YEU12,99.695,99.7,99.695,99.69,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-01,YEU12,99.695,99.695,99.695,99.69,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-02,YEU12,99.695,99.695,99.695,99.69,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-03,YEU12,99.69,99.695,99.69,99.69,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-06,YEU12,99.69,99.69,99.69,99.685,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-07,YEU12,99.685,99.69,99.685,99.68,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-08,YEU12,99.685,99.685,99.685,99.68,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-09,YEU12,99.68,99.685,99.68,99.68,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-10,YEU12,99.68,99.685,99.68,99.68,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-13,YEU12,99.68,99.68,99.68,99.675,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-14,YEU12,99.68,99.68,99.68,99.675,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-15,YEU12,99.68,99.68,99.68,99.675,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-16,YEU12,99.675,99.68,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-17,YEU12,99.675,99.68,99.675,99.675,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-20,YEU12,99.675,99.68,99.675,99.675,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-21,YEU12,99.675,99.68,99.675,99.675,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-22,YEU12,99.675,99.675,99.675,99.675,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-23,YEU12,99.67,99.68,99.67,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-24,YEU12,99.67,99.675,99.67,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-27,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-28,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-29,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-30,YEU12,99.67,99.675,99.67,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-08-31,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-09-03,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-09-04,YEU12,99.67,99.675,99.67,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-09-05,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-09-06,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-09-07,YEU12,99.67,99.675,99.67,99.675,YEU12 Comdty,2012-02-08,2016-03-16
2012-09-10,YEU12,99.675,99.675,99.675,99.675,YEU12 Comdty,2012-02-08,2016-03-16
2012-09-11,YEU12,99.67,99.675,99.67,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-09-12,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-09-13,YEU12,99.675,99.675,99.675,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-09-14,YEU12,99.673,99.67,99.673,99.67,YEU12 Comdty,2012-02-08,2016-03-16
2012-09-18,YEZ12,99.68,99.685,99.68,99.68,YEZ12 Comdty,2012-04-06,2016-03-16
2012-09-19,YEZ12,99.69,99.695,99.69,99.68,YEZ12 Comdty,2012-04-06,2016-03-16
2012-09-20,YEZ12,99.695,99.7,99.695,99.69,YEZ12 Comdty,2012-04-06,2016-03-16
2012-09-21,YEZ12,99.695,99.7,99.695,99.695,YEZ12 Comdty,2012-04-06,2016-03-16
2012-09-24,YEZ12,99.69,99.7,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-09-25,YEZ12,99.685,99.69,99.685,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-09-26,YEZ12,99.685,99.69,99.685,99.68,YEZ12 Comdty,2012-04-06,2016-03-16
2012-09-27,YEZ12,99.695,99.695,99.695,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-09-28,YEZ12,99.685,99.69,99.685,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-01,YEZ12,99.69,99.695,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-02,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-03,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-04,YEZ12,99.69,99.69,99.69,99.69,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-05,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-09,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-10,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-11,YEZ12,99.69,99.7,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-12,YEZ12,99.69,99.695,99.69,99.69,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-15,YEZ12,99.695,99.7,99.695,99.69,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-16,YEZ12,99.695,99.695,99.695,99.69,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-17,YEZ12,99.69,99.695,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-18,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-19,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-22,YEZ12,99.69,99.695,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-23,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-24,YEZ12,99.685,99.69,99.685,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-25,YEZ12,99.685,99.69,99.685,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-26,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-29,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-30,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-10-31,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-01,YEZ12,99.69,99.695,99.69,99.69,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-02,YEZ12,99.69,99.7,99.69,99.69,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-05,YEZ12,99.695,99.7,99.695,99.695,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-06,YEZ12,99.695,99.695,99.695,99.695,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-07,YEZ12,99.69,99.695,99.69,99.69,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-08,YEZ12,99.69,99.695,99.69,99.69,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-09,YEZ12,99.69,99.695,99.69,99.69,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-12,YEZ12,99.69,99.695,99.69,99.69,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-13,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-14,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-15,YEZ12,99.695,99.695,99.695,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-16,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-19,YEZ12,99.69,99.69,99.69,99.685,YEZ12 Comdty,2012-04-06,2016-03-16
2012-11-20,YEZ12,99.685,99.69,99.685,99.68,YEZ12 Comdty,2012-04-06,2016-03-16
