,FUT_CUR_GEN_TICKER,LAST_PRICE,PX_HIGH,PX_LAST,PX_LOW,Match_id,FUT_ROLL_DT,SETTLE_DT
1989-06-30,YEU89,94.42,94.5,94.42,94.42,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-03,YEU89,94.38,94.41,94.38,94.36,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-04,YEU89,94.41,94.42,94.41,94.4,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-05,YEU89,94.43,94.44,94.43,94.4,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-06,YEU89,94.45,94.49,94.45,94.45,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-07,YEU89,94.47,94.47,94.47,94.43,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-10,YEU89,94.45,94.48,94.45,94.45,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-11,YEU89,94.46,94.46,94.46,94.45,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-12,YEU89,94.46,94.46,94.46,94.45,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-13,YEU89,94.46,94.47,94.46,94.46,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-14,YEU89,94.47,94.47,94.47,94.46,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-17,YEU89,94.45,94.46,94.45,94.45,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-18,YEU89,94.45,94.45,94.45,94.44,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-19,YEU89,94.46,94.47,94.46,94.45,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-20,YEU89,94.46,94.47,94.46,94.45,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-21,YEU89,94.46,94.47,94.46,94.46,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-24,YEU89,94.47,94.45,94.47,94.45,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-25,YEU89,94.47,94.47,94.47,94.46,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-26,YEU89,94.5,94.48,94.5,94.48,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-27,YEU89,94.56,94.6,94.56,94.51,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-28,YEU89,94.59,94.59,94.59,94.56,YEU89 Comdty,1989-09-18,2016-03-16
1989-07-31,YEU89,94.68,94.68,94.68,94.6,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-01,YEU89,94.75,94.79,94.75,94.7,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-02,YEU89,94.76,94.79,94.76,94.75,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-03,YEU89,94.69,94.74,94.69,94.69,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-04,YEU89,94.63,94.67,94.63,94.62,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-07,YEU89,94.6,94.6,94.6,94.55,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-08,YEU89,94.62,94.68,94.62,94.6,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-09,YEU89,94.63,94.65,94.63,94.63,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-10,YEU89,94.62,94.62,94.62,94.61,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-11,YEU89,94.61,94.61,94.61,94.6,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-14,YEU89,94.58,94.69,94.58,94.58,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-15,YEU89,94.55,94.57,94.55,94.54,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-16,YEU89,94.55,94.56,94.55,94.55,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-17,YEU89,94.55,94.56,94.55,94.55,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-18,YEU89,94.54,94.55,94.54,94.53,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-21,YEU89,94.54,94.54,94.54,94.54,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-22,YEU89,94.56,94.56,94.56,94.54,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-23,YEU89,94.57,94.57,94.57,94.56,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-24,YEU89,94.56,94.57,94.56,94.55,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-25,YEU89,94.55,94.57,94.55,94.55,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-28,YEU89,94.55,94.55,94.55,94.54,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-29,YEU89,94.53,94.54,94.53,94.53,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-30,YEU89,94.52,94.53,94.52,94.52,YEU89 Comdty,1989-09-18,2016-03-16
1989-08-31,YEU89,94.48,94.5,94.48,94.48,YEU89 Comdty,1989-09-18,2016-03-16
1989-09-04,YEU89,94.44,94.46,94.44,94.43,YEU89 Comdty,1989-09-18,2016-03-16
1989-09-06,YEU89,94.4,94.43,94.4,94.39,YEU89 Comdty,1989-09-18,2016-03-16
1989-09-07,YEU89,94.39,94.41,94.39,94.38,YEU89 Comdty,1989-09-18,2016-03-16
1989-09-08,YEU89,94.32,94.39,94.32,94.32,YEU89 Comdty,1989-09-18,2016-03-16
1989-09-11,YEU89,94.26,94.28,94.26,94.22,YEU89 Comdty,1989-09-18,2016-03-16
1989-09-12,YEU89,94.28,94.3,94.28,94.26,YEU89 Comdty,1989-09-18,2016-03-16
1989-09-13,YEU89,94.29,94.3,94.29,94.27,YEU89 Comdty,1989-09-18,2016-03-16
1989-09-14,YEU89,94.31,94.31,94.31,94.29,YEU89 Comdty,1989-09-18,2016-03-16
1989-09-18,YEU89,94.22,94.22,94.22,94.21,YEU89 Comdty,1989-09-18,2016-03-16
1989-09-19,YEZ89,94.37,94.39,94.37,94.35,YEZ89 Comdty,1989-12-12,2016-03-16
1989-09-20,YEZ89,94.36,94.38,94.36,94.35,YEZ89 Comdty,1989-12-12,2016-03-16
1989-09-21,YEZ89,94.37,94.4,94.37,94.37,YEZ89 Comdty,1989-12-12,2016-03-16
1989-09-22,YEZ89,94.41,94.41,94.41,94.37,YEZ89 Comdty,1989-12-12,2016-03-16
1989-09-25,YEZ89,94.54,94.55,94.54,94.45,YEZ89 Comdty,1989-12-12,2016-03-16
1989-09-26,YEZ89,94.48,94.55,94.48,94.47,YEZ89 Comdty,1989-12-12,2016-03-16
1989-09-27,YEZ89,94.48,94.53,94.48,94.47,YEZ89 Comdty,1989-12-12,2016-03-16
1989-09-28,YEZ89,94.46,94.49,94.46,94.44,YEZ89 Comdty,1989-12-12,2016-03-16
1989-09-29,YEZ89,94.46,94.46,94.46,94.42,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-02,YEZ89,94.4,94.46,94.4,94.39,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-03,YEZ89,94.32,94.38,94.32,94.31,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-04,YEZ89,94.32,94.32,94.32,94.26,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-05,YEZ89,94.3,94.32,94.3,94.28,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-06,YEZ89,94.13,94.24,94.13,94.12,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-11,YEZ89,93.83,94.0,93.83,93.78,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-12,YEZ89,93.67,93.79,93.67,93.56,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-13,YEZ89,93.75,93.77,93.75,93.68,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-16,YEZ89,94.12,94.12,94.12,93.87,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-17,YEZ89,93.88,93.95,93.88,93.82,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-18,YEZ89,93.86,93.87,93.86,93.81,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-19,YEZ89,93.87,93.94,93.87,93.88,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-23,YEZ89,93.78,93.85,93.78,93.78,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-24,YEZ89,93.68,93.77,93.68,93.65,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-25,YEZ89,93.71,93.74,93.71,93.68,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-26,YEZ89,93.7,93.71,93.7,93.69,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-27,YEZ89,93.58,93.61,93.58,93.54,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-30,YEZ89,93.56,93.57,93.56,93.52,YEZ89 Comdty,1989-12-12,2016-03-16
1989-10-31,YEZ89,93.59,93.59,93.59,93.53,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-01,YEZ89,93.55,93.56,93.55,93.53,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-02,YEZ89,93.44,93.5,93.44,93.44,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-06,YEZ89,93.24,93.35,93.24,93.23,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-07,YEZ89,93.27,93.3,93.27,93.22,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-08,YEZ89,93.34,93.4,93.34,93.28,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-09,YEZ89,93.26,93.31,93.26,93.24,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-10,YEZ89,93.22,93.24,93.22,93.15,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-13,YEZ89,93.19,93.19,93.19,93.16,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-14,YEZ89,93.17,93.17,93.17,93.15,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-15,YEZ89,93.27,93.27,93.27,93.18,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-16,YEZ89,93.26,93.27,93.26,93.23,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-17,YEZ89,93.32,93.33,93.32,93.25,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-20,YEZ89,93.34,93.35,93.34,93.3,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-21,YEZ89,93.26,93.33,93.26,93.24,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-22,YEZ89,93.21,93.25,93.21,93.2,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-24,YEZ89,93.25,93.25,93.25,93.2,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-27,YEZ89,93.28,93.28,93.28,93.23,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-28,YEZ89,93.26,93.27,93.26,93.25,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-29,YEZ89,93.28,93.28,93.28,93.25,YEZ89 Comdty,1989-12-12,2016-03-16
1989-11-30,YEZ89,93.35,93.36,93.35,93.3,YEZ89 Comdty,1989-12-12,2016-03-16
1989-12-01,YEZ89,93.35,93.39,93.35,93.34,YEZ89 Comdty,1989-12-12,2016-03-16
1989-12-04,YEZ89,93.36,93.37,93.36,93.34,YEZ89 Comdty,1989-12-12,2016-03-16
1989-12-05,YEZ89,93.39,93.39,93.39,93.36,YEZ89 Comdty,1989-12-12,2016-03-16
1989-12-06,YEZ89,93.46,93.48,93.46,93.41,YEZ89 Comdty,1989-12-12,2016-03-16
1989-12-07,YEZ89,93.44,93.52,93.44,93.42,YEZ89 Comdty,1989-12-12,2016-03-16
1989-12-08,YEZ89,93.44,93.44,93.44,93.4,YEZ89 Comdty,1989-12-12,2016-03-16
1989-12-11,YEZ89,93.39,93.42,93.39,93.39,YEZ89 Comdty,1989-12-12,2016-03-16
1989-12-12,YEZ89,93.4,93.4,93.4,93.37,YEZ89 Comdty,1989-12-12,2016-03-16
1989-12-13,YEH90,93.65,93.65,93.65,93.6,YEH90 Comdty,1990-03-01,2016-03-16
1989-12-14,YEH90,93.64,93.64,93.64,93.6,YEH90 Comdty,1990-03-01,2016-03-16
1989-12-15,YEH90,93.63,93.64,93.63,93.62,YEH90 Comdty,1990-03-01,2016-03-16
1989-12-18,YEH90,93.63,93.63,93.63,93.61,YEH90 Comdty,1990-03-01,2016-03-16
1989-12-19,YEH90,93.37,93.5,93.37,93.05,YEH90 Comdty,1990-03-01,2016-03-16
1989-12-20,YEH90,93.18,93.32,93.18,93.18,YEH90 Comdty,1990-03-01,2016-03-16
1989-12-21,YEH90,93.15,93.19,93.15,93.13,YEH90 Comdty,1990-03-01,2016-03-16
1989-12-22,YEH90,93.19,93.24,93.19,93.16,YEH90 Comdty,1990-03-01,2016-03-16
1989-12-26,YEH90,93.24,93.25,93.24,93.08,YEH90 Comdty,1990-03-01,2016-03-16
1989-12-27,YEH90,93.27,93.28,93.27,93.26,YEH90 Comdty,1990-03-01,2016-03-16
1989-12-28,YEH90,93.29,93.3,93.29,93.27,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-04,YEH90,93.13,93.15,93.13,93.05,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-05,YEH90,93.16,93.21,93.16,93.15,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-08,YEH90,93.12,93.15,93.12,93.11,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-09,YEH90,93.08,93.12,93.08,93.04,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-10,YEH90,93.03,93.05,93.03,92.99,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-11,YEH90,93.0,93.03,93.0,93.0,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-12,YEH90,92.91,93.0,92.91,92.9,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-16,YEH90,92.81,92.88,92.81,92.76,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-17,YEH90,92.79,92.86,92.79,92.78,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-18,YEH90,92.7,92.81,92.7,92.69,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-19,YEH90,92.67,92.69,92.67,92.58,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-22,YEH90,92.66,92.68,92.66,92.63,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-23,YEH90,92.59,92.65,92.59,92.59,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-24,YEH90,92.6,92.65,92.6,92.58,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-25,YEH90,92.65,92.66,92.65,92.62,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-26,YEH90,92.7,92.76,92.7,92.68,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-29,YEH90,92.73,92.8,92.73,92.72,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-30,YEH90,92.69,92.72,92.69,92.67,YEH90 Comdty,1990-03-01,2016-03-16
1990-01-31,YEH90,92.67,92.67,92.67,92.61,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-01,YEH90,92.73,92.73,92.73,92.69,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-02,YEH90,92.74,92.76,92.74,92.72,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-05,YEH90,92.72,92.74,92.72,92.71,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-06,YEH90,92.74,92.75,92.74,92.74,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-07,YEH90,92.74,92.75,92.74,92.73,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-08,YEH90,92.7,92.74,92.7,92.7,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-09,YEH90,92.73,92.73,92.73,92.71,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-13,YEH90,92.72,92.73,92.72,92.72,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-14,YEH90,92.7,92.71,92.7,92.68,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-15,YEH90,92.69,92.69,92.69,92.62,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-16,YEH90,92.64,92.68,92.64,92.63,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-19,YEH90,92.61,92.64,92.61,92.61,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-20,YEH90,92.6,92.6,92.6,92.55,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-21,YEH90,92.69,92.69,92.69,92.58,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-22,YEH90,92.67,92.71,92.67,92.65,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-23,YEH90,92.65,92.68,92.65,92.63,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-26,YEH90,92.63,92.63,92.63,92.6,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-27,YEH90,92.6,92.62,92.6,92.6,YEH90 Comdty,1990-03-01,2016-03-16
1990-02-28,YEH90,92.6,92.62,92.6,92.59,YEH90 Comdty,1990-03-01,2016-03-16
1990-03-01,YEH90,92.57,92.59,92.57,92.57,YEH90 Comdty,1990-03-01,2016-03-16
1990-03-02,YEH90,92.5,92.55,92.5,92.49,YEH90 Comdty,1990-03-01,2016-03-16
1990-03-05,YEH90,92.49,92.49,92.49,92.46,YEH90 Comdty,1990-03-01,2016-03-16
1990-03-06,YEH90,92.49,92.5,92.49,92.48,YEH90 Comdty,1990-03-01,2016-03-16
1990-03-07,YEH90,92.44,92.46,92.44,92.42,YEH90 Comdty,1990-03-01,2016-03-16
1990-03-08,YEH90,92.44,92.46,92.44,92.44,YEH90 Comdty,1990-03-01,2016-03-16
1990-03-09,YEH90,92.43,92.44,92.43,92.43,YEH90 Comdty,1990-03-01,2016-03-16
1990-03-12,YEH90,92.38,92.44,92.38,92.38,YEH90 Comdty,1990-03-01,2016-03-16
1990-03-13,YEM90,92.03,92.15,92.03,92.03,YEM90 Comdty,1990-06-01,2016-03-16
1990-03-14,YEM90,91.96,92.06,91.96,91.96,YEM90 Comdty,1990-06-01,2016-03-16
1990-03-15,YEM90,92.01,92.05,92.01,91.95,YEM90 Comdty,1990-06-01,2016-03-16
1990-03-16,YEM90,92.03,92.04,92.03,91.99,YEM90 Comdty,1990-06-01,2016-03-16
1990-03-19,YEM90,92.04,92.08,92.04,92.01,YEM90 Comdty,1990-06-01,2016-03-16
1990-03-20,YEM90,92.08,92.14,92.08,92.07,YEM90 Comdty,1990-06-01,2016-03-16
1990-03-22,YEM90,92.19,92.2,92.19,92.01,YEM90 Comdty,1990-06-01,2016-03-16
1990-03-23,YEM90,92.22,92.34,92.22,92.21,YEM90 Comdty,1990-06-01,2016-03-16
1990-03-26,YEM90,92.24,92.25,92.24,92.18,YEM90 Comdty,1990-06-01,2016-03-16
1990-03-27,YEM90,92.19,92.22,92.19,92.18,YEM90 Comdty,1990-06-01,2016-03-16
1990-03-28,YEM90,92.15,92.15,92.15,92.09,YEM90 Comdty,1990-06-01,2016-03-16
1990-03-29,YEM90,92.25,92.25,92.25,92.15,YEM90 Comdty,1990-06-01,2016-03-16
1990-03-30,YEM90,92.25,92.31,92.25,92.25,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-02,YEM90,92.27,92.28,92.27,92.17,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-03,YEM90,92.3,92.35,92.3,92.28,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-04,YEM90,92.31,92.31,92.31,92.28,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-05,YEM90,92.32,92.36,92.32,92.32,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-06,YEM90,92.32,92.36,92.32,92.32,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-09,YEM90,92.38,92.4,92.38,92.37,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-10,YEM90,92.31,92.35,92.31,92.31,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-11,YEM90,92.24,92.32,92.24,92.22,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-12,YEM90,92.22,92.24,92.22,92.21,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-13,YEM90,92.15,92.22,92.15,92.15,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-16,YEM90,92.12,92.13,92.12,92.09,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-17,YEM90,92.19,92.2,92.19,92.09,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-18,YEM90,92.23,92.24,92.23,92.14,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-19,YEM90,92.3,92.31,92.3,92.26,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-20,YEM90,92.31,92.35,92.31,92.28,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-23,YEM90,92.28,92.32,92.28,92.28,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-24,YEM90,92.31,92.31,92.31,92.25,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-25,YEM90,92.35,92.37,92.35,92.28,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-26,YEM90,92.38,92.4,92.38,92.36,YEM90 Comdty,1990-06-01,2016-03-16
1990-04-27,YEM90,92.43,92.44,92.43,92.36,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-01,YEM90,92.46,92.48,92.46,92.45,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-02,YEM90,92.47,92.47,92.47,92.44,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-07,YEM90,92.56,92.57,92.56,92.51,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-08,YEM90,92.57,92.58,92.57,92.55,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-09,YEM90,92.59,92.59,92.59,92.57,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-10,YEM90,92.57,92.59,92.57,92.56,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-11,YEM90,92.61,92.61,92.61,92.58,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-14,YEM90,92.64,92.65,92.64,92.62,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-15,YEM90,92.62,92.65,92.62,92.61,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-16,YEM90,92.6,92.62,92.6,92.58,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-17,YEM90,92.58,92.59,92.58,92.56,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-18,YEM90,92.53,92.56,92.53,92.52,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-21,YEM90,92.51,92.51,92.51,92.46,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-22,YEM90,92.57,92.57,92.57,92.51,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-23,YEM90,92.55,92.59,92.55,92.55,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-24,YEM90,92.54,92.55,92.54,92.53,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-25,YEM90,92.58,92.58,92.58,92.55,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-28,YEM90,92.6,92.6,92.6,92.58,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-29,YEM90,92.58,92.6,92.58,92.58,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-30,YEM90,92.59,92.61,92.59,92.58,YEM90 Comdty,1990-06-01,2016-03-16
1990-05-31,YEM90,92.6,92.6,92.6,92.59,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-01,YEM90,92.63,92.63,92.63,92.61,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-04,YEM90,92.63,92.65,92.63,92.63,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-05,YEM90,92.62,92.63,92.62,92.62,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-06,YEM90,92.62,92.63,92.62,92.61,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-07,YEM90,92.59,92.62,92.59,92.59,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-08,YEM90,92.6,92.61,92.6,92.6,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-11,YEM90,92.6,92.6,92.6,92.59,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-12,YEM90,92.61,92.61,92.61,92.59,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-13,YEM90,92.62,92.62,92.62,92.6,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-14,YEM90,92.64,92.64,92.64,92.62,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-15,YEM90,92.65,92.65,92.65,92.62,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-18,YEM90,92.67,92.67,92.67,92.62,YEM90 Comdty,1990-06-01,2016-03-16
1990-06-19,YEU90,92.54,92.55,92.54,92.53,YEU90 Comdty,1990-09-01,2016-03-16
1990-06-20,YEU90,92.53,92.54,92.53,92.51,YEU90 Comdty,1990-09-01,2016-03-16
1990-06-21,YEU90,92.46,92.49,92.46,92.46,YEU90 Comdty,1990-09-01,2016-03-16
1990-06-22,YEU90,92.43,92.44,92.43,92.41,YEU90 Comdty,1990-09-01,2016-03-16
1990-06-25,YEU90,92.41,92.42,92.41,92.38,YEU90 Comdty,1990-09-01,2016-03-16
1990-06-26,YEU90,92.4,92.44,92.4,92.4,YEU90 Comdty,1990-09-01,2016-03-16
1990-06-27,YEU90,92.42,92.44,92.42,92.41,YEU90 Comdty,1990-09-01,2016-03-16
1990-06-28,YEU90,92.35,92.41,92.35,92.35,YEU90 Comdty,1990-09-01,2016-03-16
1990-06-29,YEU90,92.28,92.34,92.28,92.27,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-02,YEU90,92.34,92.34,92.34,92.26,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-03,YEU90,92.35,92.35,92.35,92.31,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-04,YEU90,92.41,92.41,92.41,92.37,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-05,YEU90,92.38,92.4,92.38,92.37,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-06,YEU90,92.42,92.42,92.42,92.36,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-09,YEU90,92.37,92.39,92.37,92.36,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-10,YEU90,92.33,92.36,92.33,92.31,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-11,YEU90,92.35,92.36,92.35,92.32,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-12,YEU90,92.31,92.34,92.31,92.31,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-13,YEU90,92.34,92.37,92.34,92.34,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-16,YEU90,92.34,92.35,92.34,92.33,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-17,YEU90,92.3,92.34,92.3,92.29,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-18,YEU90,92.29,92.31,92.29,92.28,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-19,YEU90,92.25,92.28,92.25,92.24,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-20,YEU90,92.22,92.24,92.22,92.22,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-23,YEU90,92.23,92.24,92.23,92.2,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-24,YEU90,92.25,92.28,92.25,92.24,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-25,YEU90,92.25,92.25,92.25,92.24,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-26,YEU90,92.23,92.25,92.23,92.21,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-27,YEU90,92.18,92.23,92.18,92.17,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-30,YEU90,92.16,92.19,92.16,92.16,YEU90 Comdty,1990-09-01,2016-03-16
1990-07-31,YEU90,92.18,92.19,92.18,92.15,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-01,YEU90,92.18,92.21,92.18,92.18,YEU90 Comdty,1990-09-01,2016-03-16
