FirstDate,SecondDate,CreditLabel,Horizon,TotalPnL,MarketShiftPnL,RollDownPnL,AccrualPnL,ExplainedPnL,UnexplainedPnL,FixedCoupon,FirstFairPremium,SecondFairPremium,RollDownFairPremium,CleanFixedDV01
06-OCT-2014, 07-OCT-2014, CDX.NA.IG.S23, 1,-09.2192, -09.5288,  0.0000,  0.2778, -09.2510,  0.0318,  100.00,  67.7580,  69.7150,  67.7581,  4.8686
07-OCT-2014, 08-OCT-2014, CDX.NA.IG.S23, 1, 14.1685,  13.4823,  0.0000,  0.2778,  13.7601,  0.4085,  100.00,  69.7150,  66.9500,  69.7151,  4.8696
08-OCT-2014, 09-OCT-2014, CDX.NA.IG.S23, 1,-16.7078, -16.6867,  0.0000,  0.2778, -16.4090, -0.2989,  100.00,  66.9500,  70.3710,  66.9501,  4.8825
09-OCT-2014, 10-OCT-2014, CDX.NA.IG.S23, 1,-06.9430, -07.1718,  0.0000,  0.2778, -06.8940, -0.0490,  100.00,  70.3710,  71.8430,  70.3711,  4.8730
14-OCT-2014, 15-OCT-2014, CDX.NA.IG.S23, 1,-05.4320, -05.8955,  0.0000,  0.2778, -05.6177,  0.1857,  100.00,  72.7750,  73.9850,  72.7752,  4.8688
15-OCT-2014, 16-OCT-2014, CDX.NA.IG.S23, 1, 01.8291,  01.7733,  0.0000,  0.2778,  02.0510, -0.2219,  100.00,  73.9850,  73.6210,  73.9851,  4.8758
16-OCT-2014, 17-OCT-2014, CDX.NA.IG.S23, 1, 16.0527,  15.7152,  0.0000,  0.2778,  15.9930,  0.0597,  100.00,  73.6210,  70.3930,  73.6212,  4.8673
17-OCT-2014, 20-OCT-2014, CDX.NA.IG.S23, 1, 05.8633,  05.1115,  0.0000,  0.8333,  05.9449, -0.0816,  100.00,  70.3930,  69.3430,  70.3934,  4.8695
20-OCT-2014, 21-OCT-2014, CDX.NA.IG.S23, 1, 16.3985,  16.0216,  0.0000,  0.2778,  16.2994,  0.0991,  100.00,  69.3430,  66.0520,  69.3431,  4.8668
21-OCT-2014, 22-OCT-2014, CDX.NA.IG.S23, 1,-09.9312, -10.0312,  0.0000,  0.2778, -09.7534, -0.1779,  100.00,  66.0520,  68.1130,  66.0521,  4.8698
22-OCT-2014, 23-OCT-2014, CDX.NA.IG.S23, 1, 10.5344,  10.4333,  0.0000,  0.2778,  10.7111, -0.1767,  100.00,  68.1130,  65.9670,  68.1131,  4.8644
23-OCT-2014, 24-OCT-2014, CDX.NA.IG.S23, 1, 05.4473,  05.1796,  0.0000,  0.2778,  05.4574, -0.0101,  100.00,  65.9670,  64.9010,  65.9671,  4.8591
24-OCT-2014, 27-OCT-2014, CDX.NA.IG.S23, 1, 00.1743, -00.4321,  0.0000,  0.8333,  00.4012, -0.2268,  100.00,  64.9010,  64.9900,  64.9014,  4.8588
27-OCT-2014, 28-OCT-2014, CDX.NA.IG.S23, 1, 02.7488,  02.5854,  0.0000,  0.2778,  02.8632, -0.1144,  100.00,  64.9900,  64.4570,  64.9901,  4.8523
28-OCT-2014, 29-OCT-2014, CDX.NA.IG.S23, 1,-05.8458, -05.6904,  0.0000,  0.2778, -05.4126, -0.4332,  100.00,  64.4570,  65.6320,  64.4571,  4.8491
29-OCT-2014, 30-OCT-2014, CDX.NA.IG.S23, 1,-00.6146, -00.8802,  0.0000,  0.2778, -00.6025, -0.0121,  100.00,  65.6320,  65.8140,  65.6321,  4.8367
30-OCT-2014, 31-OCT-2014, CDX.NA.IG.S23, 1, 09.0485,  08.8579,  0.0000,  0.2778,  09.1356, -0.0871,  100.00,  65.8140,  63.9820,  65.8141,  4.8363
31-OCT-2014, 03-NOV-2014, CDX.NA.IG.S23, 1,-00.6824, -01.1832,  0.0000,  0.8333, -00.3498, -0.3326,  100.00,  63.9820,  64.2270,  63.9824,  4.8338
03-NOV-2014, 04-NOV-2014, CDX.NA.IG.S23, 1,-05.6057, -05.7290,  0.0000,  0.2778, -05.4512, -0.1545,  100.00,  64.2270,  65.4150,  64.2271,  4.8246
04-NOV-2014, 05-NOV-2014, CDX.NA.IG.S23, 1, 02.9785,  02.8188,  0.0000,  0.2778,  03.0966, -0.1181,  100.00,  65.4150,  64.8300,  65.4151,  4.8202
05-NOV-2014, 06-NOV-2014, CDX.NA.IG.S23, 1,-00.4516, -00.4910,  0.0000,  0.2778, -00.2132, -0.2384,  100.00,  64.8300,  64.9320,  64.8301,  4.8168
06-NOV-2014, 07-NOV-2014, CDX.NA.IG.S23, 1,-02.6352, -03.0994,  0.0000,  0.2778, -02.8216,  0.1864,  100.00,  64.9320,  65.5760,  64.9321,  4.8100
07-NOV-2014, 10-NOV-2014, CDX.NA.IG.S23, 1, 05.6424,  05.1852,  0.0000,  0.8333,  06.0185, -0.3761,  100.00,  65.5760,  64.4980,  65.5764,  4.8154
12-NOV-2014, 13-NOV-2014, CDX.NA.IG.S23, 1,-02.8301, -03.1098,  0.0000,  0.2778, -02.8320,  0.0020,  100.00,  64.3940,  65.0420,  64.3941,  4.7991
13-NOV-2014, 14-NOV-2014, CDX.NA.IG.S23, 1,-01.9319, -02.1448,  0.0000,  0.2778, -01.8670, -0.0649,  100.00,  65.0420,  65.4890,  65.0422,  4.7991
14-NOV-2014, 17-NOV-2014, CDX.NA.IG.S23, 1,-04.1535, -04.6583,  0.0000,  0.8333, -03.8249, -0.3286,  100.00,  65.4890,  66.4610,  65.4895,  4.7973
17-NOV-2014, 18-NOV-2014, CDX.NA.IG.S23, 1,-03.2478, -03.4607,  0.0000,  0.2778, -03.1830, -0.0649,  100.00,  66.4610,  67.1840,  66.4612,  4.7876
18-NOV-2014, 19-NOV-2014, CDX.NA.IG.S23, 1, 02.7074,  02.5878,  0.0000,  0.2778,  02.8655, -0.1581,  100.00,  67.1840,  66.6430,  67.1842,  4.7857
19-NOV-2014, 20-NOV-2014, CDX.NA.IG.S23, 1, 01.5442,  01.2765,  0.0000,  0.2778,  01.5542, -0.0100,  100.00,  66.6430,  66.3760,  66.6432,  4.7809
20-NOV-2014, 21-NOV-2014, CDX.NA.IG.S23, 1, 13.0063,  12.5601,  0.0000,  0.2778,  12.8379,  0.1684,  100.00,  66.3760,  63.7500,  66.3762,  4.7806
21-NOV-2014, 24-NOV-2014, CDX.NA.IG.S23, 1, 12.3449,  11.6017,  0.0000,  0.8333,  12.4350, -0.0901,  100.00,  63.7500,  61.3250,  63.7504,  4.7854
24-NOV-2014, 25-NOV-2014, CDX.NA.IG.S23, 1, 03.1838,  02.8416,  0.0000,  0.2778,  03.1194,  0.0645,  100.00,  61.3250,  60.7310,  61.3251,  4.7830
25-NOV-2014, 26-NOV-2014, CDX.NA.IG.S23, 1, 02.3146,  02.0620,  0.0000,  0.2778,  02.3398, -0.0253,  100.00,  60.7310,  60.3000,  60.7311,  4.7847
28-NOV-2014, 01-DEC-2014, CDX.NA.IG.S23, 1,-07.7141, -07.9752,  0.0000,  0.8333, -07.1418, -0.5723,  100.00,  61.1480,  62.8180,  61.1484,  4.7831
01-DEC-2014, 02-DEC-2014, CDX.NA.IG.S23, 1, 03.2790,  03.2590,  0.0000,  0.2778,  03.5368, -0.2577,  100.00,  62.8180,  62.1340,  62.8181,  4.7680
02-DEC-2014, 03-DEC-2014, CDX.NA.IG.S23, 1, 02.9198,  02.7795,  0.0000,  0.2778,  03.0572, -0.1375,  100.00,  62.1340,  61.5500,  62.1341,  4.7611
03-DEC-2014, 04-DEC-2014, CDX.NA.IG.S23, 1,-00.9012, -01.1894,  0.0000,  0.2778, -00.9116,  0.0104,  100.00,  61.5500,  61.8000,  61.5501,  4.7575
04-DEC-2014, 05-DEC-2014, CDX.NA.IG.S23, 1,-03.3216, -02.9445,  0.0000,  0.2778, -02.6667, -0.6549,  100.00,  61.8000,  62.4200,  61.8001,  4.7578
05-DEC-2014, 08-DEC-2014, CDX.NA.IG.S23, 1,-09.6542, -10.1149,  0.0000,  0.8333, -09.2815, -0.3727,  100.00,  62.4200,  64.5560,  62.4204,  4.7405
08-DEC-2014, 09-DEC-2014, CDX.NA.IG.S23, 1,-00.3958, -00.7144,  0.0000,  0.2778, -00.4366,  0.0408,  100.00,  64.5560,  64.7070,  64.5561,  4.7303
09-DEC-2014, 10-DEC-2014, CDX.NA.IG.S23, 1,-17.4058, -17.5762,  0.0000,  0.2778, -17.2984, -0.1074,  100.00,  64.7070,  68.4230,  64.7072,  4.7315
10-DEC-2014, 11-DEC-2014, CDX.NA.IG.S23, 1,-01.7938, -01.8283,  0.0000,  0.2778, -01.5506, -0.2432,  100.00,  68.4230,  68.8100,  68.4232,  4.7283
11-DEC-2014, 12-DEC-2014, CDX.NA.IG.S23, 1,-17.6350, -17.8741,  0.0000,  0.2778, -17.5963, -0.0387,  100.00,  68.8100,  72.5970,  68.8102,  4.7205
12-DEC-2014, 15-DEC-2014, CDX.NA.IG.S23, 1,-08.3245, -08.7199,  0.0000,  0.8333, -07.8866, -0.4379,  100.00,  72.5970,  74.4480,  72.5976,  4.7192
15-DEC-2014, 16-DEC-2014, CDX.NA.IG.S23, 1,-07.6259, -07.8955,  0.0000,  0.2778, -07.6177, -0.0082,  100.00,  74.4480,  76.1270,  74.4482,  4.7027
16-DEC-2014, 17-DEC-2014, CDX.NA.IG.S23, 1, 30.6632,  30.3317,  0.0000,  0.2778,  30.6095,  0.0537,  100.00,  76.1270,  69.6780,  76.1272,  4.7023
17-DEC-2014, 18-DEC-2014, CDX.NA.IG.S23, 1, 22.0613,  21.7108,  0.0000,  0.2778,  21.9886,  0.0727,  100.00,  69.6780,  65.0640,  69.6782,  4.7043
