FirstDate,SecondDate,CreditLabel,Horizon,TotalPnL,MarketShiftPnL,RollDownPnL,AccrualPnL,ExplainedPnL,UnexplainedPnL,FixedCoupon,FirstFairPremium,SecondFairPremium,RollDownFairPremium,CleanFixedDV01
20-MAR-2013, 21-MAR-2013, CDX.NA.IG.S20, 1,-09.0593, -09.2823,  0.0000,  0.2778, -09.0045, -0.0548,  100.00,  89.5000,  91.3750,  89.4997,  4.9534
21-MAR-2013, 22-MAR-2013, CDX.NA.IG.S20, 1, 06.1661,  05.8971,  0.0000,  0.2778,  06.1749, -0.0088,  100.00,  91.3750,  90.1830,  91.3747,  4.9477
22-MAR-2013, 25-MAR-2013, CDX.NA.IG.S20, 1,-03.2834, -04.0381,  0.0000,  0.8333, -03.2047, -0.0787,  100.00,  90.1830,  91.0000,  90.1821,  4.9467
25-MAR-2013, 26-MAR-2013, CDX.NA.IG.S20, 1, 02.7319,  02.4688,  0.0000,  0.2778,  02.7466, -0.0147,  100.00,  91.0000,  90.5000,  90.9997,  4.9384
26-MAR-2013, 27-MAR-2013, CDX.NA.IG.S20, 1,-09.0035, -09.2535,  0.0000,  0.2778, -08.9757, -0.0279,  100.00,  90.5000,  92.3750,  90.4997,  4.9368
27-MAR-2013, 28-MAR-2013, CDX.NA.IG.S20, 1, 08.3028,  08.0177,  0.0000,  0.2778,  08.2955,  0.0073,  100.00,  92.3750,  90.7500,  92.3747,  4.9336
28-MAR-2013, 01-APR-2013, CDX.NA.IG.S20, 1, 05.0718,  04.0238,  0.0000,  1.1111,  05.1349, -0.0631,  100.00,  90.7500,  89.9340,  90.7488,  4.9344
01-APR-2013, 02-APR-2013, CDX.NA.IG.S20, 1, 12.2955,  11.9967,  0.0000,  0.2778,  12.2745,  0.0210,  100.00,  89.9340,  87.5000,  89.9337,  4.9279
02-APR-2013, 03-APR-2013, CDX.NA.IG.S20, 1,-08.2204, -08.4723,  0.0000,  0.2778, -08.1945, -0.0258,  100.00,  87.5000,  89.2190,  87.4997,  4.9297
03-APR-2013, 04-APR-2013, CDX.NA.IG.S20, 1, 06.9328,  06.6244,  0.0000,  0.2778,  06.9022,  0.0306,  100.00,  89.2190,  87.8750,  89.2187,  4.9275
04-APR-2013, 05-APR-2013, CDX.NA.IG.S20, 1, 03.9846,  03.6979,  0.0000,  0.2778,  03.9757,  0.0089,  100.00,  87.8750,  87.1250,  87.8747,  4.9302
05-APR-2013, 08-APR-2013, CDX.NA.IG.S20, 1, 09.0702,  08.3137,  0.0000,  0.8333,  09.1471, -0.0769,  100.00,  87.1250,  85.4380,  87.1241,  4.9309
08-APR-2013, 09-APR-2013, CDX.NA.IG.S20, 1, 03.6696,  03.3887,  0.0000,  0.2778,  03.6665,  0.0031,  100.00,  85.4380,  84.7500,  85.4377,  4.9253
09-APR-2013, 10-APR-2013, CDX.NA.IG.S20, 1, 13.8529,  13.5475,  0.0000,  0.2778,  13.8252,  0.0277,  100.00,  84.7500,  82.0000,  84.7497,  4.9255
10-APR-2013, 11-APR-2013, CDX.NA.IG.S20, 1, 02.7298,  02.4586,  0.0000,  0.2778,  02.7364, -0.0066,  100.00,  82.0000,  81.5010,  81.9997,  4.9272
11-APR-2013, 12-APR-2013, CDX.NA.IG.S20, 1,-02.2011, -02.4582,  0.0000,  0.2778, -02.1804, -0.0207,  100.00,  81.5010,  82.0000,  81.5007,  4.9268
12-APR-2013, 15-APR-2013, CDX.NA.IG.S20, 1,-15.3644, -15.9876,  0.0000,  0.8333, -15.1543, -0.2101,  100.00,  82.0000,  85.2500,  81.9992,  4.9257
15-APR-2013, 16-APR-2013, CDX.NA.IG.S20, 1, 17.5299,  17.1960,  0.0000,  0.2778,  17.4738,  0.0561,  100.00,  85.2500,  81.7510,  85.2497,  4.9129
16-APR-2013, 17-APR-2013, CDX.NA.IG.S20, 1,-10.8840, -11.0493,  0.0000,  0.2778, -10.7715, -0.1124,  100.00,  81.7510,  84.0000,  81.7507,  4.9163
17-APR-2013, 18-APR-2013, CDX.NA.IG.S20, 1,-05.9284, -06.1342,  0.0000,  0.2778, -05.8564, -0.0720,  100.00,  84.0000,  85.2500,  83.9997,  4.9097
18-APR-2013, 19-APR-2013, CDX.NA.IG.S20, 1, 07.6224,  07.3522,  0.0000,  0.2778,  07.6300, -0.0076,  100.00,  85.2500,  83.7510,  85.2497,  4.9050
19-APR-2013, 22-APR-2013, CDX.NA.IG.S20, 1, 08.9172,  08.1248,  0.0000,  0.8333,  08.9581, -0.0409,  100.00,  83.7510,  82.0940,  83.7502,  4.9045
22-APR-2013, 23-APR-2013, CDX.NA.IG.S20, 1, 07.4710,  07.2009,  0.0000,  0.2778,  07.4787, -0.0077,  100.00,  82.0940,  80.6250,  82.0937,  4.9021
23-APR-2013, 24-APR-2013, CDX.NA.IG.S20, 1, 03.3423,  03.0636,  0.0000,  0.2778,  03.3414,  0.0009,  100.00,  80.6250,  80.0000,  80.6247,  4.9017
24-APR-2013, 25-APR-2013, CDX.NA.IG.S20, 1, 05.1692,  04.9015,  0.0000,  0.2778,  05.1793, -0.0101,  100.00,  80.0000,  79.0000,  79.9997,  4.9018
25-APR-2013, 26-APR-2013, CDX.NA.IG.S20, 1, 04.2802,  03.9802,  0.0000,  0.2778,  04.2580,  0.0222,  100.00,  79.0000,  78.1880,  78.9997,  4.9013
26-APR-2013, 29-APR-2013, CDX.NA.IG.S20, 1, 10.2905,  09.4989,  0.0000,  0.8333,  10.3322, -0.0417,  100.00,  78.1880,  76.2500,  78.1873,  4.9023
29-APR-2013, 30-APR-2013, CDX.NA.IG.S20, 1, 06.3902,  06.1253,  0.0000,  0.2778,  06.4030, -0.0128,  100.00,  76.2500,  75.0000,  76.2498,  4.9005
