FirstDate,SecondDate,CreditLabel,Horizon,TotalPnL,MarketShiftPnL,RollDownPnL,AccrualPnL,ExplainedPnL,UnexplainedPnL,FixedCoupon,FirstFairPremium,SecondFairPremium,RollDownFairPremium,CleanFixedDV01
20-SEP-2012, 21-SEP-2012, CDX.NA.IG.S19, 1,-00.9657, -01.2383,  0.0000,  0.2778, -00.9605, -0.0051,  100.00,  96.1250,  96.3750,  96.1252,  4.9540
21-SEP-2012, 24-SEP-2012, CDX.NA.IG.S19, 1,-09.7068, -10.5131,  0.0000,  0.8333, -09.6798, -0.0271,  100.00,  96.3750,  98.5000,  96.3756,  4.9526
24-SEP-2012, 25-SEP-2012, CDX.NA.IG.S19, 1,-20.0761, -20.3607,  0.0000,  0.2778, -20.0830,  0.0069,  100.00,  98.5000,  102.6250,  98.5002,  4.9421
25-SEP-2012, 26-SEP-2012, CDX.NA.IG.S19, 1, 02.4359,  02.1540,  0.0000,  0.2778,  02.4317,  0.0042,  100.00,  102.6250,  102.1880,  102.6252,  4.9298
26-SEP-2012, 27-SEP-2012, CDX.NA.IG.S19, 1, 18.4564,  18.1806,  0.0000,  0.2778,  18.4584, -0.0020,  100.00,  102.1880,  98.5010,  102.1882,  4.9281
27-SEP-2012, 28-SEP-2012, CDX.NA.IG.S19, 1,-02.1842, -02.4620,  0.0000,  0.2778, -02.1843,  0.0001,  100.00,  98.5010,  99.0000,  98.5012,  4.9339
28-SEP-2012, 01-OCT-2012, CDX.NA.IG.S19, 1, 04.5241,  03.6984,  0.0000,  0.8333,  04.5317, -0.0077,  100.00,  99.0000,  98.2500,  99.0007,  4.9340
01-OCT-2012, 02-OCT-2012, CDX.NA.IG.S19, 1, 00.2727,  00.0000,  0.0000,  0.2778,  00.2778, -0.0050,  100.00,  98.2500,  98.2500,  98.2502,  4.9284
02-OCT-2012, 03-OCT-2012, CDX.NA.IG.S19, 1, 10.7604,  10.4711,  0.0000,  0.2778,  10.7489,  0.0115,  100.00,  98.2500,  96.1250,  98.2502,  4.9255
03-OCT-2012, 04-OCT-2012, CDX.NA.IG.S19, 1, 05.4974,  05.2336,  0.0000,  0.2778,  05.5114, -0.0140,  100.00,  96.1250,  95.0630,  96.1252,  4.9296
04-OCT-2012, 05-OCT-2012, CDX.NA.IG.S19, 1, 00.5531,  00.3101,  0.0000,  0.2778,  00.5879, -0.0348,  100.00,  95.0630,  95.0000,  95.0632,  4.9265
05-OCT-2012, 09-OCT-2012, CDX.NA.IG.S19, 1,-13.0606, -14.1243,  0.0000,  1.1111, -13.0132, -0.0474,  100.00,  95.0000,  97.8750,  95.0010,  4.9194
09-OCT-2012, 10-OCT-2012, CDX.NA.IG.S19, 1,-05.2453, -05.5173,  0.0000,  0.2778, -05.2396, -0.0057,  100.00,  97.8750,  99.0000,  97.8752,  4.9061
10-OCT-2012, 11-OCT-2012, CDX.NA.IG.S19, 1, 08.8588,  08.5799,  0.0000,  0.2778,  08.8576,  0.0011,  100.00,  99.0000,  97.2500,  99.0003,  4.9025
11-OCT-2012, 12-OCT-2012, CDX.NA.IG.S19, 1, 01.4977,  01.2255,  0.0000,  0.2778,  01.5033, -0.0056,  100.00,  97.2500,  97.0000,  97.2502,  4.9031
12-OCT-2012, 15-OCT-2012, CDX.NA.IG.S19, 1, 07.5556,  06.7364,  0.0000,  0.8333,  07.5697, -0.0141,  100.00,  97.0000,  95.6250,  97.0008,  4.9011
15-OCT-2012, 16-OCT-2012, CDX.NA.IG.S19, 1, 15.6069,  15.3092,  0.0000,  0.2778,  15.5870,  0.0199,  100.00,  95.6250,  92.5000,  95.6252,  4.8973
16-OCT-2012, 17-OCT-2012, CDX.NA.IG.S19, 1, 13.1007,  12.8588,  0.0000,  0.2778,  13.1366, -0.0359,  100.00,  92.5000,  89.8750,  92.5002,  4.9006
