FirstDate,SecondDate,CreditLabel,Horizon,TotalPnL,MarketShiftPnL,RollDownPnL,AccrualPnL,ExplainedPnL,UnexplainedPnL,FixedCoupon,FirstFairPremium,SecondFairPremium,RollDownFairPremium,CleanFixedDV01
09-SEP-2011, 12-SEP-2011, CDX.NA.IG.S16, 1,-14.1595, -15.5551,  0.0000,  0.8333, -14.7218,  0.5623,  100.00,  132.2500,  135.7500,  132.2494,  4.4526
12-SEP-2011, 13-SEP-2011, CDX.NA.IG.S16, 1, 15.6951,  15.5321,  0.0000,  0.2778,  15.8099, -0.1148,  100.00,  135.7500,  132.2500,  135.7498,  4.4361
13-SEP-2011, 14-SEP-2011, CDX.NA.IG.S16, 1, 11.2777,  11.1027,  0.0000,  0.2778,  11.3805, -0.1028,  100.00,  132.2500,  129.7500,  132.2498,  4.4394
14-SEP-2011, 15-SEP-2011, CDX.NA.IG.S16, 1, 17.9674,  17.7773,  0.0000,  0.2778,  18.0551, -0.0876,  100.00,  129.7500,  125.7500,  129.7498,  4.4427
15-SEP-2011, 16-SEP-2011, CDX.NA.IG.S16, 1,-02.9903, -03.3335,  0.0000,  0.2778, -03.0557,  0.0654,  100.00,  125.7500,  126.5000,  125.7498,  4.4459
16-SEP-2011, 19-SEP-2011, CDX.NA.IG.S16, 1,-06.2490, -07.2165,  0.0000,  0.8333, -06.3832,  0.1342,  100.00,  126.5000,  128.1250,  126.4994,  4.4434
19-SEP-2011, 20-SEP-2011, CDX.NA.IG.S16, 1, 03.6126,  03.3288,  0.0000,  0.2778,  03.6066,  0.0061,  100.00,  128.1250,  127.3750,  128.1248,  4.4385
20-SEP-2011, 21-SEP-2011, CDX.NA.IG.S16, 1,-32.9436, -33.7742,  0.0000,  0.2778, -33.4964,  0.5528,  100.00,  127.3750,  135.0000,  127.3753,  4.4383
21-SEP-2011, 22-SEP-2011, CDX.NA.IG.S16, 1,-13.8610, -14.3571,  0.0000,  0.2778, -14.0793,  0.2183,  100.00,  135.0000,  138.2500,  135.0004,  4.4205
22-SEP-2011, 23-SEP-2011, CDX.NA.IG.S16, 1, 11.4841,  11.1219,  0.0000,  0.2778,  11.3997,  0.0844,  100.00,  138.2500,  135.7300,  138.2504,  4.4146
23-SEP-2011, 26-SEP-2011, CDX.NA.IG.S16, 1, 25.5480,  24.7325,  0.0000,  0.8333,  25.5658, -0.0178,  100.00,  135.7300,  130.1250,  135.7312,  4.4123
26-SEP-2011, 27-SEP-2011, CDX.NA.IG.S16, 1, 01.5224,  01.1026,  0.0000,  0.2778,  01.3804,  0.1420,  100.00,  130.1250,  129.8750,  130.1254,  4.4128
27-SEP-2011, 28-SEP-2011, CDX.NA.IG.S16, 1,-21.3297, -22.0095,  0.0000,  0.2778, -21.7317,  0.4020,  100.00,  129.8750,  134.8750,  129.8754,  4.4081
28-SEP-2011, 29-SEP-2011, CDX.NA.IG.S16, 1, 06.9479,  06.5918,  0.0000,  0.2778,  06.8696,  0.0783,  100.00,  134.8750,  133.3750,  134.8754,  4.3957
29-SEP-2011, 30-SEP-2011, CDX.NA.IG.S16, 1,-22.6301, -23.3123,  0.0000,  0.2778, -23.0345,  0.4044,  100.00,  133.3750,  138.6880,  133.3754,  4.3934
30-SEP-2011, 03-OCT-2011, CDX.NA.IG.S16, 1,-30.4086, -31.9788,  0.0000,  0.8333, -31.1455,  0.7369,  100.00,  138.6880,  146.0000,  138.6893,  4.3822
03-OCT-2011, 04-OCT-2011, CDX.NA.IG.S16, 1, 10.2456,  09.8170,  0.0000,  0.2778,  10.0947,  0.1508,  100.00,  146.0000,  143.7500,  146.0005,  4.3648
04-OCT-2011, 05-OCT-2011, CDX.NA.IG.S16, 1, 18.2193,  17.9934,  0.0000,  0.2778,  18.2712, -0.0519,  100.00,  143.7500,  139.6250,  143.7505,  4.3614
05-OCT-2011, 06-OCT-2011, CDX.NA.IG.S16, 1, 26.8163,  26.7380,  0.0000,  0.2778,  27.0157, -0.1995,  100.00,  139.6250,  133.5000,  139.6255,  4.3627
06-OCT-2011, 07-OCT-2011, CDX.NA.IG.S16, 1, 01.0804,  00.5455,  0.0000,  0.2778,  00.8233,  0.2571,  100.00,  133.5000,  133.3750,  133.5004,  4.3681
07-OCT-2011, 11-OCT-2011, CDX.NA.IG.S16, 1, 17.2882,  15.9735,  0.0000,  1.1111,  17.0846,  0.2036,  100.00,  133.3750,  129.7090,  133.3769,  4.3604
11-OCT-2011, 12-OCT-2011, CDX.NA.IG.S16, 1, 21.6667,  21.6116,  0.0000,  0.2778,  21.8894, -0.2226,  100.00,  129.7090,  124.7500,  129.7094,  4.3540
12-OCT-2011, 13-OCT-2011, CDX.NA.IG.S16, 1,-08.3387, -08.7203,  0.0000,  0.2778, -08.4425,  0.1038,  100.00,  124.7500,  126.7500,  124.7505,  4.3621
13-OCT-2011, 14-OCT-2011, CDX.NA.IG.S16, 1, 08.9817,  08.7167,  0.0000,  0.2778,  08.9945, -0.0128,  100.00,  126.7500,  124.7500,  126.7504,  4.3581
