FirstDate,SecondDate,CreditLabel,Horizon,TotalPnL,MarketShiftPnL,RollDownPnL,AccrualPnL,ExplainedPnL,UnexplainedPnL,FixedCoupon,FirstFairPremium,SecondFairPremium,RollDownFairPremium,CleanFixedDV01
20-SEP-2011, 21-SEP-2011, CDX.NA.IG.S17, 1,-34.0518, -35.0685,  0.0000,  0.2778, -34.7907,  0.7389,  100.00,  134.5000,  141.7500,  134.5003,  4.8467
21-SEP-2011, 22-SEP-2011, CDX.NA.IG.S17, 1,-17.5347, -18.0906,  0.0000,  0.2778, -17.8128,  0.2781,  100.00,  141.7500,  145.5000,  141.7504,  4.8273
22-SEP-2011, 23-SEP-2011, CDX.NA.IG.S17, 1, 14.8360,  14.4595,  0.0000,  0.2778,  14.7373,  0.0987,  100.00,  145.5000,  142.5000,  145.5004,  4.8210
23-SEP-2011, 26-SEP-2011, CDX.NA.IG.S17, 1, 26.6836,  25.9043,  0.0000,  0.8333,  26.7376, -0.0540,  100.00,  142.5000,  137.1250,  142.5012,  4.8187
26-SEP-2011, 27-SEP-2011, CDX.NA.IG.S17, 1, 02.2783,  01.8065,  0.0000,  0.2778,  02.0843,  0.1940,  100.00,  137.1250,  136.7500,  137.1254,  4.8201
27-SEP-2011, 28-SEP-2011, CDX.NA.IG.S17, 1,-24.3822, -25.2392,  0.0000,  0.2778, -24.9614,  0.5792,  100.00,  136.7500,  142.0000,  136.7504,  4.8148
28-SEP-2011, 29-SEP-2011, CDX.NA.IG.S17, 1, 11.1146,  10.7992,  0.0000,  0.2778,  11.0770,  0.0376,  100.00,  142.0000,  139.7500,  142.0004,  4.8001
29-SEP-2011, 30-SEP-2011, CDX.NA.IG.S17, 1,-25.5385, -26.3603,  0.0000,  0.2778, -26.0826,  0.5441,  100.00,  139.7500,  145.2500,  139.7504,  4.7992
30-SEP-2011, 03-OCT-2011, CDX.NA.IG.S17, 1,-28.2514, -29.8646,  0.0000,  0.8333, -29.0312,  0.7798,  100.00,  145.2500,  151.5000,  145.2514,  4.7864
03-OCT-2011, 04-OCT-2011, CDX.NA.IG.S17, 1, 10.0371,  09.5361,  0.0000,  0.2778,  09.8139,  0.2232,  100.00,  151.5000,  149.5000,  151.5005,  4.7703
04-OCT-2011, 05-OCT-2011, CDX.NA.IG.S17, 1, 19.2807,  19.0661,  0.0000,  0.2778,  19.3438, -0.0632,  100.00,  149.5000,  145.5000,  149.5005,  4.7658
05-OCT-2011, 06-OCT-2011, CDX.NA.IG.S17, 1, 27.4507,  27.4285,  0.0000,  0.2778,  27.7063, -0.2556,  100.00,  145.5000,  139.7500,  145.5005,  4.7672
06-OCT-2011, 07-OCT-2011, CDX.NA.IG.S17, 1, 00.6589,  00.0000,  0.0000,  0.2778,  00.2778,  0.3811,  100.00,  139.7500,  139.7500,  139.7504,  4.7732
07-OCT-2011, 11-OCT-2011, CDX.NA.IG.S17, 1, 19.1793,  17.8528,  0.0000,  1.1111,  18.9639,  0.2154,  100.00,  139.7500,  136.0000,  139.7519,  4.7636
11-OCT-2011, 12-OCT-2011, CDX.NA.IG.S17, 1, 23.7572,  23.8145,  0.0000,  0.2778,  24.0923, -0.3351,  100.00,  136.0000,  131.0000,  136.0004,  4.7579
12-OCT-2011, 13-OCT-2011, CDX.NA.IG.S17, 1,-09.1062, -09.5035,  0.0000,  0.2778, -09.2257,  0.1195,  100.00,  131.0000,  132.9940,  131.0005,  4.7679
13-OCT-2011, 14-OCT-2011, CDX.NA.IG.S17, 1, 12.1112,  11.8838,  0.0000,  0.2778,  12.1616, -0.0504,  100.00,  132.9940,  130.5000,  132.9944,  4.7642
14-OCT-2011, 17-OCT-2011, CDX.NA.IG.S17, 1,-22.5189, -23.7952,  0.0000,  0.8333, -22.9619,  0.4430,  100.00,  130.5000,  135.5000,  130.5014,  4.7658
17-OCT-2011, 18-OCT-2011, CDX.NA.IG.S17, 1, 12.0393,  11.8854,  0.0000,  0.2778,  12.1631, -0.1238,  100.00,  135.5000,  133.0000,  135.5005,  4.7523
18-OCT-2011, 19-OCT-2011, CDX.NA.IG.S17, 1,-09.0805, -09.5075,  0.0000,  0.2778, -09.2297,  0.1493,  100.00,  133.0000,  135.0000,  133.0005,  4.7559
19-OCT-2011, 20-OCT-2011, CDX.NA.IG.S17, 1, 03.9003,  03.5630,  0.0000,  0.2778,  03.8408,  0.0595,  100.00,  135.0000,  134.2500,  135.0005,  4.7516
20-OCT-2011, 21-OCT-2011, CDX.NA.IG.S17, 1, 12.1138,  11.8761,  0.0000,  0.2778,  12.1539, -0.0401,  100.00,  134.2500,  131.7500,  134.2505,  4.7498
21-OCT-2011, 24-OCT-2011, CDX.NA.IG.S17, 1, 25.3094,  24.5505,  0.0000,  0.8333,  25.3839, -0.0745,  100.00,  131.7500,  126.5840,  131.7515,  4.7511
24-OCT-2011, 25-OCT-2011, CDX.NA.IG.S17, 1,-16.3522, -16.6372,  0.0000,  0.2778, -16.3594,  0.0072,  100.00,  126.5840,  130.0840,  126.5845,  4.7536
25-OCT-2011, 26-OCT-2011, CDX.NA.IG.S17, 1, 18.1492,  17.8218,  0.0000,  0.2778,  18.0996,  0.0496,  100.00,  130.0840,  126.3340,  130.0845,  4.7534
26-OCT-2011, 27-OCT-2011, CDX.NA.IG.S17, 1, 58.2349,  58.3158,  0.0000,  0.2778,  58.5935, -0.3586,  100.00,  126.3340,  114.0840,  126.3345,  4.7516
27-OCT-2011, 28-OCT-2011, CDX.NA.IG.S17, 1,-00.5689, -00.7920,  0.0000,  0.2778, -00.5143, -0.0546,  100.00,  114.0840,  114.2500,  114.0844,  4.7693
28-OCT-2011, 31-OCT-2011, CDX.NA.IG.S17, 1,-35.9342, -36.9527,  0.0000,  0.8333, -36.1194,  0.1852,  100.00,  114.2500,  122.0000,  114.2513,  4.7732
31-OCT-2011, 01-NOV-2011, CDX.NA.IG.S17, 1,-24.4093, -24.9750,  0.0000,  0.2778, -24.6972,  0.2879,  100.00,  122.0000,  127.2500,  122.0005,  4.7630
01-NOV-2011, 02-NOV-2011, CDX.NA.IG.S17, 1, 06.8975,  06.7308,  0.0000,  0.2778,  07.0086, -0.1111,  100.00,  127.2500,  125.8340,  127.2505,  4.7513
02-NOV-2011, 03-NOV-2011, CDX.NA.IG.S17, 1, 23.6167,  23.4357,  0.0000,  0.2778,  23.7134, -0.0967,  100.00,  125.8340,  120.9080,  125.8345,  4.7555
03-NOV-2011, 04-NOV-2011, CDX.NA.IG.S17, 1,-13.0915, -13.5174,  0.0000,  0.2778, -13.2396,  0.1481,  100.00,  120.9080,  123.7500,  120.9085,  4.7596
04-NOV-2011, 07-NOV-2011, CDX.NA.IG.S17, 1, 01.6250,  00.5888,  0.0000,  0.8333,  01.4222,  0.2028,  100.00,  123.7500,  123.6260,  123.7515,  4.7530
07-NOV-2011, 08-NOV-2011, CDX.NA.IG.S17, 1, 11.5401,  11.2683,  0.0000,  0.2778,  11.5461, -0.0060,  100.00,  123.6260,  121.2510,  123.6265,  4.7444
08-NOV-2011, 09-NOV-2011, CDX.NA.IG.S17, 1,-41.1479, -42.0044,  0.0000,  0.2778, -41.7266,  0.5787,  100.00,  121.2510,  130.1250,  121.2515,  4.7447
09-NOV-2011, 10-NOV-2011, CDX.NA.IG.S17, 1, 02.2268,  01.7697,  0.0000,  0.2778,  02.0475,  0.1793,  100.00,  130.1250,  129.7500,  130.1255,  4.7222
10-NOV-2011, 14-NOV-2011, CDX.NA.IG.S17, 1, 02.0813,  00.5887,  0.0000,  1.1111,  01.6998,  0.3815,  100.00,  129.7500,  129.6250,  129.7522,  4.7162
14-NOV-2011, 15-NOV-2011, CDX.NA.IG.S17, 1,-12.9966, -13.5156,  0.0000,  0.2778, -13.2378,  0.2412,  100.00,  129.6250,  132.5010,  129.6255,  4.7033
15-NOV-2011, 16-NOV-2011, CDX.NA.IG.S17, 1,-10.5545, -11.1365,  0.0000,  0.2778, -10.8587,  0.3043,  100.00,  132.5010,  134.8750,  132.5016,  4.6956
16-NOV-2011, 17-NOV-2011, CDX.NA.IG.S17, 1,-07.6617, -08.1997,  0.0000,  0.2778, -07.9220,  0.2603,  100.00,  134.8750,  136.6260,  134.8756,  4.6865
17-NOV-2011, 18-NOV-2011, CDX.NA.IG.S17, 1, 03.2786,  02.9286,  0.0000,  0.2778,  03.2064,  0.0723,  100.00,  136.6260,  136.0000,  136.6266,  4.6792
18-NOV-2011, 21-NOV-2011, CDX.NA.IG.S17, 1,-20.6986, -22.1770,  0.0000,  0.8333, -21.3437,  0.6450,  100.00,  136.0000,  140.7500,  136.0018,  4.6773
21-NOV-2011, 22-NOV-2011, CDX.NA.IG.S17, 1, 00.2616, -00.0000,  0.0000,  0.2778,  00.2778, -0.0162,  100.00,  140.7500,  140.7500,  140.7506,  4.6604
22-NOV-2011, 23-NOV-2011, CDX.NA.IG.S17, 1,-24.0986, -25.0127,  0.0000,  0.2778, -24.7349,  0.6363,  100.00,  140.7500,  146.1250,  140.7506,  4.6608
23-NOV-2011, 25-NOV-2011, CDX.NA.IG.S17, 1,-05.3359, -06.3813,  0.0000,  0.5556, -05.8258,  0.4898,  100.00,  146.1250,  147.5000,  146.1264,  4.6462
