FirstDate,SecondDate,CreditLabel,Horizon,TotalPnL,MarketShiftPnL,RollDownPnL,AccrualPnL,ExplainedPnL,UnexplainedPnL,FixedCoupon,FirstFairPremium,SecondFairPremium,RollDownFairPremium,CleanFixedDV01
20-MAR-2012, 21-MAR-2012, CDX.NA.IG.S18, 1, 03.9780,  03.6240,  0.0000,  0.2778,  03.9018,  0.0763,  100.00,  87.7510,  87.0130,  87.7507,  4.9076
21-MAR-2012, 22-MAR-2012, CDX.NA.IG.S18, 1,-17.2337, -17.4130,  0.0000,  0.2778, -17.1353, -0.0984,  100.00,  87.0130,  90.5600,  87.0127,  4.9136
22-MAR-2012, 23-MAR-2012, CDX.NA.IG.S18, 1,-03.1095, -03.3842,  0.0000,  0.2778, -03.1064, -0.0030,  100.00,  90.5600,  91.2500,  90.5597,  4.9048
23-MAR-2012, 26-MAR-2012, CDX.NA.IG.S18, 1, 13.0996,  12.2618,  0.0000,  0.8333,  13.0952,  0.0044,  100.00,  91.2500,  88.7500,  91.2491,  4.9045
26-MAR-2012, 27-MAR-2012, CDX.NA.IG.S18, 1,-03.3636, -03.6800,  0.0000,  0.2778, -03.4023,  0.0386,  100.00,  88.7500,  89.5000,  88.7497,  4.9050
27-MAR-2012, 28-MAR-2012, CDX.NA.IG.S18, 1,-05.9293, -06.1308,  0.0000,  0.2778, -05.8530, -0.0763,  100.00,  89.5000,  90.7500,  89.4997,  4.9085
28-MAR-2012, 29-MAR-2012, CDX.NA.IG.S18, 1,-10.0167, -10.2575,  0.0000,  0.2778, -09.9797, -0.0370,  100.00,  90.7500,  92.8440,  90.7497,  4.9008
29-MAR-2012, 30-MAR-2012, CDX.NA.IG.S18, 1, 07.8751,  07.6078,  0.0000,  0.2778,  07.8856, -0.0104,  100.00,  92.8440,  91.2900,  92.8437,  4.8963
30-MAR-2012, 02-APR-2012, CDX.NA.IG.S18, 1, 05.8905,  05.0890,  0.0000,  0.8333,  05.9223, -0.0318,  100.00,  91.2900,  90.2500,  91.2891,  4.8950
02-APR-2012, 03-APR-2012, CDX.NA.IG.S18, 1,-01.0741, -01.2212,  0.0000,  0.2778, -00.9434, -0.1307,  100.00,  90.2500,  90.5000,  90.2497,  4.8915
03-APR-2012, 04-APR-2012, CDX.NA.IG.S18, 1,-10.7193, -10.9720,  0.0000,  0.2778, -10.6942, -0.0251,  100.00,  90.5000,  92.7500,  90.4997,  4.8779
04-APR-2012, 05-APR-2012, CDX.NA.IG.S18, 1,-19.8668, -20.0938,  0.0000,  0.2778, -19.8160, -0.0508,  100.00,  92.7500,  96.8760,  92.7497,  4.8749
05-APR-2012, 06-APR-2012, CDX.NA.IG.S18, 1, 01.5219,  01.2173,  0.0000,  0.2778,  01.4951,  0.0268,  100.00,  96.8760,  96.6260,  96.8757,  4.8651
06-APR-2012, 09-APR-2012, CDX.NA.IG.S18, 1,-24.1058, -24.9243,  0.0000,  0.8333, -24.0909, -0.0149,  100.00,  96.6260,  101.7500,  96.6251,  4.8734
09-APR-2012, 10-APR-2012, CDX.NA.IG.S18, 1,-11.8150, -12.1073,  0.0000,  0.2778, -11.8295,  0.0145,  100.00,  101.7500,  104.2450,  101.7497,  4.8551
10-APR-2012, 11-APR-2012, CDX.NA.IG.S18, 1, 11.1617,  10.8914,  0.0000,  0.2778,  11.1692, -0.0076,  100.00,  104.2450,  102.0000,  104.2447,  4.8502
11-APR-2012, 12-APR-2012, CDX.NA.IG.S18, 1, 25.6183,  25.3350,  0.0000,  0.2778,  25.6128,  0.0055,  100.00,  102.0000,  96.7840,  101.9997,  4.8526
12-APR-2012, 13-APR-2012, CDX.NA.IG.S18, 1,-23.2465, -23.5165,  0.0000,  0.2778, -23.2387, -0.0078,  100.00,  96.7840,  101.6260,  96.7837,  4.8617
13-APR-2012, 16-APR-2012, CDX.NA.IG.S18, 1, 01.4549,  00.6109,  0.0000,  0.8333,  01.4442,  0.0106,  100.00,  101.6260,  101.5000,  101.6251,  4.8518
16-APR-2012, 17-APR-2012, CDX.NA.IG.S18, 1, 14.8183,  14.5406,  0.0000,  0.2778,  14.8183,  0.0000,  100.00,  101.5000,  98.5000,  101.4997,  4.8450
17-APR-2012, 18-APR-2012, CDX.NA.IG.S18, 1,-04.3351, -04.6095,  0.0000,  0.2778, -04.3318, -0.0033,  100.00,  98.5000,  99.4510,  98.4997,  4.8487
18-APR-2012, 19-APR-2012, CDX.NA.IG.S18, 1,-02.3824, -02.6590,  0.0000,  0.2778, -02.3812, -0.0011,  100.00,  99.4510,  100.0000,  99.4507,  4.8454
19-APR-2012, 20-APR-2012, CDX.NA.IG.S18, 1, 00.8585,  00.5808,  0.0000,  0.2778,  00.8586, -0.0001,  100.00,  100.0000,  99.8800,  99.9997,  4.8414
20-APR-2012, 23-APR-2012, CDX.NA.IG.S18, 1,-03.9740, -04.8106,  0.0000,  0.8333, -03.9773,  0.0032,  100.00,  99.8800,  100.8750,  99.8791,  4.8390
23-APR-2012, 24-APR-2012, CDX.NA.IG.S18, 1, 05.7116,  05.4331,  0.0000,  0.2778,  05.7109,  0.0006,  100.00,  100.8750,  99.7500,  100.8747,  4.8305
24-APR-2012, 25-APR-2012, CDX.NA.IG.S18, 1, 10.5467,  10.2642,  0.0000,  0.2778,  10.5420,  0.0047,  100.00,  99.7500,  97.6250,  99.7497,  4.8284
25-APR-2012, 26-APR-2012, CDX.NA.IG.S18, 1, 08.7461,  08.4586,  0.0000,  0.2778,  08.7364,  0.0097,  100.00,  97.6250,  95.8750,  97.6247,  4.8320
26-APR-2012, 27-APR-2012, CDX.NA.IG.S18, 1, 08.1412,  07.8578,  0.0000,  0.2778,  08.1356,  0.0056,  100.00,  95.8750,  94.2500,  95.8747,  4.8350
27-APR-2012, 30-APR-2012, CDX.NA.IG.S18, 1,-01.6159, -02.4166,  0.0000,  0.8333, -01.5833, -0.0327,  100.00,  94.2500,  94.7500,  94.2492,  4.8361
30-APR-2012, 01-MAY-2012, CDX.NA.IG.S18, 1, 04.4928,  04.2256,  0.0000,  0.2778,  04.5034, -0.0106,  100.00,  94.7500,  93.8750,  94.7497,  4.8302
01-MAY-2012, 02-MAY-2012, CDX.NA.IG.S18, 1,-01.8532, -02.1142,  0.0000,  0.2778, -01.8364, -0.0168,  100.00,  93.8750,  94.3130,  93.8747,  4.8283
02-MAY-2012, 03-MAY-2012, CDX.NA.IG.S18, 1,-09.7003, -09.9484,  0.0000,  0.2778, -09.6707, -0.0296,  100.00,  94.3130,  96.3760,  94.3127,  4.8255
03-MAY-2012, 04-MAY-2012, CDX.NA.IG.S18, 1,-11.7716, -12.0360,  0.0000,  0.2778, -11.7582, -0.0134,  100.00,  96.3760,  98.8750,  96.3757,  4.8191
04-MAY-2012, 07-MAY-2012, CDX.NA.IG.S18, 1,-05.7779, -06.6069,  0.0000,  0.8333, -05.7735, -0.0044,  100.00,  98.8750,  100.2490,  98.8742,  4.8135
07-MAY-2012, 08-MAY-2012, CDX.NA.IG.S18, 1,-02.7306, -03.0106,  0.0000,  0.2778, -02.7328,  0.0022,  100.00,  100.2490,  100.8760,  100.2487,  4.8035
08-MAY-2012, 09-MAY-2012, CDX.NA.IG.S18, 1,-09.8898, -10.1848,  0.0000,  0.2778, -09.9071,  0.0173,  100.00,  100.8760,  103.0000,  100.8757,  4.7996
09-MAY-2012, 10-MAY-2012, CDX.NA.IG.S18, 1, 00.8821,  00.5987,  0.0000,  0.2778,  00.8765,  0.0056,  100.00,  103.0000,  102.8750,  102.9997,  4.7907
10-MAY-2012, 11-MAY-2012, CDX.NA.IG.S18, 1,-26.5307, -26.8975,  0.0000,  0.2778, -26.6197,  0.0890,  100.00,  102.8750,  108.5010,  102.8747,  4.7887
11-MAY-2012, 14-MAY-2012, CDX.NA.IG.S18, 1,-28.0992, -29.1681,  0.0000,  0.8333, -28.3347,  0.2356,  100.00,  108.5010,  114.6250,  108.5001,  4.7731
14-MAY-2012, 15-MAY-2012, CDX.NA.IG.S18, 1,-11.6273, -12.0684,  0.0000,  0.2778, -11.7906,  0.1633,  100.00,  114.6250,  117.1670,  114.6247,  4.7527
15-MAY-2012, 16-MAY-2012, CDX.NA.IG.S18, 1,-07.7499, -08.1014,  0.0000,  0.2778, -07.8236,  0.0736,  100.00,  117.1670,  118.8760,  117.1667,  4.7424
16-MAY-2012, 17-MAY-2012, CDX.NA.IG.S18, 1,-20.2054, -20.7028,  0.0000,  0.2778, -20.4250,  0.2196,  100.00,  118.8760,  123.2500,  118.8757,  4.7384
17-MAY-2012, 18-MAY-2012, CDX.NA.IG.S18, 1,-01.9705, -02.3628,  0.0000,  0.2778, -02.0850,  0.1145,  100.00,  123.2500,  123.7500,  123.2497,  4.7279
18-MAY-2012, 21-MAY-2012, CDX.NA.IG.S18, 1, 28.4484,  27.7699,  0.0000,  0.8333,  28.6032, -0.1547,  100.00,  123.7500,  117.8750,  123.7491,  4.7231
21-MAY-2012, 22-MAY-2012, CDX.NA.IG.S18, 1,-01.7428, -02.1181,  0.0000,  0.2778, -01.8403,  0.0974,  100.00,  117.8750,  118.3230,  117.8747,  4.7305
22-MAY-2012, 23-MAY-2012, CDX.NA.IG.S18, 1, 00.6258,  00.3402,  0.0000,  0.2778,  00.6180,  0.0078,  100.00,  118.3230,  118.2510,  118.3227,  4.7251
23-MAY-2012, 24-MAY-2012, CDX.NA.IG.S18, 1, 05.6380,  05.3187,  0.0000,  0.2778,  05.5965,  0.0415,  100.00,  118.2510,  117.1250,  118.2507,  4.7247
24-MAY-2012, 25-MAY-2012, CDX.NA.IG.S18, 1,-02.0566, -02.3654,  0.0000,  0.2778, -02.0877,  0.0311,  100.00,  117.1250,  117.6260,  117.1247,  4.7223
25-MAY-2012, 29-MAY-2012, CDX.NA.IG.S18, 1, 05.6450,  04.4200,  0.0000,  1.1111,  05.5312,  0.1139,  100.00,  117.6260,  116.6890,  117.6249,  4.7206
29-MAY-2012, 30-MAY-2012, CDX.NA.IG.S18, 1,-26.3330, -26.7789,  0.0000,  0.2778, -26.5011,  0.1681,  100.00,  116.6890,  122.3750,  116.6887,  4.7139
30-MAY-2012, 31-MAY-2012, CDX.NA.IG.S18, 1,-05.2458, -05.5882,  0.0000,  0.2778, -05.3105,  0.0646,  100.00,  122.3750,  123.5630,  122.3747,  4.7053
31-MAY-2012, 01-JUN-2012, CDX.NA.IG.S18, 1,-11.0220, -11.4525,  0.0000,  0.2778, -11.1747,  0.1527,  100.00,  123.5630,  126.0000,  123.5627,  4.7025
01-JUN-2012, 04-JUN-2012, CDX.NA.IG.S18, 1,-05.8746, -07.0399,  0.0000,  0.8333, -06.2066,  0.3320,  100.00,  126.0000,  127.5010,  125.9992,  4.6963
04-JUN-2012, 05-JUN-2012, CDX.NA.IG.S18, 1, 08.9894,  08.7898,  0.0000,  0.2778,  09.0676, -0.0782,  100.00,  127.5010,  125.6250,  127.5008,  4.6839
05-JUN-2012, 06-JUN-2012, CDX.NA.IG.S18, 1, 17.7657,  17.5833,  0.0000,  0.2778,  17.8611, -0.0954,  100.00,  125.6250,  121.8750,  125.6247,  4.6869
06-JUN-2012, 07-JUN-2012, CDX.NA.IG.S18, 1,-00.0103, -00.2955,  0.0000,  0.2778, -00.0177,  0.0074,  100.00,  121.8750,  121.9380,  121.8747,  4.6909
