FirstDate,SecondDate,CreditLabel,Horizon,TotalPnL,MarketShiftPnL,RollDownPnL,AccrualPnL,ExplainedPnL,UnexplainedPnL,FixedCoupon,FirstFairPremium,SecondFairPremium,RollDownFairPremium,CleanFixedDV01
20-MAR-2015, 23-MAR-2015, CDX.NA.IG.S24, 1, 02.2939,  01.6127,  0.0000,  0.8333,  02.4460, -0.1522,  100.00,  62.9900,  62.6630,  62.9872,  4.9338
23-MAR-2015, 24-MAR-2015, CDX.NA.IG.S24, 1,-00.2637, -00.5818,  0.0000,  0.2778, -00.3040,  0.0403,  100.00,  62.6630,  62.7810,  62.6621,  4.9297
24-MAR-2015, 25-MAR-2015, CDX.NA.IG.S24, 1,-09.0513, -08.9194,  0.0000,  0.2778, -08.6416, -0.4097,  100.00,  62.7810,  64.5920,  62.7801,  4.9308
25-MAR-2015, 26-MAR-2015, CDX.NA.IG.S24, 1, 00.2782,  00.2065,  0.0000,  0.2778,  00.4843, -0.2061,  100.00,  64.5920,  64.5500,  64.5910,  4.9195
26-MAR-2015, 27-MAR-2015, CDX.NA.IG.S24, 1, 00.3604,  00.0590,  0.0000,  0.2778,  00.3367,  0.0237,  100.00,  64.5500,  64.5380,  64.5490,  4.9137
27-MAR-2015, 30-MAR-2015, CDX.NA.IG.S24, 1, 03.3073,  02.5988,  0.0000,  0.8333,  03.4321, -0.1248,  100.00,  64.5380,  64.0090,  64.5351,  4.9143
30-MAR-2015, 31-MAR-2015, CDX.NA.IG.S24, 1, 02.4179,  02.0923,  0.0000,  0.2778,  02.3701,  0.0478,  100.00,  64.0090,  63.5830,  64.0080,  4.9108
31-MAR-2015, 01-APR-2015, CDX.NA.IG.S24, 1, 02.2145,  01.8425,  0.0000,  0.2778,  02.1203,  0.0942,  100.00,  63.5830,  63.2080,  63.5821,  4.9122
01-APR-2015, 02-APR-2015, CDX.NA.IG.S24, 1, 03.8444,  03.6800,  0.0000,  0.2778,  03.9578, -0.1134,  100.00,  63.2080,  62.4590,  63.2071,  4.9147
02-APR-2015, 03-APR-2015, CDX.NA.IG.S24, 1,-01.6566, -02.1724,  0.0000,  0.2778, -01.8946,  0.2380,  100.00,  62.4590,  62.9010,  62.4581,  4.9117
03-APR-2015, 06-APR-2015, CDX.NA.IG.S24, 1, 06.3999,  05.8868,  0.0000,  0.8333,  06.7201, -0.3202,  100.00,  62.9010,  61.7030,  62.8982,  4.9181
06-APR-2015, 07-APR-2015, CDX.NA.IG.S24, 1, 07.4341,  07.2015,  0.0000,  0.2778,  07.4793, -0.0452,  100.00,  61.7030,  60.2360,  61.7021,  4.9096
07-APR-2015, 08-APR-2015, CDX.NA.IG.S24, 1,-00.8508, -00.9370,  0.0000,  0.2778, -00.6593, -0.1915,  100.00,  60.2360,  60.4270,  60.2351,  4.9084
08-APR-2015, 09-APR-2015, CDX.NA.IG.S24, 1,-00.8896, -00.8574,  0.0000,  0.2778, -00.5797, -0.3100,  100.00,  60.4270,  60.6020,  60.4261,  4.9036
09-APR-2015, 10-APR-2015, CDX.NA.IG.S24, 1, 00.7918,  00.5923,  0.0000,  0.2778,  00.8700, -0.0783,  100.00,  60.6020,  60.4810,  60.6011,  4.8957
10-APR-2015, 13-APR-2015, CDX.NA.IG.S24, 1,-06.4981, -07.0964,  0.0000,  0.8333, -06.2631, -0.2350,  100.00,  60.4810,  61.9320,  60.4783,  4.8938
13-APR-2015, 14-APR-2015, CDX.NA.IG.S24, 1, 00.9401,  00.6257,  0.0000,  0.2778,  00.9035,  0.0367,  100.00,  61.9320,  61.8040,  61.9311,  4.8877
14-APR-2015, 15-APR-2015, CDX.NA.IG.S24, 1, 06.4717,  06.1025,  0.0000,  0.2778,  06.3803,  0.0914,  100.00,  61.8040,  60.5560,  61.8031,  4.8887
15-APR-2015, 16-APR-2015, CDX.NA.IG.S24, 1,-04.7776, -04.9582,  0.0000,  0.2778, -04.6804, -0.0972,  100.00,  60.5560,  61.5700,  60.5551,  4.8910
16-APR-2015, 17-APR-2015, CDX.NA.IG.S24, 1,-14.0005, -13.8981,  0.0000,  0.2778, -13.6203, -0.3802,  100.00,  61.5700,  64.4160,  61.5691,  4.8885
