FirstDate,SecondDate,CreditLabel,Horizon,TotalPnL,MarketShiftPnL,RollDownPnL,AccrualPnL,ExplainedPnL,UnexplainedPnL,FixedCoupon,FirstFairPremium,SecondFairPremium,RollDownFairPremium,CleanFixedDV01
21-MAR-2016, 22-MAR-2016, CDX.NA.IG.S26, 1,-16.2126, -16.2028,  0.0000,  0.2778, -15.9250, -0.2876,  100.00,  77.5560,  80.8550,  77.5562,  4.9183
22-MAR-2016, 23-MAR-2016, CDX.NA.IG.S26, 1,-01.6403, -01.9524,  0.0000,  0.2778, -01.6746,  0.0343,  100.00,  80.8550,  81.2530,  80.8552,  4.9045
23-MAR-2016, 24-MAR-2016, CDX.NA.IG.S26, 1,-10.4898, -10.5970,  0.0000,  0.2778, -10.3192, -0.1706,  100.00,  81.2530,  83.4150,  81.2532,  4.9063
24-MAR-2016, 28-MAR-2016, CDX.NA.IG.S26, 1, 01.8784,  00.9051,  0.0000,  1.1111,  02.0162, -0.1379,  100.00,  83.4150,  83.2300,  83.4159,  4.8967
28-MAR-2016, 29-MAR-2016, CDX.NA.IG.S26, 1, 03.9284,  03.4744,  0.0000,  0.2778,  03.7522,  0.1762,  100.00,  83.2300,  82.5200,  83.2302,  4.8884
29-MAR-2016, 30-MAR-2016, CDX.NA.IG.S26, 1, 20.1494,  19.6738,  0.0000,  0.2778,  19.9516,  0.1977,  100.00,  82.5200,  78.5080,  82.5202,  4.8987
30-MAR-2016, 31-MAR-2016, CDX.NA.IG.S26, 1,-00.0912, -00.4124,  0.0000,  0.2778, -00.1346,  0.0435,  100.00,  78.5080,  78.5920,  78.5082,  4.9088
31-MAR-2016, 01-APR-2016, CDX.NA.IG.S26, 1, 15.2640,  14.9786,  0.0000,  0.2778,  15.2564,  0.0077,  100.00,  78.5920,  75.5420,  78.5922,  4.9108
01-APR-2016, 04-APR-2016, CDX.NA.IG.S26, 1,-02.9027, -03.5729,  0.0000,  0.8333, -02.7395, -0.1631,  100.00,  75.5420,  76.2700,  75.5426,  4.9112
04-APR-2016, 05-APR-2016, CDX.NA.IG.S26, 1,-16.2966, -16.4603,  0.0000,  0.2778, -16.1826, -0.1140,  100.00,  76.2700,  79.6280,  76.2702,  4.9044
05-APR-2016, 06-APR-2016, CDX.NA.IG.S26, 1, 09.7903,  09.5517,  0.0000,  0.2778,  09.8295, -0.0392,  100.00,  79.6280,  77.6780,  79.6282,  4.8992
06-APR-2016, 07-APR-2016, CDX.NA.IG.S26, 1,-22.6629, -22.8173,  0.0000,  0.2778, -22.5395, -0.1234,  100.00,  77.6780,  82.3400,  77.6782,  4.8974
07-APR-2016, 08-APR-2016, CDX.NA.IG.S26, 1, 00.2203,  00.0440,  0.0000,  0.2778,  00.3218, -0.1015,  100.00,  82.3400,  82.3310,  82.3402,  4.8912
